"numerator","site","arm","interval","risk_n","weight_sum","ess","ess_fraction","w_median","w_q95","w_q99","w_max"
"local",2,0,6,410,339.916638324854,371.315742903709,0.905648153423681,0.75101365289023,1.19602604158275,1.96824521025862,3.0300712221094
"local",2,1,7,107,167.795259474567,34.314596943977,0.32069716770072,0.885316202346165,4.42939854415838,9.64641775729579,18.8057424758071
"local",2,0,7,382,312.142737169283,349.817842395829,0.915753514125207,0.747404876160978,1.16892611670315,1.96309576132627,3.0300712221094
"local",2,1,8,92,156.975768158488,30.455451362402,0.331037514808718,0.982702480013801,4.84777044761126,10.5195106954989,18.8057424758071
"local",2,0,8,350,282.183360681717,325.891407775008,0.931118307928595,0.74056257162741,1.15731078610282,1.87638193947759,2.73698314779858
"local",2,1,9,87,154.184148705113,29.4717366748837,0.33875559396418,1.00074186114678,4.99226139123944,10.9747981559554,18.8057424758071
"local",2,0,9,316,251.735021863265,295.191126194328,0.934149133526353,0.735162004694915,1.13673785820584,1.78262132477047,2.73698314779858
"local",2,1,10,77,141.926473251733,25.7934571687752,0.334979963230847,1.0315934687955,5.19187791677705,11.8853730768683,18.8057424758071
"local",2,0,10,302,238.888262592498,284.090990919096,0.94069864542747,0.732075690185095,1.08907244227236,1.75253137540901,2.73698314779858
"local",2,1,11,72,138.761606769034,24.773451971092,0.344075721820722,1.05151274348009,5.2246621582568,12.3406605373249,18.8057424758071
"local",2,0,11,280,218.52497916038,265.721831914678,0.949006542552423,0.728769328004477,1.06464432465285,1.39683055411366,2.73698314779858
"local",2,1,12,72,138.761606769034,24.773451971092,0.344075721820722,1.05151274348009,5.2246621582568,12.3406605373249,18.8057424758071
"local",2,0,12,259,201.162334068776,245.862357406297,0.949275511221225,0.726585846123607,1.06332803386007,1.35894633591067,2.73698314779858
"local",2,1,13,65,126.282254783845,21.7911574497018,0.335248576149258,1.09215219029728,5.1549673414259,12.9780629819639,18.8057424758071
"local",2,0,13,248,192.254669600729,234.999531649268,0.947578756650274,0.725633579794744,1.06395423872293,1.35917779523923,2.73698314779858
"local",2,1,14,62,124.43539185962,21.19889199843,0.341917612877904,1.12934723230409,5.26133245249065,13.2512354582378,18.8057424758071
"local",2,0,14,241,186.411788780432,228.237817763068,0.947044886983685,0.723871241408029,1.05326683420106,1.35932508753923,2.73698314779858
"local",2,1,15,62,124.43539185962,21.19889199843,0.341917612877904,1.12934723230409,5.26133245249065,13.2512354582378,18.8057424758071
"local",2,0,15,228,174.437982539148,221.186606618998,0.970116695697361,0.724651721776413,1.04663554409852,1.34036094156759,1.78754312490476
"local",2,1,16,59,119.637164231188,19.8952881058835,0.337208272981076,1.10272348823908,5.64781555159307,13.5244079345118,18.8057424758071
"local",2,0,16,208,156.988395218402,202.449480224701,0.973314808772599,0.720758557089443,0.942821230798141,1.28856315360119,1.78754312490476
"local",2,1,17,57,117.664980800746,19.3074551950574,0.338727284123813,1.10272348823908,5.99884361367392,13.7065229186943,18.8057424758071
"local",2,0,17,197,147.902537203958,191.933783489439,0.974283164921008,0.71901090496332,0.890138648492654,1.2952075827638,1.78754312490476
"local",2,1,18,51,112.294063164702,17.7287528281496,0.347622604473522,1.16978780352318,7.05192779991649,14.2528678712421,18.8057424758071
"local",2,0,18,190,142.378962831501,185.104601824522,0.974234746444851,0.717343196344119,0.888613679924372,1.29994418927868,1.78754312490476
"local",2,1,19,47,107.652389214846,16.4445325273382,0.349883670794429,1.25844652735293,7.75398392407817,14.6170978396073,18.8057424758071
"local",2,0,19,179,133.333562754015,174.819602106649,0.976645821824853,0.71640237383974,0.883525327513515,1.26350912012561,1.78754312490476
"local",2,1,20,43,103.291459208559,15.3059301044499,0.355951862894184,1.30087253016839,8.45604004823988,14.9813278079725,18.8057424758071
"local",2,0,20,169,125.862123628193,164.922002526018,0.975869837432057,0.71640237383974,0.868618283914028,1.27590112495885,1.78754312490476
"local",2,1,21,42,102.33272536406,15.0429509127973,0.358165497923745,1.31537712018933,8.63155407928029,15.0723853000638,18.8057424758071
"local",2,0,21,162,120.568764853026,157.960743744267,0.975066319409057,0.715668398034762,0.8804740278568,1.28457552834212,1.78754312490476
"local",2,1,22,41,101.559253425782,14.8291530570668,0.361686659928457,1.32988171021027,8.80706811032073,15.1634427921551,18.8057424758071
"local",2,0,22,156,115.122587227733,153.843298045392,0.986174987470459,0.715026286727992,0.843288863476668,1.13560777808219,1.36016675782492
"local",2,1,23,38,96.0015938580384,13.5418646273093,0.356364858613403,1.31537712018933,8.9410068837742,15.436615268429,18.8057424758071
"local",2,0,23,149,109.77397261627,146.899825304212,0.985904867813506,0.714815161671403,0.828198622499543,1.1484163693526,1.36016675782492
"local",2,1,24,34,92.8420666705812,12.7225519347812,0.374192703964152,1.36236902981946,9.11959191504548,15.8008452367942,18.8057424758071
"local",2,0,24,142,103.852883401873,140.65501661413,0.990528286015003,0.714399753379995,0.82475599704758,1.02845579495795,1.23624670949247
"local",2,1,25,33,91.5836201432283,12.4089948491156,0.376030146942896,1.37725378811384,9.16423817286331,15.8919027288855,18.8057424758071
"local",2,0,25,137,100.235422394258,135.670546974187,0.990295963315232,0.713984345088586,0.824946987362559,1.03148153145101,1.23624670949247
"local",3,1,1,1000,977.789561019591,676.800538341726,0.676800538341726,0.820614724254615,1.8724519610283,4.12959434931473,10.4341175470944
"local",3,0,1,738,738.088171799311,569.029476720586,0.771042651382908,0.842701789285232,1.67983337366178,2.52924169539323,10.4341175470944
"local",3,1,2,715,680.854172757761,186.282330162868,0.260534727500515,0.667167353314181,2.15981321749532,4.5165745349411,39.1818057086846
"local",3,0,2,424,360.011291970516,287.834121819352,0.678854060894699,0.669289745527019,1.66898309029467,3.37940341703164,7.15758340169609
"local",3,1,3,501,489.285563476742,92.232386978092,0.184096580794595,0.587106286364163,2.30022932076165,4.88201365986626,39.1818057086846
"local",3,0,3,262,196.113572048777,67.5616360074242,0.257868839722993,0.52469093005099,1.27402329457446,3.44994416595573,17.2216909867623
"local",3,1,4,359,342.643834562947,56.9120923845905,0.158529505249556,0.536791245751366,2.52964598288613,4.72440275128287,39.1818057086846
"local",3,0,4,174,98.2865918566015,74.8039776183738,0.429907917346976,0.423220536051346,0.949206359754574,2.67090086144609,8.00379396942348
