"check","estimand","fed","pooled","difference","passed"
"K1_identity","RD",0.0138000051460817,0.0138000051460817,0,TRUE
"K1_identity","RMST_diff",0.638851551367502,0.638851551367502,0,TRUE
"homogeneous_three_sites","RD",-0.0672580757922182,-0.0677427134605623,0.000484637668344057,NA
"homogeneous_three_sites","RMST_diff",1.62862991797332,1.63821413480066,-0.00958421682733679,NA
