"method","estimand","tau","beta_trt","scenario","conf_mult","t_star","mean_est","truth","bias","emp_sd","rmse","coverage","n_reps"
"Federated CCW","RD",6,-0.5,"strong",1.5,25,-0.0508493994472335,-0.0555501331884042,0.00470073374117065,0.0468605206433787,0.00470073374117065,0.85,100
"Federated CCW","RD",9,-0.5,"strong",1.5,25,-0.0449044306140942,-0.0520240569048503,0.00711962629075618,0.0402020478249416,0.00711962629075618,0.89,100
"Pooled CCW","RD",3,-1,"medium",1,25,-0.147847397162072,-0.143253321605636,-0.00459407555643608,0.036363167867615,0.00459407555643608,0.97,100
"Pooled CCW","RD",6,-1,"medium",1,25,-0.114079762888797,-0.116897499994125,0.00281773710532779,0.0222212434723545,0.00281773710532779,0.98,100
"Pooled CCW","RD",9,-1,"medium",1,25,-0.101164063046155,-0.103464730449795,0.00230066740364037,0.021682329256732,0.00230066740364037,0.96,100
"Pooled CCW","RD",3,-0.7,"medium",1,25,-0.0866432269480459,-0.0948334067217326,0.00819017977368667,0.0374529982377595,0.00819017977368667,0.93,100
"Pooled CCW","RD",6,-0.7,"medium",1,25,-0.0716955418241961,-0.0789749778056354,0.00727943598143939,0.0323181159606539,0.00727943598143939,0.86,100
"Pooled CCW","RD",9,-0.7,"medium",1,25,-0.0741506857230044,-0.0706533845362755,-0.00349730118672897,0.0197926437922555,0.00349730118672897,0.99,100
"Pooled CCW","RD",3,-0.5,"medium",1,25,-0.0708053638308939,-0.0651130915506204,-0.00569227228027351,0.0431241993357417,0.00569227228027351,0.91,100
"Pooled CCW","RD",6,-0.5,"medium",1,25,-0.0624774004485349,-0.0549175256763194,-0.00755987477221551,0.0292964864594708,0.00755987477221551,0.94,100
"Pooled CCW","RD",9,-0.5,"medium",1,25,-0.0531844535163909,-0.0494977789141451,-0.00368667460224578,0.0222465743818194,0.00368667460224578,0.95,100
"Pooled CCW","RD",3,-1,"small",0.5,25,-0.141636840502602,-0.142945288659929,0.00130844815732691,0.029123439805684,0.00130844815732691,0.95,100
"Pooled CCW","RD",6,-1,"small",0.5,25,-0.111491628039581,-0.113586261733671,0.00209463369409045,0.0181884347879342,0.00209463369409045,0.96,100
"Pooled CCW","RD",9,-1,"small",0.5,25,-0.0968980683198373,-0.0982053313790627,0.00130726305922544,0.0124486800647579,0.00130726305922544,0.99,100
"Pooled CCW","RD",3,-0.7,"small",0.5,25,-0.0881904178028128,-0.0953272463589516,0.00713682855613882,0.0243971185487294,0.00713682855613882,0.94,100
"Pooled CCW","RD",6,-0.7,"small",0.5,25,-0.0792439998132567,-0.0772335293676427,-0.00201047044561402,0.0159026516938784,0.00201047044561402,1,100
"Pooled CCW","RD",9,-0.7,"small",0.5,25,-0.0714365931677368,-0.0675326182856144,-0.00390397488212244,0.012868484492555,0.00390397488212244,0.97,100
"Pooled CCW","RD",3,-0.5,"small",0.5,25,-0.063794909248336,-0.0653119903385221,0.00151708109018607,0.0280132975757378,0.00151708109018607,0.96,100
"Pooled CCW","RD",6,-0.5,"small",0.5,25,-0.0496974956370975,-0.0537473560536031,0.00404986041650567,0.0182154827279937,0.00404986041650567,0.95,100
"Pooled CCW","RD",9,-0.5,"small",0.5,25,-0.0489971433615977,-0.0473303356207132,-0.00166680774088446,0.0139620822667382,0.00166680774088446,0.97,100
"Pooled CCW","RD",3,-1,"strong",1.5,25,-0.128531126249022,-0.144935130042134,0.0164040037931116,0.0569882259651745,0.0164040037931116,0.81,100
"Pooled CCW","RD",6,-1,"strong",1.5,25,-0.116771414109861,-0.119745342753317,0.00297392864345601,0.0507710192076746,0.00297392864345601,0.87,100
"Pooled CCW","RD",9,-1,"strong",1.5,25,-0.113832948217911,-0.109040827312932,-0.0047921209049791,0.0373543010007703,0.0047921209049791,0.94,100
"Pooled CCW","RD",3,-0.7,"strong",1.5,25,-0.0798417397358951,-0.0958164301119867,0.0159746903760916,0.0576090476200667,0.0159746903760916,0.82,100
"Pooled CCW","RD",6,-0.7,"strong",1.5,25,-0.0891407045889231,-0.0807663845005827,-0.00837432008834042,0.0560049741868115,0.00837432008834042,0.93,100
"Pooled CCW","RD",9,-0.7,"strong",1.5,25,-0.062039884444749,-0.0743688878133829,0.0123290033686339,0.0330594927326443,0.0123290033686339,0.86,100
"Pooled CCW","RD",3,-0.5,"strong",1.5,25,-0.0443325183402707,-0.0652076406782259,0.0208751223379552,0.0452633832657492,0.0208751223379552,0.89,100
"Pooled CCW","RD",6,-0.5,"strong",1.5,25,-0.0498839202435532,-0.0555501331884042,0.00566621294485098,0.047278332498975,0.00566621294485098,0.84,100
"Pooled CCW","RD",9,-0.5,"strong",1.5,25,-0.0424496963184513,-0.0520240569048503,0.00957436058639907,0.0379849426695661,0.00957436058639907,0.83,100
"Federated landmark IPW","RD",3,-1,"medium",1,25,-0.226789106942801,-0.143253321605636,-0.0835357853371653,0.0571543352651373,0.0835357853371653,NA,100
"Federated landmark IPW","RD",6,-1,"medium",1,25,-0.241432754191081,-0.116897499994125,-0.124535254196956,0.0389536750275539,0.124535254196956,NA,100
"Federated landmark IPW","RD",9,-1,"medium",1,25,-0.240601310811517,-0.103464730449795,-0.137136580361722,0.0549864126274315,0.137136580361722,NA,100
"Federated landmark IPW","RD",3,-0.7,"medium",1,25,-0.155246640366629,-0.0948334067217326,-0.0604132336448961,0.0645767154047522,0.0604132336448961,NA,100
"Federated landmark IPW","RD",6,-0.7,"medium",1,25,-0.16649455838209,-0.0789749778056354,-0.087519580576455,0.0607373438791631,0.087519580576455,NA,100
"Federated landmark IPW","RD",9,-0.7,"medium",1,25,-0.181580394806842,-0.0706533845362755,-0.110927010270566,0.0400868908038411,0.110927010270566,NA,100
"Federated landmark IPW","RD",3,-0.5,"medium",1,25,-0.12709958302367,-0.0651130915506204,-0.06198649147305,0.0644728362416224,0.06198649147305,NA,100
"Federated landmark IPW","RD",6,-0.5,"medium",1,25,-0.148239642234638,-0.0549175256763194,-0.0933221165583185,0.0530603932797038,0.0933221165583185,NA,100
"Federated landmark IPW","RD",9,-0.5,"medium",1,25,-0.132658753843049,-0.0494977789141451,-0.0831609749289039,0.0408961635367623,0.0831609749289039,NA,100
"Federated landmark IPW","RD",3,-1,"small",0.5,25,-0.208979326767625,-0.142945288659929,-0.0660340381076964,0.0394651264816423,0.0660340381076964,NA,100
"Federated landmark IPW","RD",6,-1,"small",0.5,25,-0.240013946094243,-0.113586261733671,-0.126427684360572,0.0298040023541776,0.126427684360572,NA,100
"Federated landmark IPW","RD",9,-1,"small",0.5,25,-0.235222613132704,-0.0982053313790627,-0.137017281753641,0.0231915395704593,0.137017281753641,NA,100
"Federated landmark IPW","RD",3,-0.7,"small",0.5,25,-0.146358769944678,-0.0953272463589516,-0.0510315235857259,0.0403550819287307,0.0510315235857259,NA,100
"Federated landmark IPW","RD",6,-0.7,"small",0.5,25,-0.170649416689723,-0.0772335293676427,-0.0934158873220807,0.0278175433911847,0.0934158873220807,NA,100
"Federated landmark IPW","RD",9,-0.7,"small",0.5,25,-0.175985976600149,-0.0675326182856144,-0.108453358314534,0.0281369212707441,0.108453358314534,NA,100
"Federated landmark IPW","RD",3,-0.5,"small",0.5,25,-0.0964591512277003,-0.0653119903385221,-0.0311471608891782,0.0384813524137379,0.0311471608891782,NA,100
"Federated landmark IPW","RD",6,-0.5,"small",0.5,25,-0.109680384377258,-0.0537473560536031,-0.0559330283236544,0.026979119440799,0.0559330283236544,NA,100
"Federated landmark IPW","RD",9,-0.5,"small",0.5,25,-0.128281695501028,-0.0473303356207132,-0.0809513598803143,0.0288643444532489,0.0809513598803143,NA,100
"Federated landmark IPW","RD",3,-1,"strong",1.5,25,-0.218498698457273,-0.144935130042134,-0.0735635684151393,0.094818776255893,0.0735635684151393,NA,100
"Federated landmark IPW","RD",6,-1,"strong",1.5,25,-0.252902873640319,-0.119745342753317,-0.133157530887002,0.0844093275148164,0.133157530887002,NA,100
"Federated landmark IPW","RD",9,-1,"strong",1.5,25,-0.24208542009233,-0.109040827312932,-0.133044592779398,0.055976728704883,0.133044592779398,NA,100
"Federated landmark IPW","RD",3,-0.7,"strong",1.5,25,-0.148711646887095,-0.0958164301119867,-0.0528952167751083,0.0838919479741482,0.0528952167751083,NA,100
"Federated landmark IPW","RD",6,-0.7,"strong",1.5,25,-0.211947244925005,-0.0807663845005827,-0.131180860424423,0.0922265645678113,0.131180860424423,NA,100
"Federated landmark IPW","RD",9,-0.7,"strong",1.5,25,-0.162876069229979,-0.0743688878133829,-0.0885071814165964,0.0541412886839285,0.0885071814165964,NA,100
"Federated landmark IPW","RD",3,-0.5,"strong",1.5,25,-0.10230074102063,-0.0652076406782259,-0.037093100342404,0.0835332469431286,0.037093100342404,NA,100
"Federated landmark IPW","RD",6,-0.5,"strong",1.5,25,-0.129343115712047,-0.0555501331884042,-0.073792982523643,0.0817718620249524,0.073792982523643,NA,100
"Federated landmark IPW","RD",9,-0.5,"strong",1.5,25,-0.110701044379419,-0.0520240569048503,-0.0586769874745691,0.0804913274996674,0.0586769874745691,NA,100
"Local CCW + curve meta-analysis","RD",3,-1,"medium",1,25,-0.145008386557905,-0.143253321605636,-0.00175506495226943,0.0370858431042112,0.00175506495226943,NA,100
"Local CCW + curve meta-analysis","RD",6,-1,"medium",1,25,-0.114101068164682,-0.116897499994125,0.0027964318294428,0.0236079160446161,0.0027964318294428,NA,100
"Local CCW + curve meta-analysis","RD",9,-1,"medium",1,25,-0.100682662194747,-0.103464730449795,0.00278206825504802,0.0220320433810267,0.00278206825504802,NA,100
"Local CCW + curve meta-analysis","RD",3,-0.7,"medium",1,25,-0.0861685179236578,-0.0948334067217326,0.00866488879807481,0.0352653431980769,0.00866488879807481,NA,100
"Local CCW + curve meta-analysis","RD",6,-0.7,"medium",1,25,-0.0706090011308812,-0.0789749778056354,0.00836597667475421,0.0320899478020268,0.00836597667475421,NA,100
"Local CCW + curve meta-analysis","RD",9,-0.7,"medium",1,25,-0.0722748490269788,-0.0706533845362755,-0.00162146449070334,0.0190802897991297,0.00162146449070334,NA,100
"Local CCW + curve meta-analysis","RD",3,-0.5,"medium",1,25,-0.0699083579121153,-0.0651130915506204,-0.00479526636149493,0.0421399670458954,0.00479526636149493,NA,100
"Local CCW + curve meta-analysis","RD",6,-0.5,"medium",1,25,-0.0613269430660999,-0.0549175256763194,-0.00640941738978054,0.0289438870224038,0.00640941738978054,NA,100
"Local CCW + curve meta-analysis","RD",9,-0.5,"medium",1,25,-0.0513321417029804,-0.0494977789141451,-0.0018343627888353,0.0211575485320487,0.0018343627888353,NA,100
"Local CCW + curve meta-analysis","RD",3,-1,"small",0.5,25,-0.14135598277693,-0.142945288659929,0.00158930588299882,0.029778128758651,0.00158930588299882,NA,100
"Local CCW + curve meta-analysis","RD",6,-1,"small",0.5,25,-0.111584908476661,-0.113586261733671,0.00200135325701037,0.0183847430690047,0.00200135325701037,NA,100
"Local CCW + curve meta-analysis","RD",9,-1,"small",0.5,25,-0.0971670415373792,-0.0982053313790627,0.00103828984168351,0.0127287223030324,0.00103828984168351,NA,100
"Local CCW + curve meta-analysis","RD",3,-0.7,"small",0.5,25,-0.0871444227956293,-0.0953272463589516,0.00818282356332235,0.0256002124364324,0.00818282356332235,NA,100
"Local CCW + curve meta-analysis","RD",6,-0.7,"small",0.5,25,-0.0793457023720304,-0.0772335293676427,-0.00211217300438767,0.0159854110871658,0.00211217300438767,NA,100
"Local CCW + curve meta-analysis","RD",9,-0.7,"small",0.5,25,-0.071430852927876,-0.0675326182856144,-0.00389823464226158,0.0129684091791615,0.00389823464226158,NA,100
"Local CCW + curve meta-analysis","RD",3,-0.5,"small",0.5,25,-0.062676682693574,-0.0653119903385221,0.00263530764494811,0.0279721636698481,0.00263530764494811,NA,100
"Local CCW + curve meta-analysis","RD",6,-0.5,"small",0.5,25,-0.0503750935161106,-0.0537473560536031,0.00337226253749259,0.0186027810943769,0.00337226253749259,NA,100
"Local CCW + curve meta-analysis","RD",9,-0.5,"small",0.5,25,-0.0486936847302796,-0.0473303356207132,-0.00136334910956641,0.0140539229689032,0.00136334910956641,NA,100
"Local CCW + curve meta-analysis","RD",3,-1,"strong",1.5,25,-0.119259139808772,-0.144935130042134,0.0256759902333617,0.0468167076358166,0.0256759902333617,NA,100
"Local CCW + curve meta-analysis","RD",6,-1,"strong",1.5,25,-0.112693208853858,-0.119745342753317,0.00705213389945925,0.0475069078273059,0.00705213389945925,NA,100
"Local CCW + curve meta-analysis","RD",9,-1,"strong",1.5,25,-0.109796385426887,-0.109040827312932,-0.000755558113954801,0.0328829769121819,0.000755558113954801,NA,100
"Local CCW + curve meta-analysis","RD",3,-0.7,"strong",1.5,25,-0.0732267594496136,-0.0958164301119867,0.0225896706623731,0.0548199748758094,0.0225896706623731,NA,100
"Local CCW + curve meta-analysis","RD",6,-0.7,"strong",1.5,25,-0.0842203961715463,-0.0807663845005827,-0.00345401167096363,0.0444701785021059,0.00345401167096363,NA,100
"Local CCW + curve meta-analysis","RD",9,-0.7,"strong",1.5,25,-0.0579876682936162,-0.0743688878133829,0.0163812195197668,0.030753528006985,0.0163812195197668,NA,100
"Local CCW + curve meta-analysis","RD",3,-0.5,"strong",1.5,25,-0.0369448491040558,-0.0652076406782259,0.0282627915741702,0.0400522179580406,0.0282627915741702,NA,100
"Local CCW + curve meta-analysis","RD",6,-0.5,"strong",1.5,25,-0.0465072766761948,-0.0555501331884042,0.00904285651220941,0.0431152470083501,0.00904285651220941,NA,100
"Local CCW + curve meta-analysis","RD",9,-0.5,"strong",1.5,25,-0.0409609089180658,-0.0520240569048503,0.0110631479867846,0.0372166698307606,0.0110631479867846,NA,100
"Federated IPW (no cloning)","RD",3,-1,"medium",1,25,-0.128090572931569,-0.143253321605636,0.0151627486740666,0.0372567339218652,0.0151627486740666,NA,100
"Federated IPW (no cloning)","RD",6,-1,"medium",1,25,-0.0722041248032396,-0.116897499994125,0.044693375190885,0.0251642819897557,0.044693375190885,NA,100
"Federated IPW (no cloning)","RD",9,-1,"medium",1,25,-0.0369116739876317,-0.103464730449795,0.0665530564621635,0.0231440178020315,0.0665530564621635,NA,100
"Federated IPW (no cloning)","RD",3,-0.7,"medium",1,25,-0.0663203278433366,-0.0948334067217326,0.028513078878396,0.0360632304086078,0.028513078878396,NA,100
"Federated IPW (no cloning)","RD",6,-0.7,"medium",1,25,-0.0243570588088175,-0.0789749778056354,0.054617918996818,0.0325954412317317,0.054617918996818,NA,100
"Federated IPW (no cloning)","RD",9,-0.7,"medium",1,25,-0.00393857630160109,-0.0706533845362755,0.0667148082346744,0.0246745701305741,0.0667148082346744,NA,100
"Federated IPW (no cloning)","RD",3,-0.5,"medium",1,25,-0.0503581871308067,-0.0651130915506204,0.0147549044198137,0.0418266009605879,0.0147549044198137,NA,100
"Federated IPW (no cloning)","RD",6,-0.5,"medium",1,25,-0.0133998320137454,-0.0549175256763194,0.0415176936625739,0.0291860283190865,0.0415176936625739,NA,100
"Federated IPW (no cloning)","RD",9,-0.5,"medium",1,25,0.0159406978356236,-0.0494977789141451,0.0654384767497687,0.0238263070610518,0.0654384767497687,NA,100
"Federated IPW (no cloning)","RD",3,-1,"small",0.5,25,-0.142190452126942,-0.142945288659929,0.000754836532987352,0.0312278050592992,0.000754836532987352,NA,100
"Federated IPW (no cloning)","RD",6,-1,"small",0.5,25,-0.0980334120503733,-0.113586261733671,0.0155528496832982,0.0196050575085107,0.0155528496832982,NA,100
"Federated IPW (no cloning)","RD",9,-1,"small",0.5,25,-0.069960644189161,-0.0982053313790627,0.0282446871899018,0.0149236506375787,0.0282446871899018,NA,100
"Federated IPW (no cloning)","RD",3,-0.7,"small",0.5,25,-0.0820707991482805,-0.0953272463589516,0.0132564472106711,0.0275067450814076,0.0132564472106711,NA,100
"Federated IPW (no cloning)","RD",6,-0.7,"small",0.5,25,-0.0610609732726759,-0.0772335293676427,0.0161725560949668,0.0169176776036167,0.0161725560949668,NA,100
"Federated IPW (no cloning)","RD",9,-0.7,"small",0.5,25,-0.0376260700417156,-0.0675326182856144,0.0299065482438988,0.0141719973633456,0.0299065482438988,NA,100
"Federated IPW (no cloning)","RD",3,-0.5,"small",0.5,25,-0.0572659158798933,-0.0653119903385221,0.00804607445862879,0.0285038899990352,0.00804607445862879,NA,100
"Federated IPW (no cloning)","RD",6,-0.5,"small",0.5,25,-0.0271047824902662,-0.0537473560536031,0.026642573563337,0.0182901993618411,0.026642573563337,NA,100
"Federated IPW (no cloning)","RD",9,-0.5,"small",0.5,25,-0.0100866727057244,-0.0473303356207132,0.0372436629149888,0.0158722052729388,0.0372436629149888,NA,100
"Federated IPW (no cloning)","RD",3,-1,"strong",1.5,25,-0.100003894444906,-0.144935130042134,0.0449312355972272,0.0532710488280709,0.0449312355972272,NA,100
"Federated IPW (no cloning)","RD",6,-1,"strong",1.5,25,-0.063764735845995,-0.119745342753317,0.0559806069073222,0.0521577562258217,0.0559806069073222,NA,100
"Federated IPW (no cloning)","RD",9,-1,"strong",1.5,25,-0.0324794665556946,-0.109040827312932,0.0765613607572376,0.0433041794143648,0.0765613607572376,NA,100
"Federated IPW (no cloning)","RD",3,-0.7,"strong",1.5,25,-0.0573087508611273,-0.0958164301119867,0.0385076792508594,0.0588093386189098,0.0385076792508594,NA,100
"Federated IPW (no cloning)","RD",6,-0.7,"strong",1.5,25,-0.0324625038349476,-0.0807663845005827,0.0483038806656351,0.0626200239075907,0.0483038806656351,NA,100
"Federated IPW (no cloning)","RD",9,-0.7,"strong",1.5,25,0.0223419363896166,-0.0743688878133829,0.0967108242029995,0.0359170554560634,0.0967108242029995,NA,100
"Federated IPW (no cloning)","RD",3,-0.5,"strong",1.5,25,-0.0167704024317915,-0.0652076406782259,0.0484372382464345,0.0416035359693368,0.0484372382464345,NA,100
"Federated IPW (no cloning)","RD",6,-0.5,"strong",1.5,25,0.00840359695135586,-0.0555501331884042,0.06395373013976,0.0482789484849502,0.06395373013976,NA,100
"Federated IPW (no cloning)","RD",9,-0.5,"strong",1.5,25,0.0444442416581157,-0.0520240569048503,0.0964682985629661,0.0423900141503851,0.0964682985629661,NA,100
"Federated per-protocol (unweighted)","RD",3,-1,"medium",1,25,0.0562209708601574,-0.143253321605636,0.199474292465793,0.0147477224185226,0.199474292465793,NA,100
"Federated per-protocol (unweighted)","RD",6,-1,"medium",1,25,0.0878130656827245,-0.116897499994125,0.204710565676849,0.0126848807384267,0.204710565676849,NA,100
"Federated per-protocol (unweighted)","RD",9,-1,"medium",1,25,0.111472708729035,-0.103464730449795,0.21493743917883,0.0134217333542986,0.21493743917883,NA,100
"Federated per-protocol (unweighted)","RD",3,-0.7,"medium",1,25,0.0940355624218748,-0.0948334067217326,0.188868969143607,0.0115846515703852,0.188868969143607,NA,100
"Federated per-protocol (unweighted)","RD",6,-0.7,"medium",1,25,0.122094564337268,-0.0789749778056354,0.201069542142903,0.0151644409657337,0.201069542142903,NA,100
"Federated per-protocol (unweighted)","RD",9,-0.7,"medium",1,25,0.142536280784754,-0.0706533845362755,0.213189665321029,0.0143950816854959,0.213189665321029,NA,100
"Federated per-protocol (unweighted)","RD",3,-0.5,"medium",1,25,0.108853575241161,-0.0651130915506204,0.173966666791781,0.0130565180525453,0.173966666791781,NA,100
"Federated per-protocol (unweighted)","RD",6,-0.5,"medium",1,25,0.137432460307629,-0.0549175256763194,0.192349985983949,0.0141026111858393,0.192349985983949,NA,100
"Federated per-protocol (unweighted)","RD",9,-0.5,"medium",1,25,0.159147810234841,-0.0494977789141451,0.208645589148986,0.0126317902917127,0.208645589148986,NA,100
"Federated per-protocol (unweighted)","RD",3,-1,"small",0.5,25,-0.0271672271251214,-0.142945288659929,0.115778061534808,0.0199345029722297,0.115778061534808,NA,100
"Federated per-protocol (unweighted)","RD",6,-1,"small",0.5,25,0.00689292358456823,-0.113586261733671,0.12047918531824,0.0149284671656321,0.12047918531824,NA,100
"Federated per-protocol (unweighted)","RD",9,-1,"small",0.5,25,0.0259310109137449,-0.0982053313790627,0.124136342292808,0.012744008049292,0.124136342292808,NA,100
"Federated per-protocol (unweighted)","RD",3,-0.7,"small",0.5,25,0.0268341503972761,-0.0953272463589516,0.122161396756228,0.0162057976853988,0.122161396756228,NA,100
"Federated per-protocol (unweighted)","RD",6,-0.7,"small",0.5,25,0.0394679341914918,-0.0772335293676427,0.116701463559134,0.0121928270246035,0.116701463559134,NA,100
"Federated per-protocol (unweighted)","RD",9,-0.7,"small",0.5,25,0.0567047736461939,-0.0675326182856144,0.124237391931808,0.0115722007010629,0.124237391931808,NA,100
"Federated per-protocol (unweighted)","RD",3,-0.5,"small",0.5,25,0.0464334972266332,-0.0653119903385221,0.111745487565155,0.0185236512822193,0.111745487565155,NA,100
"Federated per-protocol (unweighted)","RD",6,-0.5,"small",0.5,25,0.0645512174290949,-0.0537473560536031,0.118298573482698,0.0144475406836606,0.118298573482698,NA,100
"Federated per-protocol (unweighted)","RD",9,-0.5,"small",0.5,25,0.0782965611321295,-0.0473303356207132,0.125626896752843,0.0136771005387985,0.125626896752843,NA,100
"Federated per-protocol (unweighted)","RD",3,-1,"strong",1.5,25,0.101713921838893,-0.144935130042134,0.246649051881027,0.0126483683208904,0.246649051881027,NA,100
"Federated per-protocol (unweighted)","RD",6,-1,"strong",1.5,25,0.129629812769057,-0.119745342753317,0.249375155522374,0.0121534864816083,0.249375155522374,NA,100
"Federated per-protocol (unweighted)","RD",9,-1,"strong",1.5,25,0.15350045626366,-0.109040827312932,0.262541283576592,0.0156510243121184,0.262541283576592,NA,100
"Federated per-protocol (unweighted)","RD",3,-0.7,"strong",1.5,25,0.13009287549436,-0.0958164301119867,0.225909305606346,0.0125815850055217,0.225909305606346,NA,100
"Federated per-protocol (unweighted)","RD",6,-0.7,"strong",1.5,25,0.159284121972772,-0.0807663845005827,0.240050506473354,0.0135255328601369,0.240050506473354,NA,100
"Federated per-protocol (unweighted)","RD",9,-0.7,"strong",1.5,25,0.186968732118147,-0.0743688878133829,0.26133761993153,0.0114694513938419,0.26133761993153,NA,100
"Federated per-protocol (unweighted)","RD",3,-0.5,"strong",1.5,25,0.147150287926385,-0.0652076406782259,0.212357928604611,0.0123585962087968,0.212357928604611,NA,100
"Federated per-protocol (unweighted)","RD",6,-0.5,"strong",1.5,25,0.177554929813467,-0.0555501331884042,0.233105063001871,0.0129156962289123,0.233105063001871,NA,100
"Federated per-protocol (unweighted)","RD",9,-0.5,"strong",1.5,25,0.203756165213755,-0.0520240569048503,0.255780222118605,0.0125418521910798,0.255780222118605,NA,100
"Federated CCW","RR",3,-1,"medium",1,25,0.82625160694196,0.831270488193608,-0.00501888125164818,0.0443315887802798,0.00501888125164818,0.95,100
"Federated CCW","RR",6,-1,"medium",1,25,0.863780750015258,0.862327097398132,0.00145365261712572,0.0286959402946642,0.00145365261712572,0.97,100
"Federated CCW","RR",9,-1,"medium",1,25,0.880591144563926,0.878155604966682,0.00243553959724396,0.027334218319381,0.00243553959724396,0.95,100
"Federated CCW","RR",3,-0.7,"medium",1,25,0.895447279786184,0.888301407326911,0.00714587245927307,0.0439169286531978,0.00714587245927307,0.93,100
"Federated CCW","RR",6,-0.7,"medium",1,25,0.915466701336788,0.906989333151125,0.00847736818566364,0.038193442553297,0.00847736818566364,0.86,100
"Federated CCW","RR",9,-0.7,"medium",1,25,0.912688113915344,0.91679561857984,-0.00410750466449533,0.0232202794756456,0.00410750466449533,1,100
"Federated CCW","RR",3,-0.5,"medium",1,25,0.914754858724932,0.923307187390838,-0.00855232866590631,0.0505361593874743,0.00855232866590631,0.91,100
"Federated CCW","RR",6,-0.5,"medium",1,25,0.925837901717391,0.935322353652118,-0.00948445193472664,0.0344636859530177,0.00948445193472664,0.93,100
"Federated CCW","RR",9,-0.5,"medium",1,25,0.938119671046037,0.941709344806988,-0.00358967376095163,0.0262076739813703,0.00358967376095163,0.95,100
"Federated CCW","RR",3,-1,"small",0.5,25,0.832680827085502,0.83164822811744,0.0010325989680627,0.0349669357942707,0.0010325989680627,0.94,100
"Federated CCW","RR",6,-1,"small",0.5,25,0.868480699328121,0.866229690716309,0.002251008611812,0.0215398623799195,0.002251008611812,0.94,100
"Federated CCW","RR",9,-1,"small",0.5,25,0.885391241649594,0.88435826007723,0.00103298157236357,0.0145016504642533,0.00103298157236357,0.99,100
"Federated CCW","RR",3,-0.7,"small",0.5,25,0.895841892754822,0.887729697259245,0.00811219549557725,0.0300499734976973,0.00811219549557725,0.94,100
"Federated CCW","RR",6,-0.7,"small",0.5,25,0.906327881384862,0.909042229642127,-0.00271434825726438,0.0186549577458059,0.00271434825726438,0.99,100
"Federated CCW","RR",9,-0.7,"small",0.5,25,0.915687847932847,0.920476929608389,-0.00478908167554154,0.0153147315449037,0.00478908167554154,0.97,100
"Federated CCW","RR",3,-0.5,"small",0.5,25,0.924802379670348,0.923079736298094,0.00172264337225464,0.0329808308411565,0.00172264337225464,0.94,100
"Federated CCW","RR",6,-0.5,"small",0.5,25,0.940440313360526,0.936701848157225,0.00373846520330184,0.0220001871341533,0.00373846520330184,0.95,100
"Federated CCW","RR",9,-0.5,"small",0.5,25,0.942417235733751,0.944266138248836,-0.00184890251508552,0.0161839010051474,0.00184890251508552,0.97,100
"Federated CCW","RR",3,-1,"strong",1.5,25,0.850688538672008,0.829300939344517,0.021387599327491,0.0626773810397376,0.021387599327491,0.81,100
"Federated CCW","RR",6,-1,"strong",1.5,25,0.860705842900543,0.858858319842328,0.00184752305821435,0.0595817522270492,0.00184752305821435,0.86,100
"Federated CCW","RR",9,-1,"strong",1.5,25,0.864186768635947,0.871359886967191,-0.00717311833124382,0.0455368841758249,0.00717311833124382,0.92,100
"Federated CCW","RR",3,-0.7,"strong",1.5,25,0.90304766113203,0.887151068131493,0.0158965930005366,0.0729535363168878,0.0158965930005366,0.81,100
"Federated CCW","RR",6,-0.7,"strong",1.5,25,0.891220545170428,0.904802116336529,-0.0135815711661003,0.0692797267817778,0.0135815711661003,0.98,100
"Federated CCW","RR",9,-0.7,"strong",1.5,25,0.925466788393893,0.912263852263497,0.0132029361303961,0.0376232251930602,0.0132029361303961,0.88,100
"Federated CCW","RR",3,-0.5,"strong",1.5,25,0.951056778278634,0.92320093128493,0.0278558469937045,0.051944137601304,0.0278558469937045,0.83,100
"Federated CCW","RR",6,-0.5,"strong",1.5,25,0.940115191255927,0.934524057880517,0.00559113337540941,0.0550643169177793,0.00559113337540941,0.84,100
"Federated CCW","RR",9,-0.5,"strong",1.5,25,0.947066798251463,0.938625001977846,0.0084417962736173,0.0475419047373595,0.0084417962736173,0.89,100
"Pooled CCW","RR",3,-1,"medium",1,25,0.826170723569225,0.831270488193608,-0.0050997646243838,0.0424087435697649,0.0050997646243838,0.97,100
"Pooled CCW","RR",6,-1,"medium",1,25,0.8653759798206,0.862327097398132,0.00304888242246765,0.0260150196985584,0.00304888242246765,0.98,100
"Pooled CCW","RR",9,-1,"medium",1,25,0.880947313156456,0.878155604966682,0.00279170818977322,0.0255039958175192,0.00279170818977322,0.96,100
"Pooled CCW","RR",3,-0.7,"medium",1,25,0.897803511926829,0.888301407326911,0.00950210459991781,0.0440028576581269,0.00950210459991781,0.92,100
"Pooled CCW","RR",6,-0.7,"medium",1,25,0.915627050674401,0.906989333151125,0.00863771752327635,0.03759796649131,0.00863771752327635,0.86,100
"Pooled CCW","RR",9,-0.7,"medium",1,25,0.912759691319212,0.91679561857984,-0.00403592726062785,0.0230786124571503,0.00403592726062785,1,100
"Pooled CCW","RR",3,-0.5,"medium",1,25,0.916615841983662,0.923307187390838,-0.00669134540717598,0.0508327465083503,0.00669134540717598,0.92,100
"Pooled CCW","RR",6,-0.5,"medium",1,25,0.926282120776617,0.935322353652118,-0.00904023287550163,0.0344015474437011,0.00904023287550163,0.94,100
