"method","estimand","tau","beta_trt","scenario","conf_mult","t_star","misspec","mean_est","truth","bias","emp_sd","rmse","coverage","n_reps"
"Federated CCW","RD",2,-0.5,"small",0.4,25,"coarse_L",-0.0659442946268771,-0.0718312691569835,0.0058869745301063,0.0325082032924642,0.032876616577885,0.95,100
"Federated CCW","RD",2,-0.5,"small",0.4,25,"nonlinear_L",-0.0659442946268771,-0.0718312691569835,0.0058869745301063,0.0325082032924642,0.032876616577885,0.95,100
"Federated CCW","RD",2,-0.5,"small",0.4,25,"cloglog",-0.0659442946268771,-0.0718312691569835,0.0058869745301063,0.0325082032924642,0.032876616577885,0.95,100
"Federated CCW","RD",2,-0.5,"small",0.4,25,"lpm",-0.0659442946268771,-0.0718312691569835,0.0058869745301063,0.0325082032924642,0.032876616577885,0.95,100
"Federated CCW","RD",5,-0.5,"small",0.4,25,"correct",-0.0527646480366227,-0.0569676227881472,0.00420297475152449,0.0196953842009695,0.0200423071026645,0.91,100
"Federated CCW","RD",5,-0.5,"small",0.4,25,"no_lag",-0.0527646480366227,-0.0569676227881472,0.00420297475152449,0.0196953842009695,0.0200423071026645,0.91,100
"Federated CCW","RD",5,-0.5,"small",0.4,25,"no_tv",-0.0527646480366227,-0.0569676227881472,0.00420297475152449,0.0196953842009695,0.0200423071026645,0.91,100
"Federated CCW","RD",5,-0.5,"small",0.4,25,"coarse_L",-0.0527646480366227,-0.0569676227881472,0.00420297475152449,0.0196953842009695,0.0200423071026645,0.91,100
"Federated CCW","RD",5,-0.5,"small",0.4,25,"nonlinear_L",-0.0527646480366227,-0.0569676227881472,0.00420297475152449,0.0196953842009695,0.0200423071026645,0.91,100
"Federated CCW","RD",5,-0.5,"small",0.4,25,"cloglog",-0.0527646480366227,-0.0569676227881472,0.00420297475152449,0.0196953842009695,0.0200423071026645,0.91,100
"Federated CCW","RD",5,-0.5,"small",0.4,25,"lpm",-0.0527646480366227,-0.0569676227881472,0.00420297475152449,0.0196953842009695,0.0200423071026645,0.91,100
"Federated CCW","RD",8,-0.5,"small",0.4,25,"correct",-0.0508537862372899,-0.0489632870192666,-0.00189049921802337,0.0122611581012849,0.01234530782517,0.97,100
"Federated CCW","RD",8,-0.5,"small",0.4,25,"no_lag",-0.0508537862372899,-0.0489632870192666,-0.00189049921802337,0.0122611581012849,0.01234530782517,0.97,100
"Federated CCW","RD",8,-0.5,"small",0.4,25,"no_tv",-0.0508537862372899,-0.0489632870192666,-0.00189049921802337,0.0122611581012849,0.01234530782517,0.97,100
"Federated CCW","RD",8,-0.5,"small",0.4,25,"coarse_L",-0.0508537862372899,-0.0489632870192666,-0.00189049921802337,0.0122611581012849,0.01234530782517,0.97,100
"Federated CCW","RD",8,-0.5,"small",0.4,25,"nonlinear_L",-0.0508537862372899,-0.0489632870192666,-0.00189049921802337,0.0122611581012849,0.01234530782517,0.97,100
"Federated CCW","RD",8,-0.5,"small",0.4,25,"cloglog",-0.0508537862372899,-0.0489632870192666,-0.00189049921802337,0.0122611581012849,0.01234530782517,0.97,100
"Federated CCW","RD",8,-0.5,"small",0.4,25,"lpm",-0.0508537862372899,-0.0489632870192666,-0.00189049921802337,0.0122611581012849,0.01234530782517,0.97,100
"Federated CCW","RD",2,-1,"medium",1,25,"correct",-0.15104990472796,-0.157561792455253,0.00651188772729294,0.0419607959847239,0.0422552481645508,0.94,100
"Federated CCW","RD",2,-1,"medium",1,25,"no_lag",-0.15104990472796,-0.157561792455253,0.00651188772729294,0.0419607959847239,0.0422552481645508,0.94,100
"Federated CCW","RD",2,-1,"medium",1,25,"no_tv",-0.15104990472796,-0.157561792455253,0.00651188772729294,0.0419607959847239,0.0422552481645508,0.94,100
"Federated CCW","RD",2,-1,"medium",1,25,"coarse_L",-0.15104990472796,-0.157561792455253,0.00651188772729294,0.0419607959847239,0.0422552481645508,0.94,100
"Federated CCW","RD",2,-1,"medium",1,25,"nonlinear_L",-0.15104990472796,-0.157561792455253,0.00651188772729294,0.0419607959847239,0.0422552481645508,0.94,100
"Federated CCW","RD",2,-1,"medium",1,25,"cloglog",-0.15104990472796,-0.157561792455253,0.00651188772729294,0.0419607959847239,0.0422552481645508,0.94,100
"Federated CCW","RD",2,-1,"medium",1,25,"lpm",-0.15104990472796,-0.157561792455253,0.00651188772729294,0.0419607959847239,0.0422552481645508,0.94,100
