"task_id","rep","tau","sample_size_scenario","initiation_scenario","n_per_site","total_n","init_intercept","zero_cov_init_prob","observed_init_rate","min_site_init_rate","max_site_init_rate","landmark_n","landmark_treated_rate"
2,190,6,"low","low",300,3000,-5,0.00669285092428486,0.0496666666666667,0.0333333333333333,0.0633333333333333,1478,0.0527740189445196
2,191,6,"low","low",300,3000,-5,0.00669285092428486,0.0516666666666667,0.0366666666666667,0.0633333333333333,1453,0.0543702684101858
2,192,6,"low","low",300,3000,-5,0.00669285092428486,0.053,0.0366666666666667,0.0633333333333333,1471,0.0564242012236574
2,193,6,"low","low",300,3000,-5,0.00669285092428486,0.0516666666666667,0.0366666666666667,0.0633333333333333,1452,0.0523415977961433
2,194,6,"low","low",300,3000,-5,0.00669285092428486,0.0533333333333333,0.0433333333333333,0.0633333333333333,1453,0.0557467309015829
2,195,6,"low","low",300,3000,-5,0.00669285092428486,0.0526666666666667,0.0433333333333333,0.0633333333333333,1436,0.0564066852367688
2,196,6,"low","low",300,3000,-5,0.00669285092428486,0.0513333333333333,0.0366666666666667,0.0633333333333333,1436,0.0557103064066852
2,197,6,"low","low",300,3000,-5,0.00669285092428486,0.049,0.0266666666666667,0.0633333333333333,1423,0.0548137737174982
2,198,6,"low","low",300,3000,-5,0.00669285092428486,0.049,0.0266666666666667,0.0633333333333333,1422,0.0541490857946554
2,199,6,"low","low",300,3000,-5,0.00669285092428486,0.0506666666666667,0.0266666666666667,0.07,1418,0.0535966149506347
2,200,6,"low","low",300,3000,-5,0.00669285092428486,0.0503333333333333,0.0266666666666667,0.07,1436,0.0487465181058496
2,201,6,"low","low",300,3000,-5,0.00669285092428486,0.0516666666666667,0.0266666666666667,0.07,1446,0.0511756569847856
2,202,6,"low","low",300,3000,-5,0.00669285092428486,0.0503333333333333,0.0266666666666667,0.07,1426,0.0497896213183731
2,203,6,"low","low",300,3000,-5,0.00669285092428486,0.0533333333333333,0.0266666666666667,0.0733333333333333,1439,0.0548992355802641
2,204,6,"low","low",300,3000,-5,0.00669285092428486,0.0536666666666667,0.0266666666666667,0.0733333333333333,1435,0.0550522648083624
2,205,6,"low","low",300,3000,-5,0.00669285092428486,0.053,0.0266666666666667,0.0733333333333333,1461,0.053388090349076
2,206,6,"low","low",300,3000,-5,0.00669285092428486,0.0543333333333333,0.0266666666666667,0.0733333333333333,1459,0.0541466758053461
2,207,6,"low","low",300,3000,-5,0.00669285092428486,0.056,0.0433333333333333,0.0733333333333333,1463,0.0546821599453178
2,208,6,"low","low",300,3000,-5,0.00669285092428486,0.0566666666666667,0.0433333333333333,0.0733333333333333,1460,0.0554794520547945
2,209,6,"low","low",300,3000,-5,0.00669285092428486,0.056,0.0433333333333333,0.0733333333333333,1463,0.0560492139439508
2,210,6,"low","low",300,3000,-5,0.00669285092428486,0.0546666666666667,0.0433333333333333,0.0733333333333333,1478,0.0581867388362652
2,211,6,"low","low",300,3000,-5,0.00669285092428486,0.0526666666666667,0.0433333333333333,0.0733333333333333,1459,0.0562028786840302
2,212,6,"low","low",300,3000,-5,0.00669285092428486,0.0526666666666667,0.0433333333333333,0.0733333333333333,1456,0.0549450549450549
2,213,6,"low","low",300,3000,-5,0.00669285092428486,0.0503333333333333,0.0433333333333333,0.0633333333333333,1471,0.0516655336505778
2,214,6,"low","low",300,3000,-5,0.00669285092428486,0.051,0.0433333333333333,0.0633333333333333,1483,0.0492245448415374
2,215,6,"low","low",300,3000,-5,0.00669285092428486,0.052,0.0433333333333333,0.0633333333333333,1472,0.0502717391304348
2,216,6,"low","low",300,3000,-5,0.00669285092428486,0.0516666666666667,0.0433333333333333,0.0633333333333333,1469,0.0530973451327434
2,217,6,"low","low",300,3000,-5,0.00669285092428486,0.0523333333333333,0.0466666666666667,0.0633333333333333,1480,0.0513513513513514
2,218,6,"low","low",300,3000,-5,0.00669285092428486,0.053,0.0466666666666667,0.0633333333333333,1476,0.0542005420054201
2,219,6,"low","low",300,3000,-5,0.00669285092428486,0.052,0.0466666666666667,0.0633333333333333,1476,0.0514905149051491
2,220,6,"low","low",300,3000,-5,0.00669285092428486,0.0536666666666667,0.0466666666666667,0.0633333333333333,1462,0.0519835841313269
2,221,6,"low","low",300,3000,-5,0.00669285092428486,0.055,0.0466666666666667,0.0633333333333333,1464,0.0525956284153005
2,222,6,"low","low",300,3000,-5,0.00669285092428486,0.0563333333333333,0.0466666666666667,0.0633333333333333,1470,0.0564625850340136
2,223,6,"low","low",300,3000,-5,0.00669285092428486,0.0576666666666667,0.0466666666666667,0.0633333333333333,1467,0.05453306066803
2,224,6,"low","low",300,3000,-5,0.00669285092428486,0.059,0.0466666666666667,0.0766666666666667,1442,0.058252427184466
2,225,6,"low","low",300,3000,-5,0.00669285092428486,0.0583333333333333,0.0466666666666667,0.0766666666666667,1436,0.0577994428969359
2,226,6,"low","low",300,3000,-5,0.00669285092428486,0.059,0.05,0.0766666666666667,1448,0.0545580110497238
2,227,6,"low","low",300,3000,-5,0.00669285092428486,0.0586666666666667,0.0466666666666667,0.0766666666666667,1443,0.0554400554400554
2,228,6,"low","low",300,3000,-5,0.00669285092428486,0.0556666666666667,0.0266666666666667,0.0766666666666667,1433,0.0502442428471738
2,229,6,"low","low",300,3000,-5,0.00669285092428486,0.0556666666666667,0.0266666666666667,0.0766666666666667,1425,0.0540350877192982
2,230,6,"low","low",300,3000,-5,0.00669285092428486,0.054,0.0266666666666667,0.0766666666666667,1421,0.0527797325826882
2,231,6,"low","low",300,3000,-5,0.00669285092428486,0.0546666666666667,0.0266666666666667,0.0766666666666667,1430,0.0538461538461538
2,232,6,"low","low",300,3000,-5,0.00669285092428486,0.0543333333333333,0.0266666666666667,0.0766666666666667,1430,0.0524475524475524
2,233,6,"low","low",300,3000,-5,0.00669285092428486,0.0546666666666667,0.0266666666666667,0.0766666666666667,1411,0.0574060949681077
2,234,6,"low","low",300,3000,-5,0.00669285092428486,0.0533333333333333,0.0266666666666667,0.0666666666666667,1428,0.053921568627451
2,235,6,"low","low",300,3000,-5,0.00669285092428486,0.0526666666666667,0.0266666666666667,0.0666666666666667,1437,0.0542797494780793
2,236,6,"low","low",300,3000,-5,0.00669285092428486,0.051,0.0266666666666667,0.0666666666666667,1423,0.0534082923401265
2,237,6,"low","low",300,3000,-5,0.00669285092428486,0.0516666666666667,0.0266666666666667,0.0666666666666667,1431,0.0566037735849057
2,238,6,"low","low",300,3000,-5,0.00669285092428486,0.0553333333333333,0.0366666666666667,0.0666666666666667,1448,0.0642265193370166
2,239,6,"low","low",300,3000,-5,0.00669285092428486,0.0543333333333333,0.0366666666666667,0.0666666666666667,1445,0.0615916955017301
2,240,6,"low","low",300,3000,-5,0.00669285092428486,0.0563333333333333,0.0366666666666667,0.0666666666666667,1452,0.0668044077134986
2,241,6,"low","low",300,3000,-5,0.00669285092428486,0.056,0.0366666666666667,0.0666666666666667,1455,0.0639175257731959
2,242,6,"low","low",300,3000,-5,0.00669285092428486,0.056,0.0366666666666667,0.0666666666666667,1459,0.0644276901987663
2,243,6,"low","low",300,3000,-5,0.00669285092428486,0.0543333333333333,0.0366666666666667,0.0666666666666667,1467,0.0593047034764826
2,244,6,"low","low",300,3000,-5,0.00669285092428486,0.0526666666666667,0.0366666666666667,0.0666666666666667,1463,0.062200956937799
2,245,6,"low","low",300,3000,-5,0.00669285092428486,0.052,0.0366666666666667,0.0666666666666667,1456,0.0611263736263736
2,246,6,"low","low",300,3000,-5,0.00669285092428486,0.053,0.04,0.0666666666666667,1453,0.0605643496214728
2,247,6,"low","low",300,3000,-5,0.00669285092428486,0.0496666666666667,0.02,0.0666666666666667,1453,0.0557467309015829
2,248,6,"low","low",300,3000,-5,0.00669285092428486,0.0483333333333333,0.02,0.0666666666666667,1433,0.0502442428471738
2,249,6,"low","low",300,3000,-5,0.00669285092428486,0.0473333333333333,0.02,0.0666666666666667,1434,0.0481171548117155
2,250,6,"low","low",300,3000,-5,0.00669285092428486,0.0473333333333333,0.02,0.0666666666666667,1442,0.042995839112344
2,251,6,"low","low",300,3000,-5,0.00669285092428486,0.047,0.02,0.0666666666666667,1442,0.0450762829403606
2,252,6,"low","low",300,3000,-5,0.00669285092428486,0.046,0.02,0.0666666666666667,1445,0.0401384083044983
2,253,6,"low","low",300,3000,-5,0.00669285092428486,0.0456666666666667,0.02,0.0666666666666667,1450,0.0420689655172414
2,254,6,"low","low",300,3000,-5,0.00669285092428486,0.0476666666666667,0.02,0.0666666666666667,1441,0.0437196391394865
2,255,6,"low","low",300,3000,-5,0.00669285092428486,0.0476666666666667,0.02,0.0666666666666667,1433,0.0425680390788555
2,256,6,"low","low",300,3000,-5,0.00669285092428486,0.0476666666666667,0.02,0.0666666666666667,1450,0.0455172413793103
2,257,6,"low","low",300,3000,-5,0.00669285092428486,0.051,0.0333333333333333,0.0666666666666667,1448,0.0490331491712707
2,258,6,"low","low",300,3000,-5,0.00669285092428486,0.0513333333333333,0.0333333333333333,0.0666666666666667,1458,0.0507544581618656
2,259,6,"low","low",300,3000,-5,0.00669285092428486,0.0516666666666667,0.0366666666666667,0.0666666666666667,1465,0.0525597269624573
2,260,6,"low","low",300,3000,-5,0.00669285092428486,0.05,0.0366666666666667,0.0666666666666667,1454,0.0536451169188446
2,261,6,"low","low",300,3000,-5,0.00669285092428486,0.0483333333333333,0.0366666666666667,0.0666666666666667,1447,0.0511402902557015
2,262,6,"low","low",300,3000,-5,0.00669285092428486,0.0476666666666667,0.0366666666666667,0.0666666666666667,1444,0.0526315789473684
2,263,6,"low","low",300,3000,-5,0.00669285092428486,0.046,0.03,0.0666666666666667,1440,0.0513888888888889
2,264,6,"low","low",300,3000,-5,0.00669285092428486,0.045,0.03,0.0566666666666667,1437,0.046624913013222
2,265,6,"low","low",300,3000,-5,0.00669285092428486,0.0466666666666667,0.03,0.0566666666666667,1458,0.0507544581618656
2,266,6,"low","low",300,3000,-5,0.00669285092428486,0.048,0.03,0.06,1444,0.0484764542936288
2,267,6,"low","low",300,3000,-5,0.00669285092428486,0.0486666666666667,0.03,0.06,1455,0.0481099656357388
2,268,6,"low","low",300,3000,-5,0.00669285092428486,0.0463333333333333,0.03,0.06,1440,0.0458333333333333
2,269,6,"low","low",300,3000,-5,0.00669285092428486,0.047,0.03,0.06,1428,0.0469187675070028
2,270,6,"low","low",300,3000,-5,0.00669285092428486,0.047,0.03,0.06,1419,0.0443974630021142
2,271,6,"low","low",300,3000,-5,0.00669285092428486,0.048,0.03,0.06,1420,0.0436619718309859
2,272,6,"low","low",300,3000,-5,0.00669285092428486,0.0486666666666667,0.03,0.06,1430,0.0454545454545455
2,273,6,"low","low",300,3000,-5,0.00669285092428486,0.0506666666666667,0.03,0.06,1436,0.0487465181058496
2,274,6,"low","low",300,3000,-5,0.00669285092428486,0.0466666666666667,0.0166666666666667,0.06,1467,0.0456714383094751
2,275,6,"low","low",300,3000,-5,0.00669285092428486,0.046,0.0166666666666667,0.06,1451,0.0413507925568573
2,276,6,"low","low",300,3000,-5,0.00669285092428486,0.0453333333333333,0.0166666666666667,0.06,1465,0.0450511945392491
2,277,6,"low","low",300,3000,-5,0.00669285092428486,0.0443333333333333,0.0166666666666667,0.0533333333333333,1447,0.0442294402211472
2,278,6,"low","low",300,3000,-5,0.00669285092428486,0.05,0.0166666666666667,0.0866666666666667,1469,0.0503744043567052
2,279,6,"low","low",300,3000,-5,0.00669285092428486,0.0496666666666667,0.0166666666666667,0.0866666666666667,1473,0.0515953835709437
2,280,6,"low","low",300,3000,-5,0.00669285092428486,0.051,0.0166666666666667,0.0866666666666667,1460,0.0534246575342466
2,281,6,"low","low",300,3000,-5,0.00669285092428486,0.052,0.0166666666666667,0.0866666666666667,1464,0.0601092896174863
2,282,6,"low","low",300,3000,-5,0.00669285092428486,0.053,0.0166666666666667,0.0866666666666667,1455,0.0618556701030928
2,283,6,"low","low",300,3000,-5,0.00669285092428486,0.0523333333333333,0.0166666666666667,0.0866666666666667,1447,0.0587422252937111
2,284,6,"low","low",300,3000,-5,0.00669285092428486,0.054,0.0333333333333333,0.0866666666666667,1417,0.0599858856739591
2,285,6,"low","low",300,3000,-5,0.00669285092428486,0.0523333333333333,0.0333333333333333,0.0866666666666667,1423,0.0590302178496135
2,286,6,"low","low",300,3000,-5,0.00669285092428486,0.0513333333333333,0.0333333333333333,0.0866666666666667,1414,0.0544554455445545
2,287,6,"low","low",300,3000,-5,0.00669285092428486,0.0503333333333333,0.0333333333333333,0.0866666666666667,1414,0.0523338048090523
2,288,6,"low","low",300,3000,-5,0.00669285092428486,0.0463333333333333,0.0333333333333333,0.0633333333333333,1410,0.0482269503546099
2,289,6,"low","low",300,3000,-5,0.00669285092428486,0.0486666666666667,0.0333333333333333,0.0633333333333333,1419,0.0465116279069767
2,290,6,"low","low",300,3000,-5,0.00669285092428486,0.047,0.0333333333333333,0.0633333333333333,1427,0.0462508759635599
2,291,6,"low","low",300,3000,-5,0.00669285092428486,0.0443333333333333,0.0333333333333333,0.0633333333333333,1429,0.0419874037788663
2,292,6,"low","low",300,3000,-5,0.00669285092428486,0.041,0.0233333333333333,0.0633333333333333,1430,0.0370629370629371
2,293,6,"low","low",300,3000,-5,0.00669285092428486,0.042,0.0233333333333333,0.0633333333333333,1434,0.0341701534170153
2,294,6,"low","low",300,3000,-5,0.00669285092428486,0.046,0.0233333333333333,0.0733333333333333,1440,0.0388888888888889
2,295,6,"low","low",300,3000,-5,0.00669285092428486,0.0466666666666667,0.0233333333333333,0.0733333333333333,1444,0.0394736842105263
2,296,6,"low","low",300,3000,-5,0.00669285092428486,0.048,0.0233333333333333,0.0733333333333333,1443,0.0401940401940402
2,297,6,"low","low",300,3000,-5,0.00669285092428486,0.0486666666666667,0.0233333333333333,0.0733333333333333,1454,0.0419532324621733
2,298,6,"low","low",300,3000,-5,0.00669285092428486,0.05,0.0233333333333333,0.0733333333333333,1459,0.0404386566141193
2,299,6,"low","low",300,3000,-5,0.00669285092428486,0.0493333333333333,0.0233333333333333,0.0733333333333333,1451,0.0392832529290145
2,300,6,"low","low",300,3000,-5,0.00669285092428486,0.051,0.0233333333333333,0.0733333333333333,1452,0.0399449035812672
3,1,8,"low","low",300,3000,-5,0.00669285092428486,0.0546666666666667,0.0433333333333333,0.0733333333333333,1187,0.0522325189553496
3,2,8,"low","low",300,3000,-5,0.00669285092428486,0.0546666666666667,0.0433333333333333,0.0733333333333333,1194,0.050251256281407
3,3,8,"low","low",300,3000,-5,0.00669285092428486,0.058,0.0433333333333333,0.0766666666666667,1209,0.0554177005789909
3,4,8,"low","low",300,3000,-5,0.00669285092428486,0.057,0.0433333333333333,0.0766666666666667,1201,0.0524562864279767
3,5,8,"low","low",300,3000,-5,0.00669285092428486,0.058,0.0433333333333333,0.0766666666666667,1200,0.0525
3,6,8,"low","low",300,3000,-5,0.00669285092428486,0.0576666666666667,0.04,0.0766666666666667,1196,0.0560200668896321
3,7,8,"low","low",300,3000,-5,0.00669285092428486,0.0593333333333333,0.04,0.0766666666666667,1193,0.0561609388097234
3,8,8,"low","low",300,3000,-5,0.00669285092428486,0.0603333333333333,0.04,0.0766666666666667,1188,0.0563973063973064
3,9,8,"low","low",300,3000,-5,0.00669285092428486,0.0616666666666667,0.04,0.0766666666666667,1171,0.0572160546541418
3,10,8,"low","low",300,3000,-5,0.00669285092428486,0.0616666666666667,0.04,0.0766666666666667,1178,0.0594227504244482
3,11,8,"low","low",300,3000,-5,0.00669285092428486,0.064,0.04,0.0833333333333333,1183,0.0600169061707523
3,12,8,"low","low",300,3000,-5,0.00669285092428486,0.0653333333333333,0.04,0.0833333333333333,1170,0.0623931623931624
3,13,8,"low","low",300,3000,-5,0.00669285092428486,0.0633333333333333,0.04,0.0833333333333333,1167,0.0582690659811482
3,14,8,"low","low",300,3000,-5,0.00669285092428486,0.063,0.04,0.0833333333333333,1172,0.060580204778157
3,15,8,"low","low",300,3000,-5,0.00669285092428486,0.0636666666666667,0.04,0.0833333333333333,1187,0.058972198820556
3,16,8,"low","low",300,3000,-5,0.00669285092428486,0.0656666666666667,0.0566666666666667,0.0833333333333333,1208,0.0571192052980132
3,17,8,"low","low",300,3000,-5,0.00669285092428486,0.066,0.0566666666666667,0.0833333333333333,1214,0.0584843492586491
3,18,8,"low","low",300,3000,-5,0.00669285092428486,0.0683333333333333,0.0566666666666667,0.0833333333333333,1238,0.0621970920840065
3,19,8,"low","low",300,3000,-5,0.00669285092428486,0.0676666666666667,0.0566666666666667,0.0833333333333333,1264,0.0632911392405063
3,20,8,"low","low",300,3000,-5,0.00669285092428486,0.066,0.0566666666666667,0.0833333333333333,1267,0.063930544593528
3,21,8,"low","low",300,3000,-5,0.00669285092428486,0.0636666666666667,0.0566666666666667,0.0833333333333333,1257,0.0644391408114559
3,22,8,"low","low",300,3000,-5,0.00669285092428486,0.062,0.0533333333333333,0.0833333333333333,1264,0.0625
3,23,8,"low","low",300,3000,-5,0.00669285092428486,0.0616666666666667,0.0533333333333333,0.0833333333333333,1253,0.0638467677573823
3,24,8,"low","low",300,3000,-5,0.00669285092428486,0.061,0.0533333333333333,0.0833333333333333,1274,0.0635792778649922
3,25,8,"low","low",300,3000,-5,0.00669285092428486,0.0606666666666667,0.0533333333333333,0.0833333333333333,1262,0.0657686212361331
3,26,8,"low","low",300,3000,-5,0.00669285092428486,0.0616666666666667,0.0533333333333333,0.0833333333333333,1257,0.0676213206046142
3,27,8,"low","low",300,3000,-5,0.00669285092428486,0.0583333333333333,0.0333333333333333,0.0833333333333333,1254,0.062200956937799
3,28,8,"low","low",300,3000,-5,0.00669285092428486,0.057,0.0333333333333333,0.07,1244,0.0586816720257235
3,29,8,"low","low",300,3000,-5,0.00669285092428486,0.0556666666666667,0.0333333333333333,0.07,1254,0.058213716108453
3,30,8,"low","low",300,3000,-5,0.00669285092428486,0.0546666666666667,0.0333333333333333,0.07,1236,0.0542071197411003
3,31,8,"low","low",300,3000,-5,0.00669285092428486,0.054,0.0333333333333333,0.07,1228,0.0504885993485342
3,32,8,"low","low",300,3000,-5,0.00669285092428486,0.0536666666666667,0.0333333333333333,0.07,1224,0.0514705882352941
3,33,8,"low","low",300,3000,-5,0.00669285092428486,0.0503333333333333,0.02,0.07,1227,0.0472697636511817
3,34,8,"low","low",300,3000,-5,0.00669285092428486,0.0506666666666667,0.02,0.07,1211,0.0495458298926507
3,35,8,"low","low",300,3000,-5,0.00669285092428486,0.0536666666666667,0.02,0.0866666666666667,1216,0.0501644736842105
3,36,8,"low","low",300,3000,-5,0.00669285092428486,0.052,0.02,0.0866666666666667,1192,0.0461409395973154
3,37,8,"low","low",300,3000,-5,0.00669285092428486,0.0543333333333333,0.02,0.0866666666666667,1189,0.0513036164844407
3,38,8,"low","low",300,3000,-5,0.00669285092428486,0.0543333333333333,0.02,0.0866666666666667,1177,0.0509770603228547
3,39,8,"low","low",300,3000,-5,0.00669285092428486,0.056,0.02,0.0866666666666667,1151,0.052128583840139
3,40,8,"low","low",300,3000,-5,0.00669285092428486,0.0566666666666667,0.02,0.0866666666666667,1160,0.0525862068965517
3,41,8,"low","low",300,3000,-5,0.00669285092428486,0.0576666666666667,0.02,0.0866666666666667,1175,0.0536170212765957
3,42,8,"low","low",300,3000,-5,0.00669285092428486,0.058,0.02,0.0866666666666667,1179,0.0508905852417303
3,43,8,"low","low",300,3000,-5,0.00669285092428486,0.0606666666666667,0.0466666666666667,0.0866666666666667,1177,0.0526762956669499
3,44,8,"low","low",300,3000,-5,0.00669285092428486,0.0626666666666667,0.0466666666666667,0.0866666666666667,1168,0.0513698630136986
3,45,8,"low","low",300,3000,-5,0.00669285092428486,0.0613333333333333,0.0466666666666667,0.0766666666666667,1149,0.0539599651871192
3,46,8,"low","low",300,3000,-5,0.00669285092428486,0.0613333333333333,0.0466666666666667,0.0766666666666667,1149,0.0609225413402959
3,47,8,"low","low",300,3000,-5,0.00669285092428486,0.0633333333333333,0.0466666666666667,0.0766666666666667,1150,0.0634782608695652
3,48,8,"low","low",300,3000,-5,0.00669285092428486,0.0643333333333333,0.0466666666666667,0.08,1145,0.0681222707423581
3,49,8,"low","low",300,3000,-5,0.00669285092428486,0.063,0.0466666666666667,0.08,1156,0.0640138408304498
3,50,8,"low","low",300,3000,-5,0.00669285092428486,0.0623333333333333,0.0466666666666667,0.08,1165,0.0626609442060086
3,51,8,"low","low",300,3000,-5,0.00669285092428486,0.0626666666666667,0.0466666666666667,0.08,1177,0.0679694137638063
3,52,8,"low","low",300,3000,-5,0.00669285092428486,0.0616666666666667,0.0433333333333333,0.08,1187,0.0699241786015164
3,53,8,"low","low",300,3000,-5,0.00669285092428486,0.062,0.0433333333333333,0.08,1184,0.0701013513513514
3,54,8,"low","low",300,3000,-5,0.00669285092428486,0.0593333333333333,0.0433333333333333,0.08,1189,0.071488645920942
3,55,8,"low","low",300,3000,-5,0.00669285092428486,0.0563333333333333,0.0433333333333333,0.08,1208,0.0653973509933775
3,56,8,"low","low",300,3000,-5,0.00669285092428486,0.057,0.0433333333333333,0.08,1214,0.0601317957166392
3,57,8,"low","low",300,3000,-5,0.00669285092428486,0.055,0.0433333333333333,0.08,1211,0.0586292320396367
3,58,8,"low","low",300,3000,-5,0.00669285092428486,0.052,0.0433333333333333,0.0666666666666667,1237,0.0557801131770412
3,59,8,"low","low",300,3000,-5,0.00669285092428486,0.0526666666666667,0.0433333333333333,0.0666666666666667,1222,0.0564648117839607
3,60,8,"low","low",300,3000,-5,0.00669285092428486,0.055,0.0433333333333333,0.07,1223,0.0605069501226492
3,61,8,"low","low",300,3000,-5,0.00669285092428486,0.0536666666666667,0.0433333333333333,0.07,1210,0.0570247933884298
3,62,8,"low","low",300,3000,-5,0.00669285092428486,0.0553333333333333,0.0433333333333333,0.07,1200,0.0591666666666667
3,63,8,"low","low",300,3000,-5,0.00669285092428486,0.055,0.0433333333333333,0.07,1204,0.0589700996677741
3,64,8,"low","low",300,3000,-5,0.00669285092428486,0.0566666666666667,0.0433333333333333,0.07,1201,0.0541215653621982
3,65,8,"low","low",300,3000,-5,0.00669285092428486,0.059,0.0466666666666667,0.07,1189,0.0571909167367536
3,66,8,"low","low",300,3000,-5,0.00669285092428486,0.057,0.04,0.07,1196,0.0543478260869565
3,67,8,"low","low",300,3000,-5,0.00669285092428486,0.0596666666666667,0.04,0.0833333333333333,1184,0.0548986486486486
3,68,8,"low","low",300,3000,-5,0.00669285092428486,0.0603333333333333,0.04,0.0833333333333333,1167,0.053127677806341
3,69,8,"low","low",300,3000,-5,0.00669285092428486,0.0626666666666667,0.04,0.0833333333333333,1194,0.0544388609715243
3,70,8,"low","low",300,3000,-5,0.00669285092428486,0.0623333333333333,0.04,0.0833333333333333,1186,0.051433389544688
3,71,8,"low","low",300,3000,-5,0.00669285092428486,0.0626666666666667,0.04,0.0833333333333333,1204,0.0539867109634551
3,72,8,"low","low",300,3000,-5,0.00669285092428486,0.0596666666666667,0.03,0.0833333333333333,1189,0.0521446593776283
3,73,8,"low","low",300,3000,-5,0.00669285092428486,0.059,0.03,0.0833333333333333,1205,0.0514522821576763
3,74,8,"low","low",300,3000,-5,0.00669285092428486,0.0563333333333333,0.03,0.0833333333333333,1195,0.0527196652719665
3,75,8,"low","low",300,3000,-5,0.00669285092428486,0.055,0.03,0.0833333333333333,1197,0.0526315789473684
3,76,8,"low","low",300,3000,-5,0.00669285092428486,0.0596666666666667,0.03,0.0866666666666667,1181,0.0575783234546994
3,77,8,"low","low",300,3000,-5,0.00669285092428486,0.0566666666666667,0.03,0.0866666666666667,1200,0.055
3,78,8,"low","low",300,3000,-5,0.00669285092428486,0.056,0.03,0.0866666666666667,1191,0.054575986565911
3,79,8,"low","low",300,3000,-5,0.00669285092428486,0.0516666666666667,0.03,0.0866666666666667,1178,0.0526315789473684
3,80,8,"low","low",300,3000,-5,0.00669285092428486,0.051,0.03,0.0866666666666667,1176,0.0527210884353742
3,81,8,"low","low",300,3000,-5,0.00669285092428486,0.0503333333333333,0.03,0.0866666666666667,1166,0.0497427101200686
3,82,8,"low","low",300,3000,-5,0.00669285092428486,0.054,0.04,0.0866666666666667,1196,0.0551839464882943
3,83,8,"low","low",300,3000,-5,0.00669285092428486,0.0546666666666667,0.04,0.0866666666666667,1172,0.060580204778157
3,84,8,"low","low",300,3000,-5,0.00669285092428486,0.0563333333333333,0.04,0.0866666666666667,1196,0.0593645484949833
3,85,8,"low","low",300,3000,-5,0.00669285092428486,0.0586666666666667,0.04,0.0866666666666667,1209,0.0595533498759305
3,86,8,"low","low",300,3000,-5,0.00669285092428486,0.0556666666666667,0.04,0.0766666666666667,1222,0.05810147299509
3,87,8,"low","low",300,3000,-5,0.00669285092428486,0.055,0.04,0.0766666666666667,1227,0.0578647106764466
3,88,8,"low","low",300,3000,-5,0.00669285092428486,0.0576666666666667,0.04,0.0766666666666667,1222,0.0630114566284779
3,89,8,"low","low",300,3000,-5,0.00669285092428486,0.0626666666666667,0.0466666666666667,0.09,1235,0.0680161943319838
3,90,8,"low","low",300,3000,-5,0.00669285092428486,0.0633333333333333,0.0466666666666667,0.09,1231,0.0690495532087734
3,91,8,"low","low",300,3000,-5,0.00669285092428486,0.066,0.0466666666666667,0.09,1218,0.0755336617405583
3,92,8,"low","low",300,3000,-5,0.00669285092428486,0.0656666666666667,0.0466666666666667,0.09,1196,0.0710702341137124
3,93,8,"low","low",300,3000,-5,0.00669285092428486,0.068,0.0466666666666667,0.09,1209,0.0711331679073615
3,94,8,"low","low",300,3000,-5,0.00669285092428486,0.0686666666666667,0.0466666666666667,0.09,1198,0.0734557595993322
3,95,8,"low","low",300,3000,-5,0.00669285092428486,0.0683333333333333,0.0466666666666667,0.09,1197,0.0743525480367586
3,96,8,"low","low",300,3000,-5,0.00669285092428486,0.0666666666666667,0.04,0.09,1194,0.0711892797319933
3,97,8,"low","low",300,3000,-5,0.00669285092428486,0.067,0.04,0.09,1191,0.0705289672544081
3,98,8,"low","low",300,3000,-5,0.00669285092428486,0.065,0.04,0.09,1208,0.0645695364238411
3,99,8,"low","low",300,3000,-5,0.00669285092428486,0.0626666666666667,0.04,0.0766666666666667,1211,0.0652353426919901
3,100,8,"low","low",300,3000,-5,0.00669285092428486,0.0613333333333333,0.04,0.0766666666666667,1226,0.065252854812398
3,101,8,"low","low",300,3000,-5,0.00669285092428486,0.059,0.04,0.0733333333333333,1233,0.0592051905920519
3,102,8,"low","low",300,3000,-5,0.00669285092428486,0.0576666666666667,0.04,0.0733333333333333,1226,0.0603588907014682
3,103,8,"low","low",300,3000,-5,0.00669285092428486,0.0536666666666667,0.03,0.0733333333333333,1213,0.0560593569661995
3,104,8,"low","low",300,3000,-5,0.00669285092428486,0.0563333333333333,0.03,0.09,1224,0.0620915032679739
3,105,8,"low","low",300,3000,-5,0.00669285092428486,0.054,0.03,0.09,1223,0.0588716271463614
3,106,8,"low","low",300,3000,-5,0.00669285092428486,0.0533333333333333,0.03,0.09,1223,0.0613246116107931
3,107,8,"low","low",300,3000,-5,0.00669285092428486,0.055,0.03,0.09,1214,0.0642504118616145
3,108,8,"low","low",300,3000,-5,0.00669285092428486,0.0556666666666667,0.03,0.09,1213,0.0651277823577906
3,109,8,"low","low",300,3000,-5,0.00669285092428486,0.054,0.03,0.09,1192,0.0587248322147651
3,110,8,"low","low",300,3000,-5,0.00669285092428486,0.0523333333333333,0.03,0.09,1178,0.0560271646859083
3,111,8,"low","low",300,3000,-5,0.00669285092428486,0.052,0.03,0.09,1176,0.054421768707483
3,112,8,"low","low",300,3000,-5,0.00669285092428486,0.0546666666666667,0.03,0.09,1198,0.0559265442404007
3,113,8,"low","low",300,3000,-5,0.00669285092428486,0.0566666666666667,0.0333333333333333,0.09,1221,0.0556920556920557
