"task_id","rep","tau","sample_size_scenario","initiation_scenario","n_per_site","total_n","init_intercept","zero_cov_init_prob","observed_init_rate","min_site_init_rate","max_site_init_rate","landmark_n","landmark_treated_rate"
1,198,4,"low","low",300,3000,-5,0.00669285092428486,0.04,0.0166666666666667,0.06,1744,0.0407110091743119
1,199,4,"low","low",300,3000,-5,0.00669285092428486,0.0403333333333333,0.0166666666666667,0.06,1744,0.0395642201834862
1,200,4,"low","low",300,3000,-5,0.00669285092428486,0.038,0.0166666666666667,0.06,1762,0.0380249716231555
1,201,4,"low","low",300,3000,-5,0.00669285092428486,0.0383333333333333,0.0166666666666667,0.06,1765,0.0373937677053824
1,202,4,"low","low",300,3000,-5,0.00669285092428486,0.0383333333333333,0.0166666666666667,0.06,1738,0.0379746835443038
1,203,4,"low","low",300,3000,-5,0.00669285092428486,0.0416666666666667,0.0333333333333333,0.06,1754,0.0410490307867731
1,204,4,"low","low",300,3000,-5,0.00669285092428486,0.0423333333333333,0.0333333333333333,0.06,1765,0.0424929178470255
1,205,4,"low","low",300,3000,-5,0.00669285092428486,0.044,0.0333333333333333,0.06,1786,0.0425531914893617
1,206,4,"low","low",300,3000,-5,0.00669285092428486,0.0443333333333333,0.0333333333333333,0.06,1788,0.0425055928411633
1,207,4,"low","low",300,3000,-5,0.00669285092428486,0.0456666666666667,0.0333333333333333,0.06,1795,0.0434540389972145
1,208,4,"low","low",300,3000,-5,0.00669285092428486,0.0463333333333333,0.0333333333333333,0.06,1798,0.0444938820912125
1,209,4,"low","low",300,3000,-5,0.00669285092428486,0.0456666666666667,0.0333333333333333,0.06,1785,0.0459383753501401
1,210,4,"low","low",300,3000,-5,0.00669285092428486,0.0473333333333333,0.04,0.06,1786,0.0470324748040314
1,211,4,"low","low",300,3000,-5,0.00669285092428486,0.049,0.04,0.06,1808,0.0475663716814159
1,212,4,"low","low",300,3000,-5,0.00669285092428486,0.0476666666666667,0.04,0.0566666666666667,1809,0.0431177446102819
1,213,4,"low","low",300,3000,-5,0.00669285092428486,0.0473333333333333,0.04,0.0566666666666667,1798,0.0422691879866518
1,214,4,"low","low",300,3000,-5,0.00669285092428486,0.0463333333333333,0.03,0.0566666666666667,1786,0.0391937290033595
1,215,4,"low","low",300,3000,-5,0.00669285092428486,0.0456666666666667,0.03,0.0566666666666667,1768,0.039027149321267
1,216,4,"low","low",300,3000,-5,0.00669285092428486,0.0443333333333333,0.03,0.0566666666666667,1775,0.0366197183098592
1,217,4,"low","low",300,3000,-5,0.00669285092428486,0.042,0.0266666666666667,0.0566666666666667,1792,0.03515625
1,218,4,"low","low",300,3000,-5,0.00669285092428486,0.0423333333333333,0.0266666666666667,0.0566666666666667,1794,0.0340022296544036
1,219,4,"low","low",300,3000,-5,0.00669285092428486,0.041,0.0266666666666667,0.0566666666666667,1805,0.0332409972299169
1,220,4,"low","low",300,3000,-5,0.00669285092428486,0.0396666666666667,0.0266666666666667,0.0566666666666667,1797,0.0339454646633278
1,221,4,"low","low",300,3000,-5,0.00669285092428486,0.0383333333333333,0.0266666666666667,0.0466666666666667,1784,0.0341928251121076
