"method","estimand","tau","beta_trt","scenario","conf_mult","sample_size_scenario","initiation_scenario","n_sites","n_per_site","total_n","init_intercept","zero_cov_init_prob","mean_est","median_est","truth","bias","median_bias","emp_sd","rmse","coverage","mean_observed_init_rate","mean_min_site_init_rate","mean_max_site_init_rate","mean_landmark_n","mean_landmark_treated_rate","n_reps"
"fed_ipw_no_clone","OR",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,0.160175093573556,0.160658235318427,0.53158555944892,-0.371410465875365,-0.370927324130493,0.0264318840990433,0.371410465875365,NA,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"fed_ipw_no_clone","OR",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.28115898447568,0.281137758312936,0.519520236348861,-0.238361251873182,-0.238382478035926,0.0493686324639206,0.238361251873182,NA,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"fed_ipw_no_clone","OR",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.23314766583384,0.236099098817922,0.526017823461302,-0.292870157627462,-0.28991872464338,0.0409891952679429,0.292870157627462,NA,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"fed_ipw_no_clone","OR",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.164348864160743,0.162949212176781,0.53158555944892,-0.367236695288178,-0.368636347272139,0.0369315950795052,0.367236695288178,NA,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"fed_ipw_no_clone","OR",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.489668119367976,0.459452337586062,0.572848157455008,-0.0831800380870322,-0.113395819868946,0.170061758918398,0.0831800380870322,NA,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"fed_ipw_no_clone","OR",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.374640043995676,0.365261133766689,0.610706478538882,-0.236066434543206,-0.245445344772193,0.0985949360245265,0.236066434543206,NA,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"fed_ipw_no_clone","OR",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.335695773276959,0.324384526014428,0.646947022465038,-0.311251249188079,-0.32256249645061,0.108348361038063,0.311251249188079,NA,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"fed_ipw_no_clone","OR",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,0.711483069968884,0.461780998588103,0.572848157455008,0.138634912513876,-0.111067158866906,0.935515347766742,0.138634912513876,NA,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"fed_ipw_no_clone","OR",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,0.603034759635624,0.494566899031816,0.610706478538882,-0.00767171890325722,-0.116139579507066,0.342651897027172,0.00767171890325722,NA,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"fed_ipw_no_clone","OR",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,0.468157996648092,0.383238336670549,0.646947022465038,-0.178789025816945,-0.263708685794488,0.298602694617083,0.178789025816945,NA,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"fed_landmark_ipw","OR",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,0.489366309714019,0.488861772131243,0.519520236348861,-0.0301539266348427,-0.0306584642176181,0.0302139121622546,0.0301539266348427,NA,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"fed_landmark_ipw","OR",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,0.544587489781888,0.540917252219185,0.526017823461302,0.018569666320586,0.0148994287578827,0.0394707486774003,0.018569666320586,NA,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"fed_landmark_ipw","OR",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,0.604086211340692,0.601108983213526,0.53158555944892,0.0725006518917721,0.0695234237646061,0.0470260674705427,0.0725006518917721,NA,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"fed_landmark_ipw","OR",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.504541227325821,0.507244929153595,0.519520236348861,-0.0149790090230404,-0.0122753071952663,0.0803108864772701,0.0149790090230404,NA,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"fed_landmark_ipw","OR",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.560879366631545,0.560144839748696,0.526017823461302,0.0348615431702428,0.0341270162873938,0.0935617081620961,0.0348615431702428,NA,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"fed_landmark_ipw","OR",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.611084310168551,0.609626018362248,0.53158555944892,0.0794987507196307,0.0780404589133279,0.114051207421833,0.0794987507196307,NA,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"fed_landmark_ipw","OR",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.555681344323949,0.54283602938426,0.572848157455008,-0.0171668131310594,-0.0300121280707487,0.224429335655595,0.0171668131310594,NA,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"fed_landmark_ipw","OR",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.459369574875498,0.455926874069817,0.610706478538882,-0.151336903663384,-0.154779604469065,0.152857140878772,0.151336903663384,NA,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"fed_landmark_ipw","OR",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.479225158402307,0.4222469293609,0.646947022465038,-0.167721864062731,-0.224700093104137,0.201124042081586,0.167721864062731,NA,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"fed_landmark_ipw","OR",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,1.12251424217626,0.586841425488529,0.572848157455008,0.549666084721253,0.0139932680335212,3.16698227667392,0.549666084721253,NA,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"fed_landmark_ipw","OR",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,0.900116247326419,0.780623181135813,0.610706478538882,0.289409768787537,0.169916702596931,0.571584074927399,0.289409768787537,NA,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"fed_landmark_ipw","OR",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,0.688918050781186,0.614548748781552,0.646947022465038,0.0419710283161488,-0.0323982736834852,0.384843457042301,0.0419710283161488,NA,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"fed_perprotocol_naive","OR",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,1.56472304892514,1.56209231278721,0.519520236348861,1.04520281257628,1.04257207643835,0.0798597240560211,1.04520281257628,NA,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"fed_perprotocol_naive","OR",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,1.41533691298302,1.41211181779931,0.526017823461302,0.889319089521713,0.886093994338011,0.0703560301129727,0.889319089521713,NA,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"fed_perprotocol_naive","OR",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,1.23965538490756,1.24178682767414,0.53158555944892,0.708069825458642,0.710201268225216,0.0612503544217771,0.708069825458642,NA,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"fed_perprotocol_naive","OR",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,1.53134751094393,1.5333937926801,0.519520236348861,1.01182727459507,1.01387355633124,0.145780185108427,1.01182727459507,NA,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"fed_perprotocol_naive","OR",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,1.42941248792734,1.41201163926526,0.526017823461302,0.903394664466034,0.885993815803953,0.154145177933776,0.903394664466034,NA,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"fed_perprotocol_naive","OR",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,1.25367784158287,1.2505977386504,0.53158555944892,0.722092282133947,0.719012179201477,0.118236981874056,0.722092282133947,NA,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"fed_perprotocol_naive","OR",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,1.89401386057952,1.79251455963616,0.572848157455008,1.32116570312451,1.21966640218115,0.381276796753378,1.32116570312451,NA,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"fed_perprotocol_naive","OR",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,1.67166846027887,1.63862174708136,0.610706478538882,1.06096198173998,1.02791526854248,0.251901161379747,1.06096198173998,NA,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"fed_perprotocol_naive","OR",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,1.53074108587579,1.50559288988168,0.646947022465038,0.883794063410757,0.858645867416638,0.239643319002557,0.883794063410757,NA,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"fed_perprotocol_naive","OR",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,2.07409749495276,1.83604245378727,0.572848157455008,1.50124933749775,1.26319429633226,0.817114488785323,1.50124933749775,NA,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"fed_perprotocol_naive","OR",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,1.78081148913232,1.75122214308048,0.610706478538882,1.17010501059344,1.1405156645416,0.495068547598023,1.17010501059344,NA,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"fed_perprotocol_naive","OR",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,1.51334434324311,1.44283414196392,0.646947022465038,0.866397320778075,0.795887119498886,0.385834818797707,0.866397320778075,NA,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"local_ccw_meta","OR",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,0.532961614411151,0.52864425867564,0.519520236348861,0.01344137806229,0.00912402232677867,0.0333311819558063,0.01344137806229,NA,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"local_ccw_meta","OR",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,0.558131069209892,0.548511175548801,0.526017823461302,0.0321132457485899,0.0224933520874993,0.0520428232735442,0.0321132457485899,NA,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"local_ccw_meta","OR",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,0.594622103170102,0.591975635558887,0.53158555944892,0.0630365437211813,0.0603900761099664,0.0595464500692892,0.0630365437211813,NA,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"local_ccw_meta","OR",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.515044444102471,0.513213652923764,0.519520236348861,-0.00447579224639057,-0.00630658342509738,0.0579773239987228,0.00447579224639057,NA,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"local_ccw_meta","OR",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.601297245346566,0.591233681806642,0.526017823461302,0.0752794218852634,0.0652158583453398,0.0967366972229041,0.0752794218852634,NA,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"local_ccw_meta","OR",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.628126524566803,0.616704863281447,0.53158555944892,0.0965409651178827,0.0851193038325264,0.0859785502128688,0.0965409651178827,NA,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"local_ccw_meta","OR",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.73746942062163,0.699973080394143,0.572848157455008,0.164621263166622,0.127124922939135,0.210392133142471,0.164621263166622,NA,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"local_ccw_meta","OR",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.684287726537748,0.680267421443701,0.610706478538882,0.0735812479988662,0.0695609429048194,0.135759378152092,0.0735812479988662,NA,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"local_ccw_meta","OR",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.735146001041046,0.697644794384018,0.646947022465038,0.0881989785760084,0.0506977719189805,0.1708037342529,0.0881989785760084,NA,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"local_ccw_meta","OR",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,1.15361545811286,0.836983698597912,0.572848157455008,0.580767300657856,0.264135541142904,1.35000242070194,0.580767300657856,NA,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"local_ccw_meta","OR",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,1.09671392502618,1.06105085788034,0.610706478538882,0.486007446487295,0.450344379341462,0.406323978818131,0.486007446487295,NA,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"local_ccw_meta","OR",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,0.941596425108343,0.863707478100811,0.646947022465038,0.294649402643306,0.216760455635774,0.397038079020211,0.294649402643306,NA,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"pooled_ccw_tvipcw","OR",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,0.522965951138135,0.520961897567272,0.519520236348861,0.00344571478927368,0.00144166121841016,0.031875781207302,0.00344571478927368,0.99,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"pooled_ccw_tvipcw","OR",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,0.538139907178004,0.530131670687942,0.526017823461302,0.0121220837167013,0.00411384722663977,0.0566568420887405,0.0121220837167013,0.916666666666667,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"pooled_ccw_tvipcw","OR",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,0.563311773294967,0.5639037188382,0.53158555944892,0.0317262138460462,0.0323181593892798,0.0727303051622602,0.0317262138460462,0.866666666666667,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"pooled_ccw_tvipcw","OR",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.49712542482442,0.500999443696242,0.519520236348861,-0.0223948115244417,-0.0185207926526194,0.0663921449647083,0.0223948115244417,0.973333333333333,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"pooled_ccw_tvipcw","OR",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.558994497593725,0.55682269354726,0.526017823461302,0.0329766741324227,0.0308048700859576,0.0897148472341203,0.0329766741324227,0.946666666666667,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"pooled_ccw_tvipcw","OR",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.544933061611818,0.546889005451678,0.53158555944892,0.0133475021628981,0.0153034460027579,0.104394101593781,0.0133475021628981,0.946666666666667,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"pooled_ccw_tvipcw","OR",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.658462681558878,0.638438585392434,0.572848157455008,0.0856145241038698,0.0655904279374258,0.189180459959033,0.0856145241038698,0.943333333333333,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"pooled_ccw_tvipcw","OR",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.611562246130848,0.609016420196392,0.610706478538882,0.000855767591966537,-0.00169005834248959,0.154986452938025,0.000855767591966537,0.92,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"pooled_ccw_tvipcw","OR",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.646933848470474,0.63425762314261,0.646947022465038,-1.31739945639244e-05,-0.0126893993224273,0.147066536657512,1.31739945639244e-05,0.92,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"pooled_ccw_tvipcw","OR",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,0.769157191145667,0.586746786339696,0.572848157455008,0.196309033690658,0.0138986288846875,0.627233104279717,0.196309033690658,0.906666666666667,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"pooled_ccw_tvipcw","OR",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,0.871695182588368,0.801104844989089,0.610706478538882,0.260988704049487,0.190398366450208,0.39380205976995,0.260988704049487,0.86,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"pooled_ccw_tvipcw","OR",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,0.742959899809193,0.621842586986964,0.646947022465038,0.096012877344155,-0.0251044354780732,0.350763020469837,0.096012877344155,0.923333333333333,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"fed_ccw_tvipcw","RD",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.0902389786352624,-0.0902913193087741,-0.0906565332145253,0.000417554579262829,0.000365213905751172,0.00939135993039392,0.000417554579262829,0.983333333333333,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"fed_ccw_tvipcw","RD",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.0866200572092809,-0.0885734109727579,-0.0882816525755807,0.00166159536629984,-0.000291758397177211,0.0132779990121337,0.00166159536629984,0.93,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"fed_ccw_tvipcw","RD",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.0811334008508954,-0.0798328529625709,-0.0866860087968683,0.00555260794597289,0.00685315583429735,0.0160471034961986,0.00555260794597289,0.913333333333333,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"fed_ccw_tvipcw","RD",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.100353436878672,-0.0983569980461479,-0.0906565332145253,-0.00969690366414667,-0.00770046483162262,0.0173215305615212,0.00969690366414667,0.993333333333333,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"fed_ccw_tvipcw","RD",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.0819454772740179,-0.0815680481536463,-0.0882816525755807,0.0063361753015628,0.00671360442193447,0.0234786895328314,0.0063361753015628,0.936666666666667,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"fed_ccw_tvipcw","RD",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.0837488483726923,-0.0810960075548893,-0.0866860087968683,0.002937160424176,0.005590001241979,0.025850052788333,0.002937160424176,0.95,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"fed_ccw_tvipcw","RD",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.0591080133927807,-0.0603470795586979,-0.0744906302333885,0.0153826168406078,0.0141435506746906,0.045257318389075,0.0153826168406078,0.85,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"fed_ccw_tvipcw","RD",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.0656999637962561,-0.0610161898360723,-0.0642669931487833,-0.00143297064747283,0.00325080331271094,0.035995380875027,0.00143297064747283,0.943333333333333,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"fed_ccw_tvipcw","RD",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.059594625232792,-0.0554467454772493,-0.0556807706182467,-0.00391385461454525,0.000234025140997407,0.041017454210063,0.00391385461454525,0.883333333333333,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"fed_ccw_tvipcw","RD",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.0583700071048051,-0.0518443737832988,-0.0744906302333885,0.0161206231285834,0.0226462564500897,0.0856110899365981,0.0161206231285834,0.813333333333333,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"fed_ccw_tvipcw","RD",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.0266205200893468,-0.0218960086280867,-0.0642669931487833,0.0376464730594365,0.0423709845206965,0.0592916699313844,0.0376464730594365,0.75,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"fed_ccw_tvipcw","RD",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.0401712290726455,-0.0361998667054898,-0.0556807706182467,0.0155095415456012,0.0194809039127569,0.058593159868374,0.0155095415456012,0.826666666666667,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"fed_ipw_no_clone","RD",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.157146347387561,-0.15797727860525,-0.0906565332145253,-0.066489814173036,-0.0673207453907247,0.00954608331294454,0.066489814173036,NA,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"fed_ipw_no_clone","RD",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.191059192370295,-0.191736291073016,-0.0882816525755807,-0.102777539794715,-0.103454638497436,0.0116830045360271,0.102777539794715,NA,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"fed_ipw_no_clone","RD",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.216305059198358,-0.216588288200683,-0.0866860087968683,-0.12961905040149,-0.129902279403815,0.0124807033999888,0.12961905040149,NA,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"fed_ipw_no_clone","RD",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.170700049333635,-0.168330765685979,-0.0906565332145253,-0.0800435161191102,-0.0776742324714535,0.0194605963566325,0.0800435161191102,NA,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"fed_ipw_no_clone","RD",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.189490251480962,-0.18648660144542,-0.0882816525755807,-0.101208598905382,-0.0982049488698393,0.0208410166703403,0.101208598905382,NA,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"fed_ipw_no_clone","RD",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.216986265055135,-0.217069759830252,-0.0866860087968683,-0.130300256258267,-0.130383751033384,0.0208079424447268,0.130300256258267,NA,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"fed_ipw_no_clone","RD",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.115502022621787,-0.112017443621816,-0.0744906302333885,-0.0410113923883985,-0.0375268133884272,0.0602907691531415,0.0410113923883985,NA,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"fed_ipw_no_clone","RD",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.159649903232065,-0.154955136043171,-0.0642669931487833,-0.0953829100832817,-0.0906881428943873,0.0539998822449701,0.0953829100832817,NA,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"fed_ipw_no_clone","RD",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.185858382803542,-0.176831228096069,-0.0556807706182467,-0.130177612185296,-0.121150457477822,0.0749826916517541,0.130177612185296,NA,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"fed_ipw_no_clone","RD",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.117116565014556,-0.114046508766163,-0.0744906302333885,-0.0426259347811679,-0.0395558785327743,0.114274224682536,0.0426259347811679,NA,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"fed_ipw_no_clone","RD",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.102818421535847,-0.0979425467686384,-0.0642669931487833,-0.0385514283870633,-0.0336755536198551,0.0931160064763957,0.0385514283870633,NA,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"fed_ipw_no_clone","RD",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.148503675338033,-0.14208763475973,-0.0556807706182467,-0.0928229047197861,-0.0864068641414829,0.101300026138911,0.0928229047197861,NA,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"fed_landmark_ipw","RD",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.141516846640441,-0.141317695033399,-0.0906565332145253,-0.0508603134259161,-0.0506611618188735,0.0135581241859604,0.0508603134259161,NA,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"fed_landmark_ipw","RD",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.132758057888677,-0.133824397260604,-0.0882816525755807,-0.0444764053130959,-0.0455427446850231,0.0160105385718216,0.0444764053130959,NA,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"fed_landmark_ipw","RD",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.118493804906419,-0.119328030166819,-0.0866860087968683,-0.0318077961095505,-0.0326420213699507,0.017619164148421,0.0318077961095505,NA,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"fed_landmark_ipw","RD",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.137515777007816,-0.13176570007226,-0.0906565332145253,-0.0468592437932908,-0.0411091668577346,0.044654513819582,0.0468592437932908,NA,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"fed_landmark_ipw","RD",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.129318302856187,-0.123970828880442,-0.0882816525755807,-0.0410366502806064,-0.035689176304861,0.0384480479036485,0.0410366502806064,NA,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"fed_landmark_ipw","RD",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.117787996758422,-0.115638633485343,-0.0866860087968683,-0.0311019879615542,-0.0289526246884745,0.0403919878943208,0.0311019879615542,NA,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
