"method","estimand","tau","beta_trt","scenario","conf_mult","t_star","misspec","mean_est","truth","bias","emp_sd","rmse","coverage","n_reps"
"CC-Gcomp","RD",2,-0.7,"strong",2,25,"coarse_L",-0.087208663898785,-0.102744180069684,0.0155355161708986,0.00961330578677616,0.0182440059845642,NA,100
"CC-Gcomp","RD",5,-0.7,"strong",2,25,"correct",-0.0914248547530018,-0.0864289105015962,-0.00499594425140564,0.00742888396239537,0.0089216530262402,NA,100
"CC-Gcomp","RD",5,-0.7,"strong",2,25,"no_tv",-0.0404805246900556,-0.0864289105015962,0.0459483858115406,0.00855841112027668,0.0467308045680879,NA,100
"CC-Gcomp","RD",5,-0.7,"strong",2,25,"coarse_L",-0.0697753462433356,-0.0864289105015962,0.0166535642582606,0.0072788674671324,0.0181602118652854,NA,100
"CC-Gcomp","RD",8,-0.7,"strong",2,25,"correct",-0.079479113082359,-0.073695298677964,-0.00578381440439504,0.00631591390615119,0.00854074761655573,NA,100
"CC-Gcomp","RD",8,-0.7,"strong",2,25,"no_tv",-0.0266437336318543,-0.073695298677964,0.0470515650461096,0.00790804586427656,0.047704943043524,NA,100
"CC-Gcomp","RD",8,-0.7,"strong",2,25,"coarse_L",-0.0583175910633003,-0.073695298677964,0.0153777076146637,0.00701861830660081,0.0168891173359208,NA,100
"CC-Gcomp","RD",2,-0.5,"strong",2,25,"correct",-0.0738042887319964,-0.0679421293508451,-0.00586215938115132,0.0106419151410856,0.0121030065232316,NA,100
"CC-Gcomp","RD",2,-0.5,"strong",2,25,"no_tv",-0.0320892117248254,-0.0679421293508451,0.0358529176260197,0.0116590217388545,0.0376829558597274,NA,100
"CC-Gcomp","RD",2,-0.5,"strong",2,25,"coarse_L",-0.0535207035182605,-0.0679421293508451,0.0144214258325846,0.0106370380960318,0.0178883380085073,NA,100
"CC-Gcomp","RD",5,-0.5,"strong",2,25,"correct",-0.0601217601166889,-0.0592813176469181,-0.000840442469770725,0.00802646269723474,0.00803033037556949,NA,100
"CC-Gcomp","RD",5,-0.5,"strong",2,25,"no_tv",-0.00459234063321686,-0.0592813176469181,0.0546889770137013,0.0100184944561222,0.0555900237062445,NA,100
"CC-Gcomp","RD",5,-0.5,"strong",2,25,"coarse_L",-0.0374689137658116,-0.0592813176469181,0.0218124038811066,0.00847284246995549,0.0233848697237763,NA,100
"CC-Gcomp","RD",8,-0.5,"strong",2,25,"correct",-0.0562912676117989,-0.0495488313631018,-0.00674243624869702,0.00594147587826237,0.00896708262611634,NA,100
"CC-Gcomp","RD",8,-0.5,"strong",2,25,"no_tv",-0.00050850315256495,-0.0495488313631018,0.0490403282105369,0.00853475156125949,0.0497701452214827,NA,100
