"method","estimand","tau","beta_trt","scenario","conf_mult","size_scenario","mix_scenario","n_sites","total_n","site_sizes","site_weights","target_x1_mean","target_x2_prob","init_intercept","mean_est","median_est","truth","mean_bias","median_bias","emp_sd","rmse","coverage","mean_observed_x1","mean_observed_x2_prob","mean_observed_death_rate","mean_observed_init_rate","mean_landmark_n","mean_landmark_event_n","mean_landmark_event_rate","mean_landmark_treated_rate","n_reps"
"fed_perprotocol_naive","OR",4,-0.7,"medium",1,"unbalanced","heterogeneous",3,1500,"50/100/1350","0.033333/0.066667/0.9",1.3,0.66,-4,Inf,5.43331882323068,0.643682893591939,Inf,4.78963592963874,NA,Inf,NA,1.30758566210706,0.658913333333333,0.946286666666667,0.253093333333333,470.8,390.23,0.828662324082895,0.197502539541769,100
"fed_perprotocol_naive","OR",6,-0.7,"medium",1,"unbalanced","heterogeneous",3,1500,"50/100/1350","0.033333/0.066667/0.9",1.3,0.66,-4,4.88225507433725,4.4162225172514,0.675061929979149,4.2071931443581,3.74116058727225,2.31296439121909,4.79549584362564,NA,1.29514130748068,0.66008,0.9454,0.269706666666667,329.44,247.54,0.751241234793407,0.205945915125189,100
"fed_perprotocol_naive","OR",8,-0.7,"medium",1,"unbalanced","heterogeneous",3,1500,"50/100/1350","0.033333/0.066667/0.9",1.3,0.66,-4,4.15498597487296,3.45776728345852,0.685021427973437,3.46996454689952,2.77274585548508,2.45143119208335,4.24147069981199,NA,1.3008207448564,0.657966666666667,0.944613333333333,0.27816,251.49,168.41,0.669430456037592,0.205637808900159,100
"fed_perprotocol_naive","OR",4,-0.7,"medium",1,"balanced","homogeneous",3,1500,"500/500/500","0.333333/0.333333/0.333333",0,0.4,-4,1.84614586818618,1.69660324483776,0.56961968058731,1.27652618759887,1.12698356425045,0.561890269321216,1.39358622827438,NA,0.00837865474872389,0.400793333333333,0.846813333333333,0.102986666666667,902.53,672.75,0.745459400814235,0.100894500068961,100
"fed_perprotocol_naive","OR",6,-0.7,"medium",1,"balanced","homogeneous",3,1500,"500/500/500","0.333333/0.333333/0.333333",0,0.4,-4,1.64655754760767,1.56913026929198,0.619746164789471,1.0268113828182,0.949384104502508,0.414457944790706,1.10652575659365,NA,0.0039790996438321,0.403026666666667,0.839473333333333,0.123053333333333,740.02,499.23,0.674766652024102,0.126716394636133,100
"fed_perprotocol_naive","OR",8,-0.7,"medium",1,"balanced","homogeneous",3,1500,"500/500/500","0.333333/0.333333/0.333333",0,0.4,-4,1.39239543099219,1.33519027771447,0.657770757524032,0.734624673468156,0.67741952019044,0.339092194599948,0.808397855107507,NA,0.00311513275491135,0.40034,0.839973333333333,0.13768,618.72,378.68,0.612044913688802,0.143696992164304,100
"fed_perprotocol_naive","OR",4,-0.7,"medium",1,"unbalanced","homogeneous",3,1500,"50/100/1350","0.033333/0.066667/0.9",0,0.4,-4,1.83813875946923,1.78468822720103,0.56961968058731,1.26851907888192,1.21506854661372,0.570443556743931,1.38970948273508,NA,-0.00744047411081942,0.39922,0.840746666666667,0.101406666666667,902.77,663.89,0.735438538219244,0.101184524913118,100
"fed_perprotocol_naive","OR",6,-0.7,"medium",1,"unbalanced","homogeneous",3,1500,"50/100/1350","0.033333/0.066667/0.9",0,0.4,-4,1.61469931505578,1.54706641706395,0.619746164789471,0.994953150266309,0.927320252274482,0.387586796127972,1.06707687657088,NA,-0.00151292443829804,0.39976,0.83948,0.12238,739.4,498.62,0.674294179887054,0.123280491071856,100
"fed_perprotocol_naive","OR",8,-0.7,"medium",1,"unbalanced","homogeneous",3,1500,"50/100/1350","0.033333/0.066667/0.9",0,0.4,-4,1.38263705690282,1.29792704053518,0.657770757524032,0.724866299378789,0.640156283011152,0.39404271617237,0.82410443362593,NA,0.000778507190898364,0.40026,0.838873333333333,0.137606666666667,620.07,378.38,0.610223960406362,0.145113728076799,100
"local_ccw_meta","OR",4,-0.7,"medium",1,"balanced","heterogeneous",3,1500,"500/500/500","0.333333/0.333333/0.333333",0,0.4,-4,0.80621329808569,0.715950102244901,0.723397415038269,0.0828158830474213,-0.00744731279336858,0.365877399211993,0.373344450911642,NA,0.002315964578983,0.400173333333333,0.742,0.13106,880.12,493.12,0.560247751116823,0.0813019441163848,100
