"method","estimand","tau","beta_trt","scenario","conf_mult","t_star","mean_est","truth","bias","emp_sd","rmse","coverage","n_reps"
"Federated CCW","RR",8,-0.5,"small",0.4,25,0.940124532681643,0.942342495189099,-0.00221796250745591,0.0142053941238235,0.0143071537237672,0.97,100
"Federated CCW","RR",2,-1,"medium",1,25,0.822397804135536,0.81443192717203,0.00796587696350611,0.0490751693264674,0.049474677540889,0.94,100
"Federated CCW","RR",5,-1,"medium",1,25,0.854988438486514,0.854391316429979,0.000597122056535351,0.0296100162876915,0.0294676447762997,0.95,100
"Federated CCW","RR",8,-1,"medium",1,25,0.877155164897198,0.873643531949712,0.0035116329474858,0.0300077817486594,0.0300631645336663,0.92,100
"Federated CCW","RR",2,-0.7,"medium",1,25,0.888687286019459,0.878445879711798,0.0102414063076606,0.0520568866831531,0.0527987372935168,0.9,100
"Federated CCW","RR",5,-0.7,"medium",1,25,0.907963431376316,0.902036657016575,0.00592677435974147,0.0405100532948149,0.0407404028954126,0.91,100
"Federated CCW","RR",8,-0.7,"medium",1,25,0.911086572910882,0.91398519774654,-0.00289862483565792,0.0239286999122686,0.0239845550018003,0.99,100
"Federated CCW","RR",2,-0.5,"medium",1,25,0.909165350793476,0.916995969857005,-0.00783061906352844,0.0657045149638793,0.0658424714655393,0.93,100
"Federated CCW","RR",5,-0.5,"medium",1,25,0.920289337236124,0.932168839759687,-0.0118795025235624,0.0386139387247679,0.0402150280543114,0.9,100
"Federated CCW","RR",8,-0.5,"medium",1,25,0.934761528793156,0.939691720155475,-0.00493019136231892,0.027417944732977,0.027722428524858,0.98,100
"Federated CCW","RR",2,-1,"strong",2,25,0.85917537986652,0.813498147909376,0.0456772319571444,0.0671440845629046,0.0809299346974861,0.85,100
"Federated CCW","RR",5,-1,"strong",2,25,0.853924218046878,0.847647016881975,0.00627720116490321,0.109169721752378,0.108803727511889,0.85,100
"Federated CCW","RR",8,-1,"strong",2,25,0.870797336950009,0.868015909419281,0.00278142753072845,0.0691450341636347,0.0688546420447017,0.86,100
"Federated CCW","RR",2,-0.7,"strong",2,25,0.911299518435162,0.878937516259128,0.0323620021760343,0.103978190119699,0.10840040851032,0.77,100
"Federated CCW","RR",5,-0.7,"strong",2,25,0.882639843389764,0.898264705974939,-0.0156248625851745,0.136355932648318,0.1365692033202,0.8,100
"Federated CCW","RR",8,-0.7,"strong",2,25,0.928585165099454,0.912870188119348,0.0157149769801066,0.0774527295813093,0.078650470868805,0.83,100
"Federated CCW","RR",2,-0.5,"strong",2,25,0.971456234399939,0.919944439439018,0.0515117949609204,0.112853260066597,0.123539324689259,0.56,100
"Federated CCW","RR",5,-0.5,"strong",2,25,0.951174895220729,0.930220082076693,0.0209548131440359,0.0683891420712579,0.0711997766823164,0.76,100
"Federated CCW","RR",8,-0.5,"strong",2,25,0.949982917360253,0.941418510637448,0.0085644067228047,0.0687821246081804,0.0689711528211087,0.79,100
"Pooled CCW","RR",2,-1,"small",0.4,25,0.82132688693246,0.812875296768163,0.00845159016429791,0.035259342090196,0.0360862628834351,0.95,100
"Pooled CCW","RR",5,-1,"small",0.4,25,0.863418769760409,0.857532775183329,0.00588599457707996,0.0222592848663575,0.0229164992373497,0.92,100
"Pooled CCW","RR",8,-1,"small",0.4,25,0.883651716786012,0.880160884950332,0.00349083183567961,0.0130089199570224,0.0134061771347662,0.99,100
"Pooled CCW","RR",2,-0.7,"small",0.4,25,0.882642414636036,0.875904798386529,0.00673761624950718,0.0357338224853134,0.0361874630423769,0.95,100
"Pooled CCW","RR",5,-0.7,"small",0.4,25,0.903391248537632,0.903269582479312,0.000121666058319737,0.0180826839540582,0.0179924547247527,0.98,100
"Pooled CCW","RR",8,-0.7,"small",0.4,25,0.915414917427469,0.91775550544168,-0.00234058801421064,0.014251951955735,0.014372379950981,0.97,100
"Pooled CCW","RR",2,-0.5,"small",0.4,25,0.922946059761416,0.915401656935726,0.00754440282569038,0.0373838289326825,0.0379538294906808,0.95,100
"Pooled CCW","RR",5,-0.5,"small",0.4,25,0.93810523101526,0.932909472527854,0.00519575848740565,0.0229981251569625,0.02346530480065,0.91,100
"Pooled CCW","RR",8,-0.5,"small",0.4,25,0.939993022923513,0.942342495189099,-0.00234947226558622,0.0147245630751345,0.0148379462899296,0.97,100
"Pooled CCW","RR",2,-1,"medium",1,25,0.822915858987057,0.81443192717203,0.00848393181502675,0.0468935916903957,0.0474235801184528,0.95,100
"Pooled CCW","RR",5,-1,"medium",1,25,0.855632298245302,0.854391316429979,0.00124098181532298,0.0278979854849302,0.0277858714825029,0.96,100
"Pooled CCW","RR",8,-1,"medium",1,25,0.877533115078871,0.873643531949712,0.00388958312915937,0.0280570757876465,0.0281861023139923,0.94,100
"Pooled CCW","RR",2,-0.7,"medium",1,25,0.890898717939422,0.878445879711798,0.0124528382276241,0.0518543346032196,0.0530759500799996,0.9,100
"Pooled CCW","RR",5,-0.7,"medium",1,25,0.907826667330433,0.902036657016575,0.00579001031385768,0.0402430109872074,0.0404577452834177,0.89,100
"Pooled CCW","RR",8,-0.7,"medium",1,25,0.910499937195731,0.91398519774654,-0.00348526055080861,0.0240663704611943,0.0241980438550457,0.99,100
"Pooled CCW","RR",2,-0.5,"medium",1,25,0.908678260392419,0.916995969857005,-0.00831770946458581,0.0670110837697469,0.0671919994140175,0.92,100
"Pooled CCW","RR",5,-0.5,"medium",1,25,0.92046434114428,0.932168839759687,-0.0117044986154065,0.0387886793377681,0.0403300299548434,0.91,100
"Pooled CCW","RR",8,-0.5,"medium",1,25,0.933749377970851,0.939691720155475,-0.00594234218462389,0.0274262969693896,0.0279283221557933,0.97,100
"Pooled CCW","RR",2,-1,"strong",2,25,0.856937420738569,0.813498147909376,0.0434392728291932,0.0697378162226341,0.081863910273795,0.83,100
"Pooled CCW","RR",5,-1,"strong",2,25,0.853037318321523,0.847647016881975,0.00539030143954797,0.1099440771842,0.109525697698831,0.86,100
"Pooled CCW","RR",8,-1,"strong",2,25,0.868580410400155,0.868015909419281,0.000564500980873454,0.0702951157103516,0.0699450350000757,0.86,100
"Pooled CCW","RR",2,-0.7,"strong",2,25,0.913046573737766,0.878937516259128,0.0341090574786388,0.100670127898313,0.10581378788529,0.78,100
"Pooled CCW","RR",5,-0.7,"strong",2,25,0.888055760790318,0.898264705974939,-0.0102089451846211,0.131943959371708,0.131678923493164,0.79,100
"Pooled CCW","RR",8,-0.7,"strong",2,25,0.930967680489724,0.912870188119348,0.0180974923703766,0.0747604024624327,0.0765555081537397,0.8,100
"Pooled CCW","RR",2,-0.5,"strong",2,25,0.974463912849193,0.919944439439018,0.0545194734101747,0.100681880224474,0.114051942449056,0.58,100
"Pooled CCW","RR",5,-0.5,"strong",2,25,0.95263107392793,0.930220082076693,0.0224109918512378,0.0659681237138796,0.0693579697556285,0.75,100
"Pooled CCW","RR",8,-0.5,"strong",2,25,0.954114992350498,0.941418510637448,0.0126964817130497,0.0657465661319602,0.0666377182716559,0.77,100
"CC-Gcomp","RR",2,-1,"small",0.4,25,0.81230982858498,0.812875296768163,-0.000565468183182244,0.0189259824578286,0.0188396029188591,NA,100
"CC-Gcomp","RR",5,-1,"small",0.4,25,0.844829793799541,0.857532775183329,-0.0127029813837879,0.0111164857127342,0.0168435812133962,NA,100
"CC-Gcomp","RR",8,-1,"small",0.4,25,0.868995444182948,0.880160884950332,-0.0111654407673842,0.00705272429235715,0.0131875160009203,NA,100
"CC-Gcomp","RR",2,-0.7,"small",0.4,25,0.875108539781901,0.875904798386529,-0.000796258604628214,0.0169746302560615,0.0169083032670976,NA,100
"CC-Gcomp","RR",5,-0.7,"small",0.4,25,0.891388826578978,0.903269582479312,-0.0118807559003335,0.00902945393210137,0.0148952371143306,NA,100
"CC-Gcomp","RR",8,-0.7,"small",0.4,25,0.908505777552548,0.91775550544168,-0.00924972788913179,0.00708164356556081,0.0116277962166842,NA,100
"CC-Gcomp","RR",2,-0.5,"small",0.4,25,0.914196426532997,0.915401656935726,-0.00120523040272817,0.0162916360393117,0.0162547165805094,NA,100
"CC-Gcomp","RR",5,-0.5,"small",0.4,25,0.9281163919175,0.932909472527854,-0.0047930806103535,0.0083161578397232,0.00956245356278316,NA,100
"CC-Gcomp","RR",8,-0.5,"small",0.4,25,0.934516664826819,0.942342495189099,-0.00782583036228002,0.00610097723409922,0.00990420743109062,NA,100
"CC-Gcomp","RR",2,-1,"medium",1,25,0.809619470904903,0.81443192717203,-0.0048124562671268,0.0170373835192132,0.0176218457640497,NA,100
"CC-Gcomp","RR",5,-1,"medium",1,25,0.840285685919417,0.854391316429979,-0.0141056305105622,0.00974683321978961,0.0171178141810441,NA,100
"CC-Gcomp","RR",8,-1,"medium",1,25,0.867287333039905,0.873643531949712,-0.00635619890980634,0.00750072824726876,0.00980303930309397,NA,100
"CC-Gcomp","RR",2,-0.7,"medium",1,25,0.872403073645415,0.878445879711798,-0.00604280606638288,0.0152822020091485,0.016362327047882,NA,100
"CC-Gcomp","RR",5,-0.7,"medium",1,25,0.893762890145341,0.902036657016575,-0.00827376687123386,0.00889698885696945,0.0121169329804763,NA,100
"CC-Gcomp","RR",8,-0.7,"medium",1,25,0.909199820058953,0.91398519774654,-0.00478537768758649,0.0067341050476223,0.00823374329799871,NA,100
"CC-Gcomp","RR",2,-0.5,"medium",1,25,0.912781311844473,0.916995969857005,-0.0042146580125319,0.0118304688386155,0.0125029490591075,NA,100
"CC-Gcomp","RR",5,-0.5,"medium",1,25,0.924299450378168,0.932168839759687,-0.00786938938151884,0.00795899599049028,0.011164203968167,NA,100
"CC-Gcomp","RR",8,-0.5,"medium",1,25,0.935954514842243,0.939691720155475,-0.00373720531323189,0.00673888204050696,0.00767626923691172,NA,100
"CC-Gcomp","RR",2,-1,"strong",2,25,0.807190077607949,0.813498147909376,-0.00630807030142662,0.0109565200160366,0.0125951033533247,NA,100
"CC-Gcomp","RR",5,-1,"strong",2,25,0.84046934830268,0.847647016881975,-0.00717766857929569,0.00830163445527465,0.0109428921915973,NA,100
"CC-Gcomp","RR",8,-1,"strong",2,25,0.865028838346018,0.868015909419281,-0.00298707107326324,0.00699450535902119,0.00757340529497322,NA,100
"CC-Gcomp","RR",2,-0.7,"strong",2,25,0.8706879388508,0.878937516259128,-0.00824957740832728,0.0109322590602253,0.0136519109539384,NA,100
"CC-Gcomp","RR",5,-0.7,"strong",2,25,0.892370769769179,0.898264705974939,-0.00589393620575954,0.00870815713100213,0.0104791299548008,NA,100
"CC-Gcomp","RR",8,-0.7,"strong",2,25,0.906206841110527,0.912870188119348,-0.00666334700882025,0.00734291188684736,0.00988834489629978,NA,100
"CC-Gcomp","RR",2,-0.5,"strong",2,25,0.913185363302003,0.919944439439018,-0.00675907613701567,0.0124564611212286,0.0141172553867247,NA,100
"CC-Gcomp","RR",5,-0.5,"strong",2,25,0.929240585395688,0.930220082076693,-0.000979496681004312,0.00944564573025851,0.00944920286463539,NA,100
"CC-Gcomp","RR",8,-0.5,"strong",2,25,0.933539470784798,0.941418510637448,-0.00787903985264987,0.00687428768161917,0.0104337213791633,NA,100
"G-comp (no cloning)","RR",2,-1,"small",0.4,25,0.81230982858498,0.812875296768163,-0.000565468183182244,0.0189259824578286,0.0188396029188591,NA,100
"G-comp (no cloning)","RR",5,-1,"small",0.4,25,0.844829793799541,0.857532775183329,-0.0127029813837879,0.0111164857127342,0.0168435812133962,NA,100
"G-comp (no cloning)","RR",8,-1,"small",0.4,25,0.868995444182948,0.880160884950332,-0.0111654407673842,0.00705272429235715,0.0131875160009203,NA,100
"G-comp (no cloning)","RR",2,-0.7,"small",0.4,25,0.875108539781901,0.875904798386529,-0.000796258604628214,0.0169746302560615,0.0169083032670976,NA,100
"G-comp (no cloning)","RR",5,-0.7,"small",0.4,25,0.891388826578978,0.903269582479312,-0.0118807559003335,0.00902945393210137,0.0148952371143306,NA,100
"G-comp (no cloning)","RR",8,-0.7,"small",0.4,25,0.908505777552548,0.91775550544168,-0.00924972788913179,0.00708164356556081,0.0116277962166842,NA,100
"G-comp (no cloning)","RR",2,-0.5,"small",0.4,25,0.914196426532997,0.915401656935726,-0.00120523040272817,0.0162916360393117,0.0162547165805094,NA,100
"G-comp (no cloning)","RR",5,-0.5,"small",0.4,25,0.9281163919175,0.932909472527854,-0.0047930806103535,0.0083161578397232,0.00956245356278316,NA,100
"G-comp (no cloning)","RR",8,-0.5,"small",0.4,25,0.934516664826819,0.942342495189099,-0.00782583036228002,0.00610097723409922,0.00990420743109062,NA,100
"G-comp (no cloning)","RR",2,-1,"medium",1,25,0.809619470904903,0.81443192717203,-0.0048124562671268,0.0170373835192132,0.0176218457640497,NA,100
"G-comp (no cloning)","RR",5,-1,"medium",1,25,0.840285685919417,0.854391316429979,-0.0141056305105622,0.00974683321978961,0.0171178141810441,NA,100
"G-comp (no cloning)","RR",8,-1,"medium",1,25,0.867287333039905,0.873643531949712,-0.00635619890980634,0.00750072824726876,0.00980303930309397,NA,100
"G-comp (no cloning)","RR",2,-0.7,"medium",1,25,0.872403073645415,0.878445879711798,-0.00604280606638288,0.0152822020091485,0.016362327047882,NA,100
"G-comp (no cloning)","RR",5,-0.7,"medium",1,25,0.893762890145341,0.902036657016575,-0.00827376687123386,0.00889698885696945,0.0121169329804763,NA,100
"G-comp (no cloning)","RR",8,-0.7,"medium",1,25,0.909199820058953,0.91398519774654,-0.00478537768758649,0.0067341050476223,0.00823374329799871,NA,100
"G-comp (no cloning)","RR",2,-0.5,"medium",1,25,0.912781311844473,0.916995969857005,-0.0042146580125319,0.0118304688386155,0.0125029490591075,NA,100
"G-comp (no cloning)","RR",5,-0.5,"medium",1,25,0.924299450378168,0.932168839759687,-0.00786938938151884,0.00795899599049028,0.011164203968167,NA,100
"G-comp (no cloning)","RR",8,-0.5,"medium",1,25,0.935954514842243,0.939691720155475,-0.00373720531323189,0.00673888204050696,0.00767626923691172,NA,100
"G-comp (no cloning)","RR",2,-1,"strong",2,25,0.807190077607949,0.813498147909376,-0.00630807030142662,0.0109565200160366,0.0125951033533247,NA,100
"G-comp (no cloning)","RR",5,-1,"strong",2,25,0.84046934830268,0.847647016881975,-0.00717766857929569,0.00830163445527465,0.0109428921915973,NA,100
"G-comp (no cloning)","RR",8,-1,"strong",2,25,0.865028838346018,0.868015909419281,-0.00298707107326324,0.00699450535902119,0.00757340529497322,NA,100
"G-comp (no cloning)","RR",2,-0.7,"strong",2,25,0.8706879388508,0.878937516259128,-0.00824957740832728,0.0109322590602253,0.0136519109539384,NA,100
"G-comp (no cloning)","RR",5,-0.7,"strong",2,25,0.892370769769179,0.898264705974939,-0.00589393620575954,0.00870815713100213,0.0104791299548008,NA,100
"G-comp (no cloning)","RR",8,-0.7,"strong",2,25,0.906206841110527,0.912870188119348,-0.00666334700882025,0.00734291188684736,0.00988834489629978,NA,100
"G-comp (no cloning)","RR",2,-0.5,"strong",2,25,0.913185363302003,0.919944439439018,-0.00675907613701567,0.0124564611212286,0.0141172553867247,NA,100
"G-comp (no cloning)","RR",5,-0.5,"strong",2,25,0.929240585395688,0.930220082076693,-0.000979496681004312,0.00944564573025851,0.00944920286463539,NA,100
"G-comp (no cloning)","RR",8,-0.5,"strong",2,25,0.933539470784798,0.941418510637448,-0.00787903985264987,0.00687428768161917,0.0104337213791633,NA,100
"IPTW (no cloning)","RR",2,-1,"small",0.4,25,0.814640836630839,0.812875296768163,0.001765539862676,0.0373877780885882,0.0372422424392544,NA,100
"IPTW (no cloning)","RR",5,-1,"small",0.4,25,0.86364760384426,0.857532775183329,0.00611482866093126,0.0240936805075506,0.02474048333296,NA,100
"IPTW (no cloning)","RR",8,-1,"small",0.4,25,0.895271635920681,0.880160884950332,0.0151107509703487,0.0154632457250984,0.0215651488183857,NA,100
"IPTW (no cloning)","RR",2,-0.7,"small",0.4,25,0.883093221834213,0.875904798386529,0.00718842344768398,0.0378197910586352,0.0383106598928398,NA,100
"IPTW (no cloning)","RR",5,-0.7,"small",0.4,25,0.911201024253656,0.903269582479312,0.00793144177434381,0.0198612354247527,0.0212939370359565,NA,100
"IPTW (no cloning)","RR",8,-0.7,"small",0.4,25,0.936790212902627,0.91775550544168,0.0190347074609473,0.0154264393221235,0.0244523080297424,NA,100
"IPTW (no cloning)","RR",2,-0.5,"small",0.4,25,0.923884180474543,0.915401656935726,0.00848252353881762,0.0380347716487098,0.0387831228940166,NA,100
"IPTW (no cloning)","RR",5,-0.5,"small",0.4,25,0.951936332721,0.932909472527854,0.0190268601931456,0.0230161853599092,0.029773625063905,NA,100
"IPTW (no cloning)","RR",8,-0.5,"small",0.4,25,0.969388952541533,0.942342495189099,0.0270464573524337,0.0168993757087715,0.0318471955699363,NA,100
"IPTW (no cloning)","RR",2,-1,"medium",1,25,0.831786562749081,0.81443192717203,0.0173546355770507,0.0497134294166965,0.0524203604502812,NA,100
"IPTW (no cloning)","RR",5,-1,"medium",1,25,0.895660895356551,0.854391316429979,0.0412695789265725,0.0317936290513992,0.0519990831126087,NA,100
"IPTW (no cloning)","RR",8,-1,"medium",1,25,0.944284463906252,0.873643531949712,0.0706409319565402,0.0311059692195599,0.0771235811899698,NA,100
"IPTW (no cloning)","RR",2,-0.7,"medium",1,25,0.901059826196632,0.878445879711798,0.0226139464848336,0.0512123175770195,0.0557482289630112,NA,100
"IPTW (no cloning)","RR",5,-0.7,"medium",1,25,0.954457673537037,0.902036657016575,0.0524210165204624,0.039646097168806,0.065605318866307,NA,100
"IPTW (no cloning)","RR",8,-0.7,"medium",1,25,0.983725363020838,0.91398519774654,0.0697401652742986,0.0310259254705679,0.0762671136419798,NA,100
"IPTW (no cloning)","RR",2,-0.5,"medium",1,25,0.920654727799839,0.916995969857005,0.00365875794283446,0.0639200153758365,0.0637047658474227,NA,100
"IPTW (no cloning)","RR",5,-0.5,"medium",1,25,0.970091966772041,0.932168839759687,0.0379231270123549,0.0393816988685042,0.0545304739215335,NA,100
"IPTW (no cloning)","RR",8,-0.5,"medium",1,25,1.00820206767573,0.939691720155475,0.0685103475202595,0.0317043611029692,0.0754240184898996,NA,100
"IPTW (no cloning)","RR",2,-1,"strong",2,25,0.874620198589161,0.813498147909376,0.0611220506797846,0.0657711879302241,0.0895460537904238,NA,100
"IPTW (no cloning)","RR",5,-1,"strong",2,25,0.908911726027686,0.847647016881975,0.0612647091457105,0.123023664749506,0.136882571769467,NA,100
"IPTW (no cloning)","RR",8,-1,"strong",2,25,0.967979196086086,0.868015909419281,0.0999632866668044,0.0819913690309779,0.129027196477518,NA,100
"IPTW (no cloning)","RR",2,-0.7,"strong",2,25,0.926564669411664,0.878937516259128,0.0476271531525361,0.10533215127964,0.115118457206827,NA,100
"IPTW (no cloning)","RR",5,-0.7,"strong",2,25,0.941248322310486,0.898264705974939,0.0429836163355472,0.15369317464721,0.15884888191954,NA,100
"IPTW (no cloning)","RR",8,-0.7,"strong",2,25,1.02274419825186,0.912870188119348,0.109874010132517,0.0834150840891214,0.137698197496045,NA,100
"IPTW (no cloning)","RR",2,-0.5,"strong",2,25,0.983871525998868,0.919944439439018,0.0639270865598492,0.111963031430908,0.128440786353701,NA,100
"IPTW (no cloning)","RR",5,-0.5,"strong",2,25,1.01385353585562,0.930220082076693,0.0836334537789309,0.0748619285579579,0.111994731371325,NA,100
"IPTW (no cloning)","RR",8,-0.5,"strong",2,25,1.0517502985448,0.941418510637448,0.110331787907352,0.0721589181322964,0.131635647885351,NA,100
"Per-protocol (no IPTW)","RR",2,-1,"small",0.4,25,0.928769335898428,0.812875296768163,0.115894039130265,0.0283350734854671,0.119273953281762,NA,100
"Per-protocol (no IPTW)","RR",5,-1,"small",0.4,25,0.970582784669933,0.857532775183329,0.113050009486603,0.0220332547100572,0.115156043327774,NA,100
"Per-protocol (no IPTW)","RR",8,-1,"small",0.4,25,0.993634916203278,0.880160884950332,0.113474031252946,0.0142625279889046,0.114357952396773,NA,100
"Per-protocol (no IPTW)","RR",2,-0.7,"small",0.4,25,0.994715007048918,0.875904798386529,0.118810208662389,0.0256371314416988,0.121517717086332,NA,100
"Per-protocol (no IPTW)","RR",5,-0.7,"small",0.4,25,1.013164840942,0.903269582479312,0.109895258462692,0.016064513178889,0.111051590400227,NA,100
"Per-protocol (no IPTW)","RR",8,-0.7,"small",0.4,25,1.03360568386899,0.91775550544168,0.115850178427306,0.0151767757486255,0.1168301973744,NA,100
"Per-protocol (no IPTW)","RR",2,-0.5,"small",0.4,25,1.02545148544998,0.915401656935726,0.110049828514258,0.0260563956678959,0.113062421492145,NA,100
"Per-protocol (no IPTW)","RR",5,-0.5,"small",0.4,25,1.0453110963551,0.932909472527854,0.112401623827243,0.0183313220108143,0.11387186672747,NA,100
"Per-protocol (no IPTW)","RR",8,-0.5,"small",0.4,25,1.06107168267282,0.942342495189099,0.118729187483717,0.0169583149399521,0.119922177105364,NA,100
"Per-protocol (no IPTW)","RR",2,-1,"medium",1,25,1.05497399245797,0.81443192717203,0.240542065285939,0.0200173441023926,0.241365225946675,NA,100
"Per-protocol (no IPTW)","RR",5,-1,"medium",1,25,1.09852922349915,0.854391316429979,0.24413790706917,0.0151835487378845,0.24460489042304,NA,100
"Per-protocol (no IPTW)","RR",8,-1,"medium",1,25,1.13651985043371,0.873643531949712,0.262876318484003,0.0187499779477764,0.263537482867266,NA,100
"Per-protocol (no IPTW)","RR",2,-0.7,"medium",1,25,1.09857720813414,0.878445879711798,0.220131328422344,0.0161776491717934,0.220719054280287,NA,100
"Per-protocol (no IPTW)","RR",5,-0.7,"medium",1,25,1.14129809026157,0.902036657016575,0.239261433244992,0.0208632954549438,0.240160275159561,NA,100
"Per-protocol (no IPTW)","RR",8,-0.7,"medium",1,25,1.17621004597833,0.91398519774654,0.262224848231786,0.0204172996489845,0.263010586277226,NA,100
"Per-protocol (no IPTW)","RR",2,-0.5,"medium",1,25,1.11820906088152,0.916995969857005,0.201213091024516,0.0164966679783998,0.201881466840039,NA,100
"Per-protocol (no IPTW)","RR",5,-0.5,"medium",1,25,1.16410835771287,0.932168839759687,0.23193951795318,0.0196704113389422,0.232763819825535,NA,100
"Per-protocol (no IPTW)","RR",8,-0.5,"medium",1,25,1.19734904011231,0.939691720155475,0.257657319956831,0.0191667673859719,0.258362121545796,NA,100
"Per-protocol (no IPTW)","RR",2,-1,"strong",2,25,1.13780440338483,0.813498147909376,0.32430625547545,0.0162336113882971,0.324708241622886,NA,100
"Per-protocol (no IPTW)","RR",5,-1,"strong",2,25,1.18764319343678,0.847647016881975,0.339996176554803,0.0184666823101586,0.340492302767439,NA,100
"Per-protocol (no IPTW)","RR",8,-1,"strong",2,25,1.23550503099605,0.868015909419281,0.36748912157677,0.0248931295925279,0.368322855249532,NA,100
"Per-protocol (no IPTW)","RR",2,-0.7,"strong",2,25,1.16926970006021,0.878937516259128,0.290332183801083,0.0144844789608009,0.290689661116738,NA,100
"Per-protocol (no IPTW)","RR",5,-0.7,"strong",2,25,1.22845490845077,0.898264705974939,0.330190202475836,0.0228561452175885,0.330972429594217,NA,100
"Per-protocol (no IPTW)","RR",8,-0.7,"strong",2,25,1.28177316319204,0.912870188119348,0.368902975072689,0.0174865829265986,0.369313048502358,NA,100
"Per-protocol (no IPTW)","RR",2,-0.5,"strong",2,25,1.19116433310316,0.919944439439018,0.271219893664142,0.0161773607950486,0.27169711196746,NA,100
"Per-protocol (no IPTW)","RR",5,-0.5,"strong",2,25,1.25590815589362,0.930220082076693,0.325688073816923,0.0198804456700983,0.326288218030346,NA,100
"Per-protocol (no IPTW)","RR",8,-0.5,"strong",2,25,1.3100631426458,0.941418510637448,0.368644632008355,0.0205352817459836,0.369210435289956,NA,100
"Federated CCW","OR",2,-1,"small",0.4,25,0.412358202292133,0.395980211524218,0.0163779907679141,0.0689155195969573,0.0704988931437884,0.95,100
"Federated CCW","OR",5,-1,"small",0.4,25,0.490402157148713,0.475944887890831,0.0144572692578818,0.0513769438832362,0.0531244491128923,0.96,100
"Federated CCW","OR",8,-1,"small",0.4,25,0.535044676194642,0.52550094078331,0.00954373541133228,0.0385837387343915,0.0395588262133504,0.99,100
"Federated CCW","OR",2,-0.7,"small",0.4,25,0.544331312935828,0.515785553758757,0.0285457591770708,0.0951285482165899,0.0988625644313025,0.93,100
"Federated CCW","OR",5,-0.7,"small",0.4,25,0.590900104833738,0.584882879899219,0.00601722493451837,0.0559361520738313,0.055980099800296,0.98,100
"Federated CCW","OR",8,-0.7,"small",0.4,25,0.620604122966113,0.627234826617113,-0.00663070365100007,0.0445819273288725,0.044851298674851,0.97,100
"Federated CCW","OR",2,-0.5,"small",0.4,25,0.660738840073395,0.620201383623443,0.0405374564499523,0.148043606296264,0.152777700097177,0.95,100
"Federated CCW","OR",5,-0.5,"small",0.4,25,0.701657784137024,0.677219536705431,0.0244382474315932,0.091732698273869,0.0944879198141562,0.93,100
"Federated CCW","OR",8,-0.5,"small",0.4,25,0.706150660603983,0.711357484010723,-0.00520682340673998,0.0568278492348725,0.0567822279781602,0.96,100
"Federated CCW","OR",2,-1,"medium",1,25,0.420759247482428,0.398450887254619,0.0223083602278082,0.0856712737828098,0.0881126234776103,0.95,100
"Federated CCW","OR",5,-1,"medium",1,25,0.478395019168344,0.46965661300255,0.00873840616579379,0.0631042151224602,0.0633930618354872,0.96,100
"Federated CCW","OR",8,-1,"medium",1,25,0.524806963279381,0.510506292913528,0.0143006703658524,0.0742385312295199,0.0752379897182135,0.96,100
"Federated CCW","OR",2,-0.7,"medium",1,25,0.574259044678005,0.521686810592693,0.0525722340853121,0.14986714290744,0.158111981566001,0.92,100
"Federated CCW","OR",5,-0.7,"medium",1,25,0.614190183795881,0.581533658138423,0.0326565256574576,0.115950076982225,0.119901729831885,0.89,100
"Federated CCW","OR",8,-0.7,"medium",1,25,0.612823110390225,0.615800458666507,-0.00297734827628209,0.0763505970624004,0.0760262069146255,1,100
"Federated CCW","OR",2,-0.5,"medium",1,25,0.653935139667412,0.625092641725385,0.028842497942027,0.231714468907734,0.232350099715316,0.89,100
"Federated CCW","OR",5,-0.5,"medium",1,25,0.65708839334247,0.674696170529515,-0.0176077771870443,0.131672538926886,0.132190448784496,0.88,100
"Federated CCW","OR",8,-0.5,"medium",1,25,0.694564163631469,0.70152040342131,-0.00695623978984068,0.101098778105452,0.100832249687712,0.97,100
"Federated CCW","OR",2,-1,"strong",2,25,0.517656875311455,0.397593206336786,0.120063668974669,0.162703676781029,0.201551596821618,0.88,100
"Federated CCW","OR",5,-1,"strong",2,25,0.532774260986886,0.455656781888052,0.0771174790988337,0.190021021714547,0.204191122209231,0.82,100
"Federated CCW","OR",8,-1,"strong",2,25,0.54782024526255,0.503489084518633,0.0443311607439165,0.167864054797993,0.172805698103952,0.88,100
"Federated CCW","OR",2,-0.7,"strong",2,25,0.738537031587233,0.523482950163268,0.215054081423964,0.433941122066267,0.482358897899722,0.89,100
"Federated CCW","OR",5,-0.7,"strong",2,25,0.648726286700057,0.570523220850352,0.0782030658497052,0.299013767117993,0.307621293322042,0.79,100
"Federated CCW","OR",8,-0.7,"strong",2,25,0.739354589090159,0.617658730232718,0.121695858857441,0.25344688080673,0.280005089667678,0.84,100
"Federated CCW","OR",2,-0.5,"strong",2,25,1.10995171845064,0.634874527339976,0.475077191110664,0.604372489212158,0.766362696230012,0.67,100
"Federated CCW","OR",5,-0.5,"strong",2,25,0.834044400199593,0.667293803841424,0.16675059635817,0.33669789266563,0.374215950491192,0.79,100
"Federated CCW","OR",8,-0.5,"strong",2,25,0.823258125805168,0.712467200321173,0.110790925483996,0.302151769854889,0.320401879326226,0.83,100
"Pooled CCW","OR",2,-1,"small",0.4,25,0.412709664647744,0.395980211524218,0.0167294531235256,0.0681456818607711,0.0698374556990658,0.95,100
