"method","estimand","tau","beta_trt","scenario","conf_mult","t_star","mean_est","truth","bias","emp_sd","rmse","coverage","n_reps"
"IPCW (no cloning)","RD",8,-1,"medium",1,25,-0.283074569491296,-0.0888301463071546,-0.194244423184141,0.0345252692287105,0.197258637862329,NA,100
"IPCW (no cloning)","RD",2,-0.7,"medium",1,25,-0.126089413594781,-0.0891514566689035,-0.0369379569258776,0.0567150191866583,0.0674450897337055,NA,100
"IPCW (no cloning)","RD",5,-0.7,"medium",1,25,-0.162144358686239,-0.0715188156331484,-0.0906255430530905,0.0365550029196363,0.0976519053052096,NA,100
"IPCW (no cloning)","RD",8,-0.7,"medium",1,25,-0.219609719151724,-0.0599867891886677,-0.159622929963056,0.0418268028143463,0.164958983960633,NA,100
"IPCW (no cloning)","RD",2,-0.5,"medium",1,25,-0.0888634451911371,-0.0595733389318357,-0.0292901062593014,0.0629283471255438,0.0691251577062546,NA,100
"IPCW (no cloning)","RD",5,-0.5,"medium",1,25,-0.131029357430768,-0.0483999115873005,-0.0826294458434677,0.0440008970248478,0.0935111943566112,NA,100
"IPCW (no cloning)","RD",8,-0.5,"medium",1,25,-0.167535400556606,-0.0408710408156021,-0.126664359741004,0.0362046893884779,0.131687249826919,NA,100
"IPCW (no cloning)","RD",2,-1,"strong",2,25,-0.152306649944881,-0.134426016484561,-0.0178806334603193,0.0787166659686479,0.0803372106756875,NA,100
"IPCW (no cloning)","RD",5,-1,"strong",2,25,-0.238368413718604,-0.112132482297569,-0.126235931421035,0.114130952734083,0.169797308606484,NA,100
"IPCW (no cloning)","RD",8,-1,"strong",2,25,-0.262334060523,-0.095360131373279,-0.166973929149721,0.0826208628383804,0.186113508166637,NA,100
"IPCW (no cloning)","RD",2,-0.7,"strong",2,25,-0.0968553148204888,-0.0866118121470117,-0.010243502673477,0.112966465900002,0.112866015880683,NA,100
"IPCW (no cloning)","RD",5,-0.7,"strong",2,25,-0.195403019451091,-0.0735689897921721,-0.121834029658919,0.13844429884417,0.18389857646692,NA,100
"IPCW (no cloning)","RD",8,-0.7,"strong",2,25,-0.194686671810092,-0.0622888728230448,-0.132397798987047,0.103188000084036,0.167542421208314,NA,100
"IPCW (no cloning)","RD",2,-0.5,"strong",2,25,-0.0944301961642309,-0.054075748574787,-0.0403544475894438,0.114673465567708,0.121024729326301,NA,100
"IPCW (no cloning)","RD",5,-0.5,"strong",2,25,-0.120605582431718,-0.0477239627338193,-0.0728816196978984,0.100861389574822,0.124028304018411,NA,100
"IPCW (no cloning)","RD",8,-0.5,"strong",2,25,-0.180530728172433,-0.0399753676157413,-0.140555360556692,0.101001466965748,0.172786263189995,NA,100
"Per-protocol (no IPTW)","RD",2,-1,"small",0.4,25,-0.102103526958186,-0.136522341508817,0.0344188145506317,0.0312860931252986,0.0464078250070522,NA,100
"Per-protocol (no IPTW)","RD",5,-1,"small",0.4,25,-0.137396237075456,-0.10471169922794,-0.0326845378475157,0.0234029340012221,0.0401310274098806,NA,100
"Per-protocol (no IPTW)","RD",8,-1,"small",0.4,25,-0.172537242448163,-0.0850157737702205,-0.0875214686779422,0.0242247337633029,0.0907798261079404,NA,100
"Per-protocol (no IPTW)","RD",2,-0.7,"small",0.4,25,-0.0263060339274726,-0.0907585468718763,0.0644525129444038,0.0311219860093716,0.0715053750279263,NA,100
"Per-protocol (no IPTW)","RD",5,-0.7,"small",0.4,25,-0.0759100236384334,-0.0712468999168751,-0.00466312372155831,0.0205397142697748,0.0209620081696318,NA,100
"Per-protocol (no IPTW)","RD",8,-0.7,"small",0.4,25,-0.118270541900247,-0.0585657837422997,-0.0597047581579478,0.0197606005130079,0.0628588471577977,NA,100
"Per-protocol (no IPTW)","RD",2,-0.5,"small",0.4,25,-0.0111156148591666,-0.062520726696643,0.0514051118374764,0.0231090925701294,0.0563131901142541,NA,100
"Per-protocol (no IPTW)","RD",5,-0.5,"small",0.4,25,-0.0337981704555368,-0.0496374696178093,0.0158392991622725,0.0214565366406817,0.0265831249652624,NA,100
"Per-protocol (no IPTW)","RD",8,-0.5,"small",0.4,25,-0.0731994028679498,-0.04122607123647,-0.0319733316314798,0.0220819553405649,0.0387947233494797,NA,100
"Per-protocol (no IPTW)","RD",2,-1,"medium",1,25,0.0155619487654531,-0.136436022479391,0.151997971244844,0.0253197344024866,0.154071611023117,NA,100
"Per-protocol (no IPTW)","RD",5,-1,"medium",1,25,-0.0104799920030101,-0.107020348251992,0.0965403562489821,0.0220609568671101,0.0990043400280712,NA,100
"Per-protocol (no IPTW)","RD",8,-1,"medium",1,25,-0.0405089663310566,-0.0888301463071546,0.048321179976098,0.0175911068836406,0.0513934723993252,NA,100
"Per-protocol (no IPTW)","RD",2,-0.7,"medium",1,25,0.0628882505426079,-0.0891514566689035,0.152039707211511,0.0245133501191557,0.153983661015336,NA,100
"Per-protocol (no IPTW)","RD",5,-0.7,"medium",1,25,0.046327463851754,-0.0715188156331484,0.117846279484902,0.0170994320201897,0.119068099246157,NA,100
"Per-protocol (no IPTW)","RD",8,-0.7,"medium",1,25,0.0211707655769187,-0.0599867891886677,0.0811575547655864,0.01673691893729,0.0828484876535923,NA,100
"Per-protocol (no IPTW)","RD",2,-0.5,"medium",1,25,0.088943711532573,-0.0595733389318357,0.148517050464409,0.0202408415873445,0.149876312438391,NA,100
"Per-protocol (no IPTW)","RD",5,-0.5,"medium",1,25,0.0780168651571527,-0.0483999115873005,0.126416776744453,0.0166733112506821,0.127500669635255,NA,100
"Per-protocol (no IPTW)","RD",8,-0.5,"medium",1,25,0.0522896866907431,-0.0408710408156021,0.0931607275063452,0.0168186089667777,0.0946517728360811,NA,100
"Per-protocol (no IPTW)","RD",2,-1,"strong",2,25,0.0874372870433861,-0.134426016484561,0.221863303527948,0.0208003968368001,0.222826514122123,NA,100
"Per-protocol (no IPTW)","RD",5,-1,"strong",2,25,0.07878401857847,-0.112132482297569,0.190916500876039,0.0152401776164032,0.19151775554865,NA,100
"Per-protocol (no IPTW)","RD",8,-1,"strong",2,25,0.0673276266131728,-0.095360131373279,0.162687757986452,0.0184060433238852,0.163715305348005,NA,100
"Per-protocol (no IPTW)","RD",2,-0.7,"strong",2,25,0.133468623236948,-0.0866118121470117,0.22008043538396,0.0130444934913535,0.220462820586908,NA,100
"Per-protocol (no IPTW)","RD",5,-0.7,"strong",2,25,0.124740440727819,-0.0735689897921721,0.198309430519991,0.015374459457923,0.198898568362747,NA,100
"Per-protocol (no IPTW)","RD",8,-0.7,"strong",2,25,0.118430802899914,-0.0622888728230448,0.180719675722959,0.0147751070061202,0.181316634489457,NA,100
"Per-protocol (no IPTW)","RD",2,-0.5,"strong",2,25,0.15045890983595,-0.054075748574787,0.204534658410737,0.0144171353038478,0.20503707407116,NA,100
"Per-protocol (no IPTW)","RD",5,-0.5,"strong",2,25,0.15113319137417,-0.0477239627338193,0.198857154107989,0.0135685421411934,0.199314906673855,NA,100
"Per-protocol (no IPTW)","RD",8,-0.5,"strong",2,25,0.142917436970792,-0.0399753676157413,0.182892804586533,0.0138907052577545,0.183414285553661,NA,100
"Federated CCW","RR",2,-1,"small",0.4,25,0.841066411656803,0.839207749672399,0.00185866198440373,0.0363309232607283,0.0361965640565431,0.97,100
"Federated CCW","RR",5,-1,"small",0.4,25,0.87617771026031,0.876673288322841,-0.000495578062530703,0.0226730656698754,0.0225648581962715,0.94,100
"Federated CCW","RR",8,-1,"small",0.4,25,0.899549615124434,0.899875627233048,-0.000326012108614543,0.0156130782325218,0.0155382371481086,0.99,100
"Federated CCW","RR",2,-0.7,"small",0.4,25,0.909304402409445,0.893107085428581,0.0161973169808635,0.0344447136854355,0.0379068199040948,0.92,100
"Federated CCW","RR",5,-0.7,"small",0.4,25,0.913905777054087,0.916087257214566,-0.00218148016047865,0.0199932863846556,0.0200123222326852,0.98,100
"Federated CCW","RR",8,-0.7,"small",0.4,25,0.921916496923673,0.931026183697963,-0.00910968677429078,0.0163855041698597,0.0186758210678185,0.95,100
"Federated CCW","RR",2,-0.5,"small",0.4,25,0.918112133210965,0.926364811601031,-0.00825267839006564,0.0327039223642493,0.0335701917366677,0.99,100
"Federated CCW","RR",5,-0.5,"small",0.4,25,0.944588387813777,0.94153828130882,0.00305010650495696,0.0223309366382375,0.0224273755379703,0.97,100
"Federated CCW","RR",8,-0.5,"small",0.4,25,0.949246861371825,0.951447427446186,-0.00220056607436117,0.0160729358039461,0.0161430593058387,0.96,100
"Federated CCW","RR",2,-1,"medium",1,25,0.850141699168854,0.839299330251205,0.0108423689176499,0.0555228929647212,0.0562984963430338,0.9,100
"Federated CCW","RR",5,-1,"medium",1,25,0.86426807454714,0.873925221725742,-0.00965714717860187,0.0354214640558283,0.0365430404636633,0.94,100
"Federated CCW","RR",8,-1,"medium",1,25,0.876565009218324,0.895354709373904,-0.0187897001555796,0.0249078739269114,0.0311006590550732,0.93,100
"Federated CCW","RR",2,-0.7,"medium",1,25,0.895535859417867,0.894993283039033,0.00054257637883401,0.0581231840911937,0.0578343831361299,0.93,100
"Federated CCW","RR",5,-0.7,"medium",1,25,0.920175860149395,0.91574762210495,0.00442823804444559,0.0302176112063931,0.0303904965232357,0.96,100
"Federated CCW","RR",8,-0.7,"medium",1,25,0.915992653702941,0.929333280993719,-0.013340627290778,0.030157171177598,0.0328379774074478,0.94,100
"Federated CCW","RR",2,-0.5,"medium",1,25,0.928538105055494,0.929831760765643,-0.00129365571014936,0.0645708315958856,0.0642601891932383,0.92,100
"Federated CCW","RR",5,-0.5,"medium",1,25,0.939852416573581,0.942982729718888,-0.00313031314530701,0.0369376726026175,0.036885587986541,0.97,100
"Federated CCW","RR",8,-0.5,"medium",1,25,0.945184327694855,0.951852359563262,-0.00666803186840678,0.0274888546272445,0.0281521474567873,0.98,100
"Federated CCW","RR",2,-1,"strong",2,25,0.871373842406745,0.841605605577379,0.0297682368293661,0.0785568880126737,0.0836398274246344,0.83,100
"Federated CCW","RR",5,-1,"strong",2,25,0.853253894126228,0.868506924989261,-0.0152530308630326,0.104640615582954,0.105227452671783,0.86,100
"Federated CCW","RR",8,-1,"strong",2,25,0.879071943303734,0.887623123138768,-0.00855117983503401,0.0676581182667543,0.0678599103616798,0.94,100
"Federated CCW","RR",2,-0.7,"strong",2,25,0.924012971407834,0.897945160515507,0.0260678108923273,0.114577501516501,0.116945519708727,0.77,100
"Federated CCW","RR",5,-0.7,"strong",2,25,0.880173490906161,0.913728720750739,-0.0335552298445783,0.130755034504735,0.134357224248544,0.84,100
"Federated CCW","RR",8,-0.7,"strong",2,25,0.916323829720116,0.926595854155653,-0.0102720244355375,0.0913450233227786,0.0914657785129763,0.84,100
"Federated CCW","RR",2,-0.5,"strong",2,25,0.922436220056622,0.936282457276884,-0.0138462372202621,0.117940968224125,0.118163825052117,0.81,100
"Federated CCW","RR",5,-0.5,"strong",2,25,0.95009419990174,0.944036103696388,0.00605809620535227,0.0906799701021393,0.090428584737244,0.84,100
"Federated CCW","RR",8,-0.5,"strong",2,25,0.924991552920772,0.952891141199755,-0.0278995882789826,0.0831930214247905,0.0873513311391678,0.96,100
"Pooled CCW","RR",2,-1,"small",0.4,25,0.841346599482417,0.839207749672399,0.0021388498100185,0.0356114245981183,0.0354974154664562,0.99,100
"Pooled CCW","RR",5,-1,"small",0.4,25,0.876271938693655,0.876673288322841,-0.000401349629186145,0.0224275891950429,0.0223187784400365,0.92,100
"Pooled CCW","RR",8,-1,"small",0.4,25,0.899380837618267,0.899875627233048,-0.000494789614781005,0.014974336358326,0.0149074900181572,0.99,100
"Pooled CCW","RR",2,-0.7,"small",0.4,25,0.908780139419913,0.893107085428581,0.0156730539913317,0.0342102215461725,0.0374737306265472,0.92,100
"Pooled CCW","RR",5,-0.7,"small",0.4,25,0.913729036410176,0.916087257214566,-0.00235822080439056,0.0200018820731198,0.0200408517524726,0.96,100
"Pooled CCW","RR",8,-0.7,"small",0.4,25,0.921906855083972,0.931026183697963,-0.00911932861399154,0.0160366382220021,0.0183783617925731,0.96,100
"Pooled CCW","RR",2,-0.5,"small",0.4,25,0.918579533817593,0.926364811601031,-0.00778527778343764,0.0319746370100429,0.0327530790609074,0.98,100
"Pooled CCW","RR",5,-0.5,"small",0.4,25,0.945109897915016,0.94153828130882,0.00357161660619612,0.0225731153871799,0.0227421750956624,0.96,100
"Pooled CCW","RR",8,-0.5,"small",0.4,25,0.948951668091912,0.951447427446186,-0.00249575935427461,0.016032196978282,0.0161458923973059,0.97,100
"Pooled CCW","RR",2,-1,"medium",1,25,0.848631252668628,0.839299330251205,0.00933192241742314,0.0544531464635494,0.0549779818126108,0.9,100
"Pooled CCW","RR",5,-1,"medium",1,25,0.863617707641721,0.873925221725742,-0.0103075140840207,0.0339211835286764,0.0352900137667665,0.97,100
"Pooled CCW","RR",8,-1,"medium",1,25,0.876917251914468,0.895354709373904,-0.0184374574594356,0.0240131869697563,0.0301795734649867,0.94,100
"Pooled CCW","RR",2,-0.7,"medium",1,25,0.899102805758822,0.894993283039033,0.00410952271978868,0.0576053564566566,0.0574637407288974,0.92,100
"Pooled CCW","RR",5,-0.7,"medium",1,25,0.919205063382909,0.91574762210495,0.00345744127795951,0.0308525711806037,0.0308920092768376,0.94,100
"Pooled CCW","RR",8,-0.7,"medium",1,25,0.915855946979705,0.929333280993719,-0.0134773340140147,0.0291811430600903,0.032010346004313,0.96,100
"Pooled CCW","RR",2,-0.5,"medium",1,25,0.926355740586844,0.929831760765643,-0.00347602017879933,0.0668234294236905,0.0665792740199751,0.92,100
"Pooled CCW","RR",5,-0.5,"medium",1,25,0.939445814360859,0.942982729718888,-0.00353691535802827,0.0348092770460882,0.0348149203795796,0.97,100
"Pooled CCW","RR",8,-0.5,"medium",1,25,0.94517568386994,0.951852359563262,-0.00667667569332164,0.0267804567011382,0.027469964157678,0.98,100
"Pooled CCW","RR",2,-1,"strong",2,25,0.87107869535421,0.841605605577379,0.0294730897768315,0.0764541365616973,0.0815809148539895,0.85,100
"Pooled CCW","RR",5,-1,"strong",2,25,0.85122758553226,0.868506924989261,-0.0172793394570006,0.112925272888606,0.113680128678968,0.87,100
"Pooled CCW","RR",8,-1,"strong",2,25,0.884262855335709,0.887623123138768,-0.00336026780305913,0.0658858293708996,0.0656416368357817,0.93,100
"Pooled CCW","RR",2,-0.7,"strong",2,25,0.928595785993839,0.897945160515507,0.0306506254783317,0.103784213673661,0.107716814936177,0.75,100
"Pooled CCW","RR",5,-0.7,"strong",2,25,0.881818151717176,0.913728720750739,-0.031910569033563,0.130429666809662,0.133641548256088,0.84,100
"Pooled CCW","RR",8,-0.7,"strong",2,25,0.916686617047735,0.926595854155653,-0.00990923710791809,0.0866836086329875,0.0868164760033573,0.85,100
"Pooled CCW","RR",2,-0.5,"strong",2,25,0.924857769405402,0.936282457276884,-0.0114246878714818,0.116034752414273,0.116017010059404,0.85,100
"Pooled CCW","RR",5,-0.5,"strong",2,25,0.950332325256294,0.944036103696388,0.00629622155990671,0.0862944876259451,0.0860924713003964,0.84,100
"Pooled CCW","RR",8,-0.5,"strong",2,25,0.927060037967692,0.952891141199755,-0.0258311032320631,0.0779712873293813,0.0817677951611051,0.97,100
"CC-Gcomp","RR",2,-1,"small",0.4,25,0.80376835435548,0.839207749672399,-0.0354393953169186,0.017415028751394,0.0394487152462104,NA,100
"CC-Gcomp","RR",5,-1,"small",0.4,25,0.844569151694132,0.876673288322841,-0.0321041366287093,0.0111655431814056,0.0339720215716597,NA,100
"CC-Gcomp","RR",8,-1,"small",0.4,25,0.871509111480615,0.899875627233048,-0.0283665157524329,0.00837443039031847,0.0295649960164329,NA,100
"CC-Gcomp","RR",2,-0.7,"small",0.4,25,0.872000381727793,0.893107085428581,-0.0211067037007882,0.0185981232452977,0.0280699880206187,NA,100
"CC-Gcomp","RR",5,-0.7,"small",0.4,25,0.893934293127294,0.916087257214566,-0.0221529640872725,0.0105284838855451,0.0245049852285384,NA,100
"CC-Gcomp","RR",8,-0.7,"small",0.4,25,0.910321629396438,0.931026183697963,-0.0207045543015255,0.00879317633918819,0.022477217787252,NA,100
"CC-Gcomp","RR",2,-0.5,"small",0.4,25,0.91264181474259,0.926364811601031,-0.0137229968584406,0.0161133411692888,0.0211036491815584,NA,100
"CC-Gcomp","RR",5,-0.5,"small",0.4,25,0.927064793177515,0.94153828130882,-0.0144734881313044,0.0108648084623266,0.0180650347627903,NA,100
"CC-Gcomp","RR",8,-0.5,"small",0.4,25,0.937150625257171,0.951447427446186,-0.0142968021890159,0.00599948811390398,0.0154929813749464,NA,100
"CC-Gcomp","RR",2,-1,"medium",1,25,0.804234992941717,0.839299330251205,-0.035064337309488,0.0175056975182643,0.039152173657391,NA,100
"CC-Gcomp","RR",5,-1,"medium",1,25,0.841698834052501,0.873925221725742,-0.0322263876732405,0.0102495652198445,0.0338015253175041,NA,100
"CC-Gcomp","RR",8,-1,"medium",1,25,0.86875954980184,0.895354709373904,-0.0265951595720642,0.00788041953381272,0.0277269276078718,NA,100
"CC-Gcomp","RR",2,-0.7,"medium",1,25,0.868756681502682,0.894993283039033,-0.0262366015363505,0.0183269112507398,0.0319511530216015,NA,100
"CC-Gcomp","RR",5,-0.7,"medium",1,25,0.893576246838452,0.91574762210495,-0.0221713752664971,0.00961207235723673,0.0241461776863045,NA,100
"CC-Gcomp","RR",8,-0.7,"medium",1,25,0.909554837397599,0.929333280993719,-0.0197784435961206,0.00788884307491755,0.0212790586656222,NA,100
"CC-Gcomp","RR",2,-0.5,"medium",1,25,0.913047916008342,0.929831760765643,-0.0167838447573009,0.0141523136620752,0.0219085039883384,NA,100
"CC-Gcomp","RR",5,-0.5,"medium",1,25,0.928510922699496,0.942982729718888,-0.0144718070193914,0.0102274189754795,0.0176914469820166,NA,100
"CC-Gcomp","RR",8,-0.5,"medium",1,25,0.937316880774683,0.951852359563262,-0.0145354787885792,0.00730856383152711,0.0162530334965491,NA,100
"CC-Gcomp","RR",2,-1,"strong",2,25,0.807866475746565,0.841605605577379,-0.0337391298308139,0.0147268215794434,0.0367836833777552,NA,100
"CC-Gcomp","RR",5,-1,"strong",2,25,0.841268155053405,0.868506924989261,-0.0272387699358557,0.00911477404256749,0.0287088645266069,NA,100
"CC-Gcomp","RR",8,-1,"strong",2,25,0.866513820027704,0.887623123138768,-0.0211093031110644,0.00942699800294254,0.0230994001278994,NA,100
"CC-Gcomp","RR",2,-0.7,"strong",2,25,0.873057917914771,0.897945160515507,-0.0248872426007361,0.0124579471086682,0.0278032963148014,NA,100
"CC-Gcomp","RR",5,-0.7,"strong",2,25,0.893017943188063,0.913728720750739,-0.0207107775626758,0.00894105530986803,0.0225406156216776,NA,100
"CC-Gcomp","RR",8,-0.7,"strong",2,25,0.909146819319317,0.926595854155653,-0.0174490348363358,0.00590164583560846,0.0184105933107254,NA,100
"CC-Gcomp","RR",2,-0.5,"strong",2,25,0.913413372113424,0.936282457276884,-0.0228690851634604,0.0110525700567236,0.0253758303908227,NA,100
"CC-Gcomp","RR",5,-0.5,"strong",2,25,0.926566593623149,0.944036103696388,-0.0174695100732384,0.0103925635698363,0.0203004705851006,NA,100
"CC-Gcomp","RR",8,-0.5,"strong",2,25,0.93335301494615,0.952891141199755,-0.0195381262536045,0.00595779038554069,0.020417607379834,NA,100
"IPCW (no cloning)","RR",2,-1,"small",0.4,25,0.778913042503966,0.839207749672399,-0.0602947071684329,0.0432259461453718,0.0740624689602503,NA,100
"IPCW (no cloning)","RR",5,-1,"small",0.4,25,0.726769502030748,0.876673288322841,-0.149903786292093,0.032196117993929,0.153288516394562,NA,100
"IPCW (no cloning)","RR",8,-1,"small",0.4,25,0.689313532761951,0.899875627233048,-0.210562094471098,0.0276747562270224,0.212354959534639,NA,100
"IPCW (no cloning)","RR",2,-0.7,"small",0.4,25,0.866335189462028,0.893107085428581,-0.026771895966553,0.0404782014613856,0.0483614966606388,NA,100
"IPCW (no cloning)","RR",5,-0.7,"small",0.4,25,0.798062134970323,0.916087257214566,-0.118025122244243,0.0275456541958583,0.121165609457451,NA,100
"IPCW (no cloning)","RR",8,-0.7,"small",0.4,25,0.746732188304399,0.931026183697963,-0.184293995393564,0.0228740919848414,0.18569401870123,NA,100
"IPCW (no cloning)","RR",2,-0.5,"small",0.4,25,0.881895708476739,0.926364811601031,-0.0444691031242915,0.0368303682475059,0.0576230196854807,NA,100
"IPCW (no cloning)","RR",5,-0.5,"small",0.4,25,0.850206718025936,0.94153828130882,-0.091331563282884,0.0310116553301438,0.0964031119329035,NA,100
"IPCW (no cloning)","RR",8,-0.5,"small",0.4,25,0.80200909659234,0.951447427446186,-0.149438330853847,0.0259632070401667,0.151654745942869,NA,100
"IPCW (no cloning)","RR",2,-1,"medium",1,25,0.791785261149193,0.839299330251205,-0.047514069102011,0.0659245212071144,0.0809948691835112,NA,100
"IPCW (no cloning)","RR",5,-1,"medium",1,25,0.716057951121828,0.873925221725742,-0.157867270603913,0.0498040573978309,0.165462125031328,NA,100
"IPCW (no cloning)","RR",8,-1,"medium",1,25,0.675431224986488,0.895354709373904,-0.219923484387416,0.039588223518685,0.223423128059862,NA,100
"IPCW (no cloning)","RR",2,-0.7,"medium",1,25,0.851625194050006,0.894993283039033,-0.0433680889890268,0.0665082283132181,0.0791195432974032,NA,100
"IPCW (no cloning)","RR",5,-0.7,"medium",1,25,0.811561916336312,0.91574762210495,-0.104185705768637,0.0423090122531617,0.11236909396791,NA,100
"IPCW (no cloning)","RR",8,-0.7,"medium",1,25,0.74779726562264,0.929333280993719,-0.181536015371079,0.0475793568379218,0.187607254982178,NA,100
"IPCW (no cloning)","RR",2,-0.5,"medium",1,25,0.895490011354187,0.929831760765643,-0.0343417494114558,0.0740837106353397,0.0813195423765097,NA,100
"IPCW (no cloning)","RR",5,-0.5,"medium",1,25,0.847265898517727,0.942982729718888,-0.0957168312011606,0.0509850081113048,0.108329073275738,NA,100
"IPCW (no cloning)","RR",8,-0.5,"medium",1,25,0.80707727528202,0.951852359563262,-0.144775084281242,0.0416270016215802,0.150583213606311,NA,100
"IPCW (no cloning)","RR",2,-1,"strong",2,25,0.821136725785235,0.841605605577379,-0.020468879792144,0.0920085246610396,0.0938077180414457,NA,100
"IPCW (no cloning)","RR",5,-1,"strong",2,25,0.724724518069471,0.868506924989261,-0.143782406919789,0.132589879713009,0.195134968624117,NA,100
"IPCW (no cloning)","RR",8,-1,"strong",2,25,0.700671902071388,0.887623123138768,-0.18695122106738,0.0936817324789286,0.208900127785589,NA,100
"IPCW (no cloning)","RR",2,-0.7,"strong",2,25,0.886511109919759,0.897945160515507,-0.0114340505957475,0.131861900247642,0.131698225662216,NA,100
"IPCW (no cloning)","RR",5,-0.7,"strong",2,25,0.774978472542482,0.913728720750739,-0.138750248208257,0.158870548732659,0.210330891977196,NA,100
"IPCW (no cloning)","RR",8,-0.7,"strong",2,25,0.776883162932864,0.926595854155653,-0.149712691222789,0.118391015035188,0.190499758608303,NA,100
"IPCW (no cloning)","RR",2,-0.5,"strong",2,25,0.889313123764314,0.936282457276884,-0.0469693335125699,0.134268821590746,0.141611982464299,NA,100
"IPCW (no cloning)","RR",5,-0.5,"strong",2,25,0.861221551699828,0.944036103696388,-0.0828145519965597,0.116098716009285,0.142135051140827,NA,100
"IPCW (no cloning)","RR",8,-0.5,"strong",2,25,0.792892641958099,0.952891141199755,-0.159998499241656,0.114633320911742,0.196491501190774,NA,100
"Per-protocol (no IPTW)","RR",2,-1,"small",0.4,25,0.876490311332825,0.839207749672399,0.0372825616604264,0.0374549984752547,0.0527146805514082,NA,100
"Per-protocol (no IPTW)","RR",5,-1,"small",0.4,25,0.833402096680456,0.876673288322841,-0.0432711916423853,0.0276603940157673,0.0512819895215508,NA,100
"Per-protocol (no IPTW)","RR",8,-1,"small",0.4,25,0.791423197917134,0.899875627233048,-0.108452429315915,0.0286715837536594,0.112141734168494,NA,100
"Per-protocol (no IPTW)","RR",2,-0.7,"small",0.4,25,0.968159673914048,0.893107085428581,0.0750525884854667,0.0377118779417604,0.0839098022812836,NA,100
"Per-protocol (no IPTW)","RR",5,-0.7,"small",0.4,25,0.907957662611361,0.916087257214566,-0.0081295946032055,0.0244461808709159,0.025646245534079,NA,100
"Per-protocol (no IPTW)","RR",8,-0.7,"small",0.4,25,0.857580241796315,0.931026183697963,-0.0734459419016483,0.0233580746579521,0.0770353817218393,NA,100
"Per-protocol (no IPTW)","RR",2,-0.5,"small",0.4,25,0.9866265482636,0.926364811601031,0.0602617366625694,0.0279225863540816,0.0663577503084831,NA,100
"Per-protocol (no IPTW)","RR",5,-0.5,"small",0.4,25,0.959087653447128,0.94153828130882,0.0175493721383083,0.0258972693766549,0.0311759897678356,NA,100
"Per-protocol (no IPTW)","RR",8,-0.5,"small",0.4,25,0.911602503357744,0.951447427446186,-0.0398449240884426,0.0263538799843754,0.0476990534071936,NA,100
"Per-protocol (no IPTW)","RR",2,-1,"medium",1,25,1.01920195068255,0.839299330251205,0.179902620431343,0.0311077800716852,0.182545802140839,NA,100
"Per-protocol (no IPTW)","RR",5,-1,"medium",1,25,0.987077565720708,0.873925221725742,0.113152343994966,0.0275730942618995,0.116430776530345,NA,100
"Per-protocol (no IPTW)","RR",8,-1,"medium",1,25,0.949684745225097,0.895354709373904,0.0543300358511926,0.0216657999968693,0.058450539913684,NA,100
