"scenario","conf_mult","iteration","seed","interval","common_numerator_hazard"
"strong",1.5,10,212026,12,0.0359281437125748
"strong",1.5,10,212026,13,0.0372670807453416
"strong",1.5,10,212026,14,0.0419354838709677
"strong",1.5,10,212026,15,0.031986531986532
"strong",1.5,10,212026,16,0.0304347826086957
"strong",1.5,10,212026,17,0.0349775784753363
"strong",1.5,10,212026,18,0.0204460966542751
"strong",1.5,10,212026,19,0.0227703984819734
"strong",1.5,10,212026,20,0.0252427184466019
"strong",1.5,10,212026,21,0.0268924302788845
"strong",1.5,10,212026,22,0.0235414534288639
"strong",1.5,10,212026,23,0.0209643605870021
"strong",1.5,10,212026,24,0.019271948608137
"strong",1.5,10,212026,25,0.0196506550218341
"strong",1.5,11,213026,1,0.117
"strong",1.5,11,213026,2,0.0992827482068705
"strong",1.5,11,213026,3,0.0850796311818944
"strong",1.5,11,213026,4,0.0806229958772332
"strong",1.5,11,213026,5,0.0538116591928251
"strong",1.5,11,213026,6,0.0716166403370195
"strong",1.5,11,213026,7,0.0527509926262053
"strong",1.5,11,213026,8,0.055688622754491
"strong",1.5,11,213026,9,0.0500951173113507
"strong",1.5,11,213026,10,0.0360480640854473
"strong",1.5,11,213026,11,0.0443213296398892
"strong",1.5,11,213026,12,0.0398550724637681
"strong",1.5,11,213026,13,0.0392452830188679
"strong",1.5,11,213026,14,0.0369206598586017
"strong",1.5,11,213026,15,0.0424143556280587
"strong",1.5,11,213026,16,0.0281090289608177
"strong",1.5,11,213026,17,0.0368098159509202
"strong",1.5,11,213026,18,0.0227479526842584
"strong",1.5,11,213026,19,0.0325884543761639
"strong",1.5,11,213026,20,0.0230991337824832
"strong",1.5,11,213026,21,0.032512315270936
"strong",1.5,11,213026,22,0.0244399185336049
"strong",1.5,11,213026,23,0.022964509394572
"strong",1.5,11,213026,24,0.0245726495726496
"strong",1.5,11,213026,25,0.0131434830230011
"strong",1.5,12,214026,1,0.115666666666667
"strong",1.5,12,214026,2,0.104033169996231
"strong",1.5,12,214026,3,0.0963399242742953
"strong",1.5,12,214026,4,0.0772811918063315
"strong",1.5,12,214026,5,0.058526740665994
"strong",1.5,12,214026,6,0.0589496248660236
"strong",1.5,12,214026,7,0.0569476082004556
"strong",1.5,12,214026,8,0.052536231884058
"strong",1.5,12,214026,9,0.0560866794136393
"strong",1.5,12,214026,10,0.0398379473328832
"strong",1.5,12,214026,11,0.0393811533052039
"strong",1.5,12,214026,12,0.0292825768667643
"strong",1.5,12,214026,13,0.0324283559577677
"strong",1.5,12,214026,14,0.0350740452065472
"strong",1.5,12,214026,15,0.0218093699515347
"strong",1.5,12,214026,16,0.0346820809248555
"strong",1.5,12,214026,17,0.029940119760479
"strong",1.5,12,214026,18,0.027336860670194
"strong",1.5,12,214026,19,0.0335448776065277
"strong",1.5,12,214026,20,0.0393996247654784
"strong",1.5,12,214026,21,0.025390625
"strong",1.5,12,214026,22,0.0250501002004008
"strong",1.5,12,214026,23,0.0195272353545735
"strong",1.5,12,214026,24,0.019916142557652
"strong",1.5,12,214026,25,0.0213903743315508
"strong",1.5,13,215026,1,0.118333333333333
"strong",1.5,13,215026,2,0.088468809073724
"strong",1.5,13,215026,3,0.0895893819991705
"strong",1.5,13,215026,4,0.0856492027334852
"strong",1.5,13,215026,5,0.0807174887892377
"strong",1.5,13,215026,6,0.0682926829268293
"strong",1.5,13,215026,7,0.0488656195462478
"strong",1.5,13,215026,8,0.0391437308868502
"strong",1.5,13,215026,9,0.0477402928071292
"strong",1.5,13,215026,10,0.0427807486631016
"strong",1.5,13,215026,11,0.0349162011173184
"strong",1.5,13,215026,12,0.0340086830680174
"strong",1.5,13,215026,13,0.0411985018726592
"strong",1.5,13,215026,14,0.025
"strong",1.5,13,215026,15,0.0336538461538462
"strong",1.5,13,215026,16,0.0414593698175788
"strong",1.5,13,215026,17,0.03719723183391
"strong",1.5,13,215026,18,0.0242587601078167
"strong",1.5,13,215026,19,0.0276243093922652
"strong",1.5,13,215026,20,0.0208333333333333
"strong",1.5,13,215026,21,0.0164410058027079
"strong",1.5,13,215026,22,0.0216322517207473
"strong",1.5,13,215026,23,0.0241206030150754
"strong",1.5,13,215026,24,0.0205973223480947
"strong",1.5,13,215026,25,0.0241850683491062
"strong",1.5,14,216026,1,0.118
"strong",1.5,14,216026,2,0.0963718820861678
"strong",1.5,14,216026,3,0.0941028858218319
"strong",1.5,14,216026,4,0.0775623268698061
"strong",1.5,14,216026,5,0.0715715715715716
"strong",1.5,14,216026,6,0.0636118598382749
"strong",1.5,14,216026,7,0.0587219343696028
"strong",1.5,14,216026,8,0.0440366972477064
"strong",1.5,14,216026,9,0.0511836212412028
"strong",1.5,14,216026,10,0.0472016183412003
"strong",1.5,14,216026,11,0.0452937013446568
"strong",1.5,14,216026,12,0.0459599703484062
"strong",1.5,14,216026,13,0.0466200466200466
"strong",1.5,14,216026,14,0.0244498777506112
"strong",1.5,14,216026,15,0.0284043441938179
"strong",1.5,14,216026,16,0.0283748925193465
"strong",1.5,14,216026,17,0.031858407079646
"strong",1.5,14,216026,18,0.030164533820841
"strong",1.5,14,216026,19,0.0301602262016965
"strong",1.5,14,216026,20,0.0281827016520894
"strong",1.5,14,216026,21,0.027
"strong",1.5,14,216026,22,0.0184994861253854
"strong",1.5,14,216026,23,0.0240837696335079
"strong",1.5,14,216026,24,0.0343347639484979
"strong",1.5,14,216026,25,0.0166666666666667
"strong",1.5,15,217026,1,0.119
"strong",1.5,15,217026,2,0.106696935300795
"strong",1.5,15,217026,3,0.0864040660736976
"strong",1.5,15,217026,4,0.0834492350486787
"strong",1.5,15,217026,5,0.0718259989883662
"strong",1.5,15,217026,6,0.0544959128065395
"strong",1.5,15,217026,7,0.0657060518731988
"strong",1.5,15,217026,8,0.0561381863047502
"strong",1.5,15,217026,9,0.0431372549019608
"strong",1.5,15,217026,10,0.0519125683060109
"strong",1.5,15,217026,11,0.0396253602305476
"strong",1.5,15,217026,12,0.0352588147036759
"strong",1.5,15,217026,13,0.0217729393468118
"strong",1.5,15,217026,14,0.0286168521462639
"strong",1.5,15,217026,15,0.0327332242225859
"strong",1.5,15,217026,16,0.0372250423011844
"strong",1.5,15,217026,17,0.0333919156414763
"strong",1.5,15,217026,18,0.0290909090909091
"strong",1.5,15,217026,19,0.0205992509363296
"strong",1.5,15,217026,20,0.0248565965583174
"strong",1.5,15,217026,21,0.0313725490196078
"strong",1.5,15,217026,22,0.0303643724696356
"strong",1.5,15,217026,23,0.0177453027139875
"strong",1.5,15,217026,24,0.0233793836344315
"strong",1.5,15,217026,25,0.0184983677910773
"strong",1.5,16,218026,1,0.127333333333333
"strong",1.5,16,218026,2,0.106569900687548
"strong",1.5,16,218026,3,0.0983326207781103
"strong",1.5,16,218026,4,0.0806069227121859
"strong",1.5,16,218026,5,0.072717895822589
"strong",1.5,16,218026,6,0.0639599555061179
"strong",1.5,16,218026,7,0.0516934046345811
"strong",1.5,16,218026,8,0.0588972431077694
"strong",1.5,16,218026,9,0.0466045272969374
"strong",1.5,16,218026,10,0.0384078212290503
"strong",1.5,16,218026,11,0.0392156862745098
"strong",1.5,16,218026,12,0.0400604686318972
"strong",1.5,16,218026,13,0.021259842519685
"strong",1.5,16,218026,14,0.0321802091713596
"strong",1.5,16,218026,15,0.0266001662510391
"strong",1.5,16,218026,16,0.0367207514944492
"strong",1.5,16,218026,17,0.0274822695035461
"strong",1.5,16,218026,18,0.0218778486782133
"strong",1.5,16,218026,19,0.0354147250698975
"strong",1.5,16,218026,20,0.0280193236714976
"strong",1.5,16,218026,21,0.0149105367793241
"strong",1.5,16,218026,22,0.0201816347124117
"strong",1.5,16,218026,23,0.0247167868177137
"strong",1.5,16,218026,24,0.0232312565997888
"strong",1.5,16,218026,25,0.0259459459459459
"strong",1.5,17,219026,1,0.119666666666667
"strong",1.5,17,219026,2,0.111321469140477
"strong",1.5,17,219026,3,0.0941627609714529
"strong",1.5,17,219026,4,0.0804327375352775
"strong",1.5,17,219026,5,0.0746803069053708
"strong",1.5,17,219026,6,0.0630182421227197
"strong",1.5,17,219026,7,0.0578171091445428
"strong",1.5,17,219026,8,0.0482154038822793
"strong",1.5,17,219026,9,0.0407894736842105
"strong",1.5,17,219026,10,0.0390946502057613
"strong",1.5,17,219026,11,0.039971448965025
"strong",1.5,17,219026,12,0.0408921933085502
"strong",1.5,17,219026,13,0.0364341085271318
"strong",1.5,17,219026,14,0.0362027353177796
"strong",1.5,17,219026,15,0.0317195325542571
"strong",1.5,17,219026,16,0.0370689655172414
"strong",1.5,17,219026,17,0.0340196956132498
"strong",1.5,17,219026,18,0.0222428174235403
"strong",1.5,17,219026,19,0.0293838862559242
"strong",1.5,17,219026,20,0.0263671875
"strong",1.5,17,219026,21,0.033099297893681
"strong",1.5,17,219026,22,0.0155601659751037
"strong",1.5,17,219026,23,0.0284510010537408
"strong",1.5,17,219026,24,0.0216919739696312
"strong",1.5,17,219026,25,0.0210643015521064
"strong",1.5,18,220026,1,0.112666666666667
"strong",1.5,18,220026,2,0.10931630353118
"strong",1.5,18,220026,3,0.0851961197806833
"strong",1.5,18,220026,4,0.0723835869064085
"strong",1.5,18,220026,5,0.0725646123260437
"strong",1.5,18,220026,6,0.0648445873526259
"strong",1.5,18,220026,7,0.0510028653295129
"strong",1.5,18,220026,8,0.0621980676328502
"strong",1.5,18,220026,9,0.0431423052157115
"strong",1.5,18,220026,10,0.0430686406460296
"strong",1.5,18,220026,11,0.0414908579465541
"strong",1.5,18,220026,12,0.0381511371973588
"strong",1.5,18,220026,13,0.0472921434019832
"strong",1.5,18,220026,14,0.0376301040832666
"strong",1.5,18,220026,15,0.0366056572379368
"strong",1.5,18,220026,16,0.0267702936096718
"strong",1.5,18,220026,17,0.0239574090505768
"strong",1.5,18,220026,18,0.0218181818181818
"strong",1.5,18,220026,19,0.0278810408921933
"strong",1.5,18,220026,20,0.0162523900573614
"strong",1.5,18,220026,21,0.021379980563654
"strong",1.5,18,220026,22,0.0297914597815293
"strong",1.5,18,220026,23,0.0276356192425793
"strong",1.5,18,220026,24,0.0210526315789474
"strong",1.5,18,220026,25,0.0301075268817204
"strong",1.5,19,221026,1,0.122666666666667
"strong",1.5,19,221026,2,0.106003039513678
"strong",1.5,19,221026,3,0.101997450063748
"strong",1.5,19,221026,4,0.0785612872692854
"strong",1.5,19,221026,5,0.0580380071905496
"strong",1.5,19,221026,6,0.069247546346783
"strong",1.5,19,221026,7,0.0620972466315173
"strong",1.5,19,221026,8,0.0524672079950031
"strong",1.5,19,221026,9,0.0580092287409361
"strong",1.5,19,221026,10,0.046186144156753
"strong",1.5,19,221026,11,0.0520909757887014
"strong",1.5,19,221026,12,0.0402476780185759
"strong",1.5,19,221026,13,0.0403225806451613
"strong",1.5,19,221026,14,0.0277310924369748
"strong",1.5,19,221026,15,0.0354364736387208
"strong",1.5,19,221026,16,0.0295698924731183
"strong",1.5,19,221026,17,0.0323176361957525
"strong",1.5,19,221026,18,0.0286259541984733
"strong",1.5,19,221026,19,0.0235756385068762
"strong",1.5,19,221026,20,0.0231388329979879
"strong",1.5,19,221026,21,0.0288362512873326
"strong",1.5,19,221026,22,0.0254506892895016
"strong",1.5,19,221026,23,0.0239390642002176
"strong",1.5,19,221026,24,0.0267558528428094
"strong",1.5,19,221026,25,0.0126002290950745
"strong",1.5,20,222026,1,0.116333333333333
"strong",1.5,20,222026,2,0.113919275745002
"strong",1.5,20,222026,3,0.108556832694764
"strong",1.5,20,222026,4,0.0778414517669532
"strong",1.5,20,222026,5,0.0745727602278612
"strong",1.5,20,222026,6,0.0688304420817012
"strong",1.5,20,222026,7,0.0546875
"strong",1.5,20,222026,8,0.0521296884933249
"strong",1.5,20,222026,9,0.0536552649228706
"strong",1.5,20,222026,10,0.0460666194188519
"strong",1.5,20,222026,11,0.0423476968796434
"strong",1.5,20,222026,12,0.0426687354538402
"strong",1.5,20,222026,13,0.0380875202593193
"strong",1.5,20,222026,14,0.0328559393428812
"strong",1.5,20,222026,15,0.0278745644599303
"strong",1.5,20,222026,16,0.0385304659498208
"strong",1.5,20,222026,17,0.0298229263746505
"strong",1.5,20,222026,18,0.0307396733909702
"strong",1.5,20,222026,19,0.0287413280475719
"strong",1.5,20,222026,20,0.0204081632653061
"strong",1.5,20,222026,21,0.021875
"strong",1.5,20,222026,22,0.0191693290734824
"strong",1.5,20,222026,23,0.0271444082519001
"strong",1.5,20,222026,24,0.0279017857142857
"strong",1.5,20,222026,25,0.026406429391504
