"scenario","conf_mult","iteration","seed","covariate","covariate_label","n_arm1","n_arm0","smd_before","smd_after","abs_smd_before","abs_smd_after","weight_sum_arm1_before","weight_sum_arm1_after","weight_sum_arm0_before","weight_sum_arm0_after","ess_arm1_before","ess_arm1_after","ess_arm0_before","ess_arm0_after"
"small",0.5,6,8026,"L2lag","L2 at tau-1=4",367,1260,0.376514996660161,0.0899462714209577,0.376514996660161,0.0899462714209577,367,509.851983526675,1260,1149.87050226708,367,235.952015084259,1260,1241.14642510937
"small",0.5,7,9026,"x1","Baseline x1",393,1294,0.560473767935918,-0.0612087190393314,0.560473767935918,0.0612087190393314,393,528.309098011942,1294,1189.19058648601,393,245.770824939791,1294,1272.9941352847
"small",0.5,7,9026,"L1","L1 at tau=5",393,1294,0.341418847701731,0.0998626872036638,0.341418847701731,0.0998626872036638,393,528.309098011942,1294,1189.19058648601,393,245.770824939791,1294,1272.9941352847
"small",0.5,7,9026,"L2","L2 at tau=5",393,1294,0.395309411222249,0.0532252421626561,0.395309411222249,0.0532252421626561,393,528.309098011942,1294,1189.19058648601,393,245.770824939791,1294,1272.9941352847
"small",0.5,7,9026,"L1lag","L1 at tau-1=4",393,1294,0.358645136478376,0.0418376682759604,0.358645136478376,0.0418376682759604,393,528.309098011942,1294,1189.19058648601,393,245.770824939791,1294,1272.9941352847
"small",0.5,7,9026,"L2lag","L2 at tau-1=4",393,1294,0.359523318023032,0.0328832320560082,0.359523318023032,0.0328832320560082,393,528.309098011942,1294,1189.19058648601,393,245.770824939791,1294,1272.9941352847
"small",0.5,8,10026,"x1","Baseline x1",357,1277,0.635829385549276,0.0868681234254821,0.635829385549276,0.0868681234254821,357,467.500117528157,1277,1171.38610636428,357,255.420673758527,1277,1256.83324093305
"small",0.5,8,10026,"L1","L1 at tau=5",357,1277,0.439833637537806,0.16136731912751,0.439833637537806,0.16136731912751,357,467.500117528157,1277,1171.38610636428,357,255.420673758527,1277,1256.83324093305
"small",0.5,8,10026,"L2","L2 at tau=5",357,1277,0.278314512100535,-0.0222006478852804,0.278314512100535,0.0222006478852804,357,467.500117528157,1277,1171.38610636428,357,255.420673758527,1277,1256.83324093305
"small",0.5,8,10026,"L1lag","L1 at tau-1=4",357,1277,0.413327866290632,0.105678366521019,0.413327866290632,0.105678366521019,357,467.500117528157,1277,1171.38610636428,357,255.420673758527,1277,1256.83324093305
"small",0.5,8,10026,"L2lag","L2 at tau-1=4",357,1277,0.321466447379598,-0.00283168541702356,0.321466447379598,0.00283168541702356,357,467.500117528157,1277,1171.38610636428,357,255.420673758527,1277,1256.83324093305
"small",0.5,9,11026,"x1","Baseline x1",344,1324,0.669240789656226,0.218276671040226,0.669240789656226,0.218276671040226,344,438.433578246862,1324,1214.21988584528,344,260.175419706635,1324,1309.23995199092
"small",0.5,9,11026,"L1","L1 at tau=5",344,1324,0.345480965610477,0.0492958091469567,0.345480965610477,0.0492958091469567,344,438.433578246862,1324,1214.21988584528,344,260.175419706635,1324,1309.23995199092
"small",0.5,9,11026,"L2","L2 at tau=5",344,1324,0.315233473081772,0.0793240658657254,0.315233473081772,0.0793240658657254,344,438.433578246862,1324,1214.21988584528,344,260.175419706635,1324,1309.23995199092
"small",0.5,9,11026,"L1lag","L1 at tau-1=4",344,1324,0.452905096670604,0.172333996685416,0.452905096670604,0.172333996685416,344,438.433578246862,1324,1214.21988584528,344,260.175419706635,1324,1309.23995199092
"small",0.5,9,11026,"L2lag","L2 at tau-1=4",344,1324,0.274369945246213,-0.00361506902565063,0.274369945246213,0.00361506902565063,344,438.433578246862,1324,1214.21988584528,344,260.175419706635,1324,1309.23995199092
"small",0.5,10,12026,"x1","Baseline x1",390,1257,0.82013087093194,0.327054474225826,0.82013087093194,0.327054474225826,390,468.621423092416,1257,1145.46284984462,390,281.198844877693,1257,1234.90079136872
"small",0.5,10,12026,"L1","L1 at tau=5",390,1257,0.338881399444836,0.0756661146175696,0.338881399444836,0.0756661146175696,390,468.621423092416,1257,1145.46284984462,390,281.198844877693,1257,1234.90079136872
"small",0.5,10,12026,"L2","L2 at tau=5",390,1257,0.480055520371723,0.234572974485262,0.480055520371723,0.234572974485262,390,468.621423092416,1257,1145.46284984462,390,281.198844877693,1257,1234.90079136872
"small",0.5,10,12026,"L1lag","L1 at tau-1=4",390,1257,0.360709728907799,0.0929634533146295,0.360709728907799,0.0929634533146295,390,468.621423092416,1257,1145.46284984462,390,281.198844877693,1257,1234.90079136872
"small",0.5,10,12026,"L2lag","L2 at tau-1=4",390,1257,0.458395314809936,0.178958504945032,0.458395314809936,0.178958504945032,390,468.621423092416,1257,1145.46284984462,390,281.198844877693,1257,1234.90079136872
"small",0.5,11,13026,"x1","Baseline x1",368,1312,0.670155776478929,0.121105673680187,0.670155776478929,0.121105673680187,368,460.563719656126,1312,1206.32405248605,368,260.575007036985,1312,1295.35512391431
"small",0.5,11,13026,"L1","L1 at tau=5",368,1312,0.388123669393579,0.103221471951207,0.388123669393579,0.103221471951207,368,460.563719656126,1312,1206.32405248605,368,260.575007036985,1312,1295.35512391431
"small",0.5,11,13026,"L2","L2 at tau=5",368,1312,0.523156161957676,0.211251674939839,0.523156161957676,0.211251674939839,368,460.563719656126,1312,1206.32405248605,368,260.575007036985,1312,1295.35512391431
"small",0.5,11,13026,"L1lag","L1 at tau-1=4",368,1312,0.40494192025882,0.0943540092780893,0.40494192025882,0.0943540092780893,368,460.563719656126,1312,1206.32405248605,368,260.575007036985,1312,1295.35512391431
"small",0.5,11,13026,"L2lag","L2 at tau-1=4",368,1312,0.442362630975421,0.18350641170493,0.442362630975421,0.18350641170493,368,460.563719656126,1312,1206.32405248605,368,260.575007036985,1312,1295.35512391431
"small",0.5,12,14026,"x1","Baseline x1",358,1245,0.588184126755475,0.0854548600670205,0.588184126755475,0.0854548600670205,358,473.301383511158,1245,1133.88498663244,358,260.078677907586,1245,1230.10987654262
"small",0.5,12,14026,"L1","L1 at tau=5",358,1245,0.381569542692408,0.0719876711004027,0.381569542692408,0.0719876711004027,358,473.301383511158,1245,1133.88498663244,358,260.078677907586,1245,1230.10987654262
"small",0.5,12,14026,"L2","L2 at tau=5",358,1245,0.320344731070911,-0.0250339267176311,0.320344731070911,0.0250339267176311,358,473.301383511158,1245,1133.88498663244,358,260.078677907586,1245,1230.10987654262
"small",0.5,12,14026,"L1lag","L1 at tau-1=4",358,1245,0.342716260795836,0.0532348091238497,0.342716260795836,0.0532348091238497,358,473.301383511158,1245,1133.88498663244,358,260.078677907586,1245,1230.10987654262
"small",0.5,12,14026,"L2lag","L2 at tau-1=4",358,1245,0.338408822812637,0.00796089894022019,0.338408822812637,0.00796089894022019,358,473.301383511158,1245,1133.88498663244,358,260.078677907586,1245,1230.10987654262
"small",0.5,13,15026,"x1","Baseline x1",381,1270,0.610602061917071,0.0912564815626212,0.610602061917071,0.0912564815626212,381,473.680033676564,1270,1163.71546078881,381,275.798937760841,1270,1249.4710915132
"small",0.5,13,15026,"L1","L1 at tau=5",381,1270,0.45371001245386,0.183049398312487,0.45371001245386,0.183049398312487,381,473.680033676564,1270,1163.71546078881,381,275.798937760841,1270,1249.4710915132
"small",0.5,13,15026,"L2","L2 at tau=5",381,1270,0.364965523651483,0.102362659755461,0.364965523651483,0.102362659755461,381,473.680033676564,1270,1163.71546078881,381,275.798937760841,1270,1249.4710915132
"small",0.5,13,15026,"L1lag","L1 at tau-1=4",381,1270,0.469850252646858,0.16432177900386,0.469850252646858,0.16432177900386,381,473.680033676564,1270,1163.71546078881,381,275.798937760841,1270,1249.4710915132
"small",0.5,13,15026,"L2lag","L2 at tau-1=4",381,1270,0.364471108652129,0.10540475709518,0.364471108652129,0.10540475709518,381,473.680033676564,1270,1163.71546078881,381,275.798937760841,1270,1249.4710915132
"small",0.5,14,16026,"x1","Baseline x1",366,1284,0.632819028623657,0.058170094441683,0.632819028623657,0.058170094441683,366,473.637354719611,1284,1180.58796996544,366,257.015308900936,1284,1261.52250762691
"small",0.5,14,16026,"L1","L1 at tau=5",366,1284,0.44533498002235,0.0860663405099786,0.44533498002235,0.0860663405099786,366,473.637354719611,1284,1180.58796996544,366,257.015308900936,1284,1261.52250762691
"small",0.5,14,16026,"L2","L2 at tau=5",366,1284,0.376355329903406,0.0644694685921975,0.376355329903406,0.0644694685921975,366,473.637354719611,1284,1180.58796996544,366,257.015308900936,1284,1261.52250762691
"small",0.5,14,16026,"L1lag","L1 at tau-1=4",366,1284,0.418249558955022,0.0622817124888152,0.418249558955022,0.0622817124888152,366,473.637354719611,1284,1180.58796996544,366,257.015308900936,1284,1261.52250762691
"small",0.5,14,16026,"L2lag","L2 at tau-1=4",366,1284,0.387012387996482,0.0607145020700231,0.387012387996482,0.0607145020700231,366,473.637354719611,1284,1180.58796996544,366,257.015308900936,1284,1261.52250762691
"small",0.5,15,17026,"x1","Baseline x1",340,1314,0.75224444951394,0.232935698895246,0.75224444951394,0.232935698895246,340,430.951083190016,1314,1195.45872754651,340,242.082780089256,1314,1286.32708189765
"small",0.5,15,17026,"L1","L1 at tau=5",340,1314,0.475465227057221,0.159268842566378,0.475465227057221,0.159268842566378,340,430.951083190016,1314,1195.45872754651,340,242.082780089256,1314,1286.32708189765
"small",0.5,15,17026,"L2","L2 at tau=5",340,1314,0.345751802498375,0.0925028068780914,0.345751802498375,0.0925028068780914,340,430.951083190016,1314,1195.45872754651,340,242.082780089256,1314,1286.32708189765
"small",0.5,15,17026,"L1lag","L1 at tau-1=4",340,1314,0.457180952508011,0.118029633410046,0.457180952508011,0.118029633410046,340,430.951083190016,1314,1195.45872754651,340,242.082780089256,1314,1286.32708189765
"small",0.5,15,17026,"L2lag","L2 at tau-1=4",340,1314,0.364253952461455,0.0919929252008219,0.364253952461455,0.0919929252008219,340,430.951083190016,1314,1195.45872754651,340,242.082780089256,1314,1286.32708189765
"small",0.5,16,18026,"x1","Baseline x1",374,1327,0.725014442383411,0.127054981403559,0.725014442383411,0.127054981403559,374,479.978754629205,1327,1199.54855564402,374,248.530012688292,1327,1303.79364957758
"small",0.5,16,18026,"L1","L1 at tau=5",374,1327,0.3907259562448,0.031535305029525,0.3907259562448,0.031535305029525,374,479.978754629205,1327,1199.54855564402,374,248.530012688292,1327,1303.79364957758
"small",0.5,16,18026,"L2","L2 at tau=5",374,1327,0.48345683770325,0.119426944013718,0.48345683770325,0.119426944013718,374,479.978754629205,1327,1199.54855564402,374,248.530012688292,1327,1303.79364957758
"small",0.5,16,18026,"L1lag","L1 at tau-1=4",374,1327,0.389446080622584,0.0444865430991428,0.389446080622584,0.0444865430991428,374,479.978754629205,1327,1199.54855564402,374,248.530012688292,1327,1303.79364957758
"small",0.5,16,18026,"L2lag","L2 at tau-1=4",374,1327,0.520103431857548,0.205485290132013,0.520103431857548,0.205485290132013,374,479.978754629205,1327,1199.54855564402,374,248.530012688292,1327,1303.79364957758
"small",0.5,17,19026,"x1","Baseline x1",368,1325,0.616516979005259,-0.0848699481895015,0.616516979005259,0.0848699481895015,368,503.88862452322,1325,1210.58102189113,368,186.807772068203,1325,1309.29648349373
"small",0.5,17,19026,"L1","L1 at tau=5",368,1325,0.491363900932915,0.141513930371661,0.491363900932915,0.141513930371661,368,503.88862452322,1325,1210.58102189113,368,186.807772068203,1325,1309.29648349373
"small",0.5,17,19026,"L2","L2 at tau=5",368,1325,0.341572692606633,-0.0484088432456989,0.341572692606633,0.0484088432456989,368,503.88862452322,1325,1210.58102189113,368,186.807772068203,1325,1309.29648349373
"small",0.5,17,19026,"L1lag","L1 at tau-1=4",368,1325,0.461210346999588,0.0694443924638696,0.461210346999588,0.0694443924638696,368,503.88862452322,1325,1210.58102189113,368,186.807772068203,1325,1309.29648349373
"small",0.5,17,19026,"L2lag","L2 at tau-1=4",368,1325,0.390803067592292,-0.0166797733714889,0.390803067592292,0.0166797733714889,368,503.88862452322,1325,1210.58102189113,368,186.807772068203,1325,1309.29648349373
"small",0.5,18,20026,"x1","Baseline x1",387,1264,0.680285384883112,0.037632077244753,0.680285384883112,0.037632077244753,387,475.673202766981,1264,1157.56237302973,387,252.534515110371,1264,1238.63505785976
"small",0.5,18,20026,"L1","L1 at tau=5",387,1264,0.459051182976484,0.186949548478891,0.459051182976484,0.186949548478891,387,475.673202766981,1264,1157.56237302973,387,252.534515110371,1264,1238.63505785976
"small",0.5,18,20026,"L2","L2 at tau=5",387,1264,0.353537210292544,-0.00802186320454004,0.353537210292544,0.00802186320454004,387,475.673202766981,1264,1157.56237302973,387,252.534515110371,1264,1238.63505785976
"small",0.5,18,20026,"L1lag","L1 at tau-1=4",387,1264,0.417761535176587,0.122252407033344,0.417761535176587,0.122252407033344,387,475.673202766981,1264,1157.56237302973,387,252.534515110371,1264,1238.63505785976
"small",0.5,18,20026,"L2lag","L2 at tau-1=4",387,1264,0.397523974730556,0.0401109479775508,0.397523974730556,0.0401109479775508,387,475.673202766981,1264,1157.56237302973,387,252.534515110371,1264,1238.63505785976
"small",0.5,19,21026,"x1","Baseline x1",372,1258,0.639227504022011,0.119863874620922,0.639227504022011,0.119863874620922,372,472.742133520357,1258,1158.41327555996,372,266.95481983063,1258,1241.992966261
"small",0.5,19,21026,"L1","L1 at tau=5",372,1258,0.371243876576877,0.0797685503042785,0.371243876576877,0.0797685503042785,372,472.742133520357,1258,1158.41327555996,372,266.95481983063,1258,1241.992966261
"small",0.5,19,21026,"L2","L2 at tau=5",372,1258,0.365062523800015,0.097691816110919,0.365062523800015,0.097691816110919,372,472.742133520357,1258,1158.41327555996,372,266.95481983063,1258,1241.992966261
"small",0.5,19,21026,"L1lag","L1 at tau-1=4",372,1258,0.444342875956514,0.136346528081133,0.444342875956514,0.136346528081133,372,472.742133520357,1258,1158.41327555996,372,266.95481983063,1258,1241.992966261
"small",0.5,19,21026,"L2lag","L2 at tau-1=4",372,1258,0.407740638535555,0.160723318745187,0.407740638535555,0.160723318745187,372,472.742133520357,1258,1158.41327555996,372,266.95481983063,1258,1241.992966261
"small",0.5,20,22026,"x1","Baseline x1",376,1300,0.719526721107238,0.194338870569047,0.719526721107238,0.194338870569047,376,452.082230667713,1300,1187.34914609782,376,269.54810857825,1300,1278.27677763123
"small",0.5,20,22026,"L1","L1 at tau=5",376,1300,0.457255521594776,0.189088956311732,0.457255521594776,0.189088956311732,376,452.082230667713,1300,1187.34914609782,376,269.54810857825,1300,1278.27677763123
"small",0.5,20,22026,"L2","L2 at tau=5",376,1300,0.500885735808909,0.188122326006698,0.500885735808909,0.188122326006698,376,452.082230667713,1300,1187.34914609782,376,269.54810857825,1300,1278.27677763123
"small",0.5,20,22026,"L1lag","L1 at tau-1=4",376,1300,0.367281396381197,0.0487845461044604,0.367281396381197,0.0487845461044604,376,452.082230667713,1300,1187.34914609782,376,269.54810857825,1300,1278.27677763123
"small",0.5,20,22026,"L2lag","L2 at tau-1=4",376,1300,0.428833579325749,0.124192010833898,0.428833579325749,0.124192010833898,376,452.082230667713,1300,1187.34914609782,376,269.54810857825,1300,1278.27677763123
"medium",1,1,103026,"x1","Baseline x1",419,1289,1.11323893382504,0.105844031121186,1.11323893382504,0.105844031121186,419,616.255604741821,1289,1079.30027320765,419,113.51706395596,1289,1133.05744504568
"medium",1,1,103026,"L1","L1 at tau=5",419,1289,0.565971739591561,-0.00236048334618732,0.565971739591561,0.00236048334618732,419,616.255604741821,1289,1079.30027320765,419,113.51706395596,1289,1133.05744504568
"medium",1,1,103026,"L2","L2 at tau=5",419,1289,0.572163003186197,0.04110023456162,0.572163003186197,0.04110023456162,419,616.255604741821,1289,1079.30027320765,419,113.51706395596,1289,1133.05744504568
"medium",1,1,103026,"L1lag","L1 at tau-1=4",419,1289,0.580278793367718,-0.0949640545941386,0.580278793367718,0.0949640545941386,419,616.255604741821,1289,1079.30027320765,419,113.51706395596,1289,1133.05744504568
"medium",1,1,103026,"L2lag","L2 at tau-1=4",419,1289,0.684267364655081,0.210738748515707,0.684267364655081,0.210738748515707,419,616.255604741821,1289,1079.30027320765,419,113.51706395596,1289,1133.05744504568
"medium",1,2,104026,"x1","Baseline x1",374,1271,1.18050276281769,0.0981784966049126,1.18050276281769,0.0981784966049126,374,579.04245624764,1271,1060.24647952436,374,103.595063141045,1271,1126.90200800657
"medium",1,2,104026,"L1","L1 at tau=5",374,1271,0.663702061375374,0.163178318984019,0.663702061375374,0.163178318984019,374,579.04245624764,1271,1060.24647952436,374,103.595063141045,1271,1126.90200800657
"medium",1,2,104026,"L2","L2 at tau=5",374,1271,0.517816423136737,0.0238519702946328,0.517816423136737,0.0238519702946328,374,579.04245624764,1271,1060.24647952436,374,103.595063141045,1271,1126.90200800657
"medium",1,2,104026,"L1lag","L1 at tau-1=4",374,1271,0.630284260626996,0.0487160074639009,0.630284260626996,0.0487160074639009,374,579.04245624764,1271,1060.24647952436,374,103.595063141045,1271,1126.90200800657
"medium",1,2,104026,"L2lag","L2 at tau-1=4",374,1271,0.694627602156017,0.134862859847599,0.694627602156017,0.134862859847599,374,579.04245624764,1271,1060.24647952436,374,103.595063141045,1271,1126.90200800657
"medium",1,3,105026,"x1","Baseline x1",424,1249,1.19017190329359,0.182112539857418,1.19017190329359,0.182112539857418,424,583.144747035721,1249,1045.14333793253,424,138.471133437909,1249,895.137106064984
"medium",1,3,105026,"L1","L1 at tau=5",424,1249,0.614727360002801,0.121592842612519,0.614727360002801,0.121592842612519,424,583.144747035721,1249,1045.14333793253,424,138.471133437909,1249,895.137106064984
"medium",1,3,105026,"L2","L2 at tau=5",424,1249,0.656692365675314,0.253163314150378,0.656692365675314,0.253163314150378,424,583.144747035721,1249,1045.14333793253,424,138.471133437909,1249,895.137106064984
"medium",1,3,105026,"L1lag","L1 at tau-1=4",424,1249,0.629386684033946,0.0535250777227353,0.629386684033946,0.0535250777227353,424,583.144747035721,1249,1045.14333793253,424,138.471133437909,1249,895.137106064984
"medium",1,3,105026,"L2lag","L2 at tau-1=4",424,1249,0.68440694584803,0.343407722176865,0.68440694584803,0.343407722176865,424,583.144747035721,1249,1045.14333793253,424,138.471133437909,1249,895.137106064984
"medium",1,4,106026,"x1","Baseline x1",427,1263,1.08072913669976,-5.31222080292434e-05,1.08072913669976,5.31222080292434e-05,427,663.153676718312,1263,1052.19889360768,427,118.411652540377,1263,1165.57633501756
"medium",1,4,106026,"L1","L1 at tau=5",427,1263,0.589047992106109,0.035609883382565,0.589047992106109,0.035609883382565,427,663.153676718312,1263,1052.19889360768,427,118.411652540377,1263,1165.57633501756
"medium",1,4,106026,"L2","L2 at tau=5",427,1263,0.62959890017271,-0.0412228747740798,0.62959890017271,0.0412228747740798,427,663.153676718312,1263,1052.19889360768,427,118.411652540377,1263,1165.57633501756
"medium",1,4,106026,"L1lag","L1 at tau-1=4",427,1263,0.603276983849235,0.121324890019486,0.603276983849235,0.121324890019486,427,663.153676718312,1263,1052.19889360768,427,118.411652540377,1263,1165.57633501756
"medium",1,4,106026,"L2lag","L2 at tau-1=4",427,1263,0.689741244800101,-0.106819142970254,0.689741244800101,0.106819142970254,427,663.153676718312,1263,1052.19889360768,427,118.411652540377,1263,1165.57633501756
"medium",1,5,107026,"x1","Baseline x1",412,1272,1.13203355045592,0.157581031074738,1.13203355045592,0.157581031074738,412,588.892772912324,1272,1072.58623371916,412,166.674070664441,1272,936.069614693443
"medium",1,5,107026,"L1","L1 at tau=5",412,1272,0.537390577025507,-0.027903054321849,0.537390577025507,0.027903054321849,412,588.892772912324,1272,1072.58623371916,412,166.674070664441,1272,936.069614693443
"medium",1,5,107026,"L2","L2 at tau=5",412,1272,0.660166977405807,0.169410180316537,0.660166977405807,0.169410180316537,412,588.892772912324,1272,1072.58623371916,412,166.674070664441,1272,936.069614693443
"medium",1,5,107026,"L1lag","L1 at tau-1=4",412,1272,0.62042449043282,0.014081954159528,0.62042449043282,0.014081954159528,412,588.892772912324,1272,1072.58623371916,412,166.674070664441,1272,936.069614693443
"medium",1,5,107026,"L2lag","L2 at tau-1=4",412,1272,0.649620836262491,0.227196563828266,0.649620836262491,0.227196563828266,412,588.892772912324,1272,1072.58623371916,412,166.674070664441,1272,936.069614693443
"medium",1,6,108026,"x1","Baseline x1",395,1275,1.10137213269177,0.216811294955736,1.10137213269177,0.216811294955736,395,574.881861452972,1275,1064.333508949,395,159.183364246775,1275,1175.85989108266
"medium",1,6,108026,"L1","L1 at tau=5",395,1275,0.694884940430804,0.174652420419015,0.694884940430804,0.174652420419015,395,574.881861452972,1275,1064.333508949,395,159.183364246775,1275,1175.85989108266
"medium",1,6,108026,"L2","L2 at tau=5",395,1275,0.593994920034063,0.0192875675626319,0.593994920034063,0.0192875675626319,395,574.881861452972,1275,1064.333508949,395,159.183364246775,1275,1175.85989108266
"medium",1,6,108026,"L1lag","L1 at tau-1=4",395,1275,0.707882636496663,0.212946874267483,0.707882636496663,0.212946874267483,395,574.881861452972,1275,1064.333508949,395,159.183364246775,1275,1175.85989108266
"medium",1,6,108026,"L2lag","L2 at tau-1=4",395,1275,0.616643318046871,0.0843029620120967,0.616643318046871,0.0843029620120967,395,574.881861452972,1275,1064.333508949,395,159.183364246775,1275,1175.85989108266
