"method","estimand","tau","beta_trt","heterogeneity","patient_mix","t_star","site_sizes","init_intercepts","mean_est","truth","rmse","bias","emp_sd","coverage","n_reps"
"Federated landmark IPW","RD",10,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.101793687756489,-0.0439844545757733,0.104807018361726,-0.0578092331807158,0.0878624019343281,NA,100
"Federated landmark IPW","RD",15,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.0744901631521884,-0.0389312502125132,0.0725945924223762,-0.0355589129396752,0.0636081641377049,NA,100
"Federated IPW (no cloning)","RD",5,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.185733649138664,-0.0892041029227946,0.142638205288562,-0.0965295462158691,0.105541912375985,NA,100
"Federated IPW (no cloning)","RD",10,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.249990583853103,-0.0803360220275148,0.193109567268324,-0.169654561825588,0.0927069599684559,NA,100
"Federated IPW (no cloning)","RD",15,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.260327893425563,-0.0720276999771671,0.205257884793205,-0.188300193448396,0.0821051088918256,NA,100
"Federated IPW (no cloning)","RD",5,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.15947738571769,-0.0584512946296867,0.145877883119898,-0.101026091088004,0.105763628694209,NA,100
"Federated IPW (no cloning)","RD",10,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.199803013052189,-0.0523499901509646,0.174413103197281,-0.147453022901224,0.093622585357846,NA,100
"Federated IPW (no cloning)","RD",15,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.212314847495377,-0.0471029198375579,0.193395785219803,-0.165211927657819,0.101039789643905,NA,100
"Federated IPW (no cloning)","RD",5,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.145661418467908,-0.0411241958370495,0.156356156679069,-0.104537222630859,0.116857924685033,NA,100
"Federated IPW (no cloning)","RD",10,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.163069164417501,-0.0380586440948029,0.169618713845687,-0.125010520322698,0.115219938542295,NA,100
"Federated IPW (no cloning)","RD",15,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.19815375595528,-0.0334239031940955,0.192165480188492,-0.164729852761184,0.0994512589890006,NA,100
"Federated IPW (no cloning)","RD",5,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.232534896557992,-0.120996609283777,0.125887466138574,-0.111538287274215,0.0586624017279399,NA,100
"Federated IPW (no cloning)","RD",10,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.289052171807178,-0.0960392060887807,0.201780094636614,-0.193012965718397,0.0591283628137982,NA,100
"Federated IPW (no cloning)","RD",15,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.321661572108578,-0.082544843501617,0.24456134612586,-0.239116728606961,0.0515756002838969,NA,100
"Federated IPW (no cloning)","RD",5,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.178668166763387,-0.0833391550101804,0.12139027218808,-0.0953290117532064,0.0755316356227749,NA,100
"Federated IPW (no cloning)","RD",10,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.221433383499842,-0.067494019095338,0.162031085838048,-0.153939364404504,0.0508189981237054,NA,100
"Federated IPW (no cloning)","RD",15,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.256112382820732,-0.0568591814129458,0.203854859538886,-0.199253201407786,0.0432862854895442,NA,100
"Federated IPW (no cloning)","RD",5,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.133586129826067,-0.0582737841009684,0.106023709670832,-0.0753123457250987,0.0750022059860626,NA,100
"Federated IPW (no cloning)","RD",10,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.185834280045432,-0.0458568191634134,0.153147339890021,-0.139977460882019,0.0624452743067472,NA,100
"Federated IPW (no cloning)","RD",15,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.215586060933509,-0.0402042754446026,0.184040912336198,-0.175381785488906,0.0560689216231518,NA,100
"Federated IPW (no cloning)","RD",5,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.233461807405868,-0.11540739373497,0.13827221114161,-0.118054413670899,0.0723512740410557,NA,100
"Federated IPW (no cloning)","RD",10,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.273290642613297,-0.0928265910673114,0.197856912721717,-0.180464051545986,0.0815263730730208,NA,100
"Federated IPW (no cloning)","RD",15,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.306186079630235,-0.0805692223320915,0.23561178034866,-0.225616857298143,0.0682386242561949,NA,100
"Federated IPW (no cloning)","RD",5,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.178315753916584,-0.0807520636091489,0.126574374279904,-0.0975636903074355,0.0810436879186694,NA,100
"Federated IPW (no cloning)","RD",10,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.231039822504248,-0.0655723696456074,0.184323405660876,-0.16546745285864,0.0816226840059851,NA,100
"Federated IPW (no cloning)","RD",15,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.25328190241214,-0.0565264236864906,0.207792203396124,-0.196755478725649,0.0671563935572266,NA,100
"Federated IPW (no cloning)","RD",5,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.141440871535148,-0.0565825298684021,0.113343489839694,-0.084858341666746,0.0755171298957225,NA,100
"Federated IPW (no cloning)","RD",10,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.182425307686039,-0.0439844545757733,0.161719106669233,-0.138440853110266,0.0840105792520149,NA,100
"Federated IPW (no cloning)","RD",15,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.212607659328345,-0.0389312502125132,0.184690065122106,-0.173676409115832,0.0631410563853081,NA,100
"Federated per-protocol (unweighted)","RD",5,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.284404140584539,-0.0892041029227946,0.373835269163418,0.373608243507333,0.0130920923720012,NA,100
"Federated per-protocol (unweighted)","RD",10,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.267552500588461,-0.0803360220275148,0.348195984691309,0.347888522615976,0.014703108556918,NA,100
"Federated per-protocol (unweighted)","RD",15,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.247404026122508,-0.0720276999771671,0.319737722524451,0.319431726099675,0.0140555739008204,NA,100
"Federated per-protocol (unweighted)","RD",5,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.307246435326265,-0.0584512946296867,0.365915809343628,0.365697729955951,0.0126949378548138,NA,100
"Federated per-protocol (unweighted)","RD",10,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.292574049956906,-0.0523499901509646,0.345177553438353,0.344924040107871,0.0132934993360278,NA,100
"Federated per-protocol (unweighted)","RD",15,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.273935385163687,-0.0471029198375579,0.321364127669184,0.321038305001245,0.0145404095402684,NA,100
"Federated per-protocol (unweighted)","RD",5,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.31747946416519,-0.0411241958370495,0.358812986060776,0.35860366000224,0.0123162862879907,NA,100
"Federated per-protocol (unweighted)","RD",10,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.307523770013907,-0.0380586440948029,0.345815538499633,0.34558241410871,0.0127596953269074,NA,100
"Federated per-protocol (unweighted)","RD",15,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.289345079320166,-0.0334239031940955,0.323153071102479,0.322768982514261,0.0158302641258789,NA,100
"Federated per-protocol (unweighted)","RD",5,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.0178938681401994,-0.120996609283777,0.139754504854172,0.138890477423976,0.0155945117247667,NA,100
"Federated per-protocol (unweighted)","RD",10,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.0207754869173279,-0.0960392060887807,0.0769108357918171,0.0752637191714528,0.0159116639346182,NA,100
"Federated per-protocol (unweighted)","RD",15,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.0511547968073991,-0.082544843501617,0.0355465380066821,0.0313900466942178,0.0167639986067824,NA,100
"Federated per-protocol (unweighted)","RD",5,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.0643764623914794,-0.0833391550101804,0.148363132848559,0.14771561740166,0.0139158932568893,NA,100
"Federated per-protocol (unweighted)","RD",10,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.0286341268867911,-0.067494019095338,0.0974142004652431,0.0961281459821292,0.0158562355042008,NA,100
"Federated per-protocol (unweighted)","RD",15,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",-0.000322384116592374,-0.0568591814129458,0.0582837234156134,0.0565367972963534,0.0142340808354835,NA,100
"Federated per-protocol (unweighted)","RD",5,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.0867431302051302,-0.0582737841009684,0.145558951232807,0.145016914306099,0.0126132385612221,NA,100
"Federated per-protocol (unweighted)","RD",10,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.0564082255438442,-0.0458568191634134,0.10334428608054,0.102265044707258,0.0149714238413546,NA,100
"Federated per-protocol (unweighted)","RD",15,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.0307341435660938,-0.0402042754446026,0.0723383585543127,0.0709384190106964,0.0142339339379056,NA,100
"Federated per-protocol (unweighted)","RD",5,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.120362610832954,-0.11540739373497,0.236186552036947,0.235770004567924,0.0140917738430307,NA,100
"Federated per-protocol (unweighted)","RD",10,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.0905209481404097,-0.0928265910673114,0.183896029481532,0.183347539207721,0.0142640866240344,NA,100
"Federated per-protocol (unweighted)","RD",15,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.0632413075656727,-0.0805692223320915,0.144526004470022,0.143810529897764,0.0144354172543107,NA,100
"Federated per-protocol (unweighted)","RD",5,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.152366141797437,-0.0807520636091489,0.233458451723237,0.233118205406586,0.0126631170873237,NA,100
"Federated per-protocol (unweighted)","RD",10,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.126028511738225,-0.0655723696456074,0.191948294634143,0.191600881383833,0.0116015527476179,NA,100
"Federated per-protocol (unweighted)","RD",15,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.103359021788708,-0.0565264236864906,0.160456052580374,0.159885445475199,0.0135880642392695,NA,100
"Federated per-protocol (unweighted)","RD",5,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.172261338873283,-0.0565825298684021,0.229300999595818,0.228843868741685,0.0145446770776269,NA,100
"Federated per-protocol (unweighted)","RD",10,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.151150501315375,-0.0439844545757733,0.195514088563617,0.195134955891148,0.0122312654606672,NA,100
"Federated per-protocol (unweighted)","RD",15,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.128775953166444,-0.0389312502125132,0.16826114761704,0.167707203378958,0.0137108573143836,NA,100
"Federated CCW","RR",5,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.913942673529272,0.880591408870502,0.114446877371826,0.0333512646587696,0.11003112913907,0.83,100
"Federated CCW","RR",10,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.906521146595123,0.894202060835619,0.0772648181704089,0.0123190857595038,0.0766606865451391,0.93,100
"Federated CCW","RR",15,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.925755567025513,0.905158279892996,0.0649440690544956,0.0205972871325176,0.0619015499564088,0.86,100
"Federated CCW","RR",5,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.93163034127928,0.921777507765187,0.107353562026117,0.0098528335140928,0.107439007604263,0.87,100
"Federated CCW","RR",10,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.942120597029901,0.929861477740268,0.082226343017457,0.0122591192896337,0.0817169633630608,0.9,100
"Federated CCW","RR",15,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.956433735321912,0.936851497649284,0.0775183638208659,0.0195822376726281,0.0753820752559638,0.82,100
"Federated CCW","RR",5,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.936062887599619,0.944775108054415,0.118918597477786,-0.0087122204547958,0.119196510527998,0.89,100
"Federated CCW","RR",10,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.965830159999,0.948746482035201,0.108712625110686,0.0170836779637989,0.107902793916729,0.86,100
"Federated CCW","RR",15,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.958212224934862,0.954950305585809,0.07891710758231,0.00326191934905311,0.07924689555987,0.86,100
"Federated CCW","RR",5,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.859230277577377,0.856815350661249,0.050234914003068,0.00241492691612786,0.0504296160468402,0.92,100
"Federated CCW","RR",10,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.883690764465385,0.886100605758232,0.0420915425347672,-0.0024098412928476,0.0422342029268706,0.95,100
"Federated CCW","RR",15,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.90270254247459,0.902153214494756,0.035416584307968,0.000549327979833629,0.0355907246288985,0.94,100
"Federated CCW","RR",5,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.898469134002734,0.901471468569678,0.0687011285052361,-0.00300233456694382,0.0689812670006228,0.89,100
"Federated CCW","RR",10,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.926490392539143,0.920260011251172,0.0363042994795764,0.00623038128797097,0.0359458699347074,0.94,100
"Federated CCW","RR",15,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.935800028048743,0.932573191466725,0.0293431849576856,0.00322683658201796,0.0293121484990473,0.94,100
"Federated CCW","RR",5,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.935353701693898,0.931042924317417,0.0668779752712585,0.00431077737648084,0.0670751182607261,0.84,100
"Federated CCW","RR",10,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.948591782689351,0.945751001578107,0.0482307224191476,0.00284078111124324,0.0483895446148358,0.89,100
"Federated CCW","RR",15,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.957939823307052,0.952454629339884,0.0409835607231976,0.00548519396716715,0.0408194459587384,0.91,100
"Federated CCW","RR",5,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.857620982815162,0.858924100667627,0.0656008495051856,-0.00130311785246456,0.0659183251882267,0.94,100
"Federated CCW","RR",10,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.894579042276541,0.886438111459635,0.0568658250425636,0.00814093081690601,0.0565636077386326,0.87,100
"Federated CCW","RR",15,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.904190262181938,0.901357179239573,0.0432084986909328,0.00283308294236457,0.0433327272704241,0.93,100
"Federated CCW","RR",5,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.902491452177158,0.901128654034344,0.0743041855070994,0.00136279814281428,0.0746659548470899,0.88,100
"Federated CCW","RR",10,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.91839446566868,0.919713409017867,0.0659748187814048,-0.00131894334918686,0.0662939360823732,0.92,100
"Federated CCW","RR",15,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.933622984719861,0.930656753453094,0.0459767312715334,0.00296623126676735,0.0461120866568116,0.88,100
"Federated CCW","RR",5,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.931870176123857,0.930861338961872,0.0697007086304662,0.00100883716198515,0.0700445098834871,0.86,100
