"method","estimand","tau","beta_trt","heterogeneity","patient_mix","t_star","site_sizes","init_intercepts","mean_est","truth","rmse","bias","emp_sd","coverage","n_reps"
"Federated CCW","RR",10,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.950789651780596,0.946254014991693,0.0653330576833572,0.00453563678890315,0.0655037698442934,0.83,100
"Federated CCW","RR",15,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.956966158253097,0.95235263381563,0.0435751732268119,0.00461352443746691,0.0435485461610253,0.94,100
"Pooled CCW","RR",5,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.903761320757101,0.880591408870502,0.113958730477243,0.0231699118865994,0.112140547794942,0.81,100
"Pooled CCW","RR",10,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.896382913822085,0.894202060835619,0.073323872568965,0.00218085298646583,0.0736606618199892,0.96,100
"Pooled CCW","RR",15,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.917983624570771,0.905158279892996,0.0665648080647245,0.0128253446777753,0.0656466221260121,0.85,100
"Pooled CCW","RR",5,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.932079335008285,0.921777507765187,0.11077911138363,0.0103018272430981,0.110854731925629,0.87,100
"Pooled CCW","RR",10,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.925864471251928,0.929861477740268,0.0787730030498256,-0.00399700648833948,0.079067864653273,0.9,100
"Pooled CCW","RR",15,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.949990793391019,0.936851497649284,0.0692017911763085,0.0131392957417347,0.0682852514462044,0.89,100
"Pooled CCW","RR",5,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.939016693466494,0.944775108054415,0.10652845640727,-0.00575841458792123,0.106908592533643,0.91,100
"Pooled CCW","RR",10,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.963442779404378,0.948746482035201,0.0802733889624044,0.0146962973691765,0.0793142058629022,0.88,100
"Pooled CCW","RR",15,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.950715567526131,0.954950305585809,0.07092596202925,-0.0042347380596786,0.0711561029938631,0.89,100
"Pooled CCW","RR",5,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.856946180089745,0.856815350661249,0.049657989597748,0.000130829428495865,0.0499079841647059,0.93,100
"Pooled CCW","RR",10,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.883508376141874,0.886100605758232,0.0391509012898725,-0.00259222961635799,0.0392617918647343,0.93,100
"Pooled CCW","RR",15,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.899913455663063,0.902153214494756,0.0352257400424538,-0.00223975883169251,0.0353315643055492,0.95,100
"Pooled CCW","RR",5,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.898108438979786,0.901471468569678,0.0617849202402848,-0.00336302958989194,0.0620041249937312,0.9,100
"Pooled CCW","RR",10,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.926062659576398,0.920260011251172,0.0362073340151153,0.00580264832522563,0.0359193865790894,0.92,100
"Pooled CCW","RR",15,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.936467872003307,0.932573191466725,0.0287672533697832,0.00389468053658226,0.0286459814369156,0.9,100
"Pooled CCW","RR",5,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.934398073902089,0.931042924317417,0.0680919848194045,0.00335514958467188,0.068351892290613,0.85,100
"Pooled CCW","RR",10,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.947447408381602,0.945751001578107,0.0466499640612531,0.00169640680349469,0.0468539677488617,0.91,100
"Pooled CCW","RR",15,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.957001856546415,0.952454629339884,0.0392520370033605,0.00454722720653048,0.0391841693148434,0.89,100
"Pooled CCW","RR",5,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.861354435880848,0.858924100667627,0.0640866441079777,0.00243033521322113,0.0643631695907814,0.93,100
"Pooled CCW","RR",10,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.894342500262133,0.886438111459635,0.0521017614666619,0.00790438880249861,0.0517581222395628,0.87,100
"Pooled CCW","RR",15,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.904401340505025,0.901357179239573,0.0405769811849028,0.0030441612654515,0.0406664739720954,0.94,100
"Pooled CCW","RR",5,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.900370106320679,0.901128654034344,0.0758884198757469,-0.000758547713665271,0.0762669214646872,0.88,100
"Pooled CCW","RR",10,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.915236586910571,0.919713409017867,0.06394919305354,-0.00447682210729641,0.0641136723786535,0.94,100
"Pooled CCW","RR",15,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.931050187262583,0.930656753453094,0.0447728836498136,0.000393433809489689,0.0449967038092152,0.92,100
"Pooled CCW","RR",5,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.931116613372424,0.930861338961872,0.0705833989651563,0.000255274410552245,0.0709385211452316,0.89,100
"Pooled CCW","RR",10,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.952570967343093,0.946254014991693,0.0598866491995991,0.00631695235140007,0.0598525702624051,0.86,100
"Pooled CCW","RR",15,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.958226447510491,0.95235263381563,0.0429566999399555,0.00587381369486107,0.0427675934901512,0.91,100
"Federated landmark IPW","RR",5,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.733163764534536,0.880591408870502,0.214506694237756,-0.147427644335966,0.156599636074109,NA,100
"Federated landmark IPW","RR",10,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.659421348810579,0.894202060835619,0.307311761150296,-0.234780712025041,0.199287964337056,NA,100
"Federated landmark IPW","RR",15,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.595441669009913,0.905158279892996,0.356031900140747,-0.309716610883083,0.176481706669037,NA,100
"Federated landmark IPW","RR",5,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.765736673330497,0.921777507765187,0.23404163802802,-0.156040834434689,0.175311400632364,NA,100
"Federated landmark IPW","RR",10,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.715482874352276,0.929861477740268,0.291169434438194,-0.214378603387991,0.198024215335051,NA,100
"Federated landmark IPW","RR",15,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.727279763017219,0.936851497649284,0.318174150069982,-0.209571734632065,0.24061049838986,NA,100
"Federated landmark IPW","RR",5,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.833880755482514,0.944775108054415,0.239452482268007,-0.110894352571901,0.21329529450636,NA,100
"Federated landmark IPW","RR",10,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.78533267337447,0.948746482035201,0.253927443933759,-0.163413808660731,0.195337247664074,NA,100
"Federated landmark IPW","RR",15,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.755645579135283,0.954950305585809,0.301457810020414,-0.199304726450526,0.227312887281002,NA,100
"Federated landmark IPW","RR",5,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.681169145575363,0.856815350661249,0.206181556602449,-0.175646205085886,0.108521956638564,NA,100
"Federated landmark IPW","RR",10,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.626538191140983,0.886100605758232,0.275134191296734,-0.259562414617249,0.0917075729034952,NA,100
"Federated landmark IPW","RR",15,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.596269725976856,0.902153214494756,0.329008437374802,-0.3058834885179,0.121779081798002,NA,100
"Federated landmark IPW","RR",5,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.770410066097143,0.901471468569678,0.168487400639136,-0.131061402472535,0.106415010694336,NA,100
"Federated landmark IPW","RR",10,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.733113192835959,0.920260011251172,0.216258886127074,-0.187146818415213,0.108915564488573,NA,100
"Federated landmark IPW","RR",15,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.711779091345151,0.932573191466725,0.260090537655114,-0.220794100121574,0.138159083862655,NA,100
"Federated landmark IPW","RR",5,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.835982743816768,0.931042924317417,0.148481089593994,-0.0950601805006486,0.114636870909507,NA,100
"Federated landmark IPW","RR",10,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.811134850879745,0.945751001578107,0.181209926879329,-0.134616150698363,0.121918707685095,NA,100
"Federated landmark IPW","RR",15,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.793576077469928,0.952454629339884,0.215045375014314,-0.158878551869956,0.145651164388167,NA,100
"Federated landmark IPW","RR",5,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.67946466932702,0.858924100667627,0.215274353680483,-0.179459431340607,0.119499629581673,NA,100
"Federated landmark IPW","RR",10,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.633433979609943,0.886438111459635,0.27829868683928,-0.253004131849692,0.116511014624107,NA,100
"Federated landmark IPW","RR",15,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.587751558729799,0.901357179239573,0.338684820869238,-0.313605620509774,0.128546350843025,NA,100
"Federated landmark IPW","RR",5,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.767013075860182,0.901128654034344,0.184005880415364,-0.134115578174162,0.126615522842542,NA,100
"Federated landmark IPW","RR",10,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.705136231813332,0.919713409017867,0.253306606740377,-0.214577177204535,0.135291947849032,NA,100
"Federated landmark IPW","RR",15,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.677489457217108,0.930656753453094,0.282057462422759,-0.253167296235985,0.124975683392091,NA,100
"Federated landmark IPW","RR",5,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.832153990130602,0.930861338961872,0.154128869165298,-0.0987073488312693,0.11897104136601,NA,100
"Federated landmark IPW","RR",10,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.799581933418966,0.946254014991693,0.227321365089228,-0.146672081572727,0.174547911031928,NA,100
"Federated landmark IPW","RR",15,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.78594608537414,0.95235263381563,0.248155979269067,-0.16640654844149,0.18502047575134,NA,100
"Federated IPW (no cloning)","RR",5,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.759192952604252,0.880591408870502,0.183109841589779,-0.12139845626625,0.13777315898451,NA,100
"Federated IPW (no cloning)","RR",10,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.681493342004731,0.894202060835619,0.24181384397853,-0.212708718830889,0.115596547050047,NA,100
"Federated IPW (no cloning)","RR",15,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.671861231351494,0.905158279892996,0.253981439842329,-0.233297048541502,0.100900285441761,NA,100
"Federated IPW (no cloning)","RR",5,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.793492372284152,0.921777507765187,0.186830836478027,-0.128285135481035,0.136510204131457,NA,100
"Federated IPW (no cloning)","RR",10,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.745280064174866,0.929861477740268,0.218990850522969,-0.184581413565401,0.118435484628397,NA,100
"Federated IPW (no cloning)","RR",15,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.733278576760509,0.936851497649284,0.237665398973074,-0.203572920888775,0.123267417888803,NA,100
"Federated IPW (no cloning)","RR",5,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.811522629024833,0.944775108054415,0.200384149034622,-0.133252479029582,0.150412174504567,NA,100
"Federated IPW (no cloning)","RR",10,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.791228581252824,0.948746482035201,0.214809876520801,-0.157517900782377,0.14678849617765,NA,100
"Federated IPW (no cloning)","RR",15,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.750367261065201,0.954950305585809,0.239072031892994,-0.204583044520609,0.12432124536301,NA,100
"Federated IPW (no cloning)","RR",5,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.729868080344314,0.856815350661249,0.143704693912969,-0.126947270316935,0.0676848729925615,NA,100
"Federated IPW (no cloning)","RR",10,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.671330763541106,0.886100605758232,0.224988220106489,-0.214769842217127,0.0673721314916901,NA,100
"Federated IPW (no cloning)","RR",15,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.639594461299129,0.902153214494756,0.268567837067356,-0.262558753195627,0.0567787147786439,NA,100
"Federated IPW (no cloning)","RR",5,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.792080366591929,0.901471468569678,0.140064522523188,-0.109391101977749,0.0879144285381782,NA,100
"Federated IPW (no cloning)","RR",10,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.74832267391069,0.920260011251172,0.181123513450481,-0.171937337340482,0.0572366975671723,NA,100
"Federated IPW (no cloning)","RR",15,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.713491992392428,0.932573191466725,0.224166402021971,-0.219081199074297,0.0477155291796426,NA,100
"Federated IPW (no cloning)","RR",5,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.845265364500044,0.931042924317417,0.121495827962146,-0.0857775598173731,0.0864767525482845,NA,100
"Federated IPW (no cloning)","RR",10,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.78915791541886,0.945751001578107,0.171491417431077,-0.156593086159248,0.0702658129127179,NA,100
"Federated IPW (no cloning)","RR",15,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.758704411715229,0.952454629339884,0.202822822305666,-0.193750217624656,0.0602851005801072,NA,100
"Federated IPW (no cloning)","RR",5,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.72055538684615,0.858924100667627,0.162751687075747,-0.138368713821476,0.086118374494928,NA,100
"Federated IPW (no cloning)","RR",10,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.68014847751992,0.886438111459635,0.225528293016815,-0.206289633939715,0.0916052018730326,NA,100
"Federated IPW (no cloning)","RR",15,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.646437795266252,0.901357179239573,0.266272376911671,-0.254919383973321,0.0773101217833425,NA,100
"Federated IPW (no cloning)","RR",5,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.787224734637115,0.901128654034344,0.148940628678799,-0.113903919397229,0.0964480705892521,NA,100
"Federated IPW (no cloning)","RR",10,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.730061567240215,0.919713409017867,0.212157901612057,-0.189651841777652,0.0955745735954671,NA,100
"Federated IPW (no cloning)","RR",15,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.706587360940466,0.930656753453094,0.236539132077912,-0.224069392512627,0.076168794103264,NA,100
"Federated IPW (no cloning)","RR",5,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.830939435022968,0.930861338961872,0.133703060839802,-0.0999219039389036,0.089285161091119,NA,100
"Federated IPW (no cloning)","RR",10,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.78677032470461,0.946254014991693,0.186660656632146,-0.159483690287083,0.0974791004109439,NA,100
"Federated IPW (no cloning)","RR",15,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.753733083109167,0.95235263381563,0.211167465338808,-0.198619550706463,0.0720687977621969,NA,100
