"task_id","rep","estimand","fragmentation","initiation","n_sites","n_per_site","empty_g1_at_tstar","truth","fed_estimate","fed_bias","local_estimate","local_bias","local_minus_fed","absolute_bias_gap","empty_g1_fraction"
1,25,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0929707670454989,-0.00396460066144766,-0.0926170840609777,-0.00361091767692645,0.000353682984521209,-0.000353682984521209,0
1,25,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.89306614876863,-0.0345033298106419,1.8849654873012,-0.0426039912780727,-0.00810066146743083,0.00810066146743083,0
1,26,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0877113450290593,0.00129482135499193,-0.0873692056191385,0.00163696076491271,0.000342139409920783,0.000342139409920783,0
1,26,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.83606331186219,-0.0915061667170836,1.83111282619945,-0.0964566523798283,-0.0049504856627447,0.0049504856627447,0
1,27,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0901878312015841,-0.0011816648175329,-0.0898883772217535,-0.000882210837702235,0.000299453979830666,-0.000299453979830666,0
1,27,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.82371907735418,-0.10385040122509,1.82052808409104,-0.107041394488229,-0.00319099326313932,0.00319099326313932,0
1,28,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0911407822589826,-0.00213461587493136,-0.0906222944864167,-0.00161612810236544,0.000518487772565912,-0.000518487772565912,0
1,28,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.77741879972522,-0.150150678854052,1.77364156865422,-0.153927909925056,-0.00377723107100358,0.00377723107100358,0
1,29,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0861307459615217,0.00287542042252953,-0.0856380096372431,0.00336815674680813,0.000492736324278598,0.000492736324278598,0
1,29,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.71387875951805,-0.213690719061223,1.70884841309728,-0.218721065481992,-0.00503034642076905,0.00503034642076905,0
1,30,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0781213499907244,0.0108848163933268,-0.0775339130033064,0.0114722533807449,0.000587436987418033,0.000587436987418033,0
1,30,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.56213709126794,-0.365432387311339,1.55466119928453,-0.372908279294746,-0.00747589198340748,0.00747589198340748,0
1,31,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0870004191745675,0.00200574720948377,-0.0861617104377357,0.00284445594631555,0.000838708736831784,0.000838708736831784,0
1,31,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.69531423776368,-0.232255240815592,1.68364312123714,-0.243926357342133,-0.0116711165265411,0.0116711165265411,0
1,32,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0876401842688299,0.00136598211522132,-0.086956037882458,0.00205012850159325,0.000684146386371931,0.000684146386371931,0
1,32,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.68588629551819,-0.241683183061086,1.68045350108373,-0.247115977495543,-0.00543279443445677,0.00543279443445677,0
1,33,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0893117385158464,-0.000305572131795162,-0.0887023161439413,0.000303850240109926,0.000609422371905088,-1.72189168523573e-06,0
1,33,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.76323308890269,-0.164336389676581,1.75923593780111,-0.168333540778162,-0.00399715110158105,0.00399715110158105,0
1,34,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0916884863743894,-0.00268231999033819,-0.091357844905895,-0.00235167852184381,0.000330641468494375,-0.000330641468494375,0
1,34,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.811537636927,-0.116031841652273,1.81287529352616,-0.114694185053114,0.00133765659915852,-0.00133765659915852,0
