"method","estimand","tau","beta_trt","scenario","conf_mult","t_star","site_sizes","init_intercepts","mean_est","truth","rmse","bias","emp_sd","coverage","n_reps"
"Federated CCW","RD",9,-1,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.0944428533242574,-0.0997926805482521,0.0320202414278805,0.00534982722399472,0.0317292079342442,0.94,100
"Federated CCW","RD",3,-0.7,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.079150300520118,-0.0945497549345045,0.0508645161268389,0.0153994544143865,0.0487215942060238,0.92,100
"Federated CCW","RD",6,-0.7,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.0817724184218538,-0.0771062167818387,0.0369540966219045,-0.00466620164001509,0.0368429895390908,0.97,100
"Federated CCW","RD",9,-0.7,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.062746285407168,-0.0680797510179275,0.0330282300815424,0.00533346561075953,0.0327589624855465,0.93,100
"Federated CCW","RD",3,-0.5,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.0780969046336905,-0.0652419226450364,0.0550631037932244,-0.0128549819886541,0.0538112567305766,0.97,100
"Federated CCW","RD",6,-0.5,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.026230294792264,-0.0537208970116081,0.0411426555751881,0.0274906022193441,0.0307644176169393,0.86,100
"Federated CCW","RD",9,-0.5,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.0591044393605964,-0.0477480204468972,0.0408776002664424,-0.0113564189136992,0.0394662616814759,0.96,100
"Federated CCW","RD",3,-1,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.156886633282407,-0.146989280744022,0.115518810681147,-0.00989735253838556,0.115673862469024,0.84,100
"Federated CCW","RD",6,-1,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.121193738850727,-0.124887284393515,0.0832992853357823,0.00369354554278731,0.0836365915930852,0.84,100
"Federated CCW","RD",9,-1,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.0869007081643157,-0.108579816052468,0.0641547553412925,0.0216791078881524,0.0606850531085108,0.82,100
