"method","estimand","fragmentation","initiation","init_intercept","n_sites","n_per_site","total_n","tau","t_star","beta_trt","conf_mult","truncation","mean_est","median_est","truth","mean_bias","median_bias","emp_sd","rmse","coverage","mean_init_rate","mean_death_rate","mean_zero_initiation_sites","mean_empty_g1_at_tstar","mean_empty_g1_fraction","mean_fit_warning_count","n_reps"
"fed_ccw_tvipcw","RR","100_sites_x_50","sparse",-4.5,100,50,5000,4,25,-0.7,0,"0.001/0.999",0.863356872776369,0.858983239212733,0.900022361565731,-0.0366654887893623,-0.0410391223529988,0.0696506120202135,0.0786091287983603,0.976666666666667,0.035266,0.848106666666667,18.0333333333333,57.85,0.5785,61.2866666666667,300
"fed_ccw_tvipcw","RR","10_sites_x_500","moderate",-2.5,10,500,5000,4,25,-0.7,0,"0.001/0.999",0.895748079649369,0.89507478347211,0.895150843144278,0.000597236505090415,-7.60596721683382e-05,0.0126823691234106,0.0126752923596858,0.966666666666667,0.228105333333333,0.819213333333333,0,0,0,0,300
"fed_ccw_tvipcw","RR","10_sites_x_500","sparse",-4.5,10,500,5000,4,25,-0.7,0,"0.001/0.999",0.909501577538439,0.90602361415581,0.900022361565731,0.00947921597270796,0.00600125259007855,0.0291572538206865,0.0306131861728455,0.936666666666667,0.03616,0.844415333333333,0,0.0333333333333333,0.00333333333333333,0,300
"fed_ccw_tvipcw","RR","20_sites_x_250","moderate",-2.5,20,250,5000,4,25,-0.7,0,"0.001/0.999",0.893479619619493,0.892129735058985,0.895150843144278,-0.00167122352478558,-0.00302110808529332,0.0117645635667598,0.0118632455143217,0.953333333333333,0.228116666666667,0.81962,0,0,0,0,300
"fed_ccw_tvipcw","RR","20_sites_x_250","sparse",-4.5,20,250,5000,4,25,-0.7,0,"0.001/0.999",0.895605739386335,0.902736375472898,0.900022361565731,-0.00441662217939594,0.00271401390716608,0.0487292796731421,0.0488480716775387,0.916666666666667,0.0362633333333333,0.845374666666667,0,1.09666666666667,0.0548333333333333,0,300
"fed_ccw_tvipcw","RR","50_sites_x_100","moderate",-2.5,50,100,5000,4,25,-0.7,0,"0.001/0.999",0.900474032720052,0.901141176899998,0.895150843144278,0.00532318957577405,0.00599033375571989,0.0116092179220871,0.0127538637891789,0.98,0.228278,0.82203,0,0,0,0,300
"fed_ccw_tvipcw","RR","50_sites_x_100","sparse",-4.5,50,100,5000,4,25,-0.7,0,"0.001/0.999",0.92687206117755,0.93634793235235,0.900022361565731,0.026849699611819,0.0363255707866189,0.0472702347144505,0.0542948727681012,0.836666666666667,0.0361506666666667,0.845652,1.32333333333333,16.3766666666667,0.327533333333333,4.06,300
"fed_ccw_tvipcw","psi0","100_sites_x_50","moderate",-2.5,100,50,5000,4,25,-0.7,0,"0.001/0.999",0.851692631856162,0.853424253231564,0.848897302116875,0.00279532973928686,0.00452695111468893,0.00827255051166331,0.00871899325301584,NA,0.225412,0.823667333333333,0,1.58,0.0158,0,300
"fed_ccw_tvipcw","psi0","100_sites_x_50","sparse",-4.5,100,50,5000,4,25,-0.7,0,"0.001/0.999",0.852084821940507,0.851396207421285,0.849033014015289,0.00305180792521783,0.00236319340599611,0.00624891825572367,0.00694495123917967,NA,0.035266,0.848106666666667,18.0333333333333,57.85,0.5785,61.2866666666667,300
"fed_ccw_tvipcw","psi0","10_sites_x_500","moderate",-2.5,10,500,5000,4,25,-0.7,0,"0.001/0.999",0.847785524400241,0.848099011997365,0.848897302116875,-0.00111177771663422,-0.000798290119509659,0.00526261890174169,0.00537018530442139,NA,0.228105333333333,0.819213333333333,0,0,0,0,300
"fed_ccw_tvipcw","psi0","10_sites_x_500","sparse",-4.5,10,500,5000,4,25,-0.7,0,"0.001/0.999",0.848707072826185,0.848850375698963,0.849033014015289,-0.000325941189104219,-0.000182638316325923,0.00502587831411131,0.0050280704361529,NA,0.03616,0.844415333333333,0,0.0333333333333333,0.00333333333333333,0,300
"fed_ccw_tvipcw","psi0","20_sites_x_250","moderate",-2.5,20,250,5000,4,25,-0.7,0,"0.001/0.999",0.848368259782023,0.848156710609856,0.848897302116875,-0.000529042334851667,-0.000740591507018995,0.00502156971792724,0.00504103107997717,NA,0.228116666666667,0.81962,0,0,0,0,300
