"task_id","rep","fragmentation","initiation","init_intercept","n_sites","n_per_site","total_n","observed_init_rate","observed_death_rate","zero_initiation_sites","mean_initiators_per_site","min_initiators_per_site","max_initiators_per_site","empty_g1_at_tau","empty_g1_at_tstar","empty_g0_at_tstar","any_post_tau_empty_g1","fit_warning_count"
2,273,"20_sites_x_250","moderate",-2.5,20,250,5000,0.233,0.8186,0,58.25,46,70,0,0,0,0,0
2,274,"20_sites_x_250","moderate",-2.5,20,250,5000,0.23,0.8228,0,57.5,46,70,0,0,0,0,0
2,275,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2308,0.8204,0,57.7,46,70,0,0,0,0,0
2,276,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2322,0.8168,0,58.05,46,70,0,0,0,0,0
2,277,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2306,0.8192,0,57.65,46,70,0,0,0,0,0
2,278,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2276,0.8224,0,56.9,46,70,0,0,0,0,0
2,279,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2296,0.8254,0,57.4,46,70,0,0,0,0,0
2,280,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2266,0.825,0,56.65,46,70,0,0,0,0,0
2,281,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2278,0.8284,0,56.95,46,70,0,0,0,0,0
2,282,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2282,0.8298,0,57.05,46,70,0,0,0,0,0
2,283,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2292,0.8298,0,57.3,46,70,0,0,0,0,0
2,284,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2294,0.8284,0,57.35,46,70,0,0,0,0,0
2,285,"20_sites_x_250","moderate",-2.5,20,250,5000,0.228,0.8304,0,57,46,70,0,0,0,0,0
2,286,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2278,0.8302,0,56.95,46,70,0,0,0,0,0
2,287,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2308,0.8314,0,57.7,47,70,0,0,0,0,0
2,288,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2276,0.8326,0,56.9,47,70,0,0,0,0,0
2,289,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2272,0.8316,0,56.8,47,70,0,0,0,0,0
2,290,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2258,0.8314,0,56.45,47,70,0,0,0,0,0
2,291,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2262,0.8318,0,56.55,47,70,0,0,0,0,0
2,292,"20_sites_x_250","moderate",-2.5,20,250,5000,0.224,0.8326,0,56,47,68,0,0,0,0,0
2,293,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2228,0.8328,0,55.7,47,64,0,0,0,0,0
2,294,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2248,0.8314,0,56.2,48,64,0,0,0,0,0
2,295,"20_sites_x_250","moderate",-2.5,20,250,5000,0.222,0.8318,0,55.5,46,64,0,0,0,0,0
2,296,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2188,0.8324,0,54.7,41,64,0,0,0,0,0
2,297,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2194,0.8314,0,54.85,41,64,0,0,0,0,0
2,298,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2184,0.8308,0,54.6,41,64,0,0,0,0,0
2,299,"20_sites_x_250","moderate",-2.5,20,250,5000,0.2164,0.8322,0,54.1,41,64,0,0,0,0,0
2,300,"20_sites_x_250","moderate",-2.5,20,250,5000,0.218,0.8306,0,54.5,41,64,0,0,0,0,0
3,1,"50_sites_x_100","moderate",-2.5,50,100,5000,0.221,0.816,0,22.1,12,30,0,0,0,0,0
3,2,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2222,0.816,0,22.22,12,30,0,0,0,0,0
3,3,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2216,0.8152,0,22.16,12,30,0,0,0,0,0
3,4,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2216,0.8158,0,22.16,12,30,0,0,0,0,0
3,5,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2232,0.8158,0,22.32,12,30,0,0,0,0,0
3,6,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2248,0.8148,0,22.48,12,30,0,0,0,0,0
3,7,"50_sites_x_100","moderate",-2.5,50,100,5000,0.225,0.815,0,22.5,12,30,0,0,0,0,0
3,8,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2252,0.8142,0,22.52,12,30,0,0,0,0,0
3,9,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2258,0.8142,0,22.58,12,30,0,0,0,0,0
3,10,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2282,0.8134,0,22.82,12,33,0,0,0,0,0
3,11,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2274,0.8138,0,22.74,12,33,0,0,0,0,0
3,12,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2262,0.8138,0,22.62,12,33,0,0,0,0,0
3,13,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2256,0.8146,0,22.56,12,33,0,0,0,0,0
3,14,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2266,0.8142,0,22.66,12,33,0,0,0,0,0
3,15,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2252,0.8124,0,22.52,12,33,0,0,0,0,0
3,16,"50_sites_x_100","moderate",-2.5,50,100,5000,0.225,0.813,0,22.5,12,33,0,0,0,0,0
3,17,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2268,0.814,0,22.68,12,33,0,0,0,0,0
3,18,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2268,0.8148,0,22.68,12,33,0,0,0,0,0
3,19,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2278,0.815,0,22.78,12,33,0,0,0,0,0
3,20,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2276,0.8146,0,22.76,12,33,0,0,0,0,0
3,21,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2268,0.8168,0,22.68,12,33,0,0,0,0,0
3,22,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2288,0.8182,0,22.88,15,33,0,0,0,0,0
3,23,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2294,0.8178,0,22.94,15,33,0,0,0,0,0
3,24,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2298,0.8176,0,22.98,15,33,0,0,0,0,0
3,25,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2288,0.8174,0,22.88,15,33,0,0,0,0,0
3,26,"50_sites_x_100","moderate",-2.5,50,100,5000,0.23,0.8184,0,23,15,33,0,0,0,0,0
3,27,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2292,0.8186,0,22.92,15,33,0,0,0,0,0
3,28,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2294,0.8182,0,22.94,15,33,0,0,0,0,0
3,29,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2306,0.8178,0,23.06,15,33,0,0,0,0,0
3,30,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2288,0.8186,0,22.88,15,33,0,0,0,0,0
3,31,"50_sites_x_100","moderate",-2.5,50,100,5000,0.229,0.8182,0,22.9,15,33,0,0,0,0,0
3,32,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2292,0.8162,0,22.92,15,33,0,0,0,0,0
3,33,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2298,0.818,0,22.98,15,33,0,0,0,0,0
3,34,"50_sites_x_100","moderate",-2.5,50,100,5000,0.231,0.818,0,23.1,17,33,0,0,0,0,0
3,35,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2318,0.8168,0,23.18,17,33,0,0,0,0,0
3,36,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2332,0.8164,0,23.32,17,33,0,0,0,0,0
3,37,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2344,0.8144,0,23.44,17,33,0,0,0,0,0
3,38,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2342,0.814,0,23.42,17,33,0,0,0,0,0
3,39,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2348,0.814,0,23.48,17,33,0,0,0,0,0
3,40,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2348,0.8136,0,23.48,17,33,0,0,0,0,0
3,41,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2344,0.8138,0,23.44,17,33,0,0,0,0,0
3,42,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2344,0.8152,0,23.44,17,33,0,0,0,0,0
3,43,"50_sites_x_100","moderate",-2.5,50,100,5000,0.235,0.8148,0,23.5,17,33,0,0,0,0,0
3,44,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2342,0.8154,0,23.42,17,33,0,0,0,0,0
3,45,"50_sites_x_100","moderate",-2.5,50,100,5000,0.235,0.815,0,23.5,17,34,0,0,0,0,0
3,46,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2362,0.814,0,23.62,17,34,0,0,0,0,0
3,47,"50_sites_x_100","moderate",-2.5,50,100,5000,0.236,0.8144,0,23.6,17,34,0,0,0,0,0
3,48,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2352,0.816,0,23.52,17,34,0,0,0,0,0
3,49,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2346,0.816,0,23.46,17,34,0,0,0,0,0
3,50,"50_sites_x_100","moderate",-2.5,50,100,5000,0.235,0.8172,0,23.5,17,34,0,0,0,0,0
3,51,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2342,0.8166,0,23.42,17,34,0,0,0,0,0
3,52,"50_sites_x_100","moderate",-2.5,50,100,5000,0.233,0.8146,0,23.3,17,34,0,0,0,0,0
3,53,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2332,0.8162,0,23.32,17,34,0,0,0,0,0
3,54,"50_sites_x_100","moderate",-2.5,50,100,5000,0.235,0.8162,0,23.5,17,34,0,0,0,0,0
3,55,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2352,0.8144,0,23.52,17,34,0,0,0,0,0
3,56,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2334,0.8154,0,23.34,17,34,0,0,0,0,0
3,57,"50_sites_x_100","moderate",-2.5,50,100,5000,0.232,0.8148,0,23.2,17,34,0,0,0,0,0
3,58,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2306,0.8154,0,23.06,17,34,0,0,0,0,0
3,59,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2292,0.8166,0,22.92,14,34,0,0,0,0,0
3,60,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2288,0.817,0,22.88,14,34,0,0,0,0,0
3,61,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2294,0.8154,0,22.94,14,34,0,0,0,0,0
3,62,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2306,0.8158,0,23.06,14,34,0,0,0,0,0
3,63,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2304,0.8178,0,23.04,14,34,0,0,0,0,0
3,64,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2306,0.818,0,23.06,14,34,0,0,0,0,0
3,65,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2312,0.8192,0,23.12,14,34,0,0,0,0,0
3,66,"50_sites_x_100","moderate",-2.5,50,100,5000,0.23,0.8176,0,23,14,34,0,0,0,0,0
3,67,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2312,0.8164,0,23.12,14,34,0,0,0,0,0
3,68,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2302,0.816,0,23.02,14,34,0,0,0,0,0
3,69,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2312,0.8152,0,23.12,14,34,0,0,0,0,0
3,70,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2316,0.8156,0,23.16,14,34,0,0,0,0,0
3,71,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2306,0.8144,0,23.06,14,34,0,0,0,0,0
3,72,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2322,0.814,0,23.22,14,34,0,0,0,0,0
3,73,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2322,0.8144,0,23.22,14,34,0,0,0,0,0
3,74,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2328,0.8158,0,23.28,14,34,0,0,0,0,0
3,75,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2326,0.8156,0,23.26,14,34,0,0,0,0,0
3,76,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2318,0.8166,0,23.18,14,34,0,0,0,0,0
3,77,"50_sites_x_100","moderate",-2.5,50,100,5000,0.232,0.8168,0,23.2,14,34,0,0,0,0,0
3,78,"50_sites_x_100","moderate",-2.5,50,100,5000,0.233,0.8162,0,23.3,14,34,0,0,0,0,0
3,79,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2304,0.817,0,23.04,14,34,0,0,0,0,0
3,80,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2308,0.8172,0,23.08,14,34,0,0,0,0,0
3,81,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2318,0.818,0,23.18,14,34,0,0,0,0,0
3,82,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2306,0.82,0,23.06,14,34,0,0,0,0,0
3,83,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2328,0.8172,0,23.28,14,34,0,0,0,0,0
3,84,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2332,0.8184,0,23.32,14,34,0,0,0,0,0
3,85,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2316,0.819,0,23.16,14,34,0,0,0,0,0
3,86,"50_sites_x_100","moderate",-2.5,50,100,5000,0.232,0.819,0,23.2,14,34,0,0,0,0,0
3,87,"50_sites_x_100","moderate",-2.5,50,100,5000,0.231,0.8212,0,23.1,14,34,0,0,0,0,0
3,88,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2324,0.8216,0,23.24,14,34,0,0,0,0,0
3,89,"50_sites_x_100","moderate",-2.5,50,100,5000,0.232,0.8216,0,23.2,14,34,0,0,0,0,0
3,90,"50_sites_x_100","moderate",-2.5,50,100,5000,0.232,0.823,0,23.2,14,34,0,0,0,0,0
3,91,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2322,0.8244,0,23.22,14,34,0,0,0,0,0
3,92,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2302,0.825,0,23.02,14,34,0,0,0,0,0
3,93,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2292,0.8246,0,22.92,14,34,0,0,0,0,0
3,94,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2294,0.8246,0,22.94,14,34,0,0,0,0,0
3,95,"50_sites_x_100","moderate",-2.5,50,100,5000,0.226,0.825,0,22.6,14,31,0,0,0,0,0
3,96,"50_sites_x_100","moderate",-2.5,50,100,5000,0.226,0.827,0,22.6,14,31,0,0,0,0,0
3,97,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2246,0.8288,0,22.46,14,31,0,0,0,0,0
3,98,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2258,0.8282,0,22.58,14,31,0,0,0,0,0
3,99,"50_sites_x_100","moderate",-2.5,50,100,5000,0.225,0.8296,0,22.5,14,31,0,0,0,0,0
3,100,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2258,0.8286,0,22.58,14,31,0,0,0,0,0
3,101,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2262,0.8286,0,22.62,14,31,0,0,0,0,0
3,102,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2274,0.832,0,22.74,14,31,0,0,0,0,0
3,103,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2268,0.8322,0,22.68,14,31,0,0,0,0,0
3,104,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2268,0.8326,0,22.68,14,31,0,0,0,0,0
3,105,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2272,0.8328,0,22.72,14,33,0,0,0,0,0
3,106,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2288,0.8328,0,22.88,14,33,0,0,0,0,0
3,107,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2294,0.8334,0,22.94,14,33,0,0,0,0,0
3,108,"50_sites_x_100","moderate",-2.5,50,100,5000,0.229,0.833,0,22.9,14,33,0,0,0,0,0
3,109,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2318,0.8312,0,23.18,14,33,0,0,0,0,0
3,110,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2298,0.8298,0,22.98,14,33,0,0,0,0,0
3,111,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2296,0.8308,0,22.96,14,33,0,0,0,0,0
3,112,"50_sites_x_100","moderate",-2.5,50,100,5000,0.228,0.8302,0,22.8,14,33,0,0,0,0,0
3,113,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2296,0.8284,0,22.96,14,33,0,0,0,0,0
3,114,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2304,0.8288,0,23.04,14,33,0,0,0,0,0
3,115,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2306,0.8296,0,23.06,14,33,0,0,0,0,0
3,116,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2306,0.8298,0,23.06,14,33,0,0,0,0,0
3,117,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2284,0.8324,0,22.84,14,33,0,0,0,0,0
3,118,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2286,0.8332,0,22.86,14,33,0,0,0,0,0
3,119,"50_sites_x_100","moderate",-2.5,50,100,5000,0.228,0.8332,0,22.8,14,33,0,0,0,0,0
3,120,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2272,0.8334,0,22.72,14,33,0,0,0,0,0
3,121,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2284,0.8324,0,22.84,14,33,0,0,0,0,0
3,122,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2268,0.8306,0,22.68,14,33,0,0,0,0,0
3,123,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2272,0.8304,0,22.72,14,33,0,0,0,0,0
3,124,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2282,0.8292,0,22.82,14,33,0,0,0,0,0
3,125,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2296,0.8292,0,22.96,14,33,0,0,0,0,0
3,126,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2284,0.828,0,22.84,14,33,0,0,0,0,0
3,127,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2292,0.8286,0,22.92,14,33,0,0,0,0,0
3,128,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2284,0.8298,0,22.84,14,33,0,0,0,0,0
3,129,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2292,0.8294,0,22.92,15,33,0,0,0,0,0
3,130,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2298,0.829,0,22.98,15,33,0,0,0,0,0
3,131,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2292,0.8306,0,22.92,15,33,0,0,0,0,0
3,132,"50_sites_x_100","moderate",-2.5,50,100,5000,0.229,0.8296,0,22.9,15,33,0,0,0,0,0
3,133,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2274,0.8318,0,22.74,15,33,0,0,0,0,0
3,134,"50_sites_x_100","moderate",-2.5,50,100,5000,0.226,0.8312,0,22.6,15,33,0,0,0,0,0
3,135,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2284,0.8302,0,22.84,15,33,0,0,0,0,0
3,136,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2276,0.8296,0,22.76,15,33,0,0,0,0,0
3,137,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2288,0.8302,0,22.88,15,33,0,0,0,0,0
3,138,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2286,0.8306,0,22.86,15,33,0,0,0,0,0
3,139,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2288,0.832,0,22.88,15,33,0,0,0,0,0
3,140,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2286,0.8312,0,22.86,15,33,0,0,0,0,0
3,141,"50_sites_x_100","moderate",-2.5,50,100,5000,0.229,0.8302,0,22.9,15,33,0,0,0,0,0
3,142,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2306,0.8286,0,23.06,15,33,0,0,0,0,0
3,143,"50_sites_x_100","moderate",-2.5,50,100,5000,0.231,0.8278,0,23.1,15,33,0,0,0,0,0
3,144,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2308,0.8268,0,23.08,15,33,0,0,0,0,0
3,145,"50_sites_x_100","moderate",-2.5,50,100,5000,0.231,0.8256,0,23.1,15,33,0,0,0,0,0
3,146,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2312,0.8252,0,23.12,15,33,0,0,0,0,0
3,147,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2304,0.8258,0,23.04,15,33,0,0,0,0,0
3,148,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2278,0.8262,0,22.78,15,33,0,0,0,0,0
3,149,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2286,0.8266,0,22.86,15,33,0,0,0,0,0
3,150,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2276,0.8274,0,22.76,15,33,0,0,0,0,0
3,151,"50_sites_x_100","moderate",-2.5,50,100,5000,0.227,0.8272,0,22.7,15,33,0,0,0,0,0
3,152,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2256,0.8254,0,22.56,15,33,0,0,0,0,0
3,153,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2254,0.8248,0,22.54,15,33,0,0,0,0,0
3,154,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2244,0.825,0,22.44,15,33,0,0,0,0,0
3,155,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2218,0.8254,0,22.18,15,31,0,0,0,0,0
3,156,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2206,0.8256,0,22.06,15,31,0,0,0,0,0
3,157,"50_sites_x_100","moderate",-2.5,50,100,5000,0.22,0.8258,0,22,15,31,0,0,0,0,0
3,158,"50_sites_x_100","moderate",-2.5,50,100,5000,0.221,0.8252,0,22.1,15,31,0,0,0,0,0
3,159,"50_sites_x_100","moderate",-2.5,50,100,5000,0.22,0.8252,0,22,15,31,0,0,0,0,0
3,160,"50_sites_x_100","moderate",-2.5,50,100,5000,0.221,0.827,0,22.1,15,31,0,0,0,0,0
3,161,"50_sites_x_100","moderate",-2.5,50,100,5000,0.222,0.8252,0,22.2,15,31,0,0,0,0,0
3,162,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2208,0.8264,0,22.08,15,31,0,0,0,0,0
3,163,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2204,0.8278,0,22.04,15,31,0,0,0,0,0
3,164,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2172,0.8258,0,21.72,13,31,0,0,0,0,0
3,165,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2174,0.8236,0,21.74,13,31,0,0,0,0,0
3,166,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2184,0.8242,0,21.84,13,31,0,0,0,0,0
3,167,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2196,0.8218,0,21.96,13,31,0,0,0,0,0
3,168,"50_sites_x_100","moderate",-2.5,50,100,5000,0.221,0.8206,0,22.1,13,31,0,0,0,0,0
3,169,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2214,0.8202,0,22.14,13,31,0,0,0,0,0
3,170,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2232,0.8204,0,22.32,13,31,0,0,0,0,0
3,171,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2216,0.8216,0,22.16,13,31,0,0,0,0,0
3,172,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2222,0.8232,0,22.22,13,31,0,0,0,0,0
3,173,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2218,0.8222,0,22.18,13,31,0,0,0,0,0
3,174,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2202,0.8222,0,22.02,13,31,0,0,0,0,0
3,175,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2194,0.822,0,21.94,13,31,0,0,0,0,0
3,176,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2204,0.8206,0,22.04,13,31,0,0,0,0,0
3,177,"50_sites_x_100","moderate",-2.5,50,100,5000,0.22,0.8192,0,22,13,31,0,0,0,0,0
3,178,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2216,0.8192,0,22.16,13,31,0,0,0,0,0
3,179,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2226,0.8194,0,22.26,13,31,0,0,0,0,0
3,180,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2226,0.8202,0,22.26,13,31,0,0,0,0,0
3,181,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2224,0.819,0,22.24,13,31,0,0,0,0,0
3,182,"50_sites_x_100","moderate",-2.5,50,100,5000,0.223,0.8186,0,22.3,13,31,0,0,0,0,0
3,183,"50_sites_x_100","moderate",-2.5,50,100,5000,0.224,0.8184,0,22.4,13,31,0,0,0,0,0
3,184,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2266,0.8186,0,22.66,13,31,0,0,0,0,0
3,185,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2262,0.8182,0,22.62,13,31,0,0,0,0,0
3,186,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2262,0.8196,0,22.62,13,31,0,0,0,0,0
3,187,"50_sites_x_100","moderate",-2.5,50,100,5000,0.226,0.8164,0,22.6,13,30,0,0,0,0,0
3,188,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2262,0.8156,0,22.62,13,30,0,0,0,0,0
3,189,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2266,0.8156,0,22.66,13,30,0,0,0,0,0
3,190,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2272,0.8146,0,22.72,13,30,0,0,0,0,0
3,191,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2264,0.8152,0,22.64,13,30,0,0,0,0,0
3,192,"50_sites_x_100","moderate",-2.5,50,100,5000,0.226,0.8168,0,22.6,13,30,0,0,0,0,0
3,193,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2268,0.817,0,22.68,13,30,0,0,0,0,0
3,194,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2266,0.8172,0,22.66,13,30,0,0,0,0,0
3,195,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2278,0.819,0,22.78,13,30,0,0,0,0,0
3,196,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2288,0.8186,0,22.88,13,33,0,0,0,0,0
3,197,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2312,0.8174,0,23.12,13,33,0,0,0,0,0
3,198,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2328,0.817,0,23.28,13,33,0,0,0,0,0
3,199,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2336,0.8158,0,23.36,13,33,0,0,0,0,0
3,200,"50_sites_x_100","moderate",-2.5,50,100,5000,0.235,0.8152,0,23.5,13,33,0,0,0,0,0
3,201,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2358,0.8146,0,23.58,13,33,0,0,0,0,0
3,202,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2354,0.8154,0,23.54,13,33,0,0,0,0,0
3,203,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2354,0.815,0,23.54,13,33,0,0,0,0,0
3,204,"50_sites_x_100","moderate",-2.5,50,100,5000,0.2358,0.8146,0,23.58,13,33,0,0,0,0,0
