"method","estimand","tau","beta_trt","scenario","conf_mult","t_star","site_sizes","init_intercepts","mean_est","truth","bias","emp_sd","rmse","coverage","n_reps"
"Local CCW + curve meta-analysis","RD",2,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",-0.155040511541923,-0.159226270202059,0.0041857586601353,0.0374165242155802,0.0041857586601353,NA,100
"Local CCW + curve meta-analysis","RD",5,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",-0.121870229568378,-0.132377150030311,0.0105069204619338,0.0244720150548574,0.0105069204619338,NA,100
"Local CCW + curve meta-analysis","RD",8,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",-0.114318323732654,-0.121308991608462,0.00699066787580864,0.0247867420173276,0.00699066787580864,NA,100
"Local CCW + curve meta-analysis","RD",2,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",-0.106490664291486,-0.104543601071603,-0.00194706321988392,0.032586811257519,0.00194706321988392,NA,100
"Local CCW + curve meta-analysis","RD",5,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",-0.0843319388115844,-0.0886284580213903,0.00429651920980592,0.0246380696641446,0.00429651920980592,NA,100
"Local CCW + curve meta-analysis","RD",8,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",-0.0759282158692478,-0.0815980666420782,0.00566985077283048,0.026227964396828,0.00566985077283048,NA,100
"Local CCW + curve meta-analysis","RD",2,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",-0.0700323539791454,-0.071399278594779,0.00136692461563357,0.0320727034848536,0.00136692461563357,NA,100
"Local CCW + curve meta-analysis","RD",5,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",-0.0571188701904721,-0.0609944577766914,0.00387558758621929,0.0302364329440516,0.00387558758621929,NA,100
"Local CCW + curve meta-analysis","RD",8,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",-0.0520707440159633,-0.056344979038305,0.0042742350223417,0.0252457802044697,0.0042742350223417,NA,100
"Local CCW + curve meta-analysis","RD",2,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",-0.15125570593368,-0.15957236592368,0.00831665998999937,0.026520126349453,0.00831665998999937,NA,100
"Local CCW + curve meta-analysis","RD",5,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",-0.132213649779616,-0.1310527983408,-0.00116085143881537,0.0188251208453396,0.00116085143881537,NA,100
"Local CCW + curve meta-analysis","RD",8,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",-0.117874064712295,-0.120376375621156,0.00250231090886059,0.0176937348336216,0.00250231090886059,NA,100
"Local CCW + curve meta-analysis","RD",2,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",-0.103104491090678,-0.105547081552456,0.00244259046177887,0.0244275413552454,0.00244259046177887,NA,100
"Local CCW + curve meta-analysis","RD",5,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",-0.0908195941781914,-0.088343097379044,-0.0024764967991474,0.0191337137580373,0.0024764967991474,NA,100
"Local CCW + curve meta-analysis","RD",8,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",-0.0795915477919222,-0.081730114388728,0.00213856659680587,0.0138793835232918,0.00213856659680587,NA,100
"Local CCW + curve meta-analysis","RD",2,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",-0.0665933828813913,-0.0724780601653341,0.0058846772839428,0.0291801023725052,0.0058846772839428,NA,100
"Local CCW + curve meta-analysis","RD",5,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",-0.0587697583433014,-0.0611565510217956,0.00238679267849416,0.0181169328260358,0.00238679267849416,NA,100
"Local CCW + curve meta-analysis","RD",8,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",-0.0559575287742029,-0.0568697996070544,0.00091227083285154,0.0140536411978531,0.00091227083285154,NA,100
"Local CCW + curve meta-analysis","RD",2,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",-0.126940073378006,-0.16800051272222,0.0410604393442146,0.0565970309282149,0.0410604393442146,NA,100
"Local CCW + curve meta-analysis","RD",5,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",-0.109213900272931,-0.135925890482634,0.0267119902097038,0.0496883342939425,0.0267119902097038,NA,100
"Local CCW + curve meta-analysis","RD",8,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",-0.109949883455572,-0.121867323139782,0.0119174396842104,0.0589542293639172,0.0119174396842104,NA,100
"Local CCW + curve meta-analysis","RD",2,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",-0.0845543029911298,-0.111365398329922,0.0268110953387918,0.0631919880121459,0.0268110953387918,NA,100
"Local CCW + curve meta-analysis","RD",5,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",-0.0718933362605274,-0.0901105428272962,0.0182172065667689,0.0542575000344389,0.0182172065667689,NA,100
"Local CCW + curve meta-analysis","RD",8,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",-0.0557868908246383,-0.0798339717208472,0.0240470808962088,0.0523998273068365,0.0240470808962088,NA,100
"Local CCW + curve meta-analysis","RD",2,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",-0.0555759998296341,-0.0764641151528218,0.0208881153231877,0.0612264520274229,0.0208881153231877,NA,100
"Local CCW + curve meta-analysis","RD",5,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",-0.0350236532870256,-0.0610174617432336,0.0259938084562081,0.058718547032559,0.0259938084562081,NA,100
"Local CCW + curve meta-analysis","RD",8,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",-0.0272052434107451,-0.0530004391749477,0.0257951957642026,0.0491680447797072,0.0257951957642026,NA,100
"Federated CCW","RR",2,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.80887578475978,0.812451817146805,-0.00357603238702543,0.0499218887874167,0.00357603238702543,0.96,100
"Federated CCW","RR",5,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.849000317155801,0.844027088124082,0.00497322903171868,0.0406622986413737,0.00497322903171868,0.93,100
"Federated CCW","RR",8,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.860233050586748,0.856997915372426,0.00323513521432173,0.0331464538548691,0.00323513521432173,0.91,100
"Federated CCW","RR",2,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.868309355896757,0.876861008016911,-0.00855165212015463,0.0406966424518314,0.00855165212015463,0.95,100
"Federated CCW","RR",5,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.89572830483944,0.895573830759285,0.000154474080154567,0.0308374073621195,0.000154474080154567,0.94,100
"Federated CCW","RR",8,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.909718118394279,0.903810150618853,0.00590796777542659,0.0348954483203844,0.00590796777542659,0.9,100
"Federated CCW","RR",2,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.908468251473606,0.915900781067805,-0.00743252959419885,0.0458803676496649,0.00743252959419885,0.94,100
"Federated CCW","RR",5,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.926481176099976,0.928133494447154,-0.00165231834717807,0.0492701278519253,0.00165231834717807,0.94,100
"Federated CCW","RR",8,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.93445761517543,0.933579124235235,0.000878490940194815,0.0324686669284586,0.000878490940194815,0.88,100
"Federated CCW","RR",2,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.817964848133211,0.812059908464513,0.00590493966869827,0.0338487107346729,0.00590493966869827,0.94,100
"Federated CCW","RR",5,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.844077411921101,0.8456509933508,-0.00157358142969901,0.0213539986937544,0.00157358142969901,0.96,100
"Federated CCW","RR",8,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.860345670790243,0.858268868303082,0.00207680248716075,0.0194236793265,0.00207680248716075,0.91,100
"Federated CCW","RR",2,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.876212183360758,0.875689452534911,0.000522730825847755,0.030975571501479,0.000522730825847755,0.94,100
"Federated CCW","RR",5,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.891954920201466,0.895952856425777,-0.00399793622431075,0.0228787205853676,0.00399793622431075,0.95,100
"Federated CCW","RR",8,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.905485952618609,0.903770972117579,0.00171498050102971,0.0160260611214283,0.00171498050102971,0.98,100
"Federated CCW","RR",2,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.919358365231191,0.914637267029666,0.00472109820152487,0.0361868819874107,0.00472109820152487,0.91,100
"Federated CCW","RR",5,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.928948940647175,0.927972137796263,0.000976802850911809,0.0210543810441934,0.000976802850911809,0.97,100
"Federated CCW","RR",8,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.933951715428431,0.93304150406512,0.000910211363311747,0.0167705655037095,0.000910211363311747,0.98,100
"Federated CCW","RR",2,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.834434225332177,0.802559849407148,0.0318743759250291,0.0874919582455035,0.0318743759250291,0.77,100
"Federated CCW","RR",5,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.856771795260094,0.839379196095903,0.0173925991641906,0.0737535823610222,0.0173925991641906,0.86,100
"Federated CCW","RR",8,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.851155599805278,0.85491290773525,-0.00375730792997278,0.097434600227192,0.00375730792997278,0.85,100
"Federated CCW","RR",2,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.886596399906197,0.869119441001656,0.0174769589045409,0.0897383547880677,0.0174769589045409,0.74,100
"Federated CCW","RR",5,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.899103556192063,0.893518241611196,0.00558531458086716,0.0871348969707528,0.00558531458086716,0.81,100
"Federated CCW","RR",8,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.922646324381399,0.904955007441672,0.0176913169397274,0.074752129074798,0.0176913169397274,0.81,100
"Federated CCW","RR",2,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.913569464748126,0.910136664667896,0.00343280008022988,0.102326376456833,0.00343280008022988,0.84,100
"Federated CCW","RR",5,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.948148650922382,0.927896931757546,0.0202517191648354,0.0922529830569587,0.0202517191648354,0.72,100
"Federated CCW","RR",8,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.956775328694725,0.936901218386263,0.0198741103084625,0.0676267357509268,0.0198741103084625,0.84,100
"Pooled CCW","RR",2,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.809327916682973,0.812451817146805,-0.00312390046383224,0.0519637954659463,0.00312390046383224,0.95,100
"Pooled CCW","RR",5,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.84925148886161,0.844027088124082,0.00522440073752765,0.0341456718663885,0.00522440073752765,0.94,100
"Pooled CCW","RR",8,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.861306301942099,0.856997915372426,0.00430838656967272,0.0281932489118118,0.00430838656967272,0.92,100
"Pooled CCW","RR",2,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.867036164028249,0.876861008016911,-0.00982484398866241,0.0414157246813819,0.00982484398866241,0.96,100
"Pooled CCW","RR",5,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.89689881674335,0.895573830759285,0.00132498598406554,0.0286491684261233,0.00132498598406554,0.95,100
"Pooled CCW","RR",8,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.907277702826347,0.903810150618853,0.0034675522074947,0.0314791436763225,0.0034675522074947,0.92,100
"Pooled CCW","RR",2,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.91007290096379,0.915900781067805,-0.00582788010401494,0.0424508957075443,0.00582788010401494,0.93,100
"Pooled CCW","RR",5,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.930790631355286,0.928133494447154,0.00265713690813201,0.0353750988923248,0.00265713690813201,0.95,100
"Pooled CCW","RR",8,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.935384298200247,0.933579124235235,0.00180517396501186,0.0332067189016411,0.00180517396501186,0.91,100
"Pooled CCW","RR",2,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.816783417557518,0.812059908464513,0.00472350909300535,0.0336784248234835,0.00472350909300535,0.91,100
"Pooled CCW","RR",5,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.844139364879804,0.8456509933508,-0.00151162847099648,0.0211025816854364,0.00151162847099648,0.95,100
"Pooled CCW","RR",8,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.860097633970586,0.858268868303082,0.00182876566750451,0.0192523759738437,0.00182876566750451,0.91,100
"Pooled CCW","RR",2,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.87669376009358,0.875689452534911,0.00100430755866983,0.0310922021189755,0.00100430755866983,0.93,100
"Pooled CCW","RR",5,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.891858221709,0.895952856425777,-0.00409463471677657,0.0212364261700777,0.00409463471677657,0.96,100
"Pooled CCW","RR",8,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.904639546770348,0.903770972117579,0.000868574652768525,0.0161186578301788,0.000868574652768525,0.98,100
"Pooled CCW","RR",2,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.919873791727984,0.914637267029666,0.00523652469831816,0.0347481095599393,0.00523652469831816,0.88,100
"Pooled CCW","RR",5,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.929277298435143,0.927972137796263,0.00130516063887919,0.0200399095221246,0.00130516063887919,0.97,100
"Pooled CCW","RR",8,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.93328268706716,0.93304150406512,0.000241183002040702,0.0167755582695011,0.000241183002040702,0.97,100
"Pooled CCW","RR",2,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.833502634833187,0.802559849407148,0.0309427854260383,0.0898883381080028,0.0309427854260383,0.77,100
"Pooled CCW","RR",5,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.85763604860378,0.839379196095903,0.0182568525078773,0.0704586653353655,0.0182568525078773,0.83,100
"Pooled CCW","RR",8,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.853980200628011,0.85491290773525,-0.000932707107239071,0.0892529180782941,0.000932707107239071,0.83,100
"Pooled CCW","RR",2,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.889312248133643,0.869119441001656,0.0201928071319874,0.0851188017040533,0.0201928071319874,0.76,100
"Pooled CCW","RR",5,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.899233541908759,0.893518241611196,0.00571530029756297,0.0808814438676191,0.00571530029756297,0.81,100
"Pooled CCW","RR",8,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.924380573696042,0.904955007441672,0.0194255662543703,0.067578008932133,0.0194255662543703,0.82,100
"Pooled CCW","RR",2,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.911876654302367,0.910136664667896,0.00173998963447145,0.109095351168589,0.00173998963447145,0.86,100
"Pooled CCW","RR",5,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.947025970859703,0.927896931757546,0.0191290391021565,0.0836000615303306,0.0191290391021565,0.74,100
"Pooled CCW","RR",8,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.955951057951872,0.936901218386263,0.0190498395656093,0.0684408407847253,0.0190498395656093,0.81,100
"Federated IPW (no cloning)","RR",2,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.815506247734357,0.812451817146805,0.00305443058755174,0.0512444254564746,0.00305443058755174,NA,100
"Federated IPW (no cloning)","RR",5,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.884809253660278,0.844027088124082,0.0407821655361957,0.0470816873579996,0.0407821655361957,NA,100
"Federated IPW (no cloning)","RR",8,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.922136281126966,0.856997915372426,0.0651383657545401,0.0409117374346889,0.0651383657545401,NA,100
"Federated IPW (no cloning)","RR",2,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.875331570484635,0.876861008016911,-0.00152943753227657,0.0415350432970494,0.00152943753227657,NA,100
"Federated IPW (no cloning)","RR",5,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.934847047566869,0.895573830759285,0.0392732168075842,0.0345131286349417,0.0392732168075842,NA,100
"Federated IPW (no cloning)","RR",8,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.981975983323285,0.903810150618853,0.0781658327044327,0.043871574289493,0.0781658327044327,NA,100
"Federated IPW (no cloning)","RR",2,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.916474846926166,0.915900781067805,0.000574065858361484,0.0457491486448591,0.000574065858361484,NA,100
"Federated IPW (no cloning)","RR",5,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.971893778170775,0.928133494447154,0.0437602837236209,0.0533375372270254,0.0437602837236209,NA,100
"Federated IPW (no cloning)","RR",8,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",1.01009460516495,0.933579124235235,0.0765154809297186,0.0386238858135731,0.0765154809297186,NA,100
"Federated IPW (no cloning)","RR",2,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.814681846301314,0.812059908464513,0.00262193783680124,0.0354638917308751,0.00262193783680124,NA,100
"Federated IPW (no cloning)","RR",5,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.849333062987505,0.8456509933508,0.00368206963670468,0.022748342287977,0.00368206963670468,NA,100
"Federated IPW (no cloning)","RR",8,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.88011964263337,0.858268868303082,0.0218507743302884,0.0223866727690288,0.0218507743302884,NA,100
"Federated IPW (no cloning)","RR",2,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.875199306415716,0.875689452534911,-0.00049014611919459,0.031573566280963,0.00049014611919459,NA,100
"Federated IPW (no cloning)","RR",5,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.902972551652173,0.895952856425777,0.00701969522639562,0.0243952986379804,0.00701969522639562,NA,100
"Federated IPW (no cloning)","RR",8,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.933673155992884,0.903770972117579,0.0299021838753051,0.0184105379942995,0.0299021838753051,NA,100
"Federated IPW (no cloning)","RR",2,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.920119659994643,0.914637267029666,0.00548239296497617,0.0362675910011402,0.00548239296497617,NA,100
"Federated IPW (no cloning)","RR",5,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.944637021116151,0.927972137796263,0.0166648833198879,0.0228139022933855,0.0166648833198879,NA,100
"Federated IPW (no cloning)","RR",8,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.968035437685591,0.93304150406512,0.0349939336204709,0.018053271843058,0.0349939336204709,NA,100
"Federated IPW (no cloning)","RR",2,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.844552206920537,0.802559849407148,0.0419923575133886,0.0896812812533647,0.0419923575133886,NA,100
"Federated IPW (no cloning)","RR",5,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.907014716234592,0.839379196095903,0.0676355201386894,0.0788792796994859,0.0676355201386894,NA,100
"Federated IPW (no cloning)","RR",8,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.93640602034896,0.85491290773525,0.0814931126137099,0.119065600687137,0.0814931126137099,NA,100
"Federated IPW (no cloning)","RR",2,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.898831141486675,0.869119441001656,0.0297117004850194,0.0911507291819537,0.0297117004850194,NA,100
"Federated IPW (no cloning)","RR",5,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.951191525359426,0.893518241611196,0.0576732837482298,0.0910412599852606,0.0576732837482298,NA,100
"Federated IPW (no cloning)","RR",8,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",1.01842539573422,0.904955007441672,0.113470388292551,0.091539793321497,0.113470388292551,NA,100
"Federated IPW (no cloning)","RR",2,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",0.927031992587465,0.910136664667896,0.0168953279195686,0.103205995773267,0.0168953279195686,NA,100
"Federated IPW (no cloning)","RR",5,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",1.00384757923666,0.927896931757546,0.0759506474791105,0.100614067687673,0.0759506474791105,NA,100
"Federated IPW (no cloning)","RR",8,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",1.05676435427461,0.936901218386263,0.119863135888343,0.0834400387979926,0.119863135888343,NA,100
"Federated per-protocol (unweighted)","RR",2,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",1.03274104311788,0.812451817146805,0.220289225971075,0.0199554226527258,0.220289225971075,NA,100
"Federated per-protocol (unweighted)","RR",5,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",1.09051939449795,0.844027088124082,0.246492306373868,0.0190543233512601,0.246492306373868,NA,100
"Federated per-protocol (unweighted)","RR",8,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",1.13024927805188,0.856997915372426,0.273251362679452,0.0274230097316245,0.273251362679452,NA,100
"Federated per-protocol (unweighted)","RR",2,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",1.08536910949549,0.876861008016911,0.20850810147858,0.0178831555727542,0.20850810147858,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",1.14039061446246,0.895573830759285,0.244816783703176,0.0235887955514122,0.244816783703176,NA,100
"Federated per-protocol (unweighted)","RR",8,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",1.18395014912001,0.903810150618853,0.280139998501161,0.0227614004674454,0.280139998501161,NA,100
"Federated per-protocol (unweighted)","RR",2,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",1.11534369021235,0.915900781067805,0.199442909144543,0.017807348787736,0.199442909144543,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",1.17588625333588,0.928133494447154,0.247752758888725,0.0208035959235654,0.247752758888725,NA,100
"Federated per-protocol (unweighted)","RR",8,-0.5,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",1.21857403089798,0.933579124235235,0.28499490666274,0.0265738784368265,0.28499490666274,NA,100
"Federated per-protocol (unweighted)","RR",2,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.916097701691642,0.812059908464513,0.104037793227129,0.0209849658559324,0.104037793227129,NA,100
"Federated per-protocol (unweighted)","RR",5,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.951196420381656,0.8456509933508,0.105545427030856,0.0183163835425076,0.105545427030856,NA,100
"Federated per-protocol (unweighted)","RR",8,-1,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.969954294374887,0.858268868303082,0.111685426071805,0.0199072720920672,0.111685426071805,NA,100
"Federated per-protocol (unweighted)","RR",2,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",0.977656750705953,0.875689452534911,0.101967298171042,0.0185101891109943,0.101967298171042,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",1.00296681337994,0.895952856425777,0.107013956954167,0.0166384851704434,0.107013956954167,NA,100
"Federated per-protocol (unweighted)","RR",8,-0.7,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",1.02609812466508,0.903770972117579,0.1223271525475,0.0186568047562675,0.1223271525475,NA,100
"Federated per-protocol (unweighted)","RR",2,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",1.01758852240979,0.914637267029666,0.102951255380122,0.0211919287065417,0.102951255380122,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",1.04280139217383,0.927972137796263,0.114829254377565,0.0175233676187621,0.114829254377565,NA,100
"Federated per-protocol (unweighted)","RR",8,-0.5,"small",0.4,25,"200/800/2000","-4.5/-3/-1.5",1.06257882562217,0.93304150406512,0.129537321557052,0.0197681490157452,0.129537321557052,NA,100
"Federated per-protocol (unweighted)","RR",2,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",1.12154331454748,0.802559849407148,0.318983465140332,0.0204441813953884,0.318983465140332,NA,100
"Federated per-protocol (unweighted)","RR",5,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",1.18808335459873,0.839379196095903,0.348704158502824,0.0234755895774422,0.348704158502824,NA,100
"Federated per-protocol (unweighted)","RR",8,-1,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",1.24951609800647,0.85491290773525,0.394603190271221,0.0286163904950907,0.394603190271221,NA,100
"Federated per-protocol (unweighted)","RR",2,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",1.16616840640402,0.869119441001656,0.297048965402367,0.0158114879746336,0.297048965402367,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",1.24592613125731,0.893518241611196,0.352407889646111,0.0236989358672278,0.352407889646111,NA,100
"Federated per-protocol (unweighted)","RR",8,-0.7,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",1.30780741165877,0.904955007441672,0.402852404217102,0.0304014082384878,0.402852404217102,NA,100
"Federated per-protocol (unweighted)","RR",2,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",1.19363379238142,0.910136664667896,0.283497127713523,0.0168085612568328,0.283497127713523,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",1.27887855596056,0.927896931757546,0.350981624203009,0.0238294064737853,0.350981624203009,NA,100
"Federated per-protocol (unweighted)","RR",8,-0.5,"strong",2,25,"200/800/2000","-4.5/-3/-1.5",1.3405922774234,0.936901218386263,0.403691059037139,0.0316368545589644,0.403691059037139,NA,100
"Federated landmark IPW","RR",2,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.740959869173258,0.812451817146805,-0.0714919479735473,0.0834280347449278,0.0714919479735473,NA,100
"Federated landmark IPW","RR",5,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.705975670454939,0.844027088124082,-0.138051417669143,0.0575823507192769,0.138051417669143,NA,100
"Federated landmark IPW","RR",8,-1,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.679111489810401,0.856997915372426,-0.177886425562026,0.0520111894315839,0.177886425562026,NA,100
"Federated landmark IPW","RR",2,-0.7,"medium",1,25,"200/800/2000","-4.5/-3/-1.5",0.813648567335567,0.876861008016911,-0.063212440681345,0.0587744433483242,0.063212440681345,NA,100
