"method","estimand","tau","beta_trt","scenario","conf_mult","t_star","site_sizes","init_intercepts","mean_est","truth","rmse","bias","emp_sd","coverage","n_reps"
"Federated per-protocol (unweighted)","RD",10,-0.7,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.00332195201398177,-0.0666259040833148,0.068398834623844,0.063303952069333,0.0259471465035329,NA,300
"Federated per-protocol (unweighted)","RD",15,-0.7,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.0405322119707202,-0.0576113263955292,0.0304996283630534,0.017079114424809,0.0253113953889767,NA,300
"Federated per-protocol (unweighted)","RD",5,-0.5,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.0574508333572467,-0.056299762774662,0.116366498975008,0.113750596131909,0.0245759480130147,NA,300
"Federated per-protocol (unweighted)","RD",10,-0.5,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.0307228456690265,-0.0479979767601583,0.0821336869798468,0.0787208224291848,0.0234693563738952,NA,300
"Federated per-protocol (unweighted)","RD",15,-0.5,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.00401391646056367,-0.040137751357882,0.0440057372073002,0.0361238348973183,0.0251731155260305,NA,300
"Federated per-protocol (unweighted)","RD",5,-1,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.10553180213411,-0.122263043641261,0.0358188716623094,0.0167312415071518,0.0317239945607946,NA,300
"Federated per-protocol (unweighted)","RD",10,-1,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.164691877782089,-0.0937729690654333,0.0777895312361015,-0.0709189087166555,0.0320177556776424,NA,300
"Federated per-protocol (unweighted)","RD",15,-1,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.20498637217764,-0.0800475615463727,0.128707619533019,-0.124938810631267,0.0309700187942243,NA,300
"Federated per-protocol (unweighted)","RD",5,-0.7,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.0458930511112673,-0.0819239603898967,0.0457243294119889,0.0360309092786294,0.0281981974221304,NA,300
"Federated per-protocol (unweighted)","RD",10,-0.7,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.101233322272456,-0.0639331067141816,0.0470087028420313,-0.0373002155582748,0.0286574520977076,NA,300
"Federated per-protocol (unweighted)","RD",15,-0.7,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.146662226249287,-0.0552083200961216,0.0954013516069872,-0.0914539061531658,0.0272041877389566,NA,300
"Federated per-protocol (unweighted)","RD",5,-0.5,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.0125948208313979,-0.0570731594276688,0.052547625599231,0.0444783385962709,0.0280276443532527,NA,300
"Federated per-protocol (unweighted)","RD",10,-0.5,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.06596202411267,-0.0453812617425844,0.0354595863264608,-0.0205807623700856,0.0289240930697834,NA,300
"Federated per-protocol (unweighted)","RD",15,-0.5,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.109555533545884,-0.0393941909375625,0.0756202815502408,-0.0701613426083218,0.0282572922804974,NA,300
"Federated per-protocol (unweighted)","RD",5,-1,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.0441421585660688,-0.123562384201925,0.169661369136135,0.167704542767994,0.0257366358889886,NA,300
"Federated per-protocol (unweighted)","RD",10,-1,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.00760813958547296,-0.0979527905280955,0.108563090846116,0.105560930113568,0.0253965485163273,NA,300
"Federated per-protocol (unweighted)","RD",15,-1,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",-0.0190668709535874,-0.0881130651555558,0.0742469412325683,0.0690461942019684,0.0273445380497403,NA,300
"Federated per-protocol (unweighted)","RD",5,-0.7,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.08350507299164,-0.0847694490680255,0.169724229855769,0.168274522059666,0.0221729163573761,NA,300
"Federated per-protocol (unweighted)","RD",10,-0.7,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.0603746274664757,-0.067709444659072,0.13022903375551,0.128084072125548,0.0235780572406233,NA,300
"Federated per-protocol (unweighted)","RD",15,-0.7,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.031523835474048,-0.0576084658107525,0.0930109450415067,0.0891323012848005,0.0266238903426914,NA,300
"Federated per-protocol (unweighted)","RD",5,-0.5,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.108711761285992,-0.0600263039356883,0.170023430798019,0.168738065221681,0.0209018817600164,NA,300
"Federated per-protocol (unweighted)","RD",10,-0.5,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.0816867345004293,-0.0481119942026683,0.131736899226829,0.129798728703098,0.0225520722959593,NA,300
"Federated per-protocol (unweighted)","RD",15,-0.5,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.0610043587414184,-0.0416815054083366,0.105561989400531,0.102685864149755,0.0245142831210498,NA,300
"Federated CCW","RR",5,-1,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.85698613208491,0.856010725124884,0.0915884652029589,0.000975406960026083,0.0917362925130657,0.866666666666667,300
"Federated CCW","RR",10,-1,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.89235859416676,0.88592899939358,0.0649861232706241,0.00642959477317961,0.0647753245536773,0.876666666666667,300
"Federated CCW","RR",15,-1,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.918027463215023,0.902876370631133,0.0564909987186574,0.0151510925838905,0.0545122243638622,0.866666666666667,300
"Federated CCW","RR",5,-0.7,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.912634937663527,0.902341490685834,0.0839447225743703,0.0102934469776931,0.0834504322710564,0.84,300
"Federated CCW","RR",10,-0.7,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.935974400993933,0.92148680849454,0.0624861775884047,0.0144875924993929,0.0608850448149756,0.88,300
"Federated CCW","RR",15,-0.7,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.942968986095444,0.932140808882349,0.0541533458331794,0.0108281772130949,0.0531483892584932,0.873333333333333,300
"Federated CCW","RR",5,-0.5,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.94206387332476,0.933683318715799,0.089344613197711,0.00838055460896039,0.0890993182180306,0.836666666666667,300
"Federated CCW","RR",10,-0.5,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.954994087243929,0.943465838695901,0.0807001873281129,0.0115282485480278,0.0800059762830926,0.823333333333333,300
"Federated CCW","RR",15,-0.5,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.965889152995343,0.952710924853563,0.0671234383594693,0.0131782281417799,0.0659270673365601,0.84,300
"Federated CCW","RR",5,-1,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.867381961772157,0.855971932178865,0.0575252025949437,0.0114100295932922,0.0564764741467011,0.883333333333333,300
"Federated CCW","RR",10,-1,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.894428242656436,0.889479949040049,0.0398466219543821,0.00494829361638703,0.0396042420888585,0.93,300
"Federated CCW","RR",15,-1,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.920813268327869,0.905643153664282,0.0334407557911118,0.0151701146635869,0.0298516695718765,0.916666666666667,300
"Federated CCW","RR",5,-0.7,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.919163345991773,0.903492416980042,0.0526196857455952,0.015670929011731,0.0503159247769698,0.88,300
"Federated CCW","RR",10,-0.7,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.929930206032005,0.924675641140243,0.0437870244050023,0.00525456489176164,0.0435432325132338,0.903333333333333,300
"Federated CCW","RR",15,-0.7,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.944352492503925,0.93497910911121,0.0365889247738754,0.00937338339271474,0.0354270048898631,0.926666666666667,300
"Federated CCW","RR",5,-0.5,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.943990843482157,0.932769135871132,0.0567190193990042,0.0112217076110251,0.0556907410197456,0.903333333333333,300
"Federated CCW","RR",10,-0.5,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.9525146604149,0.946541007338298,0.0403952236298895,0.00597365307660141,0.0400178416860099,0.93,300
"Federated CCW","RR",15,-0.5,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.965151018909604,0.953611538499257,0.0373619582467119,0.0115394804103474,0.0355946566377424,0.916666666666667,300
"Federated CCW","RR",5,-1,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.868309641553245,0.85437330962754,0.111218098041447,0.0139363319257046,0.110525851564057,0.853333333333333,300
"Federated CCW","RR",10,-1,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.893459413162273,0.884299241013061,0.0894756214255213,0.00916017214921157,0.0891542090180387,0.863333333333333,300
"Federated CCW","RR",15,-1,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.909239089752358,0.896206499144825,0.0835465338728979,0.0130325906075324,0.0826616683168696,0.813333333333333,300
"Federated CCW","RR",5,-0.7,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.927273372577898,0.900008340620041,0.11549418110515,0.027265031957857,0.112417300267728,0.753333333333333,300
"Federated CCW","RR",10,-0.7,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.925942841075945,0.920153653513689,0.103393661398064,0.00578918756225599,0.103403944689056,0.796666666666667,300
"Federated CCW","RR",15,-0.7,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.948825822779177,0.932071688940529,0.0897840728726532,0.0167541338386482,0.088354402317872,0.78,300
"Federated CCW","RR",5,-0.5,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.956099265139817,0.929263866249626,0.109237386165463,0.0268353988901914,0.106066811322931,0.736666666666667,300
"Federated CCW","RR",10,-0.5,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.959609829841573,0.943310076651587,0.0952334964741507,0.0162997531899867,0.0939850032332114,0.783333333333333,300
"Federated CCW","RR",15,-0.5,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.981155459639628,0.950830780062536,0.0852013083459352,0.0303246795770921,0.0797551232504101,0.773333333333333,300
"Pooled CCW","RR",5,-1,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.850139238423419,0.856010725124884,0.0775890490142585,-0.00587148670146579,0.0774958376540133,0.916666666666667,300
"Pooled CCW","RR",10,-1,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.889312310646395,0.88592899939358,0.0563094250706338,0.00338331125281438,0.0563016055963564,0.91,300
"Pooled CCW","RR",15,-1,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.904880983079695,0.902876370631133,0.0449912822007694,0.00200461244856269,0.0450217004867215,0.9,300
"Pooled CCW","RR",5,-0.7,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.907754607205402,0.902341490685834,0.0682771943943011,0.00541311651956863,0.0681759977273759,0.906666666666667,300
"Pooled CCW","RR",10,-0.7,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.927258148144898,0.92148680849454,0.0554330850992195,0.00577133965035825,0.055223945677379,0.913333333333333,300
"Pooled CCW","RR",15,-0.7,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.933163289812806,0.932140808882349,0.0481983650143677,0.00102248093045699,0.0482680322012441,0.9,300
"Pooled CCW","RR",5,-0.5,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.925605441521981,0.933683318715799,0.0743161414142714,-0.00807787719381798,0.0739992549999621,0.896666666666667,300
"Pooled CCW","RR",10,-0.5,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.946842837350168,0.943465838695901,0.0574484860446865,0.00337699865426726,0.0574449664998555,0.9,300
"Pooled CCW","RR",15,-0.5,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.957887056322104,0.952710924853563,0.0505189179383682,0.00517613146854096,0.0503370120483641,0.92,300
"Pooled CCW","RR",5,-1,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.856570311337081,0.855971932178865,0.0536248905608508,0.000598379158216821,0.0537111452163118,0.92,300
"Pooled CCW","RR",10,-1,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.884529092473979,0.889479949040049,0.0372949059663289,-0.00495085656606984,0.0370265975579977,0.94,300
"Pooled CCW","RR",15,-1,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.908856864623894,0.905643153664282,0.029379209934892,0.00321371095961207,0.029251705005903,0.936666666666667,300
"Pooled CCW","RR",5,-0.7,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.91093818109358,0.903492416980042,0.0490823020923223,0.00744576411353829,0.048595315182018,0.91,300
"Pooled CCW","RR",10,-0.7,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.925560614104284,0.924675641140243,0.0349445570514953,0.000884972964040668,0.0349917174678422,0.943333333333333,300
"Pooled CCW","RR",15,-0.7,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.936230241214531,0.93497910911121,0.0268781935707018,0.00125113210332123,0.0268939194073266,0.953333333333333,300
"Pooled CCW","RR",5,-0.5,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.934342160666366,0.932769135871132,0.0499896244898147,0.001573024795234,0.0500483527033674,0.926666666666667,300
"Pooled CCW","RR",10,-0.5,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.948443788813612,0.946541007338298,0.0345893621003054,0.00190278147531349,0.0345946918207184,0.936666666666667,300
"Pooled CCW","RR",15,-0.5,"small",0.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.957079902848534,0.953611538499257,0.0295906072368319,0.00346836434927672,0.0294357383866336,0.946666666666667,300
"Pooled CCW","RR",5,-1,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.861267026115455,0.85437330962754,0.0904619848473799,0.00689371648791448,0.0903496406600668,0.88,300
"Pooled CCW","RR",10,-1,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.883673100944199,0.884299241013061,0.0817601763853268,-0.000626140068861633,0.0818943833519077,0.876666666666667,300
"Pooled CCW","RR",15,-1,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.902235413164276,0.896206499144825,0.0720528427827659,0.006028914019451,0.0719201365099471,0.863333333333333,300
"Pooled CCW","RR",5,-0.7,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.919743206155466,0.900008340620041,0.114747461787809,0.0197348655354243,0.113226539438216,0.743333333333333,300
"Pooled CCW","RR",10,-0.7,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.921525288213697,0.920153653513689,0.0910523483560288,0.00137163470000834,0.0911941335432624,0.85,300
"Pooled CCW","RR",15,-0.7,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.934233842059817,0.932071688940529,0.0675181217993008,0.00216215311928818,0.0675962477327882,0.87,300
"Pooled CCW","RR",5,-0.5,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.950506529214916,0.929263866249626,0.106778596946038,0.0212426629652905,0.104819089423633,0.763333333333333,300
"Pooled CCW","RR",10,-0.5,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.95608324696431,0.943310076651587,0.076598744425156,0.0127731703127234,0.0756524382005729,0.86,300
"Pooled CCW","RR",15,-0.5,"strong",1.5,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.969776665599544,0.950830780062536,0.074224153575643,0.0189458855370073,0.071885349039944,0.82,300
"Federated landmark IPW","RR",5,-1,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.741793561430762,0.856010725124884,0.16468179553198,-0.114217163694122,0.118834360834834,NA,300
"Federated landmark IPW","RR",10,-1,"medium",1,25,"100/100/100/100/100/100/100/100/100/100","-4.5/-4.16666666666667/-3.83333333333333/-3.5/-3.16666666666667/-2.83333333333333/-2.5/-2.16666666666667/-1.83333333333333/-1.5",0.692289656137531,0.88592899939358,0.245916943658637,-0.19363934325605,0.15184136653233,NA,300
