"model","heterogeneity","replicate","tau","site","interval","eligible_n","initiations","observed_initiation_rate","common_numerator_hazard","denominator_mean","denominator_min","denominator_q01","denominator_q05","denominator_q50","denominator_q95","denominator_q99","denominator_max","prop_den_lt_001","prop_den_gt_099","observed_prob_min","observed_prob_q01","observed_prob_q05","prop_observed_prob_lt_001","prop_observed_prob_lt_005"
"Pooled site FE: shared slopes","low",1,5,"Overall",1,5000,426,0.0852,0.0852,0.0852000000000362,0.000260541536280051,0.00232758251449183,0.0054757248278702,0.0465923358542389,0.307521873593556,0.517130659267624,0.849162773372144,0.1212,0,0.00838232587483061,0.038749761573689,0.233242087107891,8e-04,0.0124
"Pooled site FE: shared slopes","low",1,5,"1",1,900,44,0.0488888888888889,0.0852,0.0521683500154947,0.0010751075898151,0.00176079560185491,0.00381863578085231,0.0297988359548944,0.173071704318503,0.349989369775521,0.50591185196029,0.201111111111111,0,0.00838665460687369,0.033722703375096,0.545998184196222,0.00222222222222222,0.0144444444444444
"Pooled site FE: shared slopes","low",1,5,"2",1,950,60,0.0631578947368421,0.0852,0.0611450626128475,0.000260541536280051,0.00209172689107742,0.0048838783032891,0.0352561686158423,0.203720121912906,0.410057821967243,0.708448860046202,0.143157894736842,0,0.0094602300546479,0.0299795969703067,0.239292478391689,0.00105263157894737,0.0168421052631579
"Pooled site FE: shared slopes","low",1,5,"3",1,1000,88,0.088,0.0852,0.0816663219403796,0.00067924929518157,0.00239418429693891,0.00513311757916588,0.0488354378311336,0.288295359225104,0.471868624142839,0.545959857961782,0.133,0,0.00838232587483061,0.0274124627115887,0.180388087630484,0.001,0.019
"Pooled site FE: shared slopes","low",1,5,"4",1,1050,116,0.11047619047619,0.0852,0.100030568499257,0.000861019092405244,0.00258198034325552,0.00773597623670151,0.0555063604407862,0.356439661283311,0.584299023882843,0.80733493342868,0.0771428571428571,0,0.0169538625010127,0.0595489959619458,0.209950236511743,0,0.00666666666666667
"Pooled site FE: shared slopes","low",1,5,"5",1,1100,118,0.107272727272727,0.0852,0.122056596944938,0.000919783461168895,0.00377689801946182,0.00843485436009347,0.0739368446283176,0.42650550096799,0.64829920769411,0.849162773372144,0.0681818181818182,0,0.0175974683792996,0.0748450517959754,0.239707894462629,0,0.00636363636363636
"Pooled site FE: shared slopes","low",1,5,"Overall",2,4089,320,0.0782587429689411,0.0782587429689411,0.0782587429690314,0.000227474046417331,0.00136648233690832,0.00387883872647813,0.0402148141080718,0.291976572763848,0.522355423038583,0.91323157901362,0.159696747370995,0,0.00514160956407102,0.0455606276060713,0.22102845512219,0.0012227928588897,0.012227928588897
"Pooled site FE: shared slopes","low",1,5,"1",2,788,34,0.0431472081218274,0.0782587429689411,0.0538784017027603,0.000310506351627467,0.000996870184991999,0.0027699405141453,0.0263884898150698,0.185564639988358,0.351544781604445,0.682506064265492,0.215736040609137,0,0.0246335466284757,0.0453482642517683,0.601865009265636,0,0.0139593908629442
"Pooled site FE: shared slopes","low",1,5,"2",2,795,51,0.0641509433962264,0.0782587429689411,0.0628191529913438,0.000391945675551356,0.00121321814884467,0.00330458145563326,0.0317569190913165,0.253322172069527,0.482688612806216,0.667880461809696,0.210062893081761,0,0.0127739456783369,0.0389776308033204,0.302193905251455,0,0.0163522012578616
"Pooled site FE: shared slopes","low",1,5,"3",2,803,65,0.0809464508094645,0.0782587429689411,0.0741513520701921,0.000624752020746332,0.00135828212827782,0.00364667106804767,0.0414777546022904,0.261985697621143,0.443000646424629,0.633122771023796,0.166874221668742,0,0.0076320526435141,0.0391969478921468,0.188550635772991,0.0012453300124533,0.0136986301369863
"Pooled site FE: shared slopes","low",1,5,"4",2,829,68,0.0820265379975875,0.0782587429689411,0.0869202866064623,0.000227474046417331,0.00135470320803501,0.00429359408792579,0.0436888417426997,0.338389500817241,0.56401456981599,0.792069901743972,0.12183353437877,0,0.00514160956407102,0.066272710005597,0.241009841337537,0.00120627261761158,0.00723763570566948
