"model","heterogeneity","replicate","tau","site","interval","eligible_n","initiations","observed_initiation_rate","common_numerator_hazard","denominator_mean","denominator_min","denominator_q01","denominator_q05","denominator_q50","denominator_q95","denominator_q99","denominator_max","prop_den_lt_001","prop_den_gt_099","observed_prob_min","observed_prob_q01","observed_prob_q05","prop_observed_prob_lt_001","prop_observed_prob_lt_005"
"Pooled site FE: shared slopes","moderate",3,15,"2",9,334,11,0.032934131736527,0.0353356890459364,0.0259468789784308,0.000146708393891143,0.000387988156201065,0.00113512689665587,0.0107570788373939,0.101682582778634,0.247389227443763,0.40041617586605,0.48502994011976,0,0.0114573013383054,0.0343420895327993,0.864101111438303,0,0.0119760479041916
"Pooled site FE: shared slopes","moderate",3,15,"3",9,295,10,0.0338983050847458,0.0353356890459364,0.03989410078374,0.000130070938914365,0.000783198685230403,0.0016534744018949,0.0194961944688726,0.16233649611265,0.281421079968052,0.701167424573717,0.308474576271186,0,0.0182778864586922,0.0342049059141148,0.806133610936549,0,0.0101694915254237
"Pooled site FE: shared slopes","moderate",3,15,"4",9,257,12,0.046692607003891,0.0353356890459364,0.0474358618734743,0.000385710501945177,0.000766292040581364,0.00280458724768264,0.0269390608161945,0.172126490920067,0.240498902666602,0.39677133961107,0.206225680933852,0,0.010416098647501,0.0496160378043636,0.628258553703934,0,0.00778210116731518
"Pooled site FE: shared slopes","moderate",3,15,"5",9,185,14,0.0756756756756757,0.0353356890459364,0.0724325639852111,0.0018744178903657,0.00343019055560414,0.00532480426251334,0.0429014977690095,0.225551547868837,0.409029545851813,0.64097880780412,0.124324324324324,0,0.0196276436637531,0.0305334917080742,0.197209035526325,0,0.027027027027027
"Pooled site FE: shared slopes","moderate",3,15,"Overall",10,1280,26,0.0203125,0.0203125,0.0203125000225631,8.34684826008058e-05,0.000332376806526965,0.000696822931978667,0.0081684161832247,0.0801471819053996,0.177601282960943,0.435195332787479,0.56015625,0,0.00596244341532196,0.0339750649974457,0.890718281761352,0.0015625,0.0125
"Pooled site FE: shared slopes","moderate",3,15,"1",10,319,2,0.00626959247648903,0.0203125,0.00628275864608749,0.000164202616572095,0.000299692136250576,0.00044287081481064,0.00269062203857891,0.0240921293414156,0.0520826427132354,0.0855071417479662,0.827586206896552,0,0.00596244341532196,0.92909610077002,0.975085308007094,0.00313479623824451,0.00626959247648903
"Pooled site FE: shared slopes","moderate",3,15,"2",10,309,6,0.0194174757281553,0.0203125,0.0131841789463577,8.34684826008058e-05,0.000291454198814642,0.000677897545211621,0.00656533527993103,0.0500051147099798,0.0995864475525778,0.142793660662178,0.605177993527508,0,0.0145371030010118,0.0202150322005317,0.939007607161735,0,0.0194174757281553
"Pooled site FE: shared slopes","moderate",3,15,"3",10,269,7,0.0260223048327138,0.0203125,0.0236746269387859,0.000147506929589102,0.000521343242366493,0.00113367211789819,0.00962555868690878,0.0811319902948193,0.16787005600834,0.435195332787479,0.509293680297398,0,0.00757547081564146,0.0247835675949574,0.86040808415365,0.00371747211895911,0.0111524163568773
"Pooled site FE: shared slopes","moderate",3,15,"4",10,227,7,0.0308370044052863,0.0203125,0.0298110217913003,0.000208156808852342,0.000649332336988719,0.00153713202325432,0.0154175073135271,0.119146149446274,0.229973163903771,0.330788817496281,0.378854625550661,0,0.0173979586356265,0.0272772469283326,0.847517760665227,0,0.0176211453744493
"Pooled site FE: shared slopes","moderate",3,15,"5",10,156,4,0.0256410256410256,0.0203125,0.0435020008538194,0.000792865961328584,0.00140275868398705,0.00278252920311492,0.0231417738049822,0.177533622176591,0.282554330372712,0.345490005905886,0.275641025641026,0,0.015393220239649,0.12294483524876,0.770780694061304,0,0.00641025641025641
"Pooled site FE: shared slopes","moderate",3,15,"Overall",11,1195,31,0.0259414225941423,0.0259414225941423,0.0259414226232503,8.13064741693975e-05,0.00034946929890123,0.000920056740443966,0.0110834870263587,0.101826009310066,0.190120433934261,0.522254021126394,0.466945606694561,0,0.00223285146272839,0.0449521695544672,0.86689227083202,0.00251046025104603,0.0108786610878661
"Pooled site FE: shared slopes","moderate",3,15,"1",11,308,4,0.012987012987013,0.0259414225941423,0.00897668346161004,8.13064741693975e-05,0.000194840619038023,0.000515031248202735,0.00403724476031108,0.0319550581544463,0.0932880416862722,0.113775248076052,0.743506493506494,0,0.00621577603575603,0.0623610623449602,0.96566846989819,0.00324675324675325,0.00974025974025974
