"model","heterogeneity","tau","site","interval","replicates","mean_eligible_n","mean_observed_rate","mean_numerator_hazard","mean_denominator","mean_den_q01","mean_den_q99","mean_observed_prob_q01","min_observed_prob","mean_prop_observed_prob_lt_001","mean_prop_observed_prob_lt_005"
"Federated: site-specific slopes","high",15,"5",15,10,33.2,0.0638325022567318,0.013415523415322,0.0638326022567317,0.00243981597344722,0.280766421079497,0.191798598138572,0.00812057378403178,0.003125,0.00839180526680527
"Federated: site-specific slopes","high",15,"Overall",1,10,5000,0.27334,0.27334,0.273340009320072,0.000402776413416888,0.958395143787316,0.074624435840521,0.00148408892996207,0.00058,0.00538
"Federated: site-specific slopes","high",15,"Overall",2,10,3149.2,0.163611836769997,0.163611836769997,0.163611886532475,0.000220153503994296,0.878026247227477,0.0725837257294943,0.00165940095782798,0.00070003315004688,0.00682491421352576
"Federated: site-specific slopes","high",15,"Overall",3,10,2351.5,0.101025833710555,0.101025833710555,0.101025867247859,0.000119290692247598,0.733643461434661,0.0694491699819755,0.00113506573238935,0.00123255963398036,0.00744356270275203
"Federated: site-specific slopes","high",15,"Overall",4,10,1931.6,0.0727879835760257,0.0727879835760257,0.0727880589982624,9.06918433932401e-05,0.622664970297668,0.0606090923915794,0.000443902193615714,0.00114238320371041,0.00798113301564171
"Federated: site-specific slopes","high",15,"Overall",5,10,1658.4,0.0537762322019831,0.0537762322019831,0.0537762982818621,7.39853262998123e-05,0.507644302869687,0.0645413360500998,3.36272315790963e-05,0.00126336401593042,0.00783825352608569
"Federated: site-specific slopes","high",15,"Overall",6,10,1470.7,0.0424832454184665,0.0424832454184665,0.0424833423846313,5.19021601319123e-05,0.410060502797127,0.0574795577457658,0.00193444698155203,0.00183544047193051,0.0087674475205998
"Federated: site-specific slopes","high",15,"Overall",7,10,1326.4,0.0368210584037806,0.0368210584037806,0.036821135106028,0.000123738072714809,0.381610782093485,0.0575884902470137,0.000836367812036889,0.00189238692366272,0.00852774501205464
"Federated: site-specific slopes","high",15,"Overall",8,10,1208,0.0278933152195289,0.0278933152195289,0.0278934499781291,3.7072173241475e-05,0.297072368569769,0.0847405356867241,0.00238130626740168,0.00124238339655778,0.00743676533218551
"Federated: site-specific slopes","high",15,"Overall",9,10,1121.5,0.0265980555279669,0.0265980555279669,0.026598197114184,6.02379851826897e-05,0.294250597857807,0.0684735479537109,0.00106142310224987,0.0018676504626057,0.00713652280662675
"Federated: site-specific slopes","high",15,"Overall",10,10,1043.6,0.0208408751950256,0.0208408751950256,0.0208411468392474,1.60794975545634e-05,0.246461384088627,0.0973780471589664,0.00207539480794583,0.00162826275131136,0.00650175659187731
"Federated: site-specific slopes","high",15,"Overall",11,10,978.8,0.0209610939212644,0.0209610939212644,0.0209612505630174,4.6348951296433e-05,0.241096294703009,0.088402331931716,0.000183543409479974,0.00183931926956911,0.00725018307398644
"Federated: site-specific slopes","high",15,"Overall",12,10,923.9,0.0197196501295502,0.0197196501295502,0.0197198717411423,5.68711743346535e-05,0.242327707776755,0.149456772975333,0.00208991789377409,0.00107844369061206,0.00659197359406524
"Federated: site-specific slopes","high",15,"Overall",13,10,871.8,0.0168426472085972,0.0168426472085972,0.0168428160766206,6.79794516798779e-05,0.199887044290933,0.0854581121723169,0.00148319478670695,0.0019224378234827,0.00756977907643018
"Federated: site-specific slopes","high",15,"Overall",14,10,829.8,0.0141896967837266,0.0141896967837266,0.0141899569623608,3.20239666134954e-05,0.184952792762458,0.180216490005536,0.00087275643799403,0.00131891779056399,0.00722308621547682
"Federated: site-specific slopes","high",15,"Overall",15,10,789.5,0.013415523415322,0.013415523415322,0.0134158142599327,1.2861457151419e-05,0.181539660483949,0.136543333487371,0.00017950819995459,0.00239926760999212,0.00708014682922787
"Pooled site FE: shared slopes","low",5,"1",1,10,900,0.0537777777777778,0.0853,0.052376326324354,0.00194131966833784,0.337099939822826,0.0384245758483099,0.00425115456756946,0.00111111111111111,0.0143333333333333
"Pooled site FE: shared slopes","low",5,"1",2,10,771.1,0.0483981932493202,0.0786744912662065,0.0515233760443141,0.00106556904294684,0.366867283398791,0.0447115870170988,0.00159970943933545,0.00143653616496026,0.0119491351234247
"Pooled site FE: shared slopes","low",5,"1",3,10,662.3,0.041770037223725,0.0644149166032893,0.0437549589203963,0.000789749894061987,0.33015798766967,0.0515754182633743,0.00321139688621362,0.00181629703381779,0.0102432253454692
"Pooled site FE: shared slopes","low",5,"1",4,10,579.6,0.0374416229395079,0.0537900878784428,0.0374824949023287,0.000627263487775166,0.283165075644672,0.0437060773310515,0.00306605581277872,0.001037893227072,0.0129975703710246
"Pooled site FE: shared slopes","low",5,"1",5,10,513.6,0.0365558301482,0.0479094223974081,0.033593177711534,0.000613312169192271,0.249102677234678,0.0381290772199672,0.00588351674962005,0.000987629401428514,0.0139836711487975
"Pooled site FE: shared slopes","low",5,"2",1,10,950,0.0614736842105263,0.0853,0.061588995738393,0.00196242171160035,0.386510160388554,0.0376605776993959,0.00438367716788317,0.00115789473684211,0.0130526315789474
"Pooled site FE: shared slopes","low",5,"2",2,10,802.3,0.060740999014499,0.0786744912662065,0.059334442107664,0.00122471709837811,0.397479624565345,0.0440160360341687,0.00382266264844571,0.000747615421218503,0.0127494175276216
"Pooled site FE: shared slopes","low",5,"2",3,10,671.4,0.049530217751361,0.0644149166032893,0.0498985384733079,0.000843990390389474,0.358278639379514,0.0463537799756203,0.00130417760542603,0.0011782026872236,0.0108469541083365
"Pooled site FE: shared slopes","low",5,"2",4,10,579.9,0.0422498837691996,0.0537900878784428,0.0423890888341944,0.000691832093598217,0.31465015609212,0.0407251799217794,0.00374331854783822,0.00243205806914327,0.0124327897015474
"Pooled site FE: shared slopes","low",5,"2",5,10,506.8,0.0368307279880483,0.0479094223974081,0.0389670119280931,0.000542484748301458,0.310841245149868,0.0416438744923252,0.00188309119997505,0.00157532367893621,0.013643975088391
"Pooled site FE: shared slopes","low",5,"3",1,10,1000,0.0787,0.0853,0.0790415615495828,0.00251364739674568,0.449188480058898,0.0423286007904218,0.0056252137298568,5e-04,0.0129
"Pooled site FE: shared slopes","low",5,"3",2,10,823,0.0762160009432068,0.0786744912662065,0.0749262538011162,0.00160781333039831,0.469402536299318,0.0459878843669246,0.00164203319269766,0.00146092215713461,0.0119259642177984
"Pooled site FE: shared slopes","low",5,"3",3,10,676.7,0.0625353853553755,0.0644149166032893,0.0629793316169677,0.00114871708678463,0.432609376057048,0.0445732473330291,0.00306243245723399,0.00132045663572877,0.0125256843235263
"Pooled site FE: shared slopes","low",5,"3",4,10,573.3,0.0548250602588044,0.0537900878784428,0.0549230779031415,0.000905431446392637,0.397657464626425,0.0365855589821523,0.000694508864592334,0.0031556604948067,0.0148763944369628
"Pooled site FE: shared slopes","low",5,"3",5,10,490.8,0.0454957342174472,0.0479094223974081,0.0478929283078362,0.000811785669422384,0.355448246210323,0.0412167943080301,0.00480259086025417,0.00122097642113342,0.0119721387890299
"Pooled site FE: shared slopes","low",5,"4",1,10,1050,0.101428571428571,0.0853,0.101199055724536,0.00324381894023187,0.550323982160237,0.0512988460227598,0.00907623420686638,9.52380952380952e-05,0.00933333333333333
"Pooled site FE: shared slopes","low",5,"4",2,10,828.9,0.0921298693053913,0.0786744912662065,0.0919695241252809,0.00188101958481015,0.537830594707976,0.0526523481749154,0.00364913183231059,0.000477386145700055,0.00891672457132314
"Pooled site FE: shared slopes","low",5,"4",3,10,666.7,0.0752714028797973,0.0644149166032893,0.074861069788488,0.00140994848856887,0.480509241024296,0.0433478293602052,0.00489266146649565,0.000452490749685581,0.0118167367000672
"Pooled site FE: shared slopes","low",5,"4",4,10,549.2,0.0635605515581476,0.0537900878784428,0.0636485734629494,0.00107696175214066,0.413790827780997,0.036289519762785,0.00249818017656624,0.00182673912111175,0.0143921894015622
"Pooled site FE: shared slopes","low",5,"4",5,10,465.6,0.0579648322493714,0.0479094223974081,0.057155966875171,0.000953140188315911,0.399713522516532,0.0433854149359392,0.00231034505360766,0.0008661456987611,0.0111390803462497
"Pooled site FE: shared slopes","low",5,"5",1,10,1100,0.122272727272727,0.0853,0.123228354815119,0.0038427856724049,0.622031174222185,0.0534171559130547,0.0092370998475093,0.000272727272727273,0.00945454545454546
"Pooled site FE: shared slopes","low",5,"5",2,10,845.9,0.112738998980398,0.0786744912662065,0.112488643993613,0.00209210666602551,0.607454868401647,0.0505963280503138,0.00325550652869881,0.00057868407436379,0.00991667878794007
"Pooled site FE: shared slopes","low",5,"5",3,10,654,0.0935060084216223,0.0644149166032893,0.0912241850484779,0.00164899151113098,0.566631905627826,0.0487950382481327,0.00318234415565334,0.00137367419460415,0.0106753711491945
"Pooled site FE: shared slopes","low",5,"5",4,10,522.4,0.0735467626490851,0.0537900878784428,0.0729748281593104,0.00128664858390844,0.45867780473938,0.043388921613377,0.00487598527504837,0.000756727608308694,0.0121946479852022
