"model","heterogeneity","tau","site","strategy","interval","replicates","mean_risk_n","mean_weight","mean_q95","mean_q99","median_max","max_across_reps","mean_ess","mean_ess_fraction","p10_ess_fraction","mean_design_effect","mean_prop_weight_gt_10"
"Federated: site-specific slopes","high",15,"Overall","Do not initiate by tau",4,1,1766,0.728788404351547,1.41866153383608,3.3982991446938,23.3132739869229,23.3132739869229,746.546410613516,0.422732961842308,0.422732961842308,2.36555956186125,0.00113250283125708
"Federated: site-specific slopes","high",15,"Overall","Do not initiate by tau",5,1,1561,0.696403647160789,1.23548364560898,3.00427986784046,32.1569782738593,32.1569782738593,429.007489205644,0.274828628575044,0.274828628575044,3.63863111781654,0.0025624599615631
"Federated: site-specific slopes","high",15,"Overall","Do not initiate by tau",6,1,1398,0.646428284386218,1.14854422712849,3.14890444809026,23.70186928366,23.70186928366,532.444818730113,0.380861815972899,0.380861815972899,2.62562419770418,0.000715307582260372
"Federated: site-specific slopes","high",15,"Overall","Do not initiate by tau",7,1,1281,0.631888448121145,1.03482112806402,2.65157349451638,40.8801095813391,40.8801095813391,252.5577721767,0.197156730817096,0.197156730817096,5.0721068251416,0.00156128024980484
"Federated: site-specific slopes","high",15,"Overall","Do not initiate by tau",8,1,1184,0.625760950710332,1.0536511864758,2.999687232821,48.1611430120419,48.1611430120419,181.485078252704,0.15328131609181,0.15328131609181,6.52395233481055,0.000844594594594595
"Federated: site-specific slopes","high",15,"Overall","Do not initiate by tau",9,1,1100,0.610984296384196,0.921059713152531,1.95204207008327,59.9562517834774,59.9562517834774,108.037303695179,0.0982157306319806,0.0982157306319806,10.1816683902404,0.000909090909090909
"Federated: site-specific slopes","high",15,"Overall","Do not initiate by tau",10,1,1038,0.643279776261648,0.902706431169064,2.28861604702868,91.6195201360412,91.6195201360412,49.4536392247335,0.0476431977116893,0.0476431977116893,20.9893552076722,0.00192678227360308
"Federated: site-specific slopes","high",15,"Overall","Do not initiate by tau",11,1,965,0.532916673251409,0.839040577866278,2.35543126477781,9.4047894832874,9.4047894832874,574.660632829464,0.595503246455403,0.595503246455403,1.67925197041708,0
"Federated: site-specific slopes","high",15,"Overall","Do not initiate by tau",12,1,914,0.530711925836075,0.853386664130927,2.24590113529688,12.5159704190574,12.5159704190574,462.046434947358,0.505521263618553,0.505521263618553,1.97815615675973,0.00109409190371991
"Federated: site-specific slopes","high",15,"Overall","Do not initiate by tau",13,1,863,0.530983807090077,0.816339925413179,2.52654052196759,16.0615626725794,16.0615626725794,320.147081512273,0.370969966989887,0.370969966989887,2.69563600556177,0.00115874855156431
"Federated: site-specific slopes","high",15,"Overall","Do not initiate by tau",14,1,826,0.539791882665504,0.799021339119117,2.23090752447885,24.6481943029928,24.6481943029928,187.798269093399,0.22735867928983,0.22735867928983,4.39833659802901,0.00242130750605327
"Federated: site-specific slopes","high",15,"Overall","Do not initiate by tau",15,1,789,0.564306968392635,0.813061787876147,2.25375178518827,43.094350724943,43.094350724943,84.0456431450003,0.106521727686946,0.106521727686946,9.38775611055498,0.00253485424588086
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",1,1,5000,0.985277656137725,2.00269398786699,5.26202433219252,95.2034752592239,95.2034752592239,1148.20612813248,0.229641225626496,0.229641225626496,4.35461880710595,0.003
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",2,1,4165,0.931048699741511,2.05031181917289,6.23971311165847,95.2034752592239,95.2034752592239,685.60638753242,0.164611377558804,0.164611377558804,6.0749142302923,0.00432172869147659
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",3,1,3451,0.951548416937241,2.13427371871223,6.4421995168716,95.2034752592239,95.2034752592239,396.193762350456,0.114805494740787,0.114805494740787,8.71038448340687,0.00521587945523037
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",4,1,2933,0.916493740477889,2.26490636869572,7.49042418300924,95.2034752592239,95.2034752592239,382.664140365467,0.130468510182566,0.130468510182566,7.66468474730559,0.00545516535969997
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",5,1,2573,0.927873209987409,2.30655052352597,8.43403378671832,95.2034752592239,95.2034752592239,295.500974040591,0.114846861267233,0.114846861267233,8.70724710249708,0.00699572483482316
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",6,1,2284,0.90800566606146,2.30488920538112,8.08932199732543,95.2034752592239,95.2034752592239,248.834827228692,0.108946947122895,0.108946947122895,9.17877945558194,0.00612959719789842
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",7,1,2066,0.914821800507062,2.31345572753745,8.44134362847811,95.2034752592239,95.2034752592239,197.567564735029,0.0956280565029181,0.0956280565029181,10.4571820924697,0.00677637947725073
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",8,1,1892,0.924399756800366,2.32969713143357,8.54002352212479,95.2034752592239,95.2034752592239,166.66991527502,0.0880919213927165,0.0880919213927165,11.3517787351007,0.00687103594080338
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",9,1,1738,0.9353530458412,2.33588389357935,8.80590698083391,95.2034752592239,95.2034752592239,135.944229454607,0.0782187741395895,0.0782187741395895,12.784654464354,0.00747986191024166
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",10,1,1613,0.966344422891322,2.39019631458657,9.34923847558975,95.2034752592239,95.2034752592239,100.81159383073,0.0624994382087602,0.0624994382087602,16.0001438198501,0.00867947923124613
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",11,1,1498,0.909957915509271,2.43931002553413,8.9150635127196,95.2034752592239,95.2034752592239,120.055235017773,0.0801436815872981,0.0801436815872981,12.4775900007879,0.00801068090787717
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",12,1,1424,0.923827228505347,2.55967339246205,9.31548301296827,95.2034752592239,95.2034752592239,111.628183986209,0.0783905786420008,0.0783905786420008,12.7566350105268,0.00912921348314607
