"model","heterogeneity","replicate","tau","site","strategy","interval","risk_n","weight_sum","weight_mean","weight_sd","weight_cv","weight_min","weight_q01","weight_q05","weight_q50","weight_q95","weight_q99","weight_max","prop_weight_gt_5","prop_weight_gt_10","prop_weight_gt_20","ess","ess_fraction","design_effect"
"Federated: site-specific slopes","high",1,10,"1","Do not initiate by tau",10,302,123.873805473642,0.410178163820007,0.00829579845633932,0.020224866138851,0.403720119738457,0.403956679641683,0.404502836343392,0.407522708450248,0.424369847596927,0.447782209354052,0.481839507173721,0,0,0,301.876927567183,0.999592475388022,1.000407690756
"Federated: site-specific slopes","high",1,10,"2","Initiate by tau",1,600,554.538828456743,0.92423138076124,1.6954511831363,1.8344445107889,0.723803974180666,0.723980414926671,0.724445389193246,0.729793844795234,0.779077800623311,8.54977848704276,23.8697547529849,0.0133333333333333,0.00833333333333333,0.00333333333333333,137.627999183162,0.229379998638603,4.3595780187249
"Federated: site-specific slopes","high",1,10,"2","Initiate by tau",2,567,516.68163642505,0.911255090696738,1.92998745808233,2.11794422636001,0.515660652608386,0.609234962616009,0.610261267909586,0.619664148766243,0.744375063353432,11.412930861237,23.8697547529849,0.0229276895943563,0.0123456790123457,0.00352733686067019,103.509152310108,0.182555824180085,5.4777764801058
"Federated: site-specific slopes","high",1,10,"2","Initiate by tau",3,528,485.603131854303,0.919702901239211,2.29690557781844,2.49744300547882,0.544521258735451,0.545129057464151,0.546288653191896,0.558008326764911,0.730035708601154,11.5186073149967,33.3094704676124,0.0284090909090909,0.0132575757575758,0.00378787878787879,73.0754516277122,0.138400476567637,7.22540864598322
"Federated: site-specific slopes","high",1,10,"2","Initiate by tau",4,494,436.095085995595,0.882783574889869,2.32705450936371,2.63604191962228,0.501473278809431,0.504983451218766,0.506406906606824,0.518937187000455,0.668932243248747,11.3765391526143,33.3094704676124,0.0303643724696356,0.0121457489878543,0.00404858299595142,62.2585686650492,0.126029491224796,7.9346507732569
"Federated: site-specific slopes","high",1,10,"2","Initiate by tau",5,467,418.08850152277,0.895264457222206,2.39882763177751,2.67946260172162,0.477066711114121,0.477416363930257,0.479025148185808,0.493541443154195,0.975373358113769,11.412930861237,33.3094704676124,0.0321199143468951,0.012847965738758,0.00428265524625268,57.2013279246226,0.122486783564502,8.16414612988342
"Federated: site-specific slopes","high",1,10,"2","Initiate by tau",6,437,386.709549368415,0.884918877273261,2.42847818429364,2.74429469939281,0.248095525684708,0.456634706381634,0.458608788245252,0.473891242817434,1.34232541142143,11.31858198703,33.3094704676124,0.0320366132723112,0.011441647597254,0.0045766590389016,51.3277102273196,0.117454714478992,8.51391963648132
"Federated: site-specific slopes","high",1,10,"2","Initiate by tau",7,410,359.774914207927,0.877499790751041,2.48242054447245,2.82896995604726,0.439022827621979,0.439398182303922,0.441367832404114,0.456528115139908,1.47037572231269,11.3549736956527,33.3094704676124,0.0317073170731707,0.0121951219512195,0.0048780487804878,45.6389667164092,0.111314552966852,8.98355132682238
"Federated: site-specific slopes","high",1,10,"2","Initiate by tau",8,396,357.460593901092,0.902678267427,2.54727862881952,2.82191199316264,0.082985048284103,0.285394397830226,0.427960867807905,0.447379624934474,2.02335288017558,11.3738434704942,33.3094704676124,0.0353535353535354,0.0126262626262626,0.00505050505050505,44.2800554179446,0.111818321762486,8.94307823832397
"Federated: site-specific slopes","high",1,10,"2","Initiate by tau",9,377,334.122005575297,0.886265266777975,2.57126715415717,2.90123877189166,0.082985048284103,0.246721278989415,0.420127576658951,0.439003774261392,2.01909810151829,11.3994524506361,33.3094704676124,0.0318302387267905,0.013262599469496,0.00530503978779841,40.1283269531629,0.106441185552156,9.39485965712022
"Federated: site-specific slopes","high",1,10,"2","Initiate by tau",10,34,185.393061842407,5.45273711301199,7.21718115135677,1.32358868615438,0.082985048284103,0.082985048284103,0.127558460097136,2.72501523244407,23.5709456095303,33.3094704676124,33.3094704676124,0.352941176470588,0.147058823529412,0.0588235294117647,12.5909095070402,0.370320867854123,2.70036092158306
"Federated: site-specific slopes","high",1,10,"2","Do not initiate by tau",1,590,434.313820505817,0.736125119501385,0.0201838838090978,0.0274190939480089,0.723803974180666,0.723980219163421,0.724442420030311,0.729511664245863,0.770364525838077,0.833715682533774,0.925575535366758,0,0,0,589.557517943233,0.999250030412259,1.00075053246426
"Federated: site-specific slopes","high",1,10,"2","Do not initiate by tau",2,547,344.56273120669,0.629913585387003,0.0315136576038196,0.0500285409536904,0.608861452012035,0.609240172522272,0.610261267909586,0.61917095163157,0.688363722090668,0.769677747616255,0.947626913880623,0,0,0,545.636846756703,0.997507946538763,1.00249827930683
"Federated: site-specific slopes","high",1,10,"2","Do not initiate by tau",3,505,286.882492947174,0.568084144449849,0.0330922284060518,0.0582523359072086,0.544521258735451,0.545122092418793,0.546249989717744,0.557224857615889,0.634737815135097,0.7216678594756,0.813095774082656,0,0,0,503.295531720246,0.996624815287615,1.00338661516411
"Federated: site-specific slopes","high",1,10,"2","Do not initiate by tau",4,472,249.581985681925,0.528775393393909,0.032153915285042,0.060808266963151,0.504424690176364,0.505037167334927,0.506398016708847,0.518125807928462,0.591053474721063,0.663120626087863,0.77220711033535,0,0,0,470.264811567021,0.99632375331996,1.00368981133672
"Federated: site-specific slopes","high",1,10,"2","Do not initiate by tau",5,440,222.478695544706,0.505633398965241,0.0393354833759674,0.0777944721540663,0.477066711114121,0.477395806648488,0.478939479310105,0.492384887440661,0.580718042255104,0.67563623161803,0.787072559750623,0,0,0,437.359127011249,0.993998015934658,1.00603822539796
"Federated: site-specific slopes","high",1,10,"2","Do not initiate by tau",6,408,198.571985040098,0.486696041764946,0.044501021934448,0.0914349370359995,0.456286258057377,0.456656020038742,0.458582356537346,0.473048080364236,0.55035964226436,0.709661989082725,0.913236774294983,0,0,0,404.625481482455,0.991729121280526,1.00833985666247
"Federated: site-specific slopes","high",1,10,"2","Do not initiate by tau",7,383,178.648774016062,0.466445885159432,0.0337419586745799,0.0723384207002852,0.439022827621979,0.439391769234537,0.441305253739929,0.455586471724479,0.528280968669272,0.603305243324532,0.720256723643673,0,0,0,381.011431111771,0.994807914129951,1.00521918432323
"Federated: site-specific slopes","high",1,10,"2","Do not initiate by tau",8,364,166.747298951406,0.458096975141226,0.0382229367826783,0.0834385268990145,0.425385199419039,0.425808454509583,0.428313851461769,0.445090095371802,0.53569089082056,0.621791969345358,0.724215185701456,0,0,0,361.490223469771,0.993105009532339,1.00694286143105
"Federated: site-specific slopes","high",1,10,"2","Do not initiate by tau",9,347,155.661573892633,0.448592431967241,0.0347023362917864,0.0773582740564838,0.417363025921607,0.417839047002831,0.420339906105368,0.436978758270887,0.525370981735701,0.570046400835962,0.715712038984762,0,0,0,344.941713226468,0.994068337828437,1.00596705673628
"Federated: site-specific slopes","high",1,10,"2","Do not initiate by tau",10,324,142.490056648748,0.439784125459099,0.0408682350405542,0.0929279450409699,0.404599900502395,0.405417632610632,0.407973509821412,0.426705276698542,0.522087703809654,0.604759975457453,0.741147334768797,0,0,0,321.234508220942,0.991464531546116,1.00860894987395
"Federated: site-specific slopes","high",1,10,"3","Initiate by tau",1,800,776.042813223058,0.970053516528822,0.982473257992095,1.0128031508073,0.330669697791752,0.606714850037517,0.728078154025136,0.763138408811156,1.64537893141098,5.79829880904974,14.1428931101386,0.01375,0.0025,0,395.161639013451,0.493952048766814,2.02448800950734
"Federated: site-specific slopes","high",1,10,"3","Initiate by tau",2,715,683.469996692549,0.955902093276292,1.12237517230599,1.17415285540292,0.225290159865139,0.41056892751296,0.613763955153241,0.670044660314667,2.49948849720554,6.0290402301828,14.1428931101386,0.0167832167832168,0.0041958041958042,0,300.836438846279,0.42075026412067,2.37670676711257
"Federated: site-specific slopes","high",1,10,"3","Initiate by tau",3,629,593.927287263167,0.944240520291205,1.19874646941856,1.26953508524381,0.215855477872448,0.33334272803598,0.547338405224811,0.621723815781446,2.89078154803154,6.77782579712375,14.1428931101386,0.0190779014308426,0.00476947535771065,0,241.074034499376,0.383265555642887,2.60915698078479
"Federated: site-specific slopes","high",1,10,"3","Initiate by tau",4,560,590.358915920865,1.05421234985869,2.24388545696726,2.1284947546555,0.114106522129891,0.177824797390068,0.399922000096568,0.595616872728498,3.12053893271219,9.32319107581017,43.1424589178328,0.0267857142857143,0.00714285714285714,0.00178571428571429,101.405190557523,0.181080697424148,5.52239976002347
"Federated: site-specific slopes","high",1,10,"3","Initiate by tau",5,499,534.758806226407,1.07166093432146,2.37087605354812,2.21233785576898,0.147706541200776,0.176632652067109,0.417431616495586,0.573089146981037,3.15214821704326,9.73043056885551,43.1424589178328,0.030060120240481,0.00801603206412826,0.00200400801603206,84.7971707841881,0.169934209988353,5.88463029350323
"Federated: site-specific slopes","high",1,10,"3","Initiate by tau",6,453,493.184688186984,1.08870792094257,2.48775532253813,2.28505301989932,0.0983624445552428,0.123676150239793,0.319956934946728,0.555546802966878,3.23081694403878,10.126358413501,43.1424589178328,0.033112582781457,0.00883002207505519,0.0022075055187638,72.9475543046369,0.161032128707808,6.20994088586195
"Federated: site-specific slopes","high",1,10,"3","Initiate by tau",7,418,465.375211847729,1.11333782738691,2.58378712895301,2.3207575143812,0.0846746475618512,0.108656296500205,0.22899798300247,0.537707700263091,3.37597907284523,10.59319709539,43.1424589178328,0.0334928229665072,0.00956937799043062,0.00239234449760766,65.588890813291,0.156911222041366,6.37303047538801
"Federated: site-specific slopes","high",1,10,"3","Initiate by tau",8,394,440.709137316888,1.11855110994134,2.6627752106294,2.38055747919202,0.0624616149992572,0.0994845194420831,0.179928640674552,0.52763547719983,3.41468897386028,10.9133150486854,43.1424589178328,0.0380710659898477,0.0101522842639594,0.00253807106598985,59.2243368208068,0.150315575687327,6.65267052617429
"Federated: site-specific slopes","high",1,10,"3","Initiate by tau",9,353,400.20412835441,1.13372274321363,2.79408894025596,2.46452579079069,0.0624616149992572,0.101877377935706,0.175766554121961,0.510686949396573,3.61431797622918,11.3056217095577,43.1424589178328,0.0396600566572238,0.0113314447592068,0.0028328611898017,50.0235174750641,0.141709681232476,7.05668089366095
"Federated: site-specific slopes","high",1,10,"3","Initiate by tau",10,128,269.369642865224,2.10445033488456,4.46845413950778,2.12333551685025,0.0624616149992572,0.0670643999881819,0.114465703960299,0.791111741459206,8.27906108590223,25.2593933364207,43.1424589178328,0.109375,0.03125,0.0078125,23.386125997291,0.182704109353836,5.47333064120272
"Federated: site-specific slopes","high",1,10,"3","Do not initiate by tau",1,731,578.213288841098,0.790989451219012,0.102089156561569,0.129065130267207,0.724443884700804,0.725779732604873,0.728328109702053,0.758902010086294,0.960296048717453,1.21065878177414,2.00532199494291,0,0,0,719.038775479788,0.983637175758944,1.01663502015205
"Federated: site-specific slopes","high",1,10,"3","Do not initiate by tau",2,606,435.205374279722,0.718160683629905,0.263964020001723,0.367555654352353,0.60994076285634,0.611898888710793,0.615493237341956,0.662779869822587,0.969814958207192,1.59182765009067,5.89415998957906,0.00165016501650165,0,0,533.979877136336,0.881154912766231,1.1348742264407
"Federated: site-specific slopes","high",1,10,"3","Do not initiate by tau",3,500,332.39625512953,0.664792510259061,0.216848003332124,0.326188998801477,0.545828711310415,0.547639444444873,0.55300714992134,0.608143764044834,0.921739220916818,1.24720138428805,3.39132411830427,0,0,0,452.003361174032,0.904006722348064,1.10618646441323
"Federated: site-specific slopes","high",1,10,"3","Do not initiate by tau",4,411,264.545925137448,0.643664051429314,0.18702877656884,0.290568932898343,0.506255442241833,0.508851852162496,0.514323896259212,0.580337743378848,1.01757201006242,1.41333223871613,2.21378670584039,0,0,0,379.072652040292,0.922317888175892,1.08422487823341
"Federated: site-specific slopes","high",1,10,"3","Do not initiate by tau",5,359,220.00882456929,0.612837951446489,0.183443780388545,0.299334889354617,0.478508914842915,0.482017859665912,0.486954915515483,0.547264296159235,0.969105506479726,1.40304024630332,2.11550287753609,0,0,0,329.553779873795,0.917977102712522,1.08935178997941
"Federated: site-specific slopes","high",1,10,"3","Do not initiate by tau",6,307,185.178403487599,0.603186982044295,0.196828047981394,0.32631348792428,0.458063486453537,0.46200333897409,0.467661273166204,0.534750548224329,0.969416263387142,1.51050714016003,1.86505266399186,0,0,0,277.543314849136,0.904049885502073,1.10613365040651
"Federated: site-specific slopes","high",1,10,"3","Do not initiate by tau",7,271,165.074855661465,0.609132308713892,0.29057057798981,0.477023749738893,0.440967608530388,0.444949857501979,0.453203442580279,0.517586803592998,1.05757218985828,2.44103719153125,2.74711581729175,0,0,0,220.91575168307,0.815187275583284,1.22671198380087
"Federated: site-specific slopes","high",1,10,"3","Do not initiate by tau",8,251,149.641822622277,0.596182560248117,0.297850454609358,0.49959605407679,0.427341210399306,0.431160845869954,0.440624293323615,0.504686379560234,1.05222585566768,2.0147745028582,2.95879487758455,0,0,0,201.024856754114,0.80089584364189,1.24860181000906
"Federated: site-specific slopes","high",1,10,"3","Do not initiate by tau",9,226,129.83881140772,0.574508015078406,0.309395517355924,0.538539949375117,0.419432227747987,0.423062782247837,0.431902197288379,0.492854603424006,0.855843315668979,2.14083213755052,3.75924623029032,0,0,0,175.364815932771,0.775950512976864,1.28874197938679
"Federated: site-specific slopes","high",1,10,"3","Do not initiate by tau",10,210,120.967186340116,0.576034220667217,0.653607888762852,1.13466850633593,0.40721137433529,0.410474677581111,0.420027555181055,0.482966531046237,0.781296036372605,1.88920361836887,9.641116044544,0.00476190476190476,0,0,92.0510903937867,0.438338525684698,2.28134179727408
"Federated: site-specific slopes","high",1,10,"4","Initiate by tau",1,1200,1207.30154640731,1.00608462200609,0.720239774732885,0.715883891850722,0.287618882409895,0.336846089722449,0.437498151987509,0.825439203136795,1.99110582822328,4.36829510862136,8.46639975347628,0.0075,0,0,793.617898492023,0.661348248743353,1.51206267182249
"Federated: site-specific slopes","high",1,10,"4","Initiate by tau",2,1026,1016.49844612432,0.99073922624203,1.23831218927815,1.24988711103646,0.223275539050292,0.292114891898948,0.354539075470802,0.734725726976458,2.17684825476269,5.51582940230084,29.7716408988129,0.0107212475633528,0.000974658869395711,0.000974658869395711,400.672448506317,0.390518955659178,2.56069516090978
"Federated: site-specific slopes","high",1,10,"4","Initiate by tau",3,839,838.432044158197,0.999323056207623,1.42518085075494,1.42614627162054,0.159660136195969,0.203749286382841,0.321591638688142,0.683961323626626,2.39678238406581,5.47850108647685,29.7716408988129,0.0131108462455304,0.00238379022646007,0.00119189511323004,276.763509639964,0.329873074660267,3.03146900070547
"Federated: site-specific slopes","high",1,10,"4","Initiate by tau",4,711,711.164903992095,1.00023193247833,1.47884342303389,1.47850051074622,0.139737924324286,0.200401506239521,0.30421625466459,0.666975205065243,2.82299284148667,5.55890053594375,29.7716408988129,0.0126582278481013,0.00281293952180028,0.00140646976090014,223.381946418977,0.314179952769306,3.18288926834957
"Federated: site-specific slopes","high",1,10,"4","Initiate by tau",5,594,585.29924669528,0.98535226716377,1.52172521009211,1.5443463833216,0.105093622858387,0.166472786656625,0.255597610517113,0.621284390700688,2.82892836282953,5.81538981244502,29.7716408988129,0.0151515151515152,0.00168350168350168,0.00168350168350168,175.688155321248,0.295771305254627,3.3809905904804
"Federated: site-specific slopes","high",1,10,"4","Initiate by tau",6,526,524.825078440606,0.997766308822445,1.59804171511469,1.60161923787614,0.105093622858387,0.164854745806382,0.239075090275545,0.614238210030599,3.23749967667253,5.94717425322695,29.7716408988129,0.0190114068441065,0.00190114068441065,0.00190114068441065,147.740051588772,0.280874622792343,3.56030740712137
"Federated: site-specific slopes","high",1,10,"4","Initiate by tau",7,476,490.262083486661,1.0299623602661,1.7204385651376,1.67038974578946,0.105093622858387,0.12738105225126,0.202252529682572,0.608220916286196,3.31162843377499,6.40581420308001,29.7716408988129,0.0210084033613445,0.00210084033613445,0.00210084033613445,125.781505659713,0.264246860629649,3.78434013413515
"Federated: site-specific slopes","high",1,10,"4","Initiate by tau",8,416,423.933952007009,1.01907200001685,1.73454306634603,1.70208097790671,0.105093622858387,0.13918517731944,0.202308941153047,0.606126569162301,3.06493638000287,5.96768750721333,29.7716408988129,0.0192307692307692,0.00240384615384615,0.00240384615384615,106.937698300704,0.257061774761307,3.89011552156497
"Federated: site-specific slopes","high",1,10,"4","Initiate by tau",9,370,383.774327927609,1.03722791331786,1.83665642003089,1.77073562757855,0.0804770211497065,0.115639149278821,0.18281728452524,0.583895931647059,3.42410334853576,6.06204847555067,29.7716408988129,0.0216216216216216,0.0027027027027027,0.0027027027027027,89.652842549402,0.242304979863249,4.12703032584959
"Federated: site-specific slopes","high",1,10,"4","Initiate by tau",10,204,242.797083606304,1.19018178238384,2.37132561855927,1.99240624722862,0.0804770211497065,0.101374148932704,0.142676659326441,0.572392096935338,4.37540597687134,6.84558252894963,29.7716408988129,0.0343137254901961,0.00490196078431373,0.00490196078431373,41.2102611282951,0.202011083962231,4.9502234252996
"Federated: site-specific slopes","high",1,10,"4","Do not initiate by tau",1,905,879.042459344406,0.971317634634702,0.445121438706753,0.458265579492085,0.724683277247554,0.729171798310245,0.737742302657185,0.835713561408457,1.57323962664981,2.95234477921171,6.33001814306051,0.00220994475138122,0,0,748.072810051272,0.826599790111902,1.20977528903633
"Federated: site-specific slopes","high",1,10,"4","Do not initiate by tau",2,622,583.459550287397,0.938037862198388,0.655912527403506,0.699238862135381,0.61011022177081,0.613758858303688,0.62841094497408,0.758833592606927,1.64332476860254,3.37824051667121,9.74445644195341,0.00482315112540193,0,0,417.968922872253,0.671975760244779,1.48814891721054
"Federated: site-specific slopes","high",1,10,"4","Do not initiate by tau",3,437,413.315288744092,0.945801576073438,0.992042584299119,1.04889081324822,0.546334407394727,0.549482865499829,0.565543887163618,0.7116547998431,2.14973324920599,3.302186878533,17.4790391232561,0.0068649885583524,0.0022883295194508,0,208.327932241591,0.476722957074579,2.09765438219406
"Federated: site-specific slopes","high",1,10,"4","Do not initiate by tau",4,352,317.816548363512,0.902887921487251,0.919321537153344,1.01820116902109,0.506299133970089,0.509609521715849,0.526748647735683,0.679484990567771,2.09818871299283,3.55261823533902,14.5540918916563,0.00284090909090909,0.00284090909090909,0,173.076022978964,0.491693247099329,2.03378835462832
"Federated: site-specific slopes","high",1,10,"4","Do not initiate by tau",5,275,229.086108724731,0.833040395362657,0.68646632699287,0.824049266775379,0.478976152300822,0.481584753567386,0.499710305073236,0.623189022348968,1.89643642756367,4.19875343805554,8.29220383903938,0.00363636363636364,0,0,164.023610566253,0.596449492968192,1.6765878951855
"Federated: site-specific slopes","high",1,10,"4","Do not initiate by tau",6,240,196.945471603335,0.820606131680561,0.65569076424354,0.799032250588619,0.458375094325739,0.460975894709882,0.478142453990421,0.616100025611199,1.70455513083232,4.10976211516044,6.2782521524153,0.00833333333333333,0,0,146.717891553091,0.611324548137881,1.63579231857454
"Federated: site-specific slopes","high",1,10,"4","Do not initiate by tau",7,205,176.891902779391,0.862887330631176,0.924555689688704,1.07146745220192,0.441434085016967,0.443635177627107,0.459885246289101,0.607364989285348,1.70764225752375,6.82903173642012,9.24957462358123,0.00975609756097561,0,0,95.6851909583383,0.466757029065065,2.1424422938055
"Federated: site-specific slopes","high",1,10,"4","Do not initiate by tau",8,171,137.513616794751,0.804173197630123,0.499272761102636,0.620852277312872,0.427918100010401,0.429799134587536,0.443040763793291,0.603638563469472,1.66273635343716,2.89633467740675,3.88962140842374,0,0,0,123.626068625718,0.722959465647471,1.38320341252385
"Federated: site-specific slopes","high",1,10,"4","Do not initiate by tau",9,148,116.744162516226,0.788811908893421,0.555802080863833,0.704606604689242,0.420079618276946,0.421513426279888,0.429833812276193,0.574298493449445,1.92372647491767,3.21145359278303,4.56293720621646,0,0,0,99.1215727553301,0.669740356454933,1.49311593718676
"Federated: site-specific slopes","high",1,10,"4","Do not initiate by tau",10,131,96.4166569232758,0.736005014681495,0.48445200106093,0.658218342806503,0.407495296787928,0.408514326076738,0.419282664035246,0.561516245987843,1.65036194321348,3.0871516867936,4.19898060037737,0,0,0,91.6119712460847,0.699328024779272,1.42994412431223
"Federated: site-specific slopes","high",1,10,"5","Initiate by tau",1,2000,2062.0154519198,1.0310077259599,1.29775353838948,1.25872338849956,0.27811788668704,0.285875219446591,0.30126849084374,0.81608424607033,2.71933511693347,5.34945146354784,36.3795931072668,0.013,0.002,5e-04,774.115924096165,0.387057962048083,2.58359237647144
"Federated: site-specific slopes","high",1,10,"5","Initiate by tau",2,1518,1478.89719455777,0.974240576125012,1.59766987585845,1.63991309232171,0.212455393770513,0.272359722820472,0.305033892555869,0.63006104581966,2.42094715035427,6.69978128536191,28.1929860447496,0.0151515151515152,0.00527009222661397,0.00131752305665349,411.65617942905,0.27118325390583,3.68754333314127
"Federated: site-specific slopes","high",1,10,"5","Initiate by tau",3,1089,995.456205627917,0.914101198923709,1.47750207538134,1.61634409529382,0.142133373753862,0.21611363736974,0.291042862554133,0.596712395593163,2.36527456715306,5.66723254776902,28.8523809608887,0.0101010101010101,0.00275482093663912,0.00183654729109275,301.647913200196,0.2769953289258,3.61016918183438
"Federated: site-specific slopes","high",1,10,"5","Initiate by tau",4,833,724.928462678577,0.870262260118339,1.042491558367,1.19790505246688,0.135115059418137,0.172152491760498,0.270967362308217,0.584702084246218,2.35141171885632,5.21915484159424,13.5373162860371,0.0120048019207683,0.00240096038415366,0,342.339948905935,0.410972327618169,2.43325385384364
"Federated: site-specific slopes","high",1,10,"5","Initiate by tau",5,667,593.105277510106,0.889213309610353,1.21088931280485,1.36175347323069,0.125246854866202,0.14860056425087,0.221839505850013,0.563747315117103,2.59864716057966,6.3467627812719,15.8204427398367,0.0149925037481259,0.00299850074962519,0,233.904400557629,0.350681260206341,2.85159235315739
"Federated: site-specific slopes","high",1,10,"5","Initiate by tau",6,533,454.922045246823,0.853512280012802,0.985929923906779,1.15514439217206,0.0972870248867161,0.141807019133152,0.189134404103357,0.548283365653841,2.57673552297941,5.23630191763228,9.59476752305616,0.00938086303939963,0,0,228.573381177505,0.428843116655731,2.33185507977451
"Federated: site-specific slopes","high",1,10,"5","Initiate by tau",7,452,388.029774569011,0.858472952586309,1.02636142236223,1.19556640575585,0.0810579383222845,0.116665950371944,0.180245929111212,0.540734123411283,2.87606913054941,6.23480473780562,10.4093493527436,0.0110619469026549,0.00221238938053097,0,186.298281729362,0.412164340109208,2.42621668758398
"Federated: site-specific slopes","high",1,10,"5","Initiate by tau",8,384,329.434317934532,0.857901869621176,0.989594139760844,1.15350505087233,0.0810579383222845,0.112409884238261,0.174194601704076,0.534796173924896,3.05317059311392,4.87234065588777,7.63929317457535,0.0078125,0,0,165.011618313203,0.429717756023967,2.32710886618385
"Federated: site-specific slopes","high",1,10,"5","Initiate by tau",9,318,279.468286266709,0.878831088889024,1.13033980736486,1.28618550442245,0.0291855634383872,0.0855137495911432,0.156223254848094,0.526950619681735,3.22438273632673,6.17623701981893,10.0852658300864,0.0157232704402516,0.00314465408805031,0,120.042081093221,0.377490821047864,2.64907103495691
"Federated: site-specific slopes","high",1,10,"5","Initiate by tau",10,239,173.598349616425,0.726352927265378,0.925388183324787,1.27402003707585,0.0739722313985107,0.0860948807552661,0.145456592616852,0.469872472006364,2.50246639905982,5.02560238511813,7.63929317457535,0.00836820083682008,0,0,91.3491328412196,0.382213944942341,2.61633572828133
"Federated: site-specific slopes","high",1,10,"5","Do not initiate by tau",1,992,1477.70864648941,1.48962565170303,1.60902616449292,1.08015471044915,0.734099429344372,0.745769224811872,0.770996134609407,1.0773906176039,3.53406611669595,6.90776358908712,36.3795931072668,0.0231854838709677,0.00403225806451613,0.00100806451612903,458.080538471922,0.461774736362824,2.16555805516022
"Federated: site-specific slopes","high",1,10,"5","Do not initiate by tau",2,507,857.693130566124,1.69170242715212,2.4731316346385,1.46191883096241,0.621714961730509,0.631179201057024,0.66928292158753,1.0392014980961,4.37110704821512,15.8018984135211,28.1929860447496,0.0394477317554241,0.0157790927021696,0.00394477317554241,161.826177035676,0.319183781135457,3.13299127055461
"Federated: site-specific slopes","high",1,10,"5","Do not initiate by tau",3,299,471.243877435655,1.57606647971791,2.47101501236368,1.56783679125385,0.561511451311856,0.566465149198683,0.597785061780249,1.01699141852463,3.7447670624052,11.067256996212,28.8523809608887,0.0267558528428094,0.0100334448160535,0.00668896321070234,86.6694025820822,0.289864222682549,3.44989109295897
"Federated: site-specific slopes","high",1,10,"5","Do not initiate by tau",4,200,288.077320299886,1.44038660149943,1.52567904867079,1.05921496845539,0.52292478139403,0.53120170743883,0.560919913176744,0.950578881870961,3.78847971221157,9.47909929770102,13.5373162860371,0.035,0.01,0,94.5033690010639,0.472516845005319,2.11632666765297
"Federated: site-specific slopes","high",1,10,"5","Do not initiate by tau",5,139,222.09409843724,1.59779926933266,1.98703722461556,1.2436087953936,0.501191342573367,0.506507928806386,0.54831401308954,1.02488921509314,5.38881034120782,14.0136438983161,15.8204427398367,0.0503597122302158,0.0143884892086331,0,54.8229075514029,0.394409406844625,2.53543648464232
"Federated: site-specific slopes","high",1,10,"5","Do not initiate by tau",6,102,141.590043532333,1.38813768168954,1.24056957084314,0.893693462260326,0.481035463886736,0.483999505628245,0.52123913629387,1.00444607710204,3.62408646825213,7.88758730836857,8.51725823783636,0.0196078431372549,0,0,56.9559481443637,0.558391648474154,1.79085772993306
"Federated: site-specific slopes","high",1,10,"5","Do not initiate by tau",7,85,127.786549001762,1.50337116472662,1.53609815125652,1.02176906628102,0.463448035976077,0.465649768823652,0.50163766603237,0.989198175133065,3.78530745418243,9.74169592809944,10.4093493527436,0.0352941176470588,0.0117647058823529,0,41.8362772840614,0.492191497459546,2.03172953039927
"Federated: site-specific slopes","high",1,10,"5","Do not initiate by tau",8,69,100.208158174332,1.45229214745409,1.3158137058918,0.906025490944405,0.452130446565206,0.452402188138657,0.484284011325056,0.911993057155163,3.87991090254338,7.49490887121709,7.56484796329031,0.0144927536231884,0,0,38.1429291940269,0.552796075275752,1.80898534690422
"Federated: site-specific slopes","high",1,10,"5","Do not initiate by tau",9,57,89.0540244423258,1.56235130600572,1.71728996261832,1.09917017767836,0.445463573374233,0.445463573374233,0.480480750023115,0.870243940284322,4.99680066218898,10.0852658300864,10.0852658300864,0.0526315789473684,0.0175438596491228,0,26.0633500989882,0.4572517561226,2.1869790254712
"Federated: site-specific slopes","high",1,10,"5","Do not initiate by tau",10,43,75.5075816191357,1.75599027021246,2.29344518900332,1.3060694173014,0.438569197773359,0.438569197773359,0.460387351511782,0.770537877701519,7.58826905883519,11.5447264256071,11.5447264256071,0.0697674418604651,0.0232558139534884,0,16.1281420492805,0.375073070913499,2.66614715251212
"Federated: site-specific slopes","low",1,15,"1","Initiate by tau",1,900,901.60185512126,1.00177983902362,0.660038282945631,0.65886560822479,0.138362685436076,0.283781698903174,0.92257789795941,0.943959869283047,1.12671813069158,1.69236263260334,13.8638908360079,0.00444444444444444,0.00222222222222222,0,627.780740820641,0.697534156467379,1.4336215520462
"Federated: site-specific slopes","low",1,15,"1","Initiate by tau",2,814,832.866276519773,1.02317724388178,0.980076793165741,0.957875870506534,0.17654562367511,0.273736558872106,0.846551309862979,0.889468541705448,1.29400854630114,4.46923118672128,14.1808675620378,0.00737100737100737,0.00491400491400491,0,424.754969850648,0.521812002273524,1.91639900125528
"Federated: site-specific slopes","low",1,15,"1","Initiate by tau",3,733,741.810416868137,1.01201966830578,1.05556516200442,1.04302830771218,0.17654562367511,0.243729445409457,0.550471566462816,0.846920794304887,1.52590937865612,4.87807633361755,14.1808675620378,0.00818553888130969,0.00545702592087312,0,351.318834234853,0.479288996227631,2.0864238650809
"Federated: site-specific slopes","low",1,15,"1","Initiate by tau",4,667,690.46345847105,1.03517759890712,1.1883148722969,1.14793333390469,0.153633342369755,0.228905631294676,0.485813574280547,0.814161940439872,1.69967879176807,5.9927686838652,14.1808675620378,0.0119940029985007,0.00599700149925037,0,288.024490051316,0.431820824664641,2.31577530050019
