"method","estimand","sample_size","covariate_scenario","n_per_site","total_n","n_sites","tau","t_star","beta_trt","conf_mult","init_intercept","site_covariates","pooled_common_covariates","mean_est","median_est","truth","mean_bias","median_bias","emp_sd","rmse","coverage","mean_init_rate","mean_death_rate","mean_fit_warning_count","n_reps"
"fed_ccw_site_specific","RMST1","small","different_insufficient",100,300,3,4,25,-0.7,1,-3,"x1 | x2 | x1+x2","intercept_only",11.0276443785324,10.9453094036649,11.4215864977596,-0.393942119227181,-0.476277094094748,1.46289677016221,1.51265455306834,NA,0.185477777777778,0.833455555555556,0,300
"fed_ccw_site_specific","RMST1","small","different_sufficient",100,300,3,4,25,-0.7,1,-3,"x1+L1+L1lag | x2+L2+L2lag | x1+x2+L1+L2+L1lag+L2lag","intercept_only",11.3678422289968,11.285962982426,11.4215864977596,-0.0537442687628259,-0.135623515333565,1.51552174215363,1.51394800996008,NA,0.189333333333333,0.833444444444444,0.02,300
"fed_ccw_site_specific","RMST_diff","large","common_full",1000,3000,3,4,25,-0.7,1,-3,"x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag","x1+x2+L1+L2+L1lag+L2lag",1.8580814759268,1.81864463887473,1.87752671470606,-0.0194452387792557,-0.0588820758313249,0.415509846405455,0.415272266105263,0.966666666666667,0.189684444444444,0.833076666666667,0,300
"fed_ccw_site_specific","RMST_diff","large","different_insufficient",1000,3000,3,4,25,-0.7,1,-3,"x1 | x2 | x1+x2","intercept_only",1.50419798623293,1.48335598316431,1.87752671470606,-0.373328728473124,-0.394170731541743,0.396730669299759,0.544283853076546,0.833333333333333,0.188381111111111,0.834034444444444,0,300
"fed_ccw_site_specific","RMST_diff","large","different_sufficient",1000,3000,3,4,25,-0.7,1,-3,"x1+L1+L1lag | x2+L2+L2lag | x1+x2+L1+L2+L1lag+L2lag","intercept_only",1.83357187141824,1.83203467176363,1.87752671470606,-0.0439548432878205,-0.0454920429424233,0.47531314929519,0.476551721056304,0.943333333333333,0.188924444444444,0.833512222222222,0,300
"fed_ccw_site_specific","RMST_diff","medium","common_full",500,1500,3,4,25,-0.7,1,-3,"x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag","x1+x2+L1+L2+L1lag+L2lag",1.86395530404934,1.86433426143778,1.87752671470606,-0.0135714106567173,-0.0131924532682781,0.623241353233124,0.622349742202193,0.963333333333333,0.188673333333333,0.833215555555556,0,300
"fed_ccw_site_specific","RMST_diff","medium","different_insufficient",500,1500,3,4,25,-0.7,1,-3,"x1 | x2 | x1+x2","intercept_only",1.52024382206192,1.47537013219827,1.87752671470606,-0.357282892644134,-0.402156582507786,0.583429427848235,0.683305443900857,0.906666666666667,0.190531111111111,0.833146666666667,0,300
"fed_ccw_site_specific","RMST_diff","medium","different_sufficient",500,1500,3,4,25,-0.7,1,-3,"x1+L1+L1lag | x2+L2+L2lag | x1+x2+L1+L2+L1lag+L2lag","intercept_only",1.90072065882037,1.86639257600502,1.87752671470606,0.023193944114317,-0.0111341387010402,0.684770859441275,0.684021967398505,0.926666666666667,0.188446666666667,0.834035555555556,0,300
"fed_ccw_site_specific","RMST_diff","small","common_full",100,300,3,4,25,-0.7,1,-3,"x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag","x1+x2+L1+L2+L1lag+L2lag",1.6180808189945,1.60489574932096,1.87752671470606,-0.259445895711557,-0.272630965385097,1.57154644738259,1.59023202131895,0.893333333333333,0.188911111111111,0.834477777777778,0.03,300
"fed_ccw_site_specific","RMST_diff","small","different_insufficient",100,300,3,4,25,-0.7,1,-3,"x1 | x2 | x1+x2","intercept_only",1.34097221623602,1.28418497743986,1.87752671470606,-0.536554498470038,-0.593341737266193,1.46544792869408,1.55829069905773,0.87,0.185477777777778,0.833455555555556,0,300
"fed_ccw_site_specific","RMST_diff","small","different_sufficient",100,300,3,4,25,-0.7,1,-3,"x1+L1+L1lag | x2+L2+L2lag | x1+x2+L1+L2+L1lag+L2lag","intercept_only",1.78152779264304,1.79868711624754,1.87752671470606,-0.0959989220630128,-0.0788395984585133,1.54335914732464,1.54377245488958,0.883333333333333,0.189333333333333,0.833444444444444,0.02,300
"fed_ccw_site_specific","RR","large","common_full",1000,3000,3,4,25,-0.7,1,-3,"x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag","x1+x2+L1+L2+L1lag+L2lag",0.897408658124198,0.898488145388965,0.896104097040816,0.00130456108338136,0.00238404834814893,0.032279842216796,0.0322523921456437,0.94,0.189684444444444,0.833076666666667,0,300
"fed_ccw_site_specific","RR","large","different_insufficient",1000,3000,3,4,25,-0.7,1,-3,"x1 | x2 | x1+x2","intercept_only",0.910051659884244,0.910941419665346,0.896104097040816,0.013947562843428,0.0148373226245297,0.0286286191848374,0.0318025211722863,0.906666666666667,0.188381111111111,0.834034444444444,0,300
"fed_ccw_site_specific","RR","large","different_sufficient",1000,3000,3,4,25,-0.7,1,-3,"x1+L1+L1lag | x2+L2+L2lag | x1+x2+L1+L2+L1lag+L2lag","intercept_only",0.901161706252616,0.902554294272309,0.896104097040816,0.00505760921179972,0.0064501972314922,0.0346707536351255,0.0349804759550442,0.933333333333333,0.188924444444444,0.833512222222222,0,300
"fed_ccw_site_specific","RR","medium","common_full",500,1500,3,4,25,-0.7,1,-3,"x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag","x1+x2+L1+L2+L1lag+L2lag",0.89847830892969,0.900884914942161,0.896104097040816,0.00237421188887373,0.00478081790134466,0.0452247714936157,0.0452117157259877,0.943333333333333,0.188673333333333,0.833215555555556,0,300
"fed_ccw_site_specific","RR","medium","different_insufficient",500,1500,3,4,25,-0.7,1,-3,"x1 | x2 | x1+x2","intercept_only",0.909783486186187,0.909278040598339,0.896104097040816,0.0136793891453702,0.0131739435575223,0.040494228376649,0.0426783584201401,0.893333333333333,0.190531111111111,0.833146666666667,0,300
"fed_ccw_site_specific","RR","medium","different_sufficient",500,1500,3,4,25,-0.7,1,-3,"x1+L1+L1lag | x2+L2+L2lag | x1+x2+L1+L2+L1lag+L2lag","intercept_only",0.896690556389653,0.896912126407141,0.896104097040816,0.000586459348836849,0.000808029366324403,0.0498641383997609,0.0497844164900743,0.916666666666667,0.188446666666667,0.834035555555556,0,300
"fed_ccw_site_specific","RR","small","common_full",100,300,3,4,25,-0.7,1,-3,"x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag","x1+x2+L1+L2+L1lag+L2lag",0.918385103038938,0.935061460697753,0.896104097040816,0.0222810059981222,0.0389573636569365,0.111421417413019,0.113445110276969,0.81,0.188911111111111,0.834477777777778,0.03,300
"fed_ccw_site_specific","RR","small","different_insufficient",100,300,3,4,25,-0.7,1,-3,"x1 | x2 | x1+x2","intercept_only",0.919120907886185,0.924333442061575,0.896104097040816,0.0230168108453681,0.0282293450207589,0.107979793661147,0.110229505885667,0.846666666666667,0.185477777777778,0.833455555555556,0,300
"fed_ccw_site_specific","RR","small","different_sufficient",100,300,3,4,25,-0.7,1,-3,"x1+L1+L1lag | x2+L2+L2lag | x1+x2+L1+L2+L1lag+L2lag","intercept_only",0.907591308305906,0.919255284124499,0.896104097040816,0.0114872112650895,0.0231511870836826,0.111918294927609,0.112320560953997,0.853333333333333,0.189333333333333,0.833444444444444,0.02,300
"fed_ccw_site_specific","psi0","large","common_full",1000,3000,3,4,25,-0.7,1,-3,"x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag","x1+x2+L1+L2+L1lag+L2lag",0.849156593627525,0.849293075278003,0.848698599558083,0.000457994069441813,0.00059447571991933,0.00665847961266746,0.00666313175747293,NA,0.189684444444444,0.833076666666667,0,300
"fed_ccw_site_specific","psi0","large","different_insufficient",1000,3000,3,4,25,-0.7,1,-3,"x1 | x2 | x1+x2","intercept_only",0.847042604089124,0.847130855033273,0.848698599558083,-0.00165599546895937,-0.00156774452480973,0.00672108617609491,0.00691120421598772,NA,0.188381111111111,0.834034444444444,0,300
