"method","estimand","tau","beta_trt","practice_heterogeneity","t_star","site_sizes","init_intercepts","mean_est","truth","rmse","bias","emp_sd","coverage","n_reps"
"Federated per-protocol (unweighted)","RR",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.900752698810235,0.904899352502571,0.0213192364391519,-0.0041466536923359,0.021017431570064,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.05739005828467,0.902123006338248,0.156093103240148,0.155267051946421,0.016118232947205,NA,100
"Federated per-protocol (unweighted)","RR",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.00795102795356,0.922580441087721,0.0869306087153223,0.0853705868658383,0.0164775215663191,NA,100
"Federated per-protocol (unweighted)","RR",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.969397887764851,0.934153683245922,0.0393858260927137,0.0352442045189282,0.0176695064851208,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.08934165849443,0.933399260037731,0.157017609025611,0.155942398456703,0.0184362923727926,NA,100
"Federated per-protocol (unweighted)","RR",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.04979963336164,0.946604502632329,0.10456084656043,0.103195130729311,0.0169293131470387,NA,100
"Federated per-protocol (unweighted)","RR",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.0077305355437,0.954276261676955,0.0564179900118156,0.0534542738667493,0.0181361350986102,NA,100
"Federated CCW","OR",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.493105754984292,0.4709628026806,0.116355357190185,0.0221429523036924,0.114804439827795,0.87,100
"Federated CCW","OR",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.555098596035178,0.533818327832855,0.0995565736561009,0.0212802682023227,0.0977456064443389,0.9,100
"Federated CCW","OR",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.574255954553643,0.582120569351632,0.0915864334804401,-0.00786461479798884,0.0917078289496206,0.96,100
"Federated CCW","OR",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.600315916554024,0.58670465408886,0.121267992150498,0.0136112624651648,0.121108764266418,0.95,100
"Federated CCW","OR",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.656997849848579,0.640751369644983,0.125243311084293,0.0162464802035963,0.124810720743355,0.95,100
"Federated CCW","OR",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.688511965822679,0.661927358106453,0.134626168882214,0.0265846077162255,0.13264010690616,0.88,100
"Federated CCW","OR",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.684963000486617,0.676336258446877,0.171900143949331,0.00862674203974025,0.172548452605481,0.93,100
"Federated CCW","OR",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.769930027413523,0.719674016170808,0.186055814873839,0.0502560112427151,0.180042361968993,0.87,100
"Federated CCW","OR",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.801574903064516,0.747523288625772,0.145716054479644,0.0540516144387437,0.136002048074596,0.93,100
"Federated CCW","OR",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.489407748304729,0.472863713712381,0.0872849573196322,0.0165440345923476,0.086134489002105,0.91,100
"Federated CCW","OR",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.55172331651784,0.544932262667611,0.0653353766950199,0.00679105385022897,0.0653088469534359,0.96,100
"Federated CCW","OR",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.606158896406486,0.590458239090327,0.0690316040024318,0.0157006573161593,0.067561058885772,0.91,100
"Federated CCW","OR",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.604723778086064,0.585442320208611,0.102265860601192,0.0192814578774537,0.100937682678309,0.96,100
"Federated CCW","OR",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.659143863522867,0.646183279892748,0.0818903822889358,0.0129605836301195,0.0812656075663376,0.97,100
"Federated CCW","OR",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.683356448415933,0.689849993203382,0.0815545267728285,-0.00649354478744931,0.0817051530417089,0.94,100
"Federated CCW","OR",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.699919034192765,0.678924690692813,0.12700580748186,0.0209943434999513,0.125889612841325,0.98,100
"Federated CCW","OR",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.749090031109981,0.72743185348648,0.130106325090344,0.0216581776235009,0.128937300440924,0.92,100
"Federated CCW","OR",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.788158834661255,0.756285309226958,0.0944354446963117,0.0318735254342967,0.0893417657224404,0.96,100
"Federated CCW","OR",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.472486026986997,0.475628182454287,0.0823835043487679,-0.00314215546729002,0.0827382915992985,0.93,100
"Federated CCW","OR",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.566030953166995,0.544948125641384,0.074487454249527,0.0210828275256107,0.071801460439979,0.93,100
"Federated CCW","OR",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.581753904974749,0.590569051840087,0.0713532587073487,-0.00881514686533859,0.0711633539353907,0.95,100
"Federated CCW","OR",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.598120168993729,0.581749483228164,0.125968878561104,0.0163706857655646,0.125529822660912,0.91,100
"Federated CCW","OR",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.661059093736697,0.642301419505967,0.0828721532304985,0.0187576742307296,0.0811280534032654,0.96,100
"Federated CCW","OR",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.712021780500884,0.682605686659466,0.0929951731795441,0.0294160938414175,0.0886645913279925,0.93,100
"Federated CCW","OR",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.701730130450687,0.678809312006974,0.147816882324149,0.0229208184437121,0.146764660038663,0.93,100
"Federated CCW","OR",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.759014010626303,0.728342075082578,0.145808308280009,0.030671935543725,0.143263884279564,0.95,100
"Federated CCW","OR",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.770039873872703,0.759804021241099,0.110697951009262,0.0102358526316035,0.110778984982216,0.92,100
"Pooled CCW (site-stratified)","OR",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.493105754984292,0.4709628026806,0.116355357190185,0.0221429523036924,0.114804439827795,0.87,100
"Pooled CCW (site-stratified)","OR",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.555098596035178,0.533818327832855,0.0995565736561009,0.0212802682023227,0.0977456064443389,0.9,100
"Pooled CCW (site-stratified)","OR",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.574255954553643,0.582120569351632,0.0915864334804401,-0.00786461479798884,0.0917078289496206,0.96,100
"Pooled CCW (site-stratified)","OR",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.600315916554024,0.58670465408886,0.121267992150498,0.0136112624651648,0.121108764266418,0.95,100
"Pooled CCW (site-stratified)","OR",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.656997849848579,0.640751369644983,0.125243311084293,0.0162464802035963,0.124810720743355,0.95,100
"Pooled CCW (site-stratified)","OR",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.688511965822679,0.661927358106453,0.134626168882214,0.0265846077162255,0.13264010690616,0.88,100
"Pooled CCW (site-stratified)","OR",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.684963000486617,0.676336258446877,0.171900143949331,0.00862674203974025,0.172548452605481,0.93,100
"Pooled CCW (site-stratified)","OR",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.769930027413523,0.719674016170808,0.186055814873839,0.0502560112427151,0.180042361968993,0.87,100
"Pooled CCW (site-stratified)","OR",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.801574903064516,0.747523288625772,0.145716054479644,0.0540516144387437,0.136002048074596,0.93,100
"Pooled CCW (site-stratified)","OR",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.489407748304729,0.472863713712381,0.0872849573196322,0.0165440345923476,0.086134489002105,0.91,100
"Pooled CCW (site-stratified)","OR",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.55172331651784,0.544932262667611,0.0653353766950199,0.00679105385022897,0.0653088469534359,0.96,100
"Pooled CCW (site-stratified)","OR",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.606158896406486,0.590458239090327,0.0690316040024318,0.0157006573161593,0.067561058885772,0.91,100
"Pooled CCW (site-stratified)","OR",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.604723778086064,0.585442320208611,0.102265860601192,0.0192814578774537,0.100937682678309,0.96,100
"Pooled CCW (site-stratified)","OR",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.659143863522867,0.646183279892748,0.0818903822889358,0.0129605836301195,0.0812656075663376,0.97,100
"Pooled CCW (site-stratified)","OR",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.683356448415933,0.689849993203382,0.0815545267728285,-0.00649354478744931,0.0817051530417089,0.94,100
"Pooled CCW (site-stratified)","OR",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.699919034192765,0.678924690692813,0.12700580748186,0.0209943434999513,0.125889612841325,0.98,100
"Pooled CCW (site-stratified)","OR",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.749090031109981,0.72743185348648,0.130106325090344,0.0216581776235009,0.128937300440924,0.92,100
"Pooled CCW (site-stratified)","OR",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.788158834661255,0.756285309226958,0.0944354446963117,0.0318735254342967,0.0893417657224404,0.96,100
"Pooled CCW (site-stratified)","OR",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.472486026986997,0.475628182454287,0.0823835043487679,-0.00314215546729002,0.0827382915992985,0.93,100
"Pooled CCW (site-stratified)","OR",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.566030953166995,0.544948125641384,0.074487454249527,0.0210828275256107,0.071801460439979,0.93,100
"Pooled CCW (site-stratified)","OR",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.581753904974749,0.590569051840087,0.0713532587073487,-0.00881514686533859,0.0711633539353907,0.95,100
"Pooled CCW (site-stratified)","OR",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.598120168993729,0.581749483228164,0.125968878561104,0.0163706857655646,0.125529822660912,0.91,100
"Pooled CCW (site-stratified)","OR",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.661059093736697,0.642301419505967,0.0828721532304985,0.0187576742307296,0.0811280534032654,0.96,100
"Pooled CCW (site-stratified)","OR",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.712021780500884,0.682605686659466,0.0929951731795441,0.0294160938414175,0.0886645913279925,0.93,100
"Pooled CCW (site-stratified)","OR",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.701730130450687,0.678809312006974,0.147816882324149,0.0229208184437121,0.146764660038663,0.93,100
"Pooled CCW (site-stratified)","OR",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.759014010626303,0.728342075082578,0.145808308280009,0.030671935543725,0.143263884279564,0.95,100
"Pooled CCW (site-stratified)","OR",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.770039873872703,0.759804021241099,0.110697951009262,0.0102358526316035,0.110778984982216,0.92,100
"Federated landmark IPW","OR",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.383565851918086,0.4709628026806,0.138184193303217,-0.0873969507625136,0.107574941114713,NA,100
"Federated landmark IPW","OR",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.418982060996005,0.533818327832855,0.145571734037223,-0.114836266836851,0.0899144462588744,NA,100
"Federated landmark IPW","OR",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.459265256249618,0.582120569351632,0.166780021124799,-0.122855313102014,0.113360725250359,NA,100
"Federated landmark IPW","OR",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.502484651478768,0.58670465408886,0.173165048107516,-0.0842200026100918,0.152066987652719,NA,100
"Federated landmark IPW","OR",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.528399596799071,0.640751369644983,0.179295750591555,-0.112351772845912,0.140432396182452,NA,100
"Federated landmark IPW","OR",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.594529025877117,0.661927358106453,0.216540914732584,-0.067398332229336,0.206821624618966,NA,100
"Federated landmark IPW","OR",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.586912567491885,0.676336258446877,0.192493963465967,-0.0894236909549914,0.171320862259317,NA,100
"Federated landmark IPW","OR",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.654283655276664,0.719674016170808,0.19886063353338,-0.0653903608941441,0.188748275184924,NA,100
"Federated landmark IPW","OR",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.689665133342942,0.747523288625772,0.180718610914342,-0.0578581552828302,0.172068961387013,NA,100
"Federated landmark IPW","OR",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.352877401467188,0.472863713712381,0.142141214919152,-0.119986312245193,0.0765902771771482,NA,100
"Federated landmark IPW","OR",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.388573916928204,0.544932262667611,0.169810515631662,-0.156358345739407,0.0665732598419734,NA,100
"Federated landmark IPW","OR",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.43548358922219,0.590458239090327,0.175281516594366,-0.154974649868136,0.0823055894727337,NA,100
"Federated landmark IPW","OR",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.475583135758594,0.585442320208611,0.15709966849158,-0.109859184450017,0.112865636717551,NA,100
"Federated landmark IPW","OR",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.513337508547584,0.646183279892748,0.160781327794354,-0.132845771345164,0.0910246742163128,NA,100
"Federated landmark IPW","OR",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.549659590753233,0.689849993203382,0.180252600941025,-0.140190402450149,0.113874160595736,NA,100
"Federated landmark IPW","OR",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.58840372410218,0.678924690692813,0.156072477616176,-0.0905209665906332,0.127780481258507,NA,100
"Federated landmark IPW","OR",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.610669026731957,0.72743185348648,0.173038233138613,-0.116762826754523,0.128348768910476,NA,100
"Federated landmark IPW","OR",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.644320236202045,0.756285309226958,0.171948980275827,-0.111965073024913,0.131157528234364,NA,100
"Federated landmark IPW","OR",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.357532226351895,0.475628182454287,0.14484481501464,-0.118095956102392,0.0842876603409097,NA,100
"Federated landmark IPW","OR",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.398221048516755,0.544948125641384,0.162869601382054,-0.14672707712463,0.07105035838814,NA,100
"Federated landmark IPW","OR",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.399669031051123,0.590569051840087,0.207511292630645,-0.190900020788964,0.0817616555309744,NA,100
"Federated landmark IPW","OR",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.487931822685234,0.581749483228164,0.159911780955949,-0.0938176605429307,0.130151521094403,NA,100
"Federated landmark IPW","OR",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.505941490697671,0.642301419505967,0.163441014449985,-0.136359928808297,0.0905590661639202,NA,100
"Federated landmark IPW","OR",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.559894909289705,0.682605686659466,0.174987645630956,-0.122710777369761,0.125379187456477,NA,100
"Federated landmark IPW","OR",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.563938423928272,0.678809312006974,0.188760993717259,-0.114870888078702,0.150539071142819,NA,100
"Federated landmark IPW","OR",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.64143803452689,0.728342075082578,0.178503402651503,-0.0869040405556882,0.156705838085763,NA,100
"Federated landmark IPW","OR",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.659164291857099,0.759804021241099,0.163978763975287,-0.100639729384001,0.130115255452202,NA,100
"Federated IPW (no cloning)","OR",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.276731051211701,0.4709628026806,0.207151400061419,-0.194231751468899,0.0723747910011115,NA,100
"Federated IPW (no cloning)","OR",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.195582037633106,0.533818327832855,0.341134576817889,-0.338236290199749,0.044597090685464,NA,100
"Federated IPW (no cloning)","OR",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.144237245823956,0.582120569351632,0.438931833592481,-0.437883323527676,0.0304735274619438,NA,100
"Federated IPW (no cloning)","OR",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.361689742816254,0.58670465408886,0.240239410855891,-0.225014911272606,0.0845861239030167,NA,100
"Federated IPW (no cloning)","OR",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.252844760947688,0.640751369644983,0.392660032406911,-0.387906608697294,0.0612196243274046,NA,100
"Federated IPW (no cloning)","OR",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.196370172693528,0.661927358106453,0.468424186446201,-0.465557185412925,0.0520074349597427,NA,100
"Federated IPW (no cloning)","OR",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.427972808984601,0.676336258446877,0.27562557428373,-0.248363449462275,0.120122219621954,NA,100
"Federated IPW (no cloning)","OR",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.315415034290536,0.719674016170808,0.413283849866734,-0.404258981880272,0.0863292740931432,NA,100
"Federated IPW (no cloning)","OR",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.244458086987809,0.747523288625772,0.505780173242511,-0.503065201637963,0.0525989836113709,NA,100
"Federated IPW (no cloning)","OR",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.278586671804491,0.472863713712381,0.202156033184812,-0.194277041907891,0.0561697709828096,NA,100
"Federated IPW (no cloning)","OR",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.198676068868009,0.544932262667611,0.34764763323737,-0.346256193799602,0.0312294401208203,NA,100
"Federated IPW (no cloning)","OR",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.159671008516702,0.590458239090327,0.431556121925235,-0.430787230573625,0.0258794475190985,NA,100
"Federated IPW (no cloning)","OR",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.367709572482101,0.585442320208611,0.228233223299069,-0.21773274772651,0.0687761321130446,NA,100
"Federated IPW (no cloning)","OR",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.26141600922386,0.646183279892748,0.386969849084913,-0.384767270668888,0.0414364735007349,NA,100
"Federated IPW (no cloning)","OR",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.200120319041082,0.689849993203382,0.490898948818434,-0.4897296741623,0.0340324295123836,NA,100
"Federated IPW (no cloning)","OR",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.444193836154336,0.678924690692813,0.251612740010648,-0.234730854538478,0.0910677229590796,NA,100
"Federated IPW (no cloning)","OR",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.315692857422638,0.72743185348648,0.416673856314519,-0.411738996063842,0.0642603735787218,NA,100
"Federated IPW (no cloning)","OR",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.253288514339229,0.756285309226958,0.504551396460121,-0.50299679488773,0.0397763444563768,NA,100
"Federated IPW (no cloning)","OR",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.266844083788722,0.475628182454287,0.216131881126433,-0.208784098665565,0.0561580578211242,NA,100
"Federated IPW (no cloning)","OR",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.203740463804131,0.544948125641384,0.34290882889072,-0.341207661837253,0.0342863231377029,NA,100
"Federated IPW (no cloning)","OR",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.151209407488258,0.590569051840087,0.440154906474182,-0.439359644351829,0.0265802502882093,NA,100
"Federated IPW (no cloning)","OR",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.361823578243866,0.581749483228164,0.236315910552005,-0.219925904984299,0.0869099493139771,NA,100
"Federated IPW (no cloning)","OR",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.259867996202968,0.642301419505967,0.384632567181258,-0.382433423302999,0.0412786597982719,NA,100
"Federated IPW (no cloning)","OR",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.209659350261524,0.682605686659466,0.474256278761148,-0.472946336397943,0.0354021746769137,NA,100
"Federated IPW (no cloning)","OR",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.449325313902687,0.678809312006974,0.251547337401426,-0.229483998104288,0.103539177027897,NA,100
"Federated IPW (no cloning)","OR",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.320268216445461,0.728342075082578,0.414834473552993,-0.408073858637117,0.0749637376646218,NA,100
"Federated IPW (no cloning)","OR",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.244211808690193,0.759804021241099,0.517884755667462,-0.515592212550906,0.0489205758038214,NA,100
"Federated per-protocol (unweighted)","OR",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.85543637263517,0.4709628026806,0.394418078438524,0.38447356995457,0.0884530041602654,NA,100
"Federated per-protocol (unweighted)","OR",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.682515233685414,0.533818327832855,0.162744244172411,0.148696905852558,0.0664763890728625,NA,100
"Federated per-protocol (unweighted)","OR",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.55357119515362,0.582120569351632,0.0568445917942996,-0.0285493741980118,0.0494029080357251,NA,100
"Federated per-protocol (unweighted)","OR",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.23193184648134,0.58670465408886,0.658417697351659,0.645227192392479,0.131793128310541,NA,100
"Federated per-protocol (unweighted)","OR",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.933639566520855,0.640751369644983,0.307381059291962,0.292888196875872,0.0937416379691557,NA,100
"Federated per-protocol (unweighted)","OR",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.760443161949603,0.661927358106453,0.125666452998886,0.0985158038431499,0.0784103026268849,NA,100
"Federated per-protocol (unweighted)","OR",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.54957778797241,0.676336258446877,0.892359263794418,0.873241529525529,0.184648962042749,NA,100
"Federated per-protocol (unweighted)","OR",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.16846458250989,0.719674016170808,0.466017909026767,0.448790566339086,0.126170155664988,NA,100
"Federated per-protocol (unweighted)","OR",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.927211464853295,0.747523288625772,0.20287038275821,0.179688176227524,0.0946474133456348,NA,100
"Federated per-protocol (unweighted)","OR",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.05881444885991,0.472863713712381,0.599016987528394,0.585950735147531,0.125057915179936,NA,100
"Federated per-protocol (unweighted)","OR",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.80656041132169,0.544932262667611,0.275343919081437,0.261628148654079,0.0862518370875288,NA,100
"Federated per-protocol (unweighted)","OR",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.653410241790657,0.590458239090327,0.0872531568912483,0.0629520027003303,0.0607209110096748,NA,100
"Federated per-protocol (unweighted)","OR",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.54314604253096,0.585442320208611,0.977487096650155,0.957703722322349,0.196650241654814,NA,100
"Federated per-protocol (unweighted)","OR",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.11395439188547,0.646183279892748,0.483725866561254,0.467771111992725,0.123831511326886,NA,100
"Federated per-protocol (unweighted)","OR",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.890330596169586,0.689849993203382,0.221320293075097,0.200480602966203,0.0942283920044893,NA,100
"Federated per-protocol (unweighted)","OR",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.8888145315317,0.678924690692813,1.23605387986378,1.20988984083889,0.254248281901058,NA,100
"Federated per-protocol (unweighted)","OR",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.40852978721805,0.72743185348648,0.707866821596224,0.681097933731569,0.193795273063992,NA,100
"Federated per-protocol (unweighted)","OR",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.09981196093772,0.756285309226958,0.361252981958645,0.34352665171076,0.112335880460318,NA,100
"Federated per-protocol (unweighted)","OR",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.00183570415559,0.475628182454287,0.537033440548755,0.526207521701307,0.107827773134722,NA,100
"Federated per-protocol (unweighted)","OR",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.778180573083869,0.544948125641384,0.244852752688876,0.233232447442485,0.0749106940303574,NA,100
"Federated per-protocol (unweighted)","OR",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.61494097777693,0.590569051840087,0.0673952665413433,0.0243719259368423,0.0631507030144556,NA,100
"Federated per-protocol (unweighted)","OR",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.43788893176826,0.581749483228164,0.869727823792832,0.856139448540093,0.153911072753202,NA,100
"Federated per-protocol (unweighted)","OR",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.05133530288172,0.642301419505967,0.420642741476467,0.40903388337575,0.0986351209163002,NA,100
"Federated per-protocol (unweighted)","OR",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.851263606013036,0.682605686659466,0.187045319316231,0.16865791935357,0.0812805200949449,NA,100
"Federated per-protocol (unweighted)","OR",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.8456833380866,0.678809312006974,1.19388213303166,1.16687402607962,0.25377862546,NA,100
"Federated per-protocol (unweighted)","OR",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.35911494527491,0.728342075082578,0.647579155898894,0.630772870192334,0.147313824925535,NA,100
