"method","estimand","tau","beta_trt","practice_heterogeneity","t_star","site_sizes","init_intercepts","mean_est","truth","rmse","bias","emp_sd","coverage","n_reps"
"Federated per-protocol (unweighted)","RD",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.0746406042050812,-0.056633481800703,0.131941848797237,0.131274086005784,0.0133244594477427,NA,100
"Federated per-protocol (unweighted)","RD",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.043882248955427,-0.0454307335797954,0.0908442143080447,0.0893129825352225,0.0166927802669115,NA,100
"Federated per-protocol (unweighted)","RD",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.0125677050512512,-0.0392434111994597,0.0537221247033653,0.0518111162507109,0.0142727725357701,NA,100
"Federated per-protocol (unweighted)","RD",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",-0.00085674356412936,-0.121345311474259,0.121556795003366,0.120488567910129,0.0161607897614445,NA,100
"Federated per-protocol (unweighted)","RD",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",-0.0413473355573343,-0.0952227348391839,0.056104647764832,0.0538753992818496,0.0157368785501501,NA,100
"Federated per-protocol (unweighted)","RD",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",-0.0820966642219865,-0.0806842520182238,0.017734051304238,-0.00141241220376268,0.0177667737624837,NA,100
"Federated per-protocol (unweighted)","RD",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.0469178058735021,-0.0831065002228764,0.13066608983699,0.130024306096378,0.0129998779109879,NA,100
"Federated per-protocol (unweighted)","RD",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.00645683032992946,-0.0657536439267112,0.0734466516795984,0.0722104742566407,0.0134861713900913,NA,100
"Federated per-protocol (unweighted)","RD",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",-0.0253255037860681,-0.0558643664400532,0.0338839200273154,0.0305388626539851,0.0147538012297102,NA,100
"Federated per-protocol (unweighted)","RD",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.0730011568112982,-0.0565574615448907,0.130364414948599,0.129558618356189,0.0145451263845067,NA,100
"Federated per-protocol (unweighted)","RD",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.0405997267293419,-0.0453202891991162,0.0869741457784961,0.0859200159284581,0.0135681183331971,NA,100
"Federated per-protocol (unweighted)","RD",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.0062705499758687,-0.0387935474535699,0.0474325609677357,0.0450640974294386,0.0148757467456404,NA,100
"Federated CCW","RR",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.85739377542756,0.854924351745457,0.0548689752488874,0.00246942368210343,0.0550895175233074,0.87,100
"Federated CCW","RR",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.886669841216055,0.883820279235284,0.0379939251050803,0.00284956198077076,0.0380777824534719,0.93,100
"Federated CCW","RR",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.89547059924624,0.901447233379759,0.0296953517073189,-0.00597663413351878,0.0292342292363914,0.94,100
"Federated CCW","RR",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.901466248372812,0.903931036199241,0.0438229171302075,-0.00246478782642925,0.0439739694209892,0.94,100
"Federated CCW","RR",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.922268552237393,0.921804527507199,0.0387946224430009,0.000464024730193708,0.0389872733902853,0.94,100
"Federated CCW","RR",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.930942631055307,0.92948289002952,0.0346633344369879,0.00145974102578753,0.0348070570812106,0.88,100
"Federated CCW","RR",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.927023187043901,0.932764405332763,0.0477267780608971,-0.00574121828886197,0.0476188969857043,0.93,100
"Federated CCW","RR",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.949908819570286,0.944623123020826,0.0393358180728448,0.00528569654946024,0.0391754406090873,0.88,100
"Federated CCW","RR",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.961024369605251,0.95170290251138,0.0291406249870328,0.00932146709387146,0.0277486240600323,0.91,100
"Federated CCW","RR",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.859103872958395,0.856132226632787,0.0369395406558829,0.00297164632560867,0.0370053092284615,0.9,100
"Federated CCW","RR",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.88793942860858,0.88809021080865,0.0247852946697498,-0.000150782200069535,0.0249096974462377,0.95,100
"Federated CCW","RR",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.908295033375378,0.905349645601291,0.0211593276323457,0.00294538777408668,0.0210588841760577,0.94,100
"Federated CCW","RR",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.904951243250865,0.903291875472631,0.0357079875100152,0.00165936777823369,0.0358491067551675,0.95,100
"Federated CCW","RR",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.925282365284705,0.923688382221668,0.0236103458951459,0.00159398306303665,0.0236751510887244,0.98,100
"Federated CCW","RR",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.933990940368902,0.936375257255635,0.020840965496819,-0.00238431688673396,0.0208084305909849,0.95,100
"Federated CCW","RR",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.934527933226084,0.933280894904605,0.0348239552815605,0.00124703832147901,0.0349769441648062,0.95,100
"Federated CCW","RR",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.94853118276059,0.946498111439816,0.0294820625989872,0.00203307132077414,0.0295600507800039,0.91,100
"Federated CCW","RR",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.95889319100107,0.953817705381172,0.0203051489905177,0.00507548561989742,0.019759629317295,0.96,100
"Federated CCW","RR",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.851249913579372,0.857017241223624,0.0397372310867564,-0.00576732764425167,0.0395145474590698,0.95,100
"Federated CCW","RR",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.892746832362149,0.887794402440714,0.026730637386757,0.00495242992143481,0.0264001915545463,0.91,100
"Federated CCW","RR",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.901083579264538,0.904899352502571,0.0221879213946715,-0.00381577323803308,0.0219674628634856,0.95,100
"Federated CCW","RR",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.901197730845383,0.902123006338248,0.0443971574361616,-0.000925275492865162,0.0446111307131831,0.9,100
"Federated CCW","RR",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.926699353195464,0.922580441087721,0.0230584290379862,0.00411891210774305,0.0228018631337936,0.97,100
"Federated CCW","RR",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.940217541300268,0.934153683245922,0.0226003862781514,0.00606385805434575,0.0218813856000062,0.92,100
"Federated CCW","RR",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.933285487520615,0.933399260037731,0.0400533764845363,-0.000113772517116092,0.0402549955947041,0.92,100
"Federated CCW","RR",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.948657409680794,0.946604502632329,0.0352399653222739,0.00205290704846474,0.0353573493076912,0.92,100
"Federated CCW","RR",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.953953867610919,0.954276261676955,0.0250270007224723,-0.00032239406603646,0.0251509950649349,0.91,100
"Pooled CCW (site-stratified)","RR",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.85739377542756,0.854924351745457,0.0548689752488874,0.00246942368210343,0.0550895175233074,0.87,100
"Pooled CCW (site-stratified)","RR",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.886669841216055,0.883820279235284,0.0379939251050803,0.00284956198077076,0.0380777824534719,0.93,100
"Pooled CCW (site-stratified)","RR",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.89547059924624,0.901447233379759,0.0296953517073189,-0.00597663413351878,0.0292342292363914,0.94,100
"Pooled CCW (site-stratified)","RR",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.901466248372812,0.903931036199241,0.0438229171302075,-0.00246478782642925,0.0439739694209892,0.94,100
"Pooled CCW (site-stratified)","RR",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.922268552237393,0.921804527507199,0.0387946224430009,0.000464024730193708,0.0389872733902853,0.94,100
"Pooled CCW (site-stratified)","RR",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.930942631055307,0.92948289002952,0.0346633344369879,0.00145974102578753,0.0348070570812106,0.88,100
"Pooled CCW (site-stratified)","RR",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.927023187043901,0.932764405332763,0.0477267780608971,-0.00574121828886197,0.0476188969857043,0.93,100
"Pooled CCW (site-stratified)","RR",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.949908819570286,0.944623123020826,0.0393358180728448,0.00528569654946024,0.0391754406090873,0.88,100
"Pooled CCW (site-stratified)","RR",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.961024369605251,0.95170290251138,0.0291406249870328,0.00932146709387146,0.0277486240600323,0.91,100
"Pooled CCW (site-stratified)","RR",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.859103872958395,0.856132226632787,0.0369395406558829,0.00297164632560867,0.0370053092284615,0.9,100
"Pooled CCW (site-stratified)","RR",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.88793942860858,0.88809021080865,0.0247852946697498,-0.000150782200069535,0.0249096974462377,0.95,100
"Pooled CCW (site-stratified)","RR",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.908295033375378,0.905349645601291,0.0211593276323457,0.00294538777408668,0.0210588841760577,0.94,100
"Pooled CCW (site-stratified)","RR",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.904951243250865,0.903291875472631,0.0357079875100152,0.00165936777823369,0.0358491067551675,0.95,100
"Pooled CCW (site-stratified)","RR",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.925282365284705,0.923688382221668,0.0236103458951459,0.00159398306303665,0.0236751510887244,0.98,100
"Pooled CCW (site-stratified)","RR",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.933990940368902,0.936375257255635,0.020840965496819,-0.00238431688673396,0.0208084305909849,0.95,100
"Pooled CCW (site-stratified)","RR",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.934527933226084,0.933280894904605,0.0348239552815605,0.00124703832147901,0.0349769441648062,0.95,100
"Pooled CCW (site-stratified)","RR",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.94853118276059,0.946498111439816,0.0294820625989872,0.00203307132077414,0.0295600507800039,0.91,100
"Pooled CCW (site-stratified)","RR",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.95889319100107,0.953817705381172,0.0203051489905177,0.00507548561989742,0.019759629317295,0.96,100
"Pooled CCW (site-stratified)","RR",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.851249913579372,0.857017241223624,0.0397372310867564,-0.00576732764425167,0.0395145474590698,0.95,100
"Pooled CCW (site-stratified)","RR",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.892746832362149,0.887794402440714,0.026730637386757,0.00495242992143481,0.0264001915545463,0.91,100
"Pooled CCW (site-stratified)","RR",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.901083579264538,0.904899352502571,0.0221879213946715,-0.00381577323803308,0.0219674628634856,0.95,100
"Pooled CCW (site-stratified)","RR",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.901197730845383,0.902123006338248,0.0443971574361616,-0.000925275492865162,0.0446111307131831,0.9,100
"Pooled CCW (site-stratified)","RR",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.926699353195464,0.922580441087721,0.0230584290379862,0.00411891210774305,0.0228018631337936,0.97,100
"Pooled CCW (site-stratified)","RR",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.940217541300268,0.934153683245922,0.0226003862781514,0.00606385805434575,0.0218813856000062,0.92,100
"Pooled CCW (site-stratified)","RR",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.933285487520615,0.933399260037731,0.0400533764845363,-0.000113772517116092,0.0402549955947041,0.92,100
"Pooled CCW (site-stratified)","RR",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.948657409680794,0.946604502632329,0.0352399653222739,0.00205290704846474,0.0353573493076912,0.92,100
"Pooled CCW (site-stratified)","RR",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.953953867610919,0.954276261676955,0.0250270007224723,-0.00032239406603646,0.0251509950649349,0.91,100
"Federated landmark IPW","RR",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.682433297967126,0.854924351745457,0.202028375074069,-0.172491053778331,0.105707337080433,NA,100
"Federated landmark IPW","RR",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.625168713089984,0.883820279235284,0.272096366836157,-0.2586515661453,0.0848992282984751,NA,100
"Federated landmark IPW","RR",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.583632423313746,0.901447233379759,0.332820515078444,-0.317814810066013,0.0993068998782,NA,100
"Federated landmark IPW","RR",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.7656062842874,0.903931036199241,0.176442502493421,-0.138324751911841,0.110088209327786,NA,100
"Federated landmark IPW","RR",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.71054814236718,0.921804527507199,0.242749364291027,-0.211256385140019,0.120176610782049,NA,100
"Federated landmark IPW","RR",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.696541996302417,0.92948289002952,0.281611959034061,-0.232940893727103,0.159049688889919,NA,100
"Federated landmark IPW","RR",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.819976858686836,0.932764405332763,0.14623823361887,-0.112787546645927,0.0935527199371377,NA,100
"Federated landmark IPW","RR",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.796944186945313,0.944623123020826,0.194955123750628,-0.147678936075513,0.127914239405368,NA,100
"Federated landmark IPW","RR",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.776510021547846,0.95170290251138,0.215772794670176,-0.175192880963533,0.126592296267258,NA,100
"Federated landmark IPW","RR",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.662217264227317,0.856132226632787,0.205670069644066,-0.193914962405469,0.0688811368431759,NA,100
"Federated landmark IPW","RR",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.603261995845524,0.88809021080865,0.292082781852748,-0.284828214963126,0.065019339902626,NA,100
"Federated landmark IPW","RR",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.56691659970248,0.905349645601291,0.347160180420183,-0.338433045898811,0.0777412459785027,NA,100
"Federated landmark IPW","RR",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.754972547701623,0.903291875472631,0.171332527213617,-0.148319327771008,0.0862004469917467,NA,100
"Federated landmark IPW","RR",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.708744074809032,0.923688382221668,0.226825761819511,-0.214944307412636,0.0728140771708763,NA,100
"Federated landmark IPW","RR",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.668246060541408,0.936375257255635,0.284094390238478,-0.268129196714227,0.094368482767041,NA,100
"Federated landmark IPW","RR",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.828106577631147,0.933280894904605,0.125934969090963,-0.105174317273458,0.0696164051402419,NA,100
"Federated landmark IPW","RR",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.778145141505922,0.946498111439816,0.189977783579589,-0.168352969933894,0.08847093780794,NA,100
"Federated landmark IPW","RR",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.746577777972428,0.953817705381172,0.231263673488707,-0.207239927408744,0.103154778103418,NA,100
"Federated landmark IPW","RR",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.664941822711168,0.857017241223624,0.206863381234546,-0.192075418512456,0.0771950965303964,NA,100
"Federated landmark IPW","RR",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.610021775786178,0.887794402440714,0.285818129216438,-0.277772626654536,0.0676769724218371,NA,100
"Federated landmark IPW","RR",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.533512152429739,0.904899352502571,0.379387456194052,-0.371387200072831,0.0778913354672089,NA,100
"Federated landmark IPW","RR",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.763094753139875,0.902123006338248,0.162612764539706,-0.139028253198374,0.0847697773702927,NA,100
"Federated landmark IPW","RR",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.703319836715047,0.922580441087721,0.232652421894834,-0.219260604372674,0.0781861078340906,NA,100
"Federated landmark IPW","RR",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.674877019036793,0.934153683245922,0.279943660831359,-0.259276664209129,0.106097271151084,NA,100
"Federated landmark IPW","RR",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.81005489421706,0.933399260037731,0.150960891792539,-0.123344365820671,0.0874750080966574,NA,100
"Federated landmark IPW","RR",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.794953225621555,0.946604502632329,0.182855586886383,-0.151651277010774,0.102681501469375,NA,100
"Federated landmark IPW","RR",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.757911038393537,0.954276261676955,0.219469312201247,-0.196365223283418,0.0985115389997694,NA,100
"Federated IPW (no cloning)","RR",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.727464550932884,0.854924351745457,0.145843618306156,-0.127459800812573,0.0712398153447524,NA,100
"Federated IPW (no cloning)","RR",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.668965999410073,0.883820279235284,0.222464686003812,-0.214854279825211,0.0579809700543975,NA,100
"Federated IPW (no cloning)","RR",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.621423526174956,0.901447233379759,0.283939932317516,-0.280023707204803,0.0472325919806058,NA,100
"Federated IPW (no cloning)","RR",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.795996027677996,0.903931036199241,0.12281826595541,-0.107935008521245,0.0588986493629555,NA,100
"Federated IPW (no cloning)","RR",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.739137461015558,0.921804527507199,0.191970752242577,-0.182667066491641,0.0593356531374845,NA,100
"Federated IPW (no cloning)","RR",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.697971593671107,0.92948289002952,0.238790579356467,-0.231511296358413,0.0588051091012376,NA,100
"Federated IPW (no cloning)","RR",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.835543741005683,0.932764405332763,0.115778845073065,-0.09722066432708,0.0631886976392729,NA,100
"Federated IPW (no cloning)","RR",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.787938035720038,0.944623123020826,0.166765569398705,-0.156685087300788,0.0573887906066304,NA,100
"Federated IPW (no cloning)","RR",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.757987290553371,0.95170290251138,0.19870248810027,-0.193715611958008,0.044460179220686,NA,100
"Federated IPW (no cloning)","RR",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.728074590533843,0.856132226632787,0.137255708746257,-0.128057636098943,0.0496489842449301,NA,100
"Federated IPW (no cloning)","RR",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.664493627959231,0.88809021080865,0.227374743487345,-0.223596582849419,0.0414855714725344,NA,100
"Federated IPW (no cloning)","RR",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.631363159748435,0.905349645601291,0.27655206541233,-0.273986485852856,0.0377719158916962,NA,100
"Federated IPW (no cloning)","RR",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.799157624467112,0.903291875472631,0.114301181784581,-0.104134251005519,0.0473629647421178,NA,100
"Federated IPW (no cloning)","RR",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.739898616821769,0.923688382221668,0.188090450677236,-0.183789765399899,0.0401932173057807,NA,100
"Federated IPW (no cloning)","RR",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.696590214733496,0.936375257255635,0.242354178282056,-0.23978504252214,0.0353722072235393,NA,100
"Federated IPW (no cloning)","RR",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.844829316532642,0.933280894904605,0.100115044386521,-0.0884515783719637,0.047133384724409,NA,100
"Federated IPW (no cloning)","RR",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.786314097274101,0.946498111439816,0.165836723021157,-0.160184014165715,0.0431452832043298,NA,100
"Federated IPW (no cloning)","RR",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.751761144316837,0.953817705381172,0.205150402314588,-0.202056561064336,0.0356729490458538,NA,100
"Federated IPW (no cloning)","RR",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.71803281524044,0.857017241223624,0.149320421321502,-0.138984425983183,0.0548636285266198,NA,100
"Federated IPW (no cloning)","RR",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.672935830427265,0.887794402440714,0.21927316195367,-0.214858572013448,0.0439985489372989,NA,100
"Federated IPW (no cloning)","RR",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.624324968772412,0.904899352502571,0.283229865411783,-0.280574383730158,0.0388882347716497,NA,100
"Federated IPW (no cloning)","RR",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.794664584050769,0.902123006338248,0.122721000895134,-0.107458422287479,0.059570275451461,NA,100
"Federated IPW (no cloning)","RR",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.743564099773944,0.922580441087721,0.182680661968168,-0.179016341313777,0.0365890887273319,NA,100
"Federated IPW (no cloning)","RR",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.709162996848146,0.934153683245922,0.228319090411009,-0.224990686397776,0.0390389352444221,NA,100
"Federated IPW (no cloning)","RR",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.845702307149499,0.933399260037731,0.101932904341355,-0.0876969528882328,0.0522190553243986,NA,100
"Federated IPW (no cloning)","RR",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.786304237804811,0.946604502632329,0.169627039984845,-0.160300264827518,0.0557515936289665,NA,100
"Federated IPW (no cloning)","RR",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.744627703643299,0.954276261676955,0.214164416216051,-0.209648558033656,0.0439682999624344,NA,100
"Federated per-protocol (unweighted)","RR",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.969159073709522,0.854924351745457,0.115931746480097,0.114234721964065,0.0198631209902392,NA,100
"Federated per-protocol (unweighted)","RR",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.921528181545037,0.883820279235284,0.0425906089184548,0.0377079023097531,0.0199006134478027,NA,100
"Federated per-protocol (unweighted)","RR",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.878231862608062,0.901447233379759,0.0290292516381107,-0.0232153707716962,0.0175160535486916,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.0346712642687,0.903931036199241,0.131929656474243,0.130740228069455,0.0177646517067228,NA,100
"Federated per-protocol (unweighted)","RR",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.986495646874944,0.921804527507199,0.0672906115904383,0.0646911193677446,0.018615880132145,NA,100
"Federated per-protocol (unweighted)","RR",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.947721221885605,0.92948289002952,0.0266170724867827,0.0182383318560854,0.0194840467991291,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.06756255182037,0.932764405332763,0.135894671373997,0.134798146487605,0.0173152998076022,NA,100
"Federated per-protocol (unweighted)","RR",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.0255740411557,0.944623123020826,0.0829632952274659,0.0809509181348726,0.0182534681392863,NA,100
"Federated per-protocol (unweighted)","RR",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.985768704057108,0.95170290251138,0.038304642990275,0.0340658015457282,0.0176029967507109,NA,100
"Federated per-protocol (unweighted)","RR",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.00869313532754,0.856132226632787,0.153879822596377,0.152560908694755,0.02020523335856,NA,100
"Federated per-protocol (unweighted)","RR",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.956755577953964,0.88809021080865,0.071725713287873,0.0686653671453145,0.0208323103131447,NA,100
"Federated per-protocol (unweighted)","RR",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.913698326314249,0.905349645601291,0.0203394868123818,0.00834868071295818,0.0186405188656306,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.06704924535203,0.903291875472631,0.164824520343918,0.163757369879394,0.0188198883836707,NA,100
"Federated per-protocol (unweighted)","RR",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.01764612513256,0.923688382221668,0.0959361526489994,0.0939577429108939,0.019480317240237,NA,100
"Federated per-protocol (unweighted)","RR",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.977610822767696,0.936375257255635,0.0454607833200115,0.0412355655120604,0.0192356717492806,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.09111992877035,0.933280894904605,0.158714337480247,0.157839033865747,0.0167295875960131,NA,100
"Federated per-protocol (unweighted)","RR",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.05371276376075,0.946498111439816,0.109187144316279,0.107214652320935,0.0207644512570153,NA,100
"Federated per-protocol (unweighted)","RR",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.01538067558885,0.953817705381172,0.0639602411562395,0.0615629702076768,0.0174342385758663,NA,100
"Federated per-protocol (unweighted)","RR",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.99905051257283,0.857017241223624,0.143378389858502,0.142033271349207,0.0196923947853734,NA,100
"Federated per-protocol (unweighted)","RR",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.949510784145598,0.887794402440714,0.0645368305055083,0.0617163817048846,0.0189654316302826,NA,100
